dataset,backbone,perturbation,severity,feature_drift,delta_fgcs,inter_collapse,accuracy,acc_clean,drop
WOODAUTH,hrnet32,gaussian_blur,12,0.5545210838317871,-0.9044753761355822,0.025529157370328903,0.16084569559630885,0.933917104495038,0.7730714088987292
WOODAUTH,hrnet32,compound,severe,0.5800695419311523,-0.33862460250707294,0.03758474811911583,0.12930732391075808,0.933917104495038,0.8046097805842799
WOODAUTH,hrnet32,resize,2.0,0.15113839507102966,0.3940610363053598,0.01685885339975357,0.6808784020558346,0.933917104495038,0.25303870243920334
WOODAUTH,hrnet32,defocus_blur,5,0.19225865602493286,-0.08206658152315116,0.005166396498680115,0.6517930148347155,0.933917104495038,0.28212408966032243
WOODAUTH,hrnet32,illumination,0.7,0.04120969399809837,0.21845729293130578,0.004742778837680817,0.9000116808784021,0.933917104495038,0.033905423616635844
WOODAUTH,hrnet32,jpeg,10,0.31955692172050476,-0.10910706717741192,0.015461184084415436,0.45695596308842423,0.933917104495038,0.4769611414066137
WOODAUTH,hrnet32,red_channel_shift,-45,0.12458599358797073,0.25695739333035217,0.008207298815250397,0.7472257913795117,0.933917104495038,0.18669131311552623
WOODAUTH,hrnet32,green_channel_shift,-45,0.1452297419309616,0.05884835139152411,0.010300055146217346,0.8139236070552506,0.933917104495038,0.11999349743978738
WOODAUTH,hrnet32,blue_channel_shift,-45,0.09131192415952682,0.00456528852336735,-0.0007535144686698914,0.8099521083985516,0.933917104495038,0.12396499609648637
WOODAUTH,hrnet32,gaussian_noise,0.1,0.35077905654907227,-0.5093923916956156,0.014695554971694946,0.3456371919168321,0.933917104495038,0.5882799125782059
WOODAUTH,hrnet32,shot_noise,15,0.47996705770492554,-0.3887652494381475,0.04450962319970131,0.2358369349375073,0.933917104495038,0.6980801695575307
WOODAUTH,hrnet32,impulse_noise,0.05,0.5145226120948792,-0.426682669680877,0.05005806311964989,0.21889966125452634,0.933917104495038,0.7150174432405116
WOODAUTH,hrnet32,motion_blur,15,0.27820146083831787,0.15904006537883264,0.008237361907958984,0.43616399953276486,0.933917104495038,0.4977531049622731
WOODAUTH,hrnet32,zoom_blur,1.2,0.4286082983016968,0.0957088932627852,0.03805021196603775,0.30744071954210955,0.933917104495038,0.6264763849529285
WOODAUTH,hrnet32,contrast,0.5,0.06846854090690613,0.0009112070428654029,0.0011542290449142456,0.8379862165634856,0.933917104495038,0.09593088793155236
WOODAUTH,hrnet32,pixelate,0.25,0.3020908534526825,-0.7892976448951454,0.008871197700500488,0.39469688120546664,0.933917104495038,0.5392202232895713
WOODAUTH,hrnet32,scratch,severe,0.5152983069419861,2.3864506202101383,0.07226406969130039,0.20628431258030605,0.933917104495038,0.7276327919147318
WOODAUTH,hrnet32,rotation,45,0.43206536769866943,0.2422574311797301,0.05422743409872055,0.3406144142039481,0.933917104495038,0.5933026902910898
WOODAUTH,hrnet32,compound_optical,severe,0.5334596037864685,-0.5827305800944331,0.02939702942967415,0.18782852470505781,0.933917104495038,0.7460885797899801
WOODAUTH,hrnet32,compound_digital,severe,0.393667608499527,-0.4010215484392765,0.019605405628681183,0.3340731222987969,0.933917104495038,0.5998439821962411
WOODAUTH,hrnet32,compound_field,severe,0.4323405623435974,0.03279575830971382,0.036502838134765625,0.2027800490596893,0.933917104495038,0.7311370554353487
