dataset,backbone,perturbation,severity,feature_drift,delta_fgcs,inter_collapse,accuracy,acc_clean,drop
BD11,efficientnet_b3,gaussian_blur,12,0.8875189423561096,0.24533152832173566,0.1916033923625946,0.19090909090909092,0.8931818181818182,0.7022727272727273
BD11,efficientnet_b3,compound,severe,0.9707335233688354,0.7845259285926277,0.2848285585641861,0.07954545454545454,0.8931818181818182,0.8136363636363636
BD11,efficientnet_b3,resize,2.0,0.32939600944519043,0.3178344371404972,0.020668059587478638,0.7931818181818182,0.8931818181818182,0.09999999999999998
BD11,efficientnet_b3,defocus_blur,5,0.41299495100975037,0.06843088900541883,0.04390668869018555,0.7545454545454545,0.8931818181818182,0.13863636363636367
BD11,efficientnet_b3,illumination,0.7,0.026790618896484375,-0.013687140694347844,-0.007370442152023315,0.95,0.8931818181818182,-0.05681818181818177
BD11,efficientnet_b3,jpeg,10,0.3654008209705353,0.09136015951255538,0.04237586259841919,0.8409090909090909,0.8931818181818182,0.05227272727272725
BD11,efficientnet_b3,red_channel_shift,-45,0.12335730344057083,0.037835347304942646,0.002506256103515625,0.9159090909090909,0.8931818181818182,-0.022727272727272707
BD11,efficientnet_b3,green_channel_shift,-45,0.10580816864967346,0.027563170732682107,0.019711166620254517,0.9090909090909091,0.8931818181818182,-0.015909090909090873
BD11,efficientnet_b3,blue_channel_shift,-45,0.07177142798900604,0.018775924149406986,0.019502222537994385,0.95,0.8931818181818182,-0.05681818181818177
BD11,efficientnet_b3,gaussian_noise,0.1,0.2630954086780548,0.018055151746289022,0.030544668436050415,0.8681818181818182,0.8931818181818182,0.025000000000000022
BD11,efficientnet_b3,shot_noise,15,0.44932475686073303,0.03308712380080825,0.067249596118927,0.5159090909090909,0.8931818181818182,0.3772727272727273
BD11,efficientnet_b3,impulse_noise,0.05,0.17680557072162628,0.0011583400533828891,0.052057504653930664,0.8977272727272727,0.8931818181818182,-0.004545454545454519
BD11,efficientnet_b3,motion_blur,15,0.48563727736473083,0.05565447102950316,0.06632944941520691,0.525,0.8931818181818182,0.36818181818181817
BD11,efficientnet_b3,zoom_blur,1.2,0.7981461882591248,0.15547006377244832,0.19857478141784668,0.175,0.8931818181818182,0.7181818181818183
BD11,efficientnet_b3,contrast,0.5,0.06523322314023972,-0.03294163410608986,-0.011032313108444214,0.9545454545454546,0.8931818181818182,-0.0613636363636364
BD11,efficientnet_b3,pixelate,0.25,0.6703589558601379,0.058477106177105,0.1392720490694046,0.3613636363636364,0.8931818181818182,0.5318181818181817
BD11,efficientnet_b3,scratch,severe,0.46983519196510315,0.3196282806959908,0.14208054542541504,0.7454545454545455,0.8931818181818182,0.1477272727272727
BD11,efficientnet_b3,rotation,45,0.3238478899002075,0.023418373086806277,0.0719175636768341,0.8090909090909091,0.8931818181818182,0.0840909090909091
BD11,efficientnet_b3,compound_optical,severe,0.8193460702896118,0.06890401985330397,0.09419071674346924,0.2772727272727273,0.8931818181818182,0.615909090909091
BD11,efficientnet_b3,compound_digital,severe,0.6511659026145935,0.1304112534892603,0.10514898598194122,0.48409090909090907,0.8931818181818182,0.4090909090909091
BD11,efficientnet_b3,compound_field,severe,0.8468667268753052,0.3264175504842751,0.20173390209674835,0.1340909090909091,0.8931818181818182,0.759090909090909
