dataset,backbone,perturbation,severity,feature_drift,delta_fgcs,inter_collapse,accuracy,acc_clean,drop
FSDM41,dinov2_b,gaussian_blur,12,0.7177280187606812,0.7876430906359055,0.1902683973312378,0.0805574439157036,0.9256366723259764,0.8450792284102727
FSDM41,dinov2_b,compound,severe,0.7934022545814514,1.0239437690912636,0.2766246981918812,0.03263086335825969,0.9256366723259764,0.8930058089677166
FSDM41,dinov2_b,resize,2.0,0.22920675575733185,0.039029673010909816,0.005779385566711426,0.7746430999320191,0.9256366723259764,0.15099357239395728
FSDM41,dinov2_b,defocus_blur,5,0.3800472915172577,0.14379465687798337,0.02885758876800537,0.29945615227736233,0.9256366723259764,0.626180520048614
FSDM41,dinov2_b,illumination,0.7,0.0036615689750760794,0.008840663081289057,0.0008877813816070557,0.9622705642420122,0.9256366723259764,-0.03663389191603583
FSDM41,dinov2_b,jpeg,10,0.37411221861839294,0.1126090905955523,0.009142428636550903,0.4615907545887152,0.9256366723259764,0.46404591773726117
FSDM41,dinov2_b,red_channel_shift,-45,0.03662200644612312,-0.004916639652422339,-0.02179214358329773,0.9619306594153637,0.9256366723259764,-0.03629398708938736
FSDM41,dinov2_b,green_channel_shift,-45,0.020168110728263855,0.006325608940030147,0.007893174886703491,0.9571719918422842,0.9256366723259764,-0.031535319516307836
FSDM41,dinov2_b,blue_channel_shift,-45,0.06910806894302368,0.03267251405097332,-0.006776213645935059,0.9347382732834806,0.9256366723259764,-0.00910160095750423
FSDM41,dinov2_b,gaussian_noise,0.1,0.3381093740463257,0.04647131915677921,0.0012659728527069092,0.6097892590074779,0.9256366723259764,0.3158474133184984
FSDM41,dinov2_b,shot_noise,15,0.5159780383110046,0.07794221204293245,0.0637722909450531,0.24813052345343303,0.9256366723259764,0.6775061488725433
FSDM41,dinov2_b,impulse_noise,0.05,0.46254026889801025,0.13525299291200027,0.1322244107723236,0.2185588035350102,0.9256366723259764,0.7070778687909661
FSDM41,dinov2_b,motion_blur,15,0.4455811679363251,0.26408655205197146,0.12186795473098755,0.2025832766825289,0.9256366723259764,0.7230533956434475
FSDM41,dinov2_b,zoom_blur,1.2,0.5534505248069763,0.05876627685798991,0.13972161710262299,0.2131203263086336,0.9256366723259764,0.7125163460173427
FSDM41,dinov2_b,contrast,0.5,0.05989950895309448,0.029819040115715845,0.005507320165634155,0.9333786539768865,0.9256366723259764,-0.0077419816509101125
FSDM41,dinov2_b,pixelate,0.25,0.3674742579460144,0.04785433601638861,0.01076999306678772,0.3970088375254929,0.9256366723259764,0.5286278348004835
FSDM41,dinov2_b,scratch,severe,0.310401976108551,0.1258750375372309,0.09370595216751099,0.8341264445955132,0.9256366723259764,0.09151022773046313
FSDM41,dinov2_b,rotation,45,0.3252165913581848,-0.07184937397334462,0.05190986394882202,0.650917743031951,0.9256366723259764,0.2747189292940253
FSDM41,dinov2_b,compound_optical,severe,0.6429049968719482,0.5303794253486962,0.15566657483577728,0.10605030591434399,0.9256366723259764,0.8195863664116324
FSDM41,dinov2_b,compound_digital,severe,0.42332929372787476,0.1424559958238269,0.03284233808517456,0.37355540448674374,0.9256366723259764,0.5520812678392326
FSDM41,dinov2_b,compound_field,severe,0.6487414836883545,0.11936283253341856,0.07436148822307587,0.12542488103331068,0.9256366723259764,0.8002117912926656
