backbone,dataset,blur_tag,blur_radius,n_test,acc_clean,acc_blur,acc_deblur,drift_blur,drift_deblur,drift_reduction_pct,acc_recovery_pct
efficientnet_b3,PCA11,blur_2,2,33,0.8787878787878788,0.7878787878787878,0.48484848484848486,0.28164538741111755,0.4404693841934204,-56.391478036339215,-333.33333333333314
efficientnet_b3,PCA11,blur_4,4,33,0.8787878787878788,0.696969696969697,0.30303030303030304,0.4608941376209259,0.6779702305793762,-47.09890520173855,-216.66666666666669
efficientnet_b3,PCA11,blur_6,6,33,0.8787878787878788,0.6060606060606061,0.21212121212121213,0.5922520160675049,0.775306224822998,-30.90816135518712,-144.44444444444443
efficientnet_b3,PCA11,blur_8,8,33,0.8787878787878788,0.3333333333333333,0.12121212121212122,0.6760538816452026,0.8256336450576782,-22.12542039526015,-38.8888888888889
efficientnet_b3,PCA11,blur_10,10,33,0.8787878787878788,0.36363636363636365,0.15151515151515152,0.722652792930603,0.8626621961593628,-19.374366860324997,-41.176470588235304
efficientnet_b3,PCA11,blur_12,12,33,0.8787878787878788,0.3939393939393939,0.15151515151515152,0.766484797000885,0.8828655481338501,-15.183699870935694,-50.0
