backbone,dataset,blur_tag,blur_radius,n_test,acc_clean,acc_blur,acc_deblur,drift_blur,drift_deblur,drift_reduction_pct,acc_recovery_pct
efficientnet_b3,DTSR14,blur_2,2,42,0.9523809523809523,0.8571428571428571,0.40476190476190477,0.08433224260807037,0.5110218524932861,-505.96260302033363,-475.0
efficientnet_b3,DTSR14,blur_4,4,42,0.9523809523809523,0.5952380952380952,0.30952380952380953,0.28047624230384827,0.7238177061080933,-158.0673857302894,-80.0
efficientnet_b3,DTSR14,blur_6,6,42,0.9523809523809523,0.40476190476190477,0.23809523809523808,0.4458577632904053,0.7420856952667236,-66.44000763610637,-30.43478260869565
efficientnet_b3,DTSR14,blur_8,8,42,0.9523809523809523,0.30952380952380953,0.16666666666666666,0.5444773435592651,0.7620518803596497,-39.96025534838476,-22.222222222222232
efficientnet_b3,DTSR14,blur_10,10,42,0.9523809523809523,0.21428571428571427,0.16666666666666666,0.6201087236404419,0.7742727994918823,-24.860813914436964,-6.451612903225815
efficientnet_b3,DTSR14,blur_12,12,42,0.9523809523809523,0.19047619047619047,0.11904761904761904,0.6812320947647095,0.783105194568634,-14.954242553576469,-9.374999999999996
