dataset,perturbation,severity,backbone,point,ci_lo,ci_hi,ci_std
WRD25,clean,0,efficientnet_b3,0.9120370370370371,0.8865162037037037,0.9375,0.013493642883845306
WRD25,gaussian_blur,12,efficientnet_b3,0.23772011121408712,0.22056302131603336,0.2567191844300278,0.00925421352195823
WRD25,defocus_blur,11,efficientnet_b3,0.3989805375347544,0.3790546802594995,0.41984476367006485,0.010273609006642623
WRD25,resize,2.0,efficientnet_b3,0.8271547729379055,0.8109360518999074,0.8424582947173308,0.00803456843124811
WRD25,jpeg,10,efficientnet_b3,0.7187210379981465,0.6978683966635774,0.73725671918443,0.010139431423512885
WRD25,scratch,severe,efficientnet_b3,0.4462465245597776,0.42491890639481,0.4675625579240037,0.010690464679559301
WRD25,compound,severe,efficientnet_b3,0.04772937905468026,0.03938832252085264,0.056533827618164965,0.00442963409668963
WRD25,compound_optical,severe,efficientnet_b3,0.2794253938832252,0.26135310472659873,0.29935125115848005,0.009488922119760402
WRD25,compound_digital,severe,efficientnet_b3,0.3262279888785913,0.3072289156626506,0.34615384615384615,0.010076116487651252
WRD25,compound_field,severe,efficientnet_b3,0.247451343836886,0.22798887859128822,0.2659870250231696,0.009663767194459941
