dataset,perturbation,severity,backbone,point,ci_lo,ci_hi,ci_std
DTSR14,clean,0,efficientnet_b3,0.9691184727681078,0.961257720381808,0.9769792251544076,0.004008266308052042
DTSR14,gaussian_blur,12,efficientnet_b3,0.15163428057957992,0.14444569246321465,0.15916264180613277,0.00380436363783416
DTSR14,defocus_blur,11,efficientnet_b3,0.22722677749073347,0.21913680781758957,0.23621251263619006,0.004364852582147551
DTSR14,resize,2.0,efficientnet_b3,0.7988318544310906,0.7909693361788162,0.807143659440638,0.0041679867161537685
DTSR14,jpeg,10,efficientnet_b3,0.5927215545321801,0.5821633157362687,0.6028333146130518,0.005312283514825463
DTSR14,scratch,severe,efficientnet_b3,0.3167471638773447,0.3069723688644277,0.3262973155116253,0.004953191181418103
DTSR14,compound,severe,efficientnet_b3,0.06065371223183197,0.05548691452319443,0.06571099629338424,0.002596448420271671
DTSR14,compound_optical,severe,efficientnet_b3,0.10794114343479726,0.10142648545434123,0.11423115803661688,0.003254879603658605
DTSR14,compound_digital,severe,efficientnet_b3,0.7284061552285747,0.7195299337302034,0.7377288554419859,0.004549365335311469
DTSR14,compound_field,severe,efficientnet_b3,0.25452094799505787,0.2453077614287319,0.2635094911827474,0.00475404648329802
