dataset,perturbation,severity,backbone,point,ci_lo,ci_hi,ci_std
DTSR14,clean,0,hrnet32,0.9797866367209432,0.9724873666479505,0.9859629421673217,0.0034469437170437487
DTSR14,gaussian_blur,12,hrnet32,0.08940806469729305,0.08390149387846793,0.09558856565202739,0.002993185146399142
DTSR14,defocus_blur,11,hrnet32,0.17701898236549476,0.1697180725598113,0.18443221386049646,0.0039277652740350244
DTSR14,resize,2.0,hrnet32,0.7179602381219814,0.7084072784454678,0.7267241379310345,0.004757099804850083
DTSR14,jpeg,10,hrnet32,0.5612714815230821,0.5505953049533865,0.5722818151184994,0.005589389728384203
DTSR14,scratch,severe,hrnet32,0.4024486128271369,0.39278613950353813,0.41267269459732675,0.005294126231034817
DTSR14,compound,severe,hrnet32,0.19173312366617995,0.1833089969673144,0.20060934516455128,0.00422374340573031
DTSR14,compound_optical,severe,hrnet32,0.10805346512411547,0.10176345052229585,0.11445580141525329,0.0032263076802935024
DTSR14,compound_digital,severe,hrnet32,0.47298663371897115,0.46276535999101426,0.483769515893519,0.005468254263495094
DTSR14,compound_field,severe,hrnet32,0.41671346737054926,0.40705099404695044,0.4271621925193755,0.005336916223220833
