dataset,perturbation,severity,backbone,point,ci_lo,ci_hi,ci_std
WRD25,clean,0,hrnet32,0.9513888888888888,0.9305555555555556,0.9699074074074074,0.010011288799189735
WRD25,gaussian_blur,12,hrnet32,0.1190917516218721,0.10656858202038925,0.1329935125115848,0.0070359907484226734
WRD25,defocus_blur,11,hrnet32,0.2692307692307692,0.25069508804448565,0.2873030583873957,0.009313743182975738
WRD25,resize,2.0,hrnet32,0.7822057460611678,0.7655236329935126,0.798887859128823,0.008717788219224192
WRD25,jpeg,10,hrnet32,0.5866543095458758,0.5653382761816497,0.6070551436515291,0.010522954013524632
WRD25,scratch,severe,hrnet32,0.5430954587581094,0.5227062094531975,0.5630329008341056,0.010391565221524068
WRD25,compound,severe,hrnet32,0.04633920296570899,0.037534754402224285,0.05560704355885079,0.004581216295094465
WRD25,compound_optical,severe,hrnet32,0.13484708063021317,0.12140871177015755,0.14874884151992585,0.0071689425445689535
WRD25,compound_digital,severe,hrnet32,0.12882298424467098,0.11490963855421686,0.14411492122335495,0.0073592162136327174
WRD25,compound_field,severe,hrnet32,0.14735866543095458,0.13113994439295645,0.16218721037998146,0.007831415771806615
