dataset,perturbation,severity,backbone,accuracy,accuracy_std,acc_clean,drop
DTSR14,clean,0,hrnet32,0.9790005614823134,0.0017613011949868564,0.9790005614823134,0.0
DTSR14,gaussian_blur,2,hrnet32,0.8931820734583849,0.0,0.9790005614823134,0.08581848802392855
DTSR14,gaussian_blur,4,hrnet32,0.256767381781422,0.0,0.9790005614823134,0.7222331797008914
DTSR14,gaussian_blur,6,hrnet32,0.15354374929798945,0.0,0.9790005614823134,0.825456812184324
DTSR14,gaussian_blur,8,hrnet32,0.11962259912389082,0.0,0.9790005614823134,0.8593779623584226
DTSR14,gaussian_blur,10,hrnet32,0.09805683477479502,0.0,0.9790005614823134,0.8809437267075184
DTSR14,gaussian_blur,12,hrnet32,0.08940806469729305,0.0,0.9790005614823134,0.8895924967850204
DTSR14,defocus_blur,3,hrnet32,0.9258676850499832,0.0,0.9790005614823134,0.05313287643233022
DTSR14,defocus_blur,5,hrnet32,0.5639672020667191,0.0,0.9790005614823134,0.41503335941559427
DTSR14,defocus_blur,8,hrnet32,0.3013590924407503,0.0,0.9790005614823134,0.6776414690415631
DTSR14,defocus_blur,11,hrnet32,0.17701898236549476,0.0,0.9790005614823134,0.8019815791168187
DTSR14,defocus_blur,15,hrnet32,0.1819611366954959,0.0,0.9790005614823134,0.7970394247868176
DTSR14,resize,1.33,hrnet32,0.9172189149724812,0.0,0.9790005614823134,0.0617816465098322
DTSR14,resize,1.67,hrnet32,0.8226440525665506,0.0,0.9790005614823134,0.1563565089157628
DTSR14,resize,2.0,hrnet32,0.7179602381219814,0.0,0.9790005614823134,0.261040323360332
DTSR14,illumination,0.7,hrnet32,0.9616983039424913,0.0,0.9790005614823134,0.017302257539822063
DTSR14,illumination,0.85,hrnet32,0.9822531730877232,0.0,0.9790005614823134,-0.003252611605409794
DTSR14,illumination,1.15,hrnet32,0.9874199707963608,0.0,0.9790005614823134,-0.008419409314047388
DTSR14,illumination,1.3,hrnet32,0.961024373806582,0.0,0.9790005614823134,0.017976187675731392
DTSR14,jpeg,10,hrnet32,0.5612714815230821,0.0,0.9790005614823134,0.41772907995923125
DTSR14,jpeg,20,hrnet32,0.9003706615747501,0.0,0.9790005614823134,0.0786298999075633
DTSR14,jpeg,30,hrnet32,0.955632932719308,0.0,0.9790005614823134,0.023367628763005355
DTSR14,jpeg,50,hrnet32,0.9731551162529485,0.0,0.9790005614823134,0.005845445229364921
DTSR14,jpeg,70,hrnet32,0.9824778164663597,0.0,0.9790005614823134,-0.003477254984046274
DTSR14,red_channel_shift,-45,hrnet32,0.9248567898461193,0.0,0.9790005614823134,0.054143771636194105
DTSR14,red_channel_shift,-30,hrnet32,0.9713579692238571,0.0,0.9790005614823134,0.0076425922584563155
DTSR14,red_channel_shift,30,hrnet32,0.9609120521172638,0.0,0.9790005614823134,0.018088509365049577
DTSR14,red_channel_shift,45,hrnet32,0.9454116589913513,0.0,0.9790005614823134,0.033588902490962136
DTSR14,green_channel_shift,-45,hrnet32,0.9421543300011233,0.0,0.9790005614823134,0.03684623148119015
DTSR14,green_channel_shift,-30,hrnet32,0.970234752330675,0.0,0.9790005614823134,0.008765809151638382
DTSR14,green_channel_shift,30,hrnet32,0.951252386835898,0.0,0.9790005614823134,0.027748174646415436
DTSR14,green_channel_shift,45,hrnet32,0.8777940020217904,0.0,0.9790005614823134,0.10120655946052304
DTSR14,blue_channel_shift,-45,hrnet32,0.9773110187577221,0.0,0.9790005614823134,0.0016895427245913197
DTSR14,blue_channel_shift,-30,hrnet32,0.9832640682915871,0.0,0.9790005614823134,-0.004263506809273676
DTSR14,blue_channel_shift,30,hrnet32,0.9816915646411322,0.0,0.9790005614823134,-0.002691003158818761
DTSR14,blue_channel_shift,45,hrnet32,0.9578793665056723,0.0,0.9790005614823134,0.02112119497664111
DTSR14,gaussian_noise,0.02,hrnet32,0.7650230259463102,0.0,0.9790005614823134,0.21397753553600318
DTSR14,gaussian_noise,0.05,hrnet32,0.6251825227451421,0.0,0.9790005614823134,0.3538180387371713
DTSR14,gaussian_noise,0.1,hrnet32,0.4536673031562395,0.0,0.9790005614823134,0.5253332583260739
DTSR14,shot_noise,60,hrnet32,0.4157025721666854,0.0,0.9790005614823134,0.563297989315628
DTSR14,shot_noise,30,hrnet32,0.35954172750758173,0.0,0.9790005614823134,0.6194588339747317
DTSR14,shot_noise,15,hrnet32,0.33539256430416714,0.0,0.9790005614823134,0.6436079971781463
DTSR14,impulse_noise,0.01,hrnet32,0.3745928338762215,0.0,0.9790005614823134,0.604407727606092
