dataset,perturbation,severity,backbone,point,ci_lo,ci_hi,ci_std
PCA11,clean,0,dinov2_b,0.9129226493747105,0.9013316350162112,0.9240389069013432,0.005923598093371997
PCA11,gaussian_blur,12,dinov2_b,0.20074108383510886,0.19342288096340898,0.20880268642890226,0.0038945277573303777
PCA11,defocus_blur,11,dinov2_b,0.33756368689207966,0.32894858730893933,0.3467369152385364,0.004495278428945356
PCA11,resize,2.0,dinov2_b,0.8273274664196387,0.8201018990273274,0.8343700787401575,0.0036671378625567712
PCA11,jpeg,10,dinov2_b,0.6811486799444187,0.6716975451597962,0.6900463177396944,0.004588996510202411
PCA11,scratch,severe,dinov2_b,0.9107920333487726,0.905511811023622,0.9161672070402964,0.002679087481971713
PCA11,compound,severe,dinov2_b,0.13395090319592404,0.12801991662806855,0.14034275127373785,0.0033179478156300166
PCA11,compound_optical,severe,dinov2_b,0.2283464566929134,0.2206553960166744,0.2365910143584993,0.0040875731166865785
PCA11,compound_digital,severe,dinov2_b,0.575544233441408,0.5662783696155628,0.585178323297823,0.004754717662589766
PCA11,compound_field,severe,dinov2_b,0.30560444650301066,0.2971723019916628,0.31440944881889765,0.004357800436089299
