dataset,perturbation,severity,backbone,point,ci_lo,ci_hi,ci_std
WRD25,clean,0,swin_tiny,0.9490740740740741,0.9282407407407407,0.9676504629629629,0.01024098352133353
WRD25,gaussian_blur,12,swin_tiny,0.2201112140871177,0.2038693234476367,0.2386468952734013,0.008969464186437716
WRD25,defocus_blur,11,swin_tiny,0.33642261353104724,0.3178869323447637,0.35542168674698793,0.00964775524152929
WRD25,resize,2.0,swin_tiny,0.7330861909175163,0.7154657089898054,0.7516218721037998,0.009400400455094108
WRD25,jpeg,10,swin_tiny,0.6232622798887859,0.6019462465245597,0.6445783132530121,0.010622141893512543
WRD25,scratch,severe,swin_tiny,0.798887859128823,0.7812789620018535,0.8160333642261353,0.008725914759065326
WRD25,compound,severe,swin_tiny,0.028266913809082483,0.021779425393883226,0.03614457831325301,0.0036005615571838823
WRD25,compound_optical,severe,swin_tiny,0.22242817423540315,0.2043443002780352,0.240048656163114,0.009049651735559213
WRD25,compound_digital,severe,swin_tiny,0.09128822984244671,0.07924003707136237,0.10333642261353104,0.006208052073812361
WRD25,compound_field,severe,swin_tiny,0.21779425393883226,0.19925857275254866,0.2344763670064875,0.008851630942082717
