backbone,dataset,perturbation,feature_drift,mahal_delta,knn_dist,reference_bank_drift,accuracy_drop
swin_tiny,DTSR14,blur_2,0.25116243958473206,443.7955615790381,0.22140774130821228,0.22140774130821228,0.122430641356846
swin_tiny,DTSR14,blur_4,0.5944706797599792,2323.939031817419,0.4461272060871124,0.4461272060871124,0.5424014377176232
swin_tiny,DTSR14,blur_6,0.724041759967804,3300.30237221681,0.5313223600387573,0.5313223600387573,0.7604178366842637
swin_tiny,DTSR14,blur_8,0.772123396396637,3713.0052212300407,0.5574146509170532,0.5574146509170532,0.804447938897001
swin_tiny,DTSR14,blur_10,0.8012155890464783,4025.5904736537514,0.5815268158912659,0.5815268158912659,0.8303942491295069
swin_tiny,DTSR14,blur_12,0.8184047937393188,4374.713455602039,0.604374349117279,0.604374349117279,0.840727844546782
swin_tiny,DTSR14,defocus_3,0.3009588122367859,819.5851869040509,0.2703152000904083,0.2703152000904083,0.1470290913175334
swin_tiny,DTSR14,defocus_5,0.46479159593582153,1516.6254213002464,0.3595084547996521,0.3595084547996521,0.32831629787712
swin_tiny,DTSR14,defocus_8,0.6069983839988708,2381.916869635412,0.4389723241329193,0.4389723241329193,0.581264742221723
swin_tiny,DTSR14,defocus_11,0.6938850283622742,3077.3320600529596,0.4836963415145874,0.4836963415145874,0.786588790295406
swin_tiny,DTSR14,defocus_15,0.7548140287399292,3647.094680394709,0.5035918951034546,0.5035918951034546,0.8879029540604291
swin_tiny,DTSR14,resize_1_33,0.29293397068977356,498.35486636231235,0.23528720438480377,0.23528720438480377,0.10524542289116023
swin_tiny,DTSR14,resize_1_67,0.35489341616630554,565.1683235177902,0.25531625747680664,0.25531625747680664,0.16926878580253846
swin_tiny,DTSR14,resize_2_0,0.45748257637023926,945.8223893772531,0.3180494010448456,0.3180494010448456,0.2693474109850612
swin_tiny,DTSR14,brightness_0_7,0.043434444814920425,187.59763227988924,0.04343443736433983,0.04343443736433983,0.005503762776592147
swin_tiny,DTSR14,brightness_0_85,0.011384538374841213,51.558375541144756,0.01138453558087349,0.01138453558087349,0.0020217904077276527
swin_tiny,DTSR14,brightness_1_15,0.01893148384988308,21.20700391505909,0.018842292949557304,0.018842292949557304,0.0024710771650005015
swin_tiny,DTSR14,brightness_1_3,0.058016687631607056,88.76950165281983,0.05688115209341049,0.05688115209341049,0.01190609906772988
swin_tiny,DTSR14,jpeg_10,0.5935831069946289,1737.9025014781885,0.4003382623195648,0.4003382623195648,0.6099067729978658
swin_tiny,DTSR14,jpeg_20,0.3661377429962158,842.6309132289507,0.2970843017101288,0.2970843017101288,0.3032685611591598
swin_tiny,DTSR14,jpeg_30,0.2592770457267761,574.1812082232509,0.23473747074604034,0.23473747074604034,0.1628664495114006
swin_tiny,DTSR14,jpeg_50,0.14967305958271027,235.5700479573262,0.14559219777584076,0.14559219777584076,0.07884982590138145
swin_tiny,DTSR14,jpeg_70,0.0801205039024353,112.42314352587096,0.0798804983496666,0.0798804983496666,0.01864540042682239
swin_tiny,DTSR14,color_shift_-45,0.14635337889194489,754.1654799963865,0.1460835039615631,0.1460835039615631,0.012243064135684545
swin_tiny,DTSR14,color_shift_-30,0.09570213407278061,450.1043139143537,0.09562939405441284,0.09562939405441284,0.0064023362911377335
swin_tiny,DTSR14,color_shift_30,0.06525127589702606,229.04725381782634,0.06517577916383743,0.06517577916383743,0.009435021902729379
swin_tiny,DTSR14,color_shift_45,0.1116941049695015,403.244870931504,0.11090312898159027,0.11090312898159027,0.020217904077277304
swin_tiny,DTSR14,green_channel_shift_-45,0.2200641930103302,1029.1184313162303,0.21558330953121185,0.21558330953121185,0.0295406042906885
swin_tiny,DTSR14,green_channel_shift_-30,0.15037865936756134,702.1323681353688,0.1494469940662384,0.1494469940662384,0.012467707514320914
swin_tiny,DTSR14,green_channel_shift_30,0.11341644823551178,549.5325442229346,0.11327502876520157,0.11327502876520157,0.011007525553184294
swin_tiny,DTSR14,green_channel_shift_45,0.17124629020690918,898.7107238531337,0.1701052337884903,0.1701052337884903,0.01943165225204979
swin_tiny,DTSR14,blue_channel_shift_-45,0.08334153145551682,233.60953575496103,0.08330754935741425,0.08330754935741425,0.012916994271593762
swin_tiny,DTSR14,blue_channel_shift_-30,0.04948483780026436,121.17850995402387,0.049482811242341995,0.049482811242341995,0.006626979669774213
swin_tiny,DTSR14,blue_channel_shift_30,0.11488470435142517,494.9588096013333,0.11441154778003693,0.11441154778003693,0.008424126698865497
swin_tiny,DTSR14,blue_channel_shift_45,0.17553864419460297,777.8964461366329,0.17344912886619568,0.17344912886619568,0.019993260698640825
swin_tiny,DTSR14,gaussian_noise_0_02,0.18128716945648193,350.6442970238911,0.16728195548057556,0.16728195548057556,0.056048522969785464
swin_tiny,DTSR14,gaussian_noise_0_05,0.28195494413375854,696.2847750450933,0.23817943036556244,0.23817943036556244,0.10704256992025152
swin_tiny,DTSR14,gaussian_noise_0_1,0.42096567153930664,1377.9822484710082,0.33157506585121155,0.33157506585121155,0.190722228462316
swin_tiny,DTSR14,shot_noise_60,0.40635332465171814,1324.262117614832,0.3251305818557739,0.3251305818557739,0.18690329102549696
swin_tiny,DTSR14,shot_noise_30,0.5204511284828186,2082.2808618285817,0.40125060081481934,0.40125060081481934,0.28406155228574637
swin_tiny,DTSR14,shot_noise_15,0.679673969745636,4101.345281399419,0.5237511396408081,0.5237511396408081,0.4157025721666854
swin_tiny,DTSR14,impulse_noise_0_01,0.24351681768894196,899.2786211831876,0.23051056265830994,0.23051056265830994,0.08682466584297421
swin_tiny,DTSR14,impulse_noise_0_03,0.4260956346988678,1536.2849886861247,0.33689019083976746,0.33689019083976746,0.38560035942940574
swin_tiny,DTSR14,impulse_noise_0_05,0.542523205280304,2137.2886914646588,0.393117755651474,0.393117755651474,0.6277659215994609
swin_tiny,DTSR14,motion_blur_5,0.1952069252729416,521.756842753683,0.1879654824733734,0.1879654824733734,0.04066045153319098
swin_tiny,DTSR14,motion_blur_9,0.34316298365592957,924.0088626067602,0.2833854854106903,0.2833854854106903,0.17802987756935862
swin_tiny,DTSR14,motion_blur_15,0.5029631853103638,1437.8768515066283,0.3547426164150238,0.3547426164150238,0.46894305290351557
swin_tiny,DTSR14,zoom_blur_1_05,0.3396073281764984,1179.537866502887,0.3053399324417114,0.3053399324417114,0.16500056160844656
swin_tiny,DTSR14,zoom_blur_1_1,0.5796421766281128,2860.2054799965035,0.46306416392326355,0.46306416392326355,0.3604403010221273
