mag_a,mag_b,backbone,image_idx,csi
VN26_x10,VN26_x20,convnext_tiny,34,0.0988671355943519
VN26_x10,VN26_x20,convnext_tiny,35,0.1915656887755102
VN26_x10,VN26_x20,convnext_tiny,36,0.4122971150409369
VN26_x10,VN26_x20,convnext_tiny,37,0.4812135452854481
VN26_x10,VN26_x20,convnext_tiny,38,0.48563694175412736
VN26_x10,VN26_x20,convnext_tiny,39,0.046595982142857144
VN26_x10,VN26_x20,convnext_tiny,40,0.0546840247948886
VN26_x10,VN26_x20,convnext_tiny,41,0.26090203981252397
VN26_x10,VN26_x20,convnext_tiny,42,0.17580442488427128
VN26_x10,VN26_x20,convnext_tiny,43,0.2062378730264978
VN26_x10,VN26_x20,convnext_tiny,44,0.45358442158733164
VN26_x10,VN26_x20,convnext_tiny,45,0.22582334271844626
VN26_x10,VN26_x20,convnext_tiny,46,0.16994794623444295
VN26_x10,VN26_x20,convnext_tiny,47,0.0143974730681192
VN26_x10,VN26_x20,convnext_tiny,48,0.24337466820310905
VN26_x10,VN26_x20,convnext_tiny,49,0.03705590676422235
VN26_x10,VN26_x20,convnext_tiny,50,0.05415116369757821
VN26_x10,VN26_x20,convnext_tiny,51,0.20210115440397733
VN26_x10,VN26_x20,convnext_tiny,52,0.11885952121306302
VN26_x10,VN26_x20,convnext_tiny,53,0.36796622214021096
VN26_x10,VN26_x20,convnext_tiny,54,0.17321435329571877
VN26_x10,VN26_x20,convnext_tiny,55,0.03966527597708563
VN26_x10,VN26_x20,convnext_tiny,56,0.043153519162776544
VN26_x10,VN26_x20,convnext_tiny,57,0.3520859039966708
VN26_x10,VN26_x20,convnext_tiny,58,0.7017706366291426
VN26_x10,VN26_x20,convnext_tiny,59,0.2505697428187679
VN26_x10,VN26_x20,convnext_tiny,60,0.15411018250248765
VN26_x10,VN26_x20,convnext_tiny,61,0.07663610778221547
VN26_x10,VN26_x20,convnext_tiny,62,0.06029112036240771
VN26_x10,VN26_x20,convnext_tiny,63,0.22157682618607996
VN26_x10,VN26_x20,convnext_tiny,64,0.07421875
VN26_x10,VN26_x20,convnext_tiny,65,0.31972746118206347
VN26_x10,VN26_x20,convnext_tiny,66,0.2121684639491652
VN26_x10,VN26_x20,convnext_tiny,67,0.028904057621489846
VN26_x10,VN26_x20,convnext_tiny,68,0.23454293044192656
VN26_x10,VN26_x20,convnext_tiny,69,0.12157997091838707
VN26_x10,VN26_x20,convnext_tiny,70,0.30667060158693055
VN26_x10,VN26_x20,convnext_tiny,71,0.16471428922547746
VN26_x10,VN26_x20,convnext_tiny,72,0.596495124573143
VN26_x10,VN26_x20,convnext_tiny,73,0.06619874163888097
VN26_x10,VN26_x20,convnext_tiny,74,0.08132041879251702
VN26_x10,VN26_x20,convnext_tiny,75,0.17368934574256725
VN26_x10,VN26_x20,convnext_tiny,76,0.037501328656462586
VN26_x10,VN26_x20,convnext_tiny,77,0.07588748668589843
VN26_x10,VN26_x20,convnext_tiny,78,0.052227827189163994
VN26_x10,VN26_x20,convnext_tiny,79,0.11488316941216542
VN26_x10,VN26_x20,convnext_tiny,80,0.18533834924187756
VN26_x10,VN26_x20,convnext_tiny,81,0.6218769070210678
VN26_x10,VN26_x20,convnext_tiny,82,0.02854092328875964
VN26_x10,VN26_x20,convnext_tiny,83,0.12483394495054227
VN26_x10,VN26_x20,convnext_tiny,84,0.3535687356693258
VN26_x10,VN26_x20,convnext_tiny,85,0.006350593285792592
VN26_x10,VN26_x20,convnext_tiny,86,0.07742896416662846
VN26_x10,VN26_x20,convnext_tiny,87,0.1591634568476847
VN26_x10,VN26_x20,convnext_tiny,88,0.10544614972416695
VN26_x10,VN26_x20,convnext_tiny,89,0.2212908976939186
VN26_x10,VN26_x20,convnext_tiny,90,0.1916963735401496
VN26_x10,VN26_x20,convnext_tiny,91,0.1897098853857618
VN26_x10,VN26_x20,convnext_tiny,92,0.28200378830026684
VN26_x10,VN26_x20,convnext_tiny,93,0.23628069083094902
VN26_x10,VN26_x20,convnext_tiny,94,0.06849137262687355
VN26_x10,VN26_x20,convnext_tiny,95,0.06940975352644996
VN26_x10,VN26_x20,convnext_tiny,96,0.22360740549689587
VN26_x10,VN26_x20,convnext_tiny,97,0.09139535791549502
VN26_x10,VN26_x20,convnext_tiny,98,0.010666818556272549
VN26_x10,VN26_x20,convnext_tiny,99,0.0520753373675362
VN26_x10,VN26_x20,convnext_tiny,100,0.13135662479790688
VN26_x10,VN26_x20,convnext_tiny,101,0.06788808891492056
VN26_x10,VN26_x20,convnext_tiny,102,0.042339898462301566
VN26_x10,VN26_x20,convnext_tiny,103,0.07461125944002332
VN26_x10,VN26_x20,convnext_tiny,104,0.0
VN26_x10,VN26_x20,convnext_tiny,105,0.1157008435480031
VN26_x10,VN26_x20,convnext_tiny,106,0.11381836662032539
VN26_x10,VN26_x20,convnext_tiny,107,0.4381751911657727
VN26_x10,VN26_x20,convnext_tiny,108,0.22966161348419037
VN26_x10,VN26_x20,convnext_tiny,109,0.29772615884612424
VN26_x10,VN26_x20,convnext_tiny,110,0.08749741186231857
VN26_x10,VN26_x20,convnext_tiny,111,0.3765331728272651
VN26_x10,VN26_x20,convnext_tiny,112,0.3377442790472853
VN26_x10,VN26_x20,convnext_tiny,113,0.5809832015952803
VN26_x10,VN26_x20,convnext_tiny,114,0.13120836361961646
VN26_x10,VN26_x20,convnext_tiny,115,0.43452869339207706
VN26_x10,VN26_x20,convnext_tiny,116,0.7120716190208568
VN26_x10,VN26_x20,convnext_tiny,117,0.4202059118313957
VN26_x10,VN26_x20,convnext_tiny,118,0.07681313029672861
VN26_x10,VN26_x20,convnext_tiny,119,0.2002551020408163
VN26_x10,VN26_x20,convnext_tiny,120,0.08771980247284417
VN26_x10,VN26_x20,convnext_tiny,121,0.40087942753901157
VN26_x10,VN26_x20,convnext_tiny,122,0.20466112128511652
VN26_x10,VN26_x20,convnext_tiny,123,0.05855954976761554
VN26_x10,VN26_x20,convnext_tiny,124,0.1400736075680272
VN26_x10,VN26_x20,convnext_tiny,125,0.01247844591181147
VN26_x10,VN26_x20,convnext_tiny,126,0.24552174034526053
VN26_x10,VN26_x20,convnext_tiny,127,0.09247210143746283
VN26_x10,VN26_x20,convnext_tiny,128,0.3017341753931328
VN26_x10,VN26_x20,convnext_tiny,129,0.20754273751818964
VN26_x10,VN26_x20,convnext_tiny,130,0.0674158770599859
VN26_x10,VN26_x20,convnext_tiny,131,0.2347007607067905
VN26_x10,VN26_x20,convnext_tiny,132,0.6189996378013906
VN26_x10,VN26_x20,convnext_tiny,133,0.33589809359859735
VN26_x10,VN26_x20,convnext_tiny,134,0.19511374166032777
VN26_x10,VN26_x20,convnext_tiny,135,0.07819241859668273
VN26_x10,VN26_x20,convnext_tiny,136,0.07493466710333409
VN26_x10,VN26_x20,convnext_tiny,137,0.131946801644762
VN26_x10,VN26_x20,convnext_tiny,138,0.09798463674348463
VN26_x10,VN26_x20,convnext_tiny,139,0.14735779409806815
VN26_x10,VN26_x20,convnext_tiny,140,0.12239275956993378
VN26_x10,VN26_x20,convnext_tiny,141,0.26947890500263866
VN26_x10,VN26_x20,convnext_tiny,142,0.07538791217451762
VN26_x10,VN26_x20,convnext_tiny,143,0.07812302359739133
VN26_x10,VN26_x20,convnext_tiny,144,0.10010232296884657
VN26_x10,VN26_x20,convnext_tiny,145,0.03188141722327728
VN26_x10,VN26_x20,convnext_tiny,146,0.010533017323484958
VN26_x10,VN26_x20,convnext_tiny,147,0.09756002701922122
VN26_x10,VN26_x20,convnext_tiny,148,0.14743020849752225
VN26_x10,VN26_x20,convnext_tiny,149,0.27287056042058705
VN26_x10,VN26_x20,convnext_tiny,150,0.2171429117557375
VN26_x10,VN26_x20,convnext_tiny,151,0.1153674748178007
VN26_x10,VN26_x20,convnext_tiny,152,0.1753722041653448
VN26_x10,VN26_x20,convnext_tiny,153,0.2723139142334264
VN26_x10,VN26_x20,convnext_tiny,154,0.08879206997645456
VN26_x10,VN26_x20,convnext_tiny,155,0.5766243500829966
VN26_x10,VN26_x20,convnext_tiny,156,0.11604244320800904
VN26_x10,VN26_x20,convnext_tiny,157,0.02154440935076785
VN26_x10,VN26_x20,convnext_tiny,158,0.2555268476210428
VN26_x10,VN26_x20,convnext_tiny,159,0.074697779543624
VN26_x10,VN26_x20,convnext_tiny,160,0.07823514064262282
VN26_x10,VN26_x20,convnext_tiny,161,0.13252882544049907
VN26_x10,VN26_x20,convnext_tiny,162,0.02253315916572747
VN26_x10,VN26_x20,convnext_tiny,163,0.2460313440195229
VN26_x10,VN26_x20,convnext_tiny,164,0.06850170104016574
VN26_x10,VN26_x20,convnext_tiny,165,0.057950516404264775
VN26_x10,VN26_x20,convnext_tiny,166,0.1969513379568674
VN26_x10,VN26_x20,convnext_tiny,167,0.04454151405261778
VN26_x10,VN26_x20,convnext_tiny,168,0.01674063759441555
VN26_x10,VN26_x20,convnext_tiny,169,0.10983897637273259
VN26_x10,VN26_x20,convnext_tiny,170,0.13145624264663125
VN26_x10,VN26_x20,convnext_tiny,171,0.2632817715045986
VN26_x10,VN26_x20,convnext_tiny,172,0.1982908658769433
VN26_x10,VN26_x20,convnext_tiny,173,0.05118304269574084
VN26_x10,VN26_x20,convnext_tiny,174,0.1724251357289671
VN26_x10,VN26_x20,convnext_tiny,175,0.12928681606271286
VN26_x10,VN26_x20,convnext_tiny,176,0.23164163314379696
VN26_x10,VN26_x20,convnext_tiny,177,0.07320929805199107
VN26_x10,VN26_x20,convnext_tiny,178,0.11219261360456755
VN26_x10,VN26_x20,convnext_tiny,179,0.05944148369621768
VN26_x10,VN26_x20,convnext_tiny,180,0.23202348197179376
VN26_x10,VN26_x20,convnext_tiny,181,0.0908926687011594
VN26_x10,VN26_x20,convnext_tiny,182,0.036254390392246816
VN26_x10,VN26_x20,convnext_tiny,183,0.02692325817028296
VN26_x10,VN26_x20,convnext_tiny,184,0.23123941886199417
VN26_x10,VN26_x20,convnext_tiny,185,0.0984912170464967
VN26_x10,VN26_x20,convnext_tiny,186,0.2285127236761334
VN26_x10,VN26_x20,convnext_tiny,187,0.0717379692963115
VN26_x10,VN26_x20,convnext_tiny,188,0.026958219075646644
VN26_x10,VN26_x20,convnext_tiny,189,0.2669204400510204
VN26_x10,VN26_x20,convnext_tiny,190,0.20895485720658505
VN26_x10,VN26_x20,convnext_tiny,191,0.0834073357525288
VN26_x10,VN26_x20,convnext_tiny,192,0.33089807179998515
VN26_x10,VN26_x20,convnext_tiny,193,0.1316430197687034
VN26_x10,VN26_x20,convnext_tiny,194,0.09319719156452061
VN26_x10,VN26_x20,convnext_tiny,195,0.022558106883619995
VN26_x10,VN26_x20,convnext_tiny,196,0.17852736036950137
VN26_x10,VN26_x20,convnext_tiny,197,0.20701917801476713
VN26_x10,VN26_x20,convnext_tiny,198,0.05796919340551978
VN26_x10,VN26_x20,convnext_tiny,199,0.28199350502911297
VN26_x10,VN26_x20,swin_tiny,0,0.18741459740655467
VN26_x10,VN26_x20,swin_tiny,1,0.06562334307777741
VN26_x10,VN26_x20,swin_tiny,2,0.05821992556890677
VN26_x10,VN26_x20,swin_tiny,3,0.09881428382949231
VN26_x10,VN26_x20,swin_tiny,4,0.18370394851218083
VN26_x10,VN26_x20,swin_tiny,5,0.366281356314954
VN26_x10,VN26_x20,swin_tiny,6,0.17418672559180712
VN26_x10,VN26_x20,swin_tiny,7,0.13988475455882635
VN26_x10,VN26_x20,swin_tiny,8,0.3273672957930063
VN26_x10,VN26_x20,swin_tiny,9,0.3709308693532747
VN26_x10,VN26_x20,swin_tiny,10,0.16207934729868578
VN26_x10,VN26_x20,swin_tiny,11,0.16714636506064942
VN26_x10,VN26_x20,swin_tiny,12,0.2011038193819832
VN26_x10,VN26_x20,swin_tiny,13,0.16074937499646766
VN26_x10,VN26_x20,swin_tiny,14,0.262991319548378
VN26_x10,VN26_x20,swin_tiny,15,0.042687726221125405
VN26_x10,VN26_x20,swin_tiny,16,0.21092795231370523
VN26_x10,VN26_x20,swin_tiny,17,0.1931039417588146
VN26_x10,VN26_x20,swin_tiny,18,0.16681847964054594
VN26_x10,VN26_x20,swin_tiny,19,0.23590326497309602
VN26_x10,VN26_x20,swin_tiny,20,0.13549355024930204
VN26_x10,VN26_x20,swin_tiny,21,0.21186314239292478
VN26_x10,VN26_x20,swin_tiny,22,0.3307366705628855
VN26_x10,VN26_x20,swin_tiny,23,0.3792356573625737
VN26_x10,VN26_x20,swin_tiny,24,0.04290672536810867
VN26_x10,VN26_x20,swin_tiny,25,0.21225952136807447
VN26_x10,VN26_x20,swin_tiny,26,0.4428694211175365
VN26_x10,VN26_x20,swin_tiny,27,0.21770782732827312
VN26_x10,VN26_x20,swin_tiny,28,0.07220191955132882
VN26_x10,VN26_x20,swin_tiny,29,0.04185413877852682
VN26_x10,VN26_x20,swin_tiny,30,0.07288650842877513
VN26_x10,VN26_x20,swin_tiny,31,0.198164368315397
VN26_x10,VN26_x20,swin_tiny,32,0.42484809212310504
VN26_x10,VN26_x20,swin_tiny,33,0.05312152839715806
VN26_x10,VN26_x20,swin_tiny,34,0.44468099373580844
VN26_x10,VN26_x20,swin_tiny,35,0.3309183279885681
VN26_x10,VN26_x20,swin_tiny,36,0.08534179718899267
VN26_x10,VN26_x20,swin_tiny,37,0.4037428390488686
VN26_x10,VN26_x20,swin_tiny,38,0.06329678507078694
VN26_x10,VN26_x20,swin_tiny,39,0.20932779119434505
VN26_x10,VN26_x20,swin_tiny,40,0.22993912721284615
VN26_x10,VN26_x20,swin_tiny,41,0.06081380330076649
VN26_x10,VN26_x20,swin_tiny,42,0.19364019373982336
VN26_x10,VN26_x20,swin_tiny,43,0.2068102191817802
VN26_x10,VN26_x20,swin_tiny,44,0.3174911887982317
VN26_x10,VN26_x20,swin_tiny,45,0.5068498164561278
VN26_x10,VN26_x20,swin_tiny,46,0.13239406343584695
VN26_x10,VN26_x20,swin_tiny,47,0.09472941497536434
VN26_x10,VN26_x20,swin_tiny,48,0.11452208058019792
VN26_x10,VN26_x20,swin_tiny,49,0.2632002669479521
VN26_x10,VN26_x20,swin_tiny,50,0.054274271436280545
VN26_x10,VN26_x20,swin_tiny,51,0.07076426179778007
VN26_x10,VN26_x20,swin_tiny,52,0.06491798248615686
VN26_x10,VN26_x20,swin_tiny,53,0.09179945071741989
VN26_x10,VN26_x20,swin_tiny,54,0.04640202567629673
VN26_x10,VN26_x20,swin_tiny,55,0.2471824183004401
VN26_x10,VN26_x20,swin_tiny,56,0.11733467961048356
VN26_x10,VN26_x20,swin_tiny,57,0.21664026383685764
VN26_x10,VN26_x20,swin_tiny,58,0.22305708655713255
VN26_x10,VN26_x20,swin_tiny,59,0.16227294158769434
VN26_x10,VN26_x20,swin_tiny,60,0.44510071592537354
VN26_x10,VN26_x20,swin_tiny,61,0.23361281580222773
VN26_x10,VN26_x20,swin_tiny,62,0.3977792124635629
VN26_x10,VN26_x20,swin_tiny,63,0.05669453588420076
VN26_x10,VN26_x20,swin_tiny,64,0.09528790704213763
VN26_x10,VN26_x20,swin_tiny,65,0.2263900781819966
VN26_x10,VN26_x20,swin_tiny,66,0.36603984167785036
VN26_x10,VN26_x20,swin_tiny,67,0.40796290151529363
VN26_x10,VN26_x20,swin_tiny,68,0.09727523499066493
VN26_x10,VN26_x20,swin_tiny,69,0.2703141940759094
VN26_x10,VN26_x20,swin_tiny,70,0.1271049548221912
VN26_x10,VN26_x20,swin_tiny,71,0.1570811758495245
VN26_x10,VN26_x20,swin_tiny,72,0.20818155696750953
VN26_x10,VN26_x20,swin_tiny,73,0.17144191980381596
VN26_x10,VN26_x20,swin_tiny,74,0.21142456136744045
VN26_x10,VN26_x20,swin_tiny,75,0.12130207692897978
VN26_x10,VN26_x20,swin_tiny,76,0.11577370236447888
VN26_x10,VN26_x20,swin_tiny,77,0.27906334375389674
VN26_x10,VN26_x20,swin_tiny,78,0.19496155334497445
VN26_x10,VN26_x20,swin_tiny,79,0.11551698877851689
VN26_x10,VN26_x20,swin_tiny,80,0.31070433124312796
VN26_x10,VN26_x20,swin_tiny,81,0.08868987981206124
VN26_x10,VN26_x20,swin_tiny,82,0.2711415042919553
VN26_x10,VN26_x20,swin_tiny,83,0.2822595585999102
VN26_x10,VN26_x20,swin_tiny,84,0.3282623682971908
VN26_x10,VN26_x20,swin_tiny,85,0.17596662979760078
VN26_x10,VN26_x20,swin_tiny,86,0.14171987336418415
VN26_x10,VN26_x20,swin_tiny,87,0.20579709877182098
VN26_x10,VN26_x20,swin_tiny,88,0.1773833525414954
VN26_x10,VN26_x20,swin_tiny,89,0.3913736974085702
VN26_x10,VN26_x20,swin_tiny,90,0.1893144661304106
VN26_x10,VN26_x20,swin_tiny,91,0.20513394400894588
VN26_x10,VN26_x20,swin_tiny,92,0.24357153814271537
VN26_x10,VN26_x20,swin_tiny,93,0.09809203307529157
VN26_x10,VN26_x20,swin_tiny,94,0.0986409218152408
VN26_x10,VN26_x20,swin_tiny,95,0.020921861750010262
VN26_x10,VN26_x20,swin_tiny,96,0.1474241066016538
VN26_x10,VN26_x20,swin_tiny,97,0.34806350774181993
VN26_x10,VN26_x20,swin_tiny,98,0.3503480206245198
VN26_x10,VN26_x20,swin_tiny,99,0.23829482201110053
VN26_x10,VN26_x20,swin_tiny,100,0.05359466686770298
VN26_x10,VN26_x20,swin_tiny,101,0.1371231202970167
VN26_x10,VN26_x20,swin_tiny,102,0.12425404375316262
VN26_x10,VN26_x20,swin_tiny,103,0.058284101176225844
VN26_x10,VN26_x20,swin_tiny,104,0.18492771480685735
VN26_x10,VN26_x20,swin_tiny,105,0.4007364606693589
VN26_x10,VN26_x20,swin_tiny,106,0.07391875197244836
VN26_x10,VN26_x20,swin_tiny,107,0.0991283566666904
VN26_x10,VN26_x20,swin_tiny,108,0.23017850159492362
VN26_x10,VN26_x20,swin_tiny,109,0.22113684747207651
VN26_x10,VN26_x20,swin_tiny,110,0.11022689808702435
VN26_x10,VN26_x20,swin_tiny,111,0.08894106745981457
VN26_x10,VN26_x20,swin_tiny,112,0.11564617404897241
VN26_x10,VN26_x20,swin_tiny,113,0.16963295812038606
VN26_x10,VN26_x20,swin_tiny,114,0.10566364789043398
VN26_x10,VN26_x20,swin_tiny,115,0.19947801518470543
VN26_x10,VN26_x20,swin_tiny,116,0.3323163742603055
VN26_x10,VN26_x20,swin_tiny,117,0.38983138460888417
VN26_x10,VN26_x20,swin_tiny,118,0.2669595451562269
VN26_x10,VN26_x20,swin_tiny,119,0.08714545396933084
VN26_x10,VN26_x20,swin_tiny,120,0.346521310885699
VN26_x10,VN26_x20,swin_tiny,121,0.10295846307213859
VN26_x10,VN26_x20,swin_tiny,122,0.3525937794272361
VN26_x10,VN26_x20,swin_tiny,123,0.2101749590524549
VN26_x10,VN26_x20,swin_tiny,124,0.36816634564296286
VN26_x10,VN26_x20,swin_tiny,125,0.08995930599908708
VN26_x10,VN26_x20,swin_tiny,126,0.09517501697991711
VN26_x10,VN26_x20,swin_tiny,127,0.10411515829616336
VN26_x10,VN26_x20,swin_tiny,128,0.04279620954372417
VN26_x10,VN26_x20,swin_tiny,129,0.30470583562055686
VN26_x10,VN26_x20,swin_tiny,130,0.18335135652087978
VN26_x10,VN26_x20,swin_tiny,131,0.20780915055052074
VN26_x10,VN26_x20,swin_tiny,132,0.02596014198889388
VN26_x10,VN26_x20,swin_tiny,133,0.20910845396961664
VN26_x10,VN26_x20,swin_tiny,134,0.5843346853164516
VN26_x10,VN26_x20,swin_tiny,135,0.17092436657145185
VN26_x10,VN26_x20,swin_tiny,136,0.02288260912092592
VN26_x10,VN26_x20,swin_tiny,137,0.552578992497268
VN26_x10,VN26_x20,swin_tiny,138,0.30844591033257984
VN26_x10,VN26_x20,swin_tiny,139,0.1282885247371013
VN26_x10,VN26_x20,swin_tiny,140,0.07657041509953295
VN26_x10,VN26_x20,swin_tiny,141,0.08017578906058959
VN26_x10,VN26_x20,swin_tiny,142,0.10980363938548678
VN26_x10,VN26_x20,swin_tiny,143,0.12349977532722578
VN26_x10,VN26_x20,swin_tiny,144,0.19675180445284027
VN26_x10,VN26_x20,swin_tiny,145,0.07207656222211116
VN26_x10,VN26_x20,swin_tiny,146,0.2357719970500698
VN26_x10,VN26_x20,swin_tiny,147,0.2073704065983301
VN26_x10,VN26_x20,swin_tiny,148,0.2185481104116795
VN26_x10,VN26_x20,swin_tiny,149,0.06317058122316173
VN26_x10,VN26_x20,swin_tiny,150,0.16928640376399795
VN26_x10,VN26_x20,swin_tiny,151,0.23766420824119364
VN26_x10,VN26_x20,swin_tiny,152,0.26600708264079714
VN26_x10,VN26_x20,swin_tiny,153,0.06776047903866182
VN26_x10,VN26_x20,swin_tiny,154,0.17170453827739873
VN26_x10,VN26_x20,swin_tiny,155,0.045749970836906524
VN26_x10,VN26_x20,swin_tiny,156,0.096874596028736
VN26_x10,VN26_x20,swin_tiny,157,0.14686057528290936
VN26_x10,VN26_x20,swin_tiny,158,0.32376832430377606
VN26_x10,VN26_x20,swin_tiny,159,0.08504046679145662
VN26_x10,VN26_x20,swin_tiny,160,0.09142312728312763
VN26_x10,VN26_x20,swin_tiny,161,0.2637936766995446
VN26_x10,VN26_x20,swin_tiny,162,0.07677539816703309
VN26_x10,VN26_x20,swin_tiny,163,0.22342155918263118
VN26_x10,VN26_x20,swin_tiny,164,0.14885620881060363
VN26_x10,VN26_x20,swin_tiny,165,0.046142977406784254
VN26_x10,VN26_x20,swin_tiny,166,0.1814139870256216
VN26_x10,VN26_x20,swin_tiny,167,0.597889884770309
VN26_x10,VN26_x20,swin_tiny,168,0.058877085065361316
VN26_x10,VN26_x20,swin_tiny,169,0.3174550418441842
VN26_x10,VN26_x20,swin_tiny,170,0.07213435842725525
VN26_x10,VN26_x20,swin_tiny,171,0.4719630408788844
VN26_x10,VN26_x20,swin_tiny,172,0.2766946917358493
VN26_x10,VN26_x20,swin_tiny,173,0.038222434577940494
VN26_x10,VN26_x20,swin_tiny,174,0.2150101553210907
VN26_x10,VN26_x20,swin_tiny,175,0.10986414222274653
VN26_x10,VN26_x20,swin_tiny,176,0.2382857290695338
VN26_x10,VN26_x20,swin_tiny,177,0.2216222138699057
VN26_x10,VN26_x20,swin_tiny,178,0.2963614844154459
VN26_x10,VN26_x20,swin_tiny,179,0.1936482939199765
VN26_x10,VN26_x20,swin_tiny,180,0.2707368806289263
VN26_x10,VN26_x20,swin_tiny,181,0.3106823515772922
VN26_x10,VN26_x20,swin_tiny,182,0.27412219790778214
VN26_x10,VN26_x20,swin_tiny,183,0.2131636181243878
VN26_x10,VN26_x20,swin_tiny,184,0.06447435154932593
VN26_x10,VN26_x20,swin_tiny,185,0.0379157716166982
VN26_x10,VN26_x20,swin_tiny,186,0.23623647578478754
VN26_x10,VN26_x20,swin_tiny,187,0.21236874031511854
VN26_x10,VN26_x20,swin_tiny,188,0.04125322826330148
VN26_x10,VN26_x20,swin_tiny,189,0.03968395043442626
VN26_x10,VN26_x20,swin_tiny,190,0.08686104161609677
VN26_x10,VN26_x20,swin_tiny,191,0.38424305843935946
VN26_x10,VN26_x20,swin_tiny,192,0.12961368454656272
VN26_x10,VN26_x20,swin_tiny,193,0.05608063292621054
VN26_x10,VN26_x20,swin_tiny,194,0.10203807974046529
VN26_x10,VN26_x20,swin_tiny,195,0.028432625773269684
VN26_x10,VN26_x20,swin_tiny,196,0.2029318844417292
VN26_x10,VN26_x20,swin_tiny,197,0.28074644246544467
VN26_x10,VN26_x20,swin_tiny,198,0.2649970344251039
VN26_x10,VN26_x20,swin_tiny,199,0.6710239216100576
VN26_x10,VN26_x20,dinov2_b,0,0.2057847531512298
VN26_x10,VN26_x20,dinov2_b,1,0.19820047290817047
VN26_x10,VN26_x20,dinov2_b,2,0.2004389355970069
VN26_x10,VN26_x20,dinov2_b,3,0.21600754336775355
VN26_x10,VN26_x20,dinov2_b,4,0.21163858350274298
VN26_x10,VN26_x20,dinov2_b,5,0.20822276455330616
VN26_x10,VN26_x20,dinov2_b,6,0.3160788162439218
VN26_x10,VN26_x20,dinov2_b,7,0.16864676747172988
VN26_x10,VN26_x20,dinov2_b,8,0.31000582433686635
VN26_x10,VN26_x20,dinov2_b,9,0.1511175607116945
VN26_x10,VN26_x20,dinov2_b,10,0.2594060749513097
VN26_x10,VN26_x20,dinov2_b,11,0.17542228667055418
VN26_x10,VN26_x20,dinov2_b,12,0.12139818879028136
VN26_x10,VN26_x20,dinov2_b,13,0.18477505284189677
VN26_x10,VN26_x20,dinov2_b,14,0.3510873745972199
VN26_x10,VN26_x20,dinov2_b,15,0.18816604615412405
VN26_x10,VN26_x20,dinov2_b,16,0.11226851582949844
VN26_x10,VN26_x20,dinov2_b,17,0.19190146075557132
VN26_x10,VN26_x20,dinov2_b,18,0.09369624606514693
VN26_x10,VN26_x20,dinov2_b,19,0.28927139896088555
VN26_x10,VN26_x20,dinov2_b,20,0.16699288952594138
VN26_x10,VN26_x20,dinov2_b,21,0.2384814178101915
VN26_x10,VN26_x20,dinov2_b,22,0.24916769564769958
VN26_x10,VN26_x20,dinov2_b,23,0.13573555571374113
VN26_x10,VN26_x20,dinov2_b,24,0.3210937079037943
VN26_x10,VN26_x20,dinov2_b,25,0.20907652246311362
VN26_x10,VN26_x20,dinov2_b,26,0.2728122478321503
VN26_x10,VN26_x20,dinov2_b,27,0.12008231823316895
VN26_x10,VN26_x20,dinov2_b,28,0.0918336019927631
VN26_x10,VN26_x20,dinov2_b,29,0.21045359819320172
VN26_x10,VN26_x20,dinov2_b,30,0.19293106048987807
VN26_x10,VN26_x20,dinov2_b,31,0.2051104211824012
VN26_x10,VN26_x20,dinov2_b,32,0.17036856177576784
VN26_x10,VN26_x20,dinov2_b,33,0.2540579932546677
VN26_x10,VN26_x20,dinov2_b,34,0.1653979840075017
VN26_x10,VN26_x20,dinov2_b,35,0.26680312635773157
VN26_x10,VN26_x20,dinov2_b,36,0.3046513172610099
VN26_x10,VN26_x20,dinov2_b,37,0.30865458179842115
VN26_x10,VN26_x20,dinov2_b,38,0.2324848677866028
VN26_x10,VN26_x20,dinov2_b,39,0.12412161411766774
VN26_x10,VN26_x20,dinov2_b,40,0.2000731100033952
VN26_x10,VN26_x20,dinov2_b,41,0.21844540232299706
VN26_x10,VN26_x20,dinov2_b,42,0.19387157686941472
VN26_x10,VN26_x20,dinov2_b,43,0.2171920769179531
VN26_x10,VN26_x20,dinov2_b,44,0.24733927867477493
VN26_x10,VN26_x20,dinov2_b,45,0.2543242426021753
VN26_x10,VN26_x20,dinov2_b,46,0.3011421638851768
VN26_x10,VN26_x20,dinov2_b,47,0.16938491297940203
VN26_x10,VN26_x20,dinov2_b,48,0.0978485491203826
VN26_x10,VN26_x20,dinov2_b,49,0.17716548766178963
VN26_x10,VN26_x20,dinov2_b,50,0.2166684036203996
VN26_x10,VN26_x20,dinov2_b,51,0.17352265657957378
VN26_x10,VN26_x20,dinov2_b,52,0.27190789531287446
VN26_x10,VN26_x20,dinov2_b,53,0.15390557904048763
VN26_x10,VN26_x20,dinov2_b,54,0.1211036563957269
VN26_x10,VN26_x20,dinov2_b,55,0.19157694995134578
VN26_x10,VN26_x20,dinov2_b,56,0.08533999718657094
VN26_x10,VN26_x20,dinov2_b,57,0.2127056023316151
VN26_x10,VN26_x20,dinov2_b,58,0.10839245477899806
VN26_x10,VN26_x20,dinov2_b,59,0.09612057541187763
VN26_x10,VN26_x20,dinov2_b,60,0.1464023321127262
VN26_x10,VN26_x20,dinov2_b,61,0.17243536680667507
VN26_x10,VN26_x20,dinov2_b,62,0.08323006113056976
VN26_x10,VN26_x20,dinov2_b,63,0.33027984736391486
VN26_x10,VN26_x20,dinov2_b,64,0.2509981095217219
VN26_x10,VN26_x20,dinov2_b,65,0.19775871991705218
