seed,pair,direction,backbone,n_species,selected_species,accuracy,failure,chance_accuracy,mmd2
3,BFS46<->FSDM41,FSDM41->BFS46,hrnet32,4,Araucaria angustifolia (Bertol.) Kuntze|Balfourodendron riedelianum (Engl.) Engl.|Bertholletia excelsa Bonpl.|Melia azedarach L.,0.3686868686868687,0.6313131313131313,0.25,0.1817341446876526
3,BFS46<->FSDM41,BFS46->FSDM41,mobilenetv3,4,Araucaria angustifolia (Bertol.) Kuntze|Balfourodendron riedelianum (Engl.) Engl.|Bertholletia excelsa Bonpl.|Melia azedarach L.,0.23333333333333334,0.7666666666666666,0.25,0.1467735171318054
3,BFS46<->FSDM41,FSDM41->BFS46,mobilenetv3,4,Araucaria angustifolia (Bertol.) Kuntze|Balfourodendron riedelianum (Engl.) Engl.|Bertholletia excelsa Bonpl.|Melia azedarach L.,0.2676767676767677,0.7323232323232323,0.25,0.1467736363410949
4,BFS46<->FSDM41,BFS46->FSDM41,resnet50,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.2796934865900383,0.7203065134099618,0.25,0.174882173538208
4,BFS46<->FSDM41,FSDM41->BFS46,resnet50,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.4470588235294118,0.5529411764705883,0.25,0.1748824119567871
4,BFS46<->FSDM41,BFS46->FSDM41,efficientnet_b3,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.2222222222222222,0.7777777777777778,0.25,0.1510823965072631
4,BFS46<->FSDM41,FSDM41->BFS46,efficientnet_b3,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.3352941176470588,0.6647058823529413,0.25,0.1510823965072631
4,BFS46<->FSDM41,BFS46->FSDM41,convnext_tiny,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.3065134099616858,0.6934865900383143,0.25,0.133647084236145
4,BFS46<->FSDM41,FSDM41->BFS46,convnext_tiny,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.31176470588235294,0.6882352941176471,0.25,0.133647084236145
4,BFS46<->FSDM41,BFS46->FSDM41,swin_tiny,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.09195402298850575,0.9080459770114943,0.25,0.1703331470489502
4,BFS46<->FSDM41,FSDM41->BFS46,swin_tiny,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.29411764705882354,0.7058823529411764,0.25,0.1703330278396606
4,BFS46<->FSDM41,BFS46->FSDM41,dinov2_b,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.3716475095785441,0.6283524904214559,0.25,0.1514629125595092
4,BFS46<->FSDM41,FSDM41->BFS46,dinov2_b,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.2411764705882353,0.7588235294117647,0.25,0.1514629125595092
4,BFS46<->FSDM41,BFS46->FSDM41,hrnet32,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.13409961685823754,0.8659003831417624,0.25,0.2094860672950744
4,BFS46<->FSDM41,FSDM41->BFS46,hrnet32,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.23529411764705882,0.7647058823529411,0.25,0.2094860672950744
4,BFS46<->FSDM41,BFS46->FSDM41,mobilenetv3,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.29118773946360155,0.7088122605363985,0.25,0.1773614287376403
4,BFS46<->FSDM41,FSDM41->BFS46,mobilenetv3,4,Euxylophora paraensis Huber|Hymenolobium petraeum Ducke|Mimosa scabrella Benth.|Ocotea porosa (Mez) Barroso,0.3941176470588235,0.6058823529411765,0.25,0.1773614287376403
5,BFS46<->FSDM41,BFS46->FSDM41,resnet50,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.21212121212121213,0.7878787878787878,0.25,0.1935953497886657
5,BFS46<->FSDM41,FSDM41->BFS46,resnet50,4,Acrocarpus fraxinifolius Wight & Arn.|Grevillea robusta A.Cunn. ex R.Br.|Melia azedarach L.|Micropholis venulosa (Mart. & Eichler) Pierre,0.28415300546448086,0.7158469945355191,0.25,0.1935954689979553
