dataset,backbone,perturbation,severity,tag,n_flip,first_order_frac,switch_frac,switch_winner_in_top3,switch_winner_in_top5,median_clean_rank_switch
WRD25,mobilenetv3,gaussian_noise,0.02,gaussian_noise_0_02,84,0.9166666666666666,0.08333333333333333,0.42857142857142855,1.0,4.0
WRD25,mobilenetv3,gaussian_noise,0.05,gaussian_noise_0_05,196,0.7806122448979592,0.2193877551020408,0.46511627906976744,0.6976744186046512,4.0
WRD25,mobilenetv3,gaussian_noise,0.1,gaussian_noise_0_1,456,0.44298245614035087,0.5570175438596491,0.3110236220472441,0.6456692913385826,4.0
WRD25,mobilenetv3,shot_noise,60,shot_noise_60,317,0.580441640378549,0.4195583596214511,0.45112781954887216,0.6917293233082706,4.0
WRD25,mobilenetv3,shot_noise,30,shot_noise_30,593,0.36593591905564926,0.6340640809443507,0.2473404255319149,0.5372340425531915,5.0
WRD25,mobilenetv3,shot_noise,15,shot_noise_15,929,0.27879440258342303,0.721205597416577,0.1880597014925373,0.3895522388059702,7.0
WRD25,mobilenetv3,impulse_noise,0.01,impulse_noise_0_01,107,0.822429906542056,0.17757009345794392,0.7894736842105263,0.8947368421052632,3.0
WRD25,mobilenetv3,impulse_noise,0.03,impulse_noise_0_03,247,0.6356275303643725,0.3643724696356275,0.43333333333333335,0.7222222222222222,4.0
WRD25,mobilenetv3,impulse_noise,0.05,impulse_noise_0_05,426,0.4272300469483568,0.5727699530516432,0.3155737704918033,0.7049180327868853,4.0
WRD25,mobilenetv3,motion_blur,5,motion_blur_5,217,0.576036866359447,0.423963133640553,0.4782608695652174,0.8043478260869565,4.0
WRD25,mobilenetv3,motion_blur,9,motion_blur_9,506,0.3932806324110672,0.6067193675889329,0.20846905537459284,0.48534201954397393,6.0
WRD25,mobilenetv3,motion_blur,15,motion_blur_15,906,0.19205298013245034,0.8079470198675497,0.10382513661202186,0.2527322404371585,10.0
WRD25,mobilenetv3,zoom_blur,1.05,zoom_blur_1_05,513,0.30409356725146197,0.695906432748538,0.19327731092436976,0.48739495798319327,6.0
WRD25,mobilenetv3,zoom_blur,1.1,zoom_blur_1_1,939,0.21512247071352503,0.784877529286475,0.12211668928086838,0.3202170963364993,8.0
WRD25,mobilenetv3,zoom_blur,1.2,zoom_blur_1_2,1110,0.21891891891891893,0.7810810810810811,0.12572087658592848,0.3217993079584775,9.0
WRD25,mobilenetv3,contrast,0.5,contrast_0_5,119,0.5630252100840336,0.4369747899159664,0.5384615384615384,0.8461538461538461,3.0
WRD25,mobilenetv3,contrast,0.75,contrast_0_75,39,0.9230769230769231,0.07692307692307693,1.0,1.0,3.0
WRD25,mobilenetv3,contrast,1.25,contrast_1_25,25,0.84,0.16,1.0,1.0,3.0
WRD25,mobilenetv3,contrast,1.5,contrast_1_5,59,0.7966101694915254,0.2033898305084746,0.9166666666666666,1.0,3.0
WRD25,mobilenetv3,pixelate,0.5,pixelate_0_5,314,0.4426751592356688,0.5573248407643312,0.32571428571428573,0.6571428571428571,4.0
WRD25,mobilenetv3,pixelate,0.33,pixelate_0_33,844,0.27606635071090047,0.7239336492890995,0.15875613747954173,0.3355155482815057,9.0
WRD25,mobilenetv3,pixelate,0.25,pixelate_0_25,1211,0.0990916597853014,0.9009083402146986,0.025664527956003668,0.10174152153987168,24.0
WRD25,mobilenetv3,scratch,mild,scratch_mild,104,0.7980769230769231,0.20192307692307693,0.7619047619047619,1.0,3.0
WRD25,mobilenetv3,scratch,moderate,scratch_moderate,260,0.6192307692307693,0.38076923076923075,0.6060606060606061,0.8888888888888888,3.0
WRD25,mobilenetv3,scratch,severe,scratch_severe,565,0.4230088495575221,0.5769911504424778,0.31901840490797545,0.6349693251533742,4.0
WRD25,mobilenetv3,rotation,45,rotation_45,503,0.4552683896620278,0.5447316103379721,0.3102189781021898,0.6021897810218978,5.0
WRD25,mobilenetv3,rotation,90,rotation_90,145,0.6413793103448275,0.3586206896551724,0.5,0.75,3.5
WRD25,mobilenetv3,rotation,135,rotation_135,549,0.43169398907103823,0.5683060109289617,0.2403846153846154,0.5448717948717948,5.0
WRD25,mobilenetv3,rotation,180,rotation_180,56,0.8392857142857143,0.16071428571428573,0.7777777777777778,0.8888888888888888,3.0
WRD25,mobilenetv3,compound,mild,compound_mild,1053,0.1557454890788224,0.8442545109211775,0.0922384701912261,0.2373453318335208,11.0
WRD25,mobilenetv3,compound,moderate,compound_moderate,1507,0.023888520238885203,0.9761114797611148,0.03602991162474507,0.10129163834126445,19.0
WRD25,mobilenetv3,compound,severe,compound_severe,1559,0.004490057729313663,0.9955099422706863,0.023195876288659795,0.05154639175257732,24.0
WRD25,mobilenetv3,compound_optical,mild,compound_optical_mild,409,0.4180929095354523,0.5819070904645477,0.3739495798319328,0.6134453781512605,4.0
WRD25,mobilenetv3,compound_optical,moderate,compound_optical_moderate,1154,0.1317157712305026,0.8682842287694974,0.05888223552894212,0.19860279441117765,12.0
WRD25,mobilenetv3,compound_optical,severe,compound_optical_severe,1419,0.03946441155743481,0.9605355884425651,0.034482758620689655,0.10271460014673514,20.0
WRD25,mobilenetv3,compound_digital,mild,compound_digital_mild,298,0.6208053691275168,0.37919463087248323,0.3805309734513274,0.6283185840707964,4.0
WRD25,mobilenetv3,compound_digital,moderate,compound_digital_moderate,960,0.18958333333333333,0.8104166666666667,0.10925449871465295,0.2917737789203085,11.0
WRD25,mobilenetv3,compound_digital,severe,compound_digital_severe,1265,0.10592885375494071,0.8940711462450592,0.02475685234305924,0.09372236958443855,22.0
WRD25,mobilenetv3,compound_field,mild,compound_field_mild,586,0.3054607508532423,0.6945392491467577,0.18181818181818182,0.4668304668304668,6.0
WRD25,mobilenetv3,compound_field,moderate,compound_field_moderate,1026,0.2212475633528265,0.7787524366471735,0.11639549436795996,0.3591989987484355,7.0
WRD25,mobilenetv3,compound_field,severe,compound_field_severe,1219,0.2026251025430681,0.7973748974569319,0.12242798353909465,0.2952674897119342,10.0
WRD25,hrnet32,gaussian_blur,2,blur_2,321,0.6355140186915887,0.3644859813084112,0.39316239316239315,0.7692307692307693,4.0
WRD25,hrnet32,gaussian_blur,4,blur_4,1000,0.309,0.691,0.24457308248914617,0.402315484804631,8.0
WRD25,hrnet32,gaussian_blur,6,blur_6,1210,0.23801652892561984,0.7619834710743801,0.15075921908893708,0.2527114967462039,13.0
WRD25,hrnet32,gaussian_blur,8,blur_8,1288,0.17857142857142858,0.8214285714285714,0.1001890359168242,0.1824196597353497,18.0
WRD25,hrnet32,gaussian_blur,10,blur_10,1311,0.16857360793287568,0.8314263920671243,0.10550458715596331,0.18990825688073396,17.0
WRD25,hrnet32,gaussian_blur,12,blur_12,1315,0.16577946768060836,0.8342205323193916,0.11394712853236098,0.2041932543299909,13.0
WRD25,hrnet32,defocus_blur,3,defocus_3,240,0.7166666666666667,0.2833333333333333,0.4117647058823529,0.7794117647058824,4.0
WRD25,hrnet32,defocus_blur,5,defocus_5,551,0.47186932849364793,0.5281306715063521,0.3024054982817869,0.5120274914089347,5.0
WRD25,hrnet32,defocus_blur,8,defocus_8,930,0.33978494623655914,0.6602150537634408,0.247557003257329,0.4169381107491857,8.0
WRD25,hrnet32,defocus_blur,11,defocus_11,1140,0.22894736842105262,0.7710526315789473,0.16837315130830488,0.27189988623435724,14.0
WRD25,hrnet32,defocus_blur,15,defocus_15,1252,0.15654952076677317,0.8434504792332268,0.12878787878787878,0.23579545454545456,13.0
WRD25,hrnet32,resize,1.33,resize_1_33,155,0.8129032258064516,0.1870967741935484,0.5172413793103449,0.896551724137931,3.0
WRD25,hrnet32,resize,1.67,resize_1_67,252,0.7142857142857143,0.2857142857142857,0.4722222222222222,0.8194444444444444,4.0
WRD25,hrnet32,resize,2.0,resize_2_0,414,0.5096618357487923,0.49033816425120774,0.2857142857142857,0.6945812807881774,4.0
WRD25,hrnet32,illumination,0.7,brightness_0_7,113,0.911504424778761,0.08849557522123894,0.7,1.0,3.0
WRD25,hrnet32,illumination,0.85,brightness_0_85,51,0.9019607843137255,0.09803921568627451,0.6,1.0,3.0
WRD25,hrnet32,illumination,1.15,brightness_1_15,45,0.9555555555555556,0.044444444444444446,0.0,1.0,4.0
WRD25,hrnet32,illumination,1.3,brightness_1_3,79,0.8860759493670886,0.11392405063291139,0.4444444444444444,0.6666666666666666,4.0
WRD25,hrnet32,jpeg,10,jpeg_10,686,0.28717201166180756,0.7128279883381924,0.3824130879345603,0.6952965235173824,4.0
WRD25,hrnet32,jpeg,20,jpeg_20,261,0.5325670498084292,0.4674329501915709,0.4016393442622951,0.6639344262295082,4.0
WRD25,hrnet32,jpeg,30,jpeg_30,157,0.5987261146496815,0.4012738853503185,0.36507936507936506,0.6507936507936508,4.0
WRD25,hrnet32,jpeg,50,jpeg_50,86,0.7325581395348837,0.26744186046511625,0.6086956521739131,0.8695652173913043,3.0
WRD25,hrnet32,jpeg,70,jpeg_70,51,0.7843137254901961,0.21568627450980393,0.7272727272727273,1.0,3.0
WRD25,hrnet32,red_channel_shift,-45,color_shift_-45,188,0.6117021276595744,0.3882978723404255,0.5205479452054794,0.8904109589041096,3.0
WRD25,hrnet32,red_channel_shift,-30,color_shift_-30,120,0.6666666666666666,0.3333333333333333,0.525,0.95,3.0
WRD25,hrnet32,red_channel_shift,30,color_shift_30,166,0.6746987951807228,0.3253012048192771,0.8148148148148148,0.9629629629629629,3.0
WRD25,hrnet32,red_channel_shift,45,color_shift_45,276,0.5543478260869565,0.44565217391304346,0.7073170731707317,0.943089430894309,3.0
WRD25,hrnet32,green_channel_shift,-45,green_channel_shift_-45,254,0.5708661417322834,0.42913385826771655,0.5596330275229358,0.8440366972477065,3.0
WRD25,hrnet32,green_channel_shift,-30,green_channel_shift_-30,140,0.6857142857142857,0.3142857142857143,0.6818181818181818,1.0,3.0
WRD25,hrnet32,green_channel_shift,30,green_channel_shift_30,238,0.6092436974789915,0.3907563025210084,0.5698924731182796,0.8924731182795699,3.0
WRD25,hrnet32,green_channel_shift,45,green_channel_shift_45,365,0.5315068493150685,0.4684931506849315,0.5672514619883041,0.8888888888888888,3.0
WRD25,hrnet32,blue_channel_shift,-45,blue_channel_shift_-45,151,0.5695364238410596,0.4304635761589404,0.8153846153846154,0.9692307692307692,3.0
WRD25,hrnet32,blue_channel_shift,-30,blue_channel_shift_-30,86,0.686046511627907,0.313953488372093,0.7037037037037037,0.9629629629629629,3.0
WRD25,hrnet32,blue_channel_shift,30,blue_channel_shift_30,68,0.8235294117647058,0.17647058823529413,0.75,1.0,3.0
WRD25,hrnet32,blue_channel_shift,45,blue_channel_shift_45,101,0.7623762376237624,0.2376237623762376,0.5,0.9166666666666666,3.5
WRD25,hrnet32,gaussian_noise,0.02,gaussian_noise_0_02,96,0.8125,0.1875,0.5,0.9444444444444444,3.5
WRD25,hrnet32,gaussian_noise,0.05,gaussian_noise_0_05,237,0.7383966244725738,0.2616033755274262,0.41935483870967744,0.8064516129032258,4.0
WRD25,hrnet32,gaussian_noise,0.1,gaussian_noise_0_1,623,0.36597110754414125,0.6340288924558587,0.16455696202531644,0.44556962025316454,6.0
WRD25,hrnet32,shot_noise,60,shot_noise_60,550,0.4,0.6,0.2878787878787879,0.6545454545454545,4.0
WRD25,hrnet32,shot_noise,30,shot_noise_30,843,0.2206405693950178,0.7793594306049823,0.1933028919330289,0.4840182648401826,6.0
WRD25,hrnet32,shot_noise,15,shot_noise_15,1235,0.14817813765182186,0.8518218623481781,0.15399239543726237,0.39543726235741444,6.0
WRD25,hrnet32,impulse_noise,0.01,impulse_noise_0_01,361,0.40166204986149584,0.5983379501385041,0.4074074074074074,0.6620370370370371,4.0
WRD25,hrnet32,impulse_noise,0.03,impulse_noise_0_03,644,0.3105590062111801,0.6894409937888198,0.24549549549549549,0.49099099099099097,6.0
WRD25,hrnet32,impulse_noise,0.05,impulse_noise_0_05,696,0.3275862068965517,0.6724137931034483,0.25854700854700857,0.5598290598290598,5.0
WRD25,hrnet32,motion_blur,5,motion_blur_5,124,0.7661290322580645,0.23387096774193547,0.2413793103448276,0.7586206896551724,4.0
WRD25,hrnet32,motion_blur,9,motion_blur_9,351,0.6182336182336182,0.3817663817663818,0.5298507462686567,0.7686567164179104,3.0
WRD25,hrnet32,motion_blur,15,motion_blur_15,816,0.32107843137254904,0.678921568627451,0.1967509025270758,0.40794223826714804,7.0
WRD25,hrnet32,zoom_blur,1.05,zoom_blur_1_05,365,0.3972602739726027,0.6027397260273972,0.2727272727272727,0.5045454545454545,5.0
WRD25,hrnet32,zoom_blur,1.1,zoom_blur_1_1,695,0.2892086330935252,0.7107913669064748,0.242914979757085,0.5121457489878543,5.0
WRD25,hrnet32,zoom_blur,1.2,zoom_blur_1_2,942,0.2494692144373673,0.7505307855626328,0.20933521923620935,0.43422913719943423,6.0
WRD25,hrnet32,contrast,0.5,contrast_0_5,248,0.7741935483870968,0.22580645161290322,0.5,0.8392857142857143,3.5
WRD25,hrnet32,contrast,0.75,contrast_0_75,91,0.945054945054945,0.054945054945054944,0.8,1.0,3.0
WRD25,hrnet32,contrast,1.25,contrast_1_25,40,0.9,0.1,0.75,1.0,3.0
WRD25,hrnet32,contrast,1.5,contrast_1_5,96,0.7708333333333334,0.22916666666666666,0.45454545454545453,0.9090909090909091,4.0
WRD25,hrnet32,pixelate,0.5,pixelate_0_5,389,0.699228791773779,0.30077120822622105,0.41025641025641024,0.6837606837606838,4.0
WRD25,hrnet32,pixelate,0.33,pixelate_0_33,878,0.2847380410022779,0.715261958997722,0.29777070063694266,0.5477707006369427,5.0
WRD25,hrnet32,pixelate,0.25,pixelate_0_25,1039,0.3089509143407122,0.6910490856592878,0.1309192200557103,0.3467966573816156,7.0
WRD25,hrnet32,scratch,mild,scratch_mild,106,0.7735849056603774,0.22641509433962265,0.625,0.9166666666666666,3.0
WRD25,hrnet32,scratch,moderate,scratch_moderate,318,0.48427672955974843,0.5157232704402516,0.4573170731707317,0.7804878048780488,4.0
WRD25,hrnet32,scratch,severe,scratch_severe,761,0.2352168199737188,0.7647831800262812,0.14776632302405499,0.33676975945017185,8.0
WRD25,hrnet32,rotation,45,rotation_45,704,0.3366477272727273,0.6633522727272727,0.35974304068522484,0.6252676659528907,4.0
WRD25,hrnet32,rotation,90,rotation_90,71,0.7464788732394366,0.2535211267605634,0.3333333333333333,0.5,5.0
WRD25,hrnet32,rotation,135,rotation_135,737,0.3473541383989145,0.6526458616010855,0.3492723492723493,0.6153846153846154,4.0
WRD25,hrnet32,rotation,180,rotation_180,69,0.6956521739130435,0.30434782608695654,0.38095238095238093,0.6666666666666666,4.0
WRD25,hrnet32,compound,mild,compound_mild,1017,0.2723697148475909,0.727630285152409,0.2391891891891892,0.3635135135135135,9.0
WRD25,hrnet32,compound,moderate,compound_moderate,1384,0.08309248554913294,0.916907514450867,0.08195429472025216,0.19070133963750985,12.0
WRD25,hrnet32,compound,severe,compound_severe,1485,0.046464646464646465,0.9535353535353536,0.028954802259887006,0.09675141242937853,16.0
WRD25,hrnet32,compound_optical,mild,compound_optical_mild,375,0.6053333333333333,0.39466666666666667,0.44594594594594594,0.7905405405405406,4.0
WRD25,hrnet32,compound_optical,moderate,compound_optical_moderate,1110,0.25495495495495496,0.7450450450450451,0.1837968561064087,0.313180169286578,11.0
WRD25,hrnet32,compound_optical,severe,compound_optical_severe,1274,0.12872841444270017,0.8712715855572999,0.09099099099099099,0.1837837837837838,16.0
WRD25,hrnet32,compound_digital,mild,compound_digital_mild,348,0.5316091954022989,0.46839080459770116,0.2822085889570552,0.5644171779141104,5.0
WRD25,hrnet32,compound_digital,moderate,compound_digital_moderate,980,0.3051020408163265,0.6948979591836735,0.2540381791483113,0.3891336270190896,7.0
WRD25,hrnet32,compound_digital,severe,compound_digital_severe,1283,0.2049883086515978,0.7950116913484022,0.18235294117647058,0.42254901960784313,6.0
WRD25,hrnet32,compound_field,mild,compound_field_mild,533,0.3789868667917448,0.6210131332082551,0.18731117824773413,0.4229607250755287,6.0
WRD25,hrnet32,compound_field,moderate,compound_field_moderate,1263,0.11401425178147269,0.8859857482185273,0.2323503127792672,0.4110813226094727,7.0
WRD25,hrnet32,compound_field,severe,compound_field_severe,1390,0.13381294964028778,0.8661870503597122,0.23421926910299004,0.45016611295681064,6.0
DTSR14,resnet50,gaussian_blur,2,blur_2,2402,0.4063280599500416,0.5936719400499584,0.2615708274894811,0.5399719495091164,5.0
DTSR14,resnet50,gaussian_blur,4,blur_4,5595,0.19285075960679177,0.8071492403932082,0.1299822852081488,0.39393268379096547,6.0
DTSR14,resnet50,gaussian_blur,6,blur_6,6795,0.08153053715967623,0.9184694628403237,0.08107675052074988,0.3036372376221759,7.0
DTSR14,resnet50,gaussian_blur,8,blur_8,6820,0.059970674486803516,0.9400293255131965,0.0605209795663703,0.23100920293245983,8.0
DTSR14,resnet50,gaussian_blur,10,blur_10,6899,0.05508044644151326,0.9449195535584868,0.04801349900291456,0.1932811780947998,9.0
DTSR14,resnet50,gaussian_blur,12,blur_12,6986,0.056112224448897796,0.9438877755511023,0.047922353654837734,0.17576584774037005,9.0
DTSR14,resnet50,defocus_blur,3,defocus_3,1637,0.4752596212583995,0.5247403787416005,0.27473806752037255,0.6076833527357393,5.0
DTSR14,resnet50,defocus_blur,5,defocus_5,3547,0.3639695517338596,0.6360304482661404,0.20921985815602837,0.48226950354609927,6.0
DTSR14,resnet50,defocus_blur,8,defocus_8,5166,0.19608981804103756,0.8039101819589625,0.12954490729593066,0.40380447869010355,6.0
DTSR14,resnet50,defocus_blur,11,defocus_11,6566,0.09122753579043558,0.9087724642095644,0.08681079269314564,0.31054131054131057,7.0
DTSR14,resnet50,defocus_blur,15,defocus_15,6830,0.06281112737920937,0.9371888726207906,0.051398219028276834,0.19340728011248243,9.0
DTSR14,resnet50,resize,1.33,resize_1_33,897,0.5785953177257525,0.4214046822742475,0.4365079365079365,0.7777777777777778,4.0
DTSR14,resnet50,resize,1.67,resize_1_67,1737,0.45826137017846863,0.5417386298215314,0.3751328374070138,0.6493092454835282,4.0
DTSR14,resnet50,resize,2.0,resize_2_0,2538,0.41331757289204096,0.586682427107959,0.2961719274680994,0.5574210879785091,5.0
DTSR14,resnet50,illumination,0.7,brightness_0_7,352,0.8352272727272727,0.16477272727272727,0.7586206896551724,1.0,3.0
DTSR14,resnet50,illumination,0.85,brightness_0_85,195,0.882051282051282,0.11794871794871795,0.8695652173913043,1.0,3.0
DTSR14,resnet50,illumination,1.15,brightness_1_15,212,0.8679245283018868,0.1320754716981132,0.8928571428571429,1.0,3.0
DTSR14,resnet50,illumination,1.3,brightness_1_3,544,0.7977941176470589,0.20220588235294118,0.6636363636363637,0.9727272727272728,3.0
DTSR14,resnet50,jpeg,10,jpeg_10,5266,0.23870110140524117,0.7612988985947589,0.2155150910451484,0.5659765527562983,5.0
DTSR14,resnet50,jpeg,20,jpeg_20,2528,0.41020569620253167,0.5897943037974683,0.39235412474849096,0.7632461435278337,4.0
DTSR14,resnet50,jpeg,30,jpeg_30,1506,0.5192563081009296,0.4807436918990704,0.4903314917127072,0.8646408839779005,4.0
DTSR14,resnet50,jpeg,50,jpeg_50,871,0.6659012629161883,0.3340987370838117,0.6151202749140894,0.9175257731958762,3.0
DTSR14,resnet50,jpeg,70,jpeg_70,460,0.8065217391304348,0.1934782608695652,0.7528089887640449,0.9775280898876404,3.0
DTSR14,resnet50,red_channel_shift,-45,color_shift_-45,643,0.6174183514774495,0.38258164852255055,0.42276422764227645,0.7967479674796748,4.0
DTSR14,resnet50,red_channel_shift,-30,color_shift_-30,448,0.7098214285714286,0.29017857142857145,0.5076923076923077,0.8153846153846154,3.0
DTSR14,resnet50,red_channel_shift,30,color_shift_30,823,0.6865127582017011,0.3134872417982989,0.5465116279069767,0.9031007751937985,3.0
DTSR14,resnet50,red_channel_shift,45,color_shift_45,1195,0.6535564853556486,0.34644351464435147,0.46859903381642515,0.8478260869565217,4.0
DTSR14,resnet50,green_channel_shift,-45,green_channel_shift_-45,1233,0.5944849959448499,0.40551500405515006,0.508,0.816,3.0
DTSR14,resnet50,green_channel_shift,-30,green_channel_shift_-30,623,0.7287319422150883,0.2712680577849117,0.5857988165680473,0.9171597633136095,3.0
DTSR14,resnet50,green_channel_shift,30,green_channel_shift_30,703,0.7965860597439545,0.2034139402560455,0.6083916083916084,0.9440559440559441,3.0
DTSR14,resnet50,green_channel_shift,45,green_channel_shift_45,1008,0.7222222222222222,0.2777777777777778,0.5571428571428572,0.8964285714285715,3.0
DTSR14,resnet50,blue_channel_shift,-45,blue_channel_shift_-45,735,0.8326530612244898,0.1673469387755102,0.6747967479674797,0.959349593495935,3.0
DTSR14,resnet50,blue_channel_shift,-30,blue_channel_shift_-30,493,0.8600405679513184,0.13995943204868155,0.7536231884057971,0.9565217391304348,3.0
DTSR14,resnet50,blue_channel_shift,30,blue_channel_shift_30,394,0.7944162436548223,0.20558375634517767,0.5679012345679012,0.9382716049382716,3.0
DTSR14,resnet50,blue_channel_shift,45,blue_channel_shift_45,779,0.6534017971758665,0.3465982028241335,0.45925925925925926,0.9037037037037037,4.0
DTSR14,resnet50,gaussian_noise,0.02,gaussian_noise_0_02,2383,0.3776751993285774,0.6223248006714226,0.31018206338503035,0.6298044504383007,5.0
DTSR14,resnet50,gaussian_noise,0.05,gaussian_noise_0_05,3676,0.2880848748639826,0.7119151251360174,0.30760412686282,0.5773786778754298,5.0
DTSR14,resnet50,gaussian_noise,0.1,gaussian_noise_0_1,4151,0.17947482534329076,0.8205251746567093,0.22812683499706402,0.4169113329418673,7.0
DTSR14,resnet50,shot_noise,60,shot_noise_60,4180,0.1715311004784689,0.8284688995215311,0.229858504187121,0.4080277216286457,7.0
DTSR14,resnet50,shot_noise,30,shot_noise_30,4784,0.13398829431438128,0.8660117056856187,0.24137098720733768,0.4115375331885107,7.0
DTSR14,resnet50,shot_noise,15,shot_noise_15,5627,0.12155677981162254,0.8784432201883775,0.3044709690471374,0.4899858385595792,6.0
DTSR14,resnet50,impulse_noise,0.01,impulse_noise_0_01,4181,0.23463286295144703,0.765367137048553,0.15125,0.3321875,7.0
DTSR14,resnet50,impulse_noise,0.03,impulse_noise_0_03,4265,0.13739742086752638,0.8626025791324736,0.049741777656972005,0.11144332699103017,13.0
DTSR14,resnet50,impulse_noise,0.05,impulse_noise_0_05,4546,0.13550373955125386,0.8644962604487462,0.05012722646310432,0.1178117048346056,13.0
DTSR14,resnet50,motion_blur,5,motion_blur_5,598,0.6672240802675585,0.33277591973244147,0.3869346733668342,0.7487437185929648,4.0
DTSR14,resnet50,motion_blur,9,motion_blur_9,2217,0.44023455119530897,0.559765448804691,0.3013698630136986,0.6325543916196615,4.0
DTSR14,resnet50,motion_blur,15,motion_blur_15,4456,0.30812387791741475,0.6918761220825853,0.19753486863444697,0.5027570548167369,5.0
DTSR14,resnet50,zoom_blur,1.05,zoom_blur_1_05,944,0.4480932203389831,0.551906779661017,0.31094049904030713,0.6525911708253359,4.0
DTSR14,resnet50,zoom_blur,1.1,zoom_blur_1_1,2370,0.3042194092827004,0.6957805907172996,0.14918132201334142,0.35051546391752575,8.0
DTSR14,resnet50,zoom_blur,1.2,zoom_blur_1_2,3091,0.3047557424781624,0.6952442575218376,0.11261051651931131,0.3136342484876687,7.0
DTSR14,resnet50,contrast,0.5,contrast_0_5,1516,0.6484168865435356,0.35158311345646437,0.5684803001876173,0.9230769230769231,3.0
DTSR14,resnet50,contrast,0.75,contrast_0_75,471,0.8365180467091295,0.16348195329087048,0.7402597402597403,1.0,3.0
DTSR14,resnet50,contrast,1.25,contrast_1_25,230,0.8391304347826087,0.1608695652173913,0.8108108108108109,1.0,3.0
DTSR14,resnet50,contrast,1.5,contrast_1_5,562,0.7722419928825622,0.2277580071174377,0.5625,0.8359375,3.0
DTSR14,resnet50,pixelate,0.5,pixelate_0_5,3186,0.35153797865662273,0.6484620213433773,0.4530493707647628,0.7846079380445304,4.0
DTSR14,resnet50,pixelate,0.33,pixelate_0_33,3997,0.3450087565674256,0.6549912434325744,0.37012987012987014,0.680672268907563,4.0
DTSR14,resnet50,pixelate,0.25,pixelate_0_25,6396,0.12679799874921827,0.8732020012507817,0.14485228290062668,0.39265890778871976,7.0
DTSR14,resnet50,scratch,mild,scratch_mild,1188,0.5033670033670034,0.49663299663299665,0.3593220338983051,0.7237288135593221,4.0
DTSR14,resnet50,scratch,moderate,scratch_moderate,2604,0.4447004608294931,0.5552995391705069,0.29322268326417705,0.6549100968188105,4.0
DTSR14,resnet50,scratch,severe,scratch_severe,3786,0.3262017960908611,0.6737982039091389,0.22108976871814975,0.5589964719717758,5.0
DTSR14,resnet50,rotation,45,rotation_45,4440,0.17927927927927928,0.8207207207207208,0.2730515916575192,0.5214050493962679,5.0
DTSR14,resnet50,rotation,90,rotation_90,1210,0.5446280991735537,0.4553719008264463,0.35571687840290384,0.6696914700544465,4.0
DTSR14,resnet50,rotation,135,rotation_135,4427,0.17777275807544612,0.8222272419245539,0.28516483516483515,0.5296703296703297,5.0
DTSR14,resnet50,rotation,180,rotation_180,338,0.8461538461538461,0.15384615384615385,0.5961538461538461,0.9807692307692307,3.0
DTSR14,resnet50,compound,mild,compound_mild,6200,0.17790322580645163,0.8220967741935484,0.19776339022954678,0.5987835981950167,5.0
DTSR14,resnet50,compound,moderate,compound_moderate,6912,0.0798611111111111,0.9201388888888888,0.07547169811320754,0.2729559748427673,9.0
DTSR14,resnet50,compound,severe,compound_severe,7134,0.06630221474628539,0.9336977852537146,0.04804083470950308,0.1360156132712806,12.0
DTSR14,resnet50,compound_optical,mild,compound_optical_mild,2307,0.41092327698309494,0.5890767230169051,0.23473142016188372,0.5253863134657837,5.0
DTSR14,resnet50,compound_optical,moderate,compound_optical_moderate,6249,0.15730516882701231,0.8426948311729877,0.10805165210786176,0.37257880744398025,7.0
DTSR14,resnet50,compound_optical,severe,compound_optical_severe,6881,0.05842174102601366,0.9415782589739864,0.04614909708288316,0.17332921747183208,9.0
DTSR14,resnet50,compound_digital,mild,compound_digital_mild,1755,0.5145299145299145,0.48547008547008547,0.4964788732394366,0.8274647887323944,4.0
DTSR14,resnet50,compound_digital,moderate,compound_digital_moderate,5843,0.21889440355981515,0.7811055964401848,0.21538124452234883,0.5563102541630149,5.0
DTSR14,resnet50,compound_digital,severe,compound_digital_severe,6491,0.14265906639963025,0.8573409336003698,0.15759209344115005,0.45480682839173403,6.0
DTSR14,resnet50,compound_field,mild,compound_field_mild,1268,0.5228706624605678,0.47712933753943215,0.43140495867768597,0.8314049586776859,4.0
DTSR14,resnet50,compound_field,moderate,compound_field_moderate,3831,0.3335943617854346,0.6664056382145653,0.2154328241284763,0.5342734038386212,5.0
DTSR14,resnet50,compound_field,severe,compound_field_severe,6403,0.14446353271903795,0.855536467280962,0.15443592552026286,0.49872216137276376,6.0
DTSR14,convnext_tiny,gaussian_blur,2,blur_2,2649,0.3197432993582484,0.6802567006417516,0.1709211986681465,0.4339622641509434,6.0
DTSR14,convnext_tiny,gaussian_blur,4,blur_4,5282,0.13385081408557364,0.8661491859144264,0.08568306010928962,0.28502732240437156,8.0
DTSR14,convnext_tiny,gaussian_blur,6,blur_6,6243,0.08249239147845587,0.9175076085215441,0.07210195530726257,0.2341131284916201,8.0
DTSR14,convnext_tiny,gaussian_blur,8,blur_8,6535,0.07712318286151491,0.9228768171384851,0.07577516166473222,0.22218537555960868,9.0
DTSR14,convnext_tiny,gaussian_blur,10,blur_10,6822,0.06097918498973908,0.9390208150102609,0.060099906337808304,0.17951920074929753,9.0
DTSR14,convnext_tiny,gaussian_blur,12,blur_12,6875,0.052654545454545454,0.9473454545454545,0.045601105481345,0.14094887148779364,9.0
DTSR14,convnext_tiny,defocus_blur,3,defocus_3,2058,0.3197278911564626,0.6802721088435374,0.1742857142857143,0.4607142857142857,6.0
