dataset,backbone,perturbation,severity,tag,n_flip,first_order_frac,switch_frac,switch_winner_in_top3,switch_winner_in_top5,median_clean_rank_switch
WRD25,efficientnet_b3,gaussian_noise,0.1,gaussian_noise_0_1,454,0.43612334801762115,0.5638766519823789,0.296875,0.51171875,5.0
WRD25,efficientnet_b3,shot_noise,60,shot_noise_60,324,0.45987654320987653,0.5401234567901234,0.3314285714285714,0.5942857142857143,5.0
WRD25,efficientnet_b3,shot_noise,30,shot_noise_30,629,0.3386327503974563,0.6613672496025437,0.21875,0.38461538461538464,8.0
WRD25,efficientnet_b3,shot_noise,15,shot_noise_15,1108,0.16787003610108303,0.8321299638989169,0.1540130151843818,0.31344902386117135,9.0
WRD25,efficientnet_b3,impulse_noise,0.01,impulse_noise_0_01,48,0.8125,0.1875,0.8888888888888888,1.0,3.0
WRD25,efficientnet_b3,impulse_noise,0.03,impulse_noise_0_03,120,0.775,0.225,0.5555555555555556,0.8518518518518519,3.0
WRD25,efficientnet_b3,impulse_noise,0.05,impulse_noise_0_05,196,0.6581632653061225,0.34183673469387754,0.47761194029850745,0.8208955223880597,4.0
WRD25,efficientnet_b3,motion_blur,5,motion_blur_5,169,0.5739644970414202,0.4260355029585799,0.4444444444444444,0.6944444444444444,4.0
WRD25,efficientnet_b3,motion_blur,9,motion_blur_9,366,0.44808743169398907,0.5519125683060109,0.3316831683168317,0.5792079207920792,5.0
WRD25,efficientnet_b3,motion_blur,15,motion_blur_15,702,0.2777777777777778,0.7222222222222222,0.1932938856015779,0.4437869822485207,6.0
WRD25,efficientnet_b3,zoom_blur,1.05,zoom_blur_1_05,696,0.3031609195402299,0.6968390804597702,0.12577319587628866,0.31958762886597936,7.0
WRD25,efficientnet_b3,zoom_blur,1.1,zoom_blur_1_1,950,0.25157894736842107,0.748421052631579,0.14486638537271448,0.3080168776371308,7.0
WRD25,efficientnet_b3,zoom_blur,1.2,zoom_blur_1_2,1161,0.21188630490956073,0.7881136950904393,0.11147540983606558,0.2896174863387978,8.0
WRD25,efficientnet_b3,contrast,0.5,contrast_0_5,86,0.7906976744186046,0.20930232558139536,0.7222222222222222,0.8333333333333334,3.0
WRD25,efficientnet_b3,contrast,0.75,contrast_0_75,44,0.9318181818181818,0.06818181818181818,1.0,1.0,3.0
WRD25,efficientnet_b3,contrast,1.25,contrast_1_25,22,0.9545454545454546,0.045454545454545456,1.0,1.0,3.0
WRD25,efficientnet_b3,contrast,1.5,contrast_1_5,45,0.8666666666666667,0.13333333333333333,0.6666666666666666,1.0,3.0
WRD25,efficientnet_b3,pixelate,0.5,pixelate_0_5,691,0.29088277858176553,0.7091172214182344,0.23877551020408164,0.41020408163265304,7.0
WRD25,efficientnet_b3,pixelate,0.33,pixelate_0_33,1086,0.20165745856353592,0.7983425414364641,0.14648212226066898,0.27566320645905423,14.0
WRD25,efficientnet_b3,pixelate,0.25,pixelate_0_25,1179,0.13740458015267176,0.8625954198473282,0.08947885939036382,0.18780727630285152,18.0
WRD25,efficientnet_b3,scratch,mild,scratch_mild,103,0.6893203883495146,0.3106796116504854,0.625,0.875,3.0
WRD25,efficientnet_b3,scratch,moderate,scratch_moderate,298,0.47651006711409394,0.5234899328859061,0.46794871794871795,0.8397435897435898,4.0
WRD25,efficientnet_b3,scratch,severe,scratch_severe,735,0.3523809523809524,0.6476190476190476,0.23109243697478993,0.4789915966386555,6.0
WRD25,efficientnet_b3,rotation,45,rotation_45,442,0.33031674208144796,0.669683257918552,0.13513513513513514,0.35135135135135137,7.0
WRD25,efficientnet_b3,rotation,90,rotation_90,149,0.5637583892617449,0.436241610738255,0.2923076923076923,0.7846153846153846,4.0
WRD25,efficientnet_b3,rotation,135,rotation_135,451,0.2926829268292683,0.7073170731707317,0.13793103448275862,0.329153605015674,8.0
WRD25,efficientnet_b3,rotation,180,rotation_180,84,0.7619047619047619,0.23809523809523808,0.6,0.75,3.0
WRD25,efficientnet_b3,compound,mild,compound_mild,938,0.20788912579957355,0.7921108742004265,0.1224764468371467,0.30148048452220727,10.0
WRD25,efficientnet_b3,compound,moderate,compound_moderate,1440,0.030555555555555555,0.9694444444444444,0.025071633237822348,0.07020057306590258,21.0
WRD25,efficientnet_b3,compound,severe,compound_severe,1465,0.0027303754266211604,0.9972696245733789,0.0034223134839151265,0.013004791238877482,23.0
WRD25,efficientnet_b3,compound_optical,mild,compound_optical_mild,296,0.5236486486486487,0.47635135135135137,0.3900709219858156,0.6808510638297872,4.0
WRD25,efficientnet_b3,compound_optical,moderate,compound_optical_moderate,988,0.23076923076923078,0.7692307692307693,0.17105263157894737,0.3539473684210526,8.0
WRD25,efficientnet_b3,compound_optical,severe,compound_optical_severe,1128,0.15868794326241134,0.8413120567375887,0.09378292939936776,0.22233930453108536,12.0
