dataset,backbone,perturbation,severity,tag,n_pairs,n_flip,flip_rate,auc_total_drift,auc_pred_margin,firstorder_recall
WRD25,hrnet32,red_channel_shift,45,color_shift_45,1590,276,0.17358490566037735,0.5300015992764653,0.9253275759380584,0.7318840579710145
WRD25,hrnet32,green_channel_shift,-45,green_channel_shift_-45,1590,254,0.15974842767295597,0.5162961478617568,0.9250111980762884,0.7086614173228346
WRD25,hrnet32,green_channel_shift,-30,green_channel_shift_-30,1590,140,0.0880503144654088,0.44307142857142856,0.9764334975369457,0.8142857142857143
WRD25,hrnet32,green_channel_shift,30,green_channel_shift_30,1590,238,0.14968553459119496,0.5970100318233802,0.9535795087265677,0.7983193277310925
WRD25,hrnet32,green_channel_shift,45,green_channel_shift_45,1590,365,0.22955974842767296,0.6177500698909701,0.9473793681856305,0.8
WRD25,hrnet32,blue_channel_shift,-45,blue_channel_shift_-45,1590,151,0.0949685534591195,0.5313614587024653,0.9442033420927888,0.6887417218543046
WRD25,hrnet32,blue_channel_shift,-30,blue_channel_shift_-30,1590,86,0.05408805031446541,0.470052727610094,0.9617376917367639,0.813953488372093
WRD25,hrnet32,blue_channel_shift,30,blue_channel_shift_30,1590,68,0.042767295597484274,0.4826756589626652,0.9904344129241709,0.8529411764705882
WRD25,hrnet32,blue_channel_shift,45,blue_channel_shift_45,1590,101,0.06352201257861635,0.4959172545864392,0.975909142290992,0.8217821782178217
WRD25,hrnet32,gaussian_noise,0.02,gaussian_noise_0_02,1590,96,0.06037735849056604,0.6077957663989291,0.9819416555109326,0.875
WRD25,hrnet32,gaussian_noise,0.05,gaussian_noise_0_05,1590,237,0.1490566037735849,0.6488316321598199,0.9692354230792021,0.8143459915611815
WRD25,hrnet32,gaussian_noise,0.1,gaussian_noise_0_1,1590,623,0.3918238993710692,0.7117161680562909,0.7925755385174648,0.5136436597110754
WRD25,hrnet32,shot_noise,60,shot_noise_60,1590,550,0.34591194968553457,0.6528295454545454,0.8612097902097902,0.54
WRD25,hrnet32,shot_noise,30,shot_noise_30,1590,843,0.530188679245283,0.7191708709094979,0.7713860582702499,0.4816132858837485
WRD25,hrnet32,shot_noise,15,shot_noise_15,1590,1235,0.7767295597484277,0.7785915492957746,0.7441135884130695,0.43562753036437246
WRD25,hrnet32,impulse_noise,0.01,impulse_noise_0_01,1590,361,0.2270440251572327,0.7160168954783859,0.9013791813266198,0.6121883656509696
WRD25,hrnet32,impulse_noise,0.03,impulse_noise_0_03,1590,644,0.4050314465408805,0.7165410423752182,0.8865458353577665,0.6040372670807453
WRD25,hrnet32,impulse_noise,0.05,impulse_noise_0_05,1590,696,0.4377358490566038,0.708308422690221,0.8864878243205019,0.6767241379310345
WRD25,hrnet32,motion_blur,5,motion_blur_5,1590,124,0.0779874213836478,0.5281185362848215,0.9747777582185451,0.8387096774193549
WRD25,hrnet32,motion_blur,9,motion_blur_9,1590,351,0.22075471698113208,0.5630321760265262,0.910786430560442,0.7150997150997151
WRD25,hrnet32,motion_blur,15,motion_blur_15,1590,816,0.5132075471698113,0.6155364923747277,0.8534288392359528,0.5870098039215687
WRD25,hrnet32,zoom_blur,1.05,zoom_blur_1_05,1590,365,0.22955974842767296,0.7964350013978194,0.9362079955269779,0.7561643835616438
WRD25,hrnet32,zoom_blur,1.1,zoom_blur_1_1,1590,695,0.4371069182389937,0.7741738676098228,0.8156424581005586,0.6028776978417266
WRD25,hrnet32,zoom_blur,1.2,zoom_blur_1_2,1590,942,0.5924528301886792,0.7803506133522056,0.7643312101910827,0.5403397027600849
WRD25,hrnet32,contrast,0.5,contrast_0_5,1590,248,0.1559748427672956,0.5753299120234605,0.9689167588096727,0.8346774193548387
WRD25,hrnet32,contrast,0.75,contrast_0_75,1590,91,0.057232704402515724,0.5308813934564435,0.9958140591896429,0.945054945054945
WRD25,hrnet32,contrast,1.25,contrast_1_25,1590,40,0.025157232704402517,0.5984596774193548,0.9918870967741935,0.95
WRD25,hrnet32,contrast,1.5,contrast_1_5,1590,96,0.06037735849056604,0.6166610887996431,0.9790551093261937,0.8125
WRD25,hrnet32,pixelate,0.5,pixelate_0_5,1590,389,0.24465408805031447,0.6115383709804811,0.9448745582622878,0.7737789203084833
WRD25,hrnet32,pixelate,0.33,pixelate_0_33,1590,878,0.5522012578616352,0.7208399452279184,0.9049118911724808,0.7232346241457859
WRD25,hrnet32,pixelate,0.25,pixelate_0_25,1590,1039,0.6534591194968553,0.6563890310556186,0.886127069690422,0.7420596727622714
WRD25,hrnet32,scratch,mild,scratch_mild,1590,106,0.06666666666666667,0.6307722626252352,0.9920027462747292,0.9150943396226415
WRD25,hrnet32,scratch,moderate,scratch_moderate,1590,318,0.2,0.6656765456271507,0.9212822870930739,0.7358490566037735
WRD25,hrnet32,scratch,severe,scratch_severe,1590,761,0.47861635220125787,0.7338369772488424,0.8772772160305864,0.5913272010512484
WRD25,hrnet32,rotation,45,rotation_45,1590,704,0.4427672955974843,0.6239939782987892,0.8337827698542992,0.5340909090909091
WRD25,hrnet32,rotation,90,rotation_90,1590,71,0.04465408805031446,0.5892636927556121,0.9727396637891866,0.8028169014084507
WRD25,hrnet32,rotation,135,rotation_135,1590,737,0.46352201257861636,0.627763611867127,0.8463400783570159,0.587516960651289
WRD25,hrnet32,rotation,180,rotation_180,1590,69,0.04339622641509434,0.6156657042944669,0.9630391904639397,0.7246376811594203
WRD25,hrnet32,compound,mild,compound_mild,1590,1017,0.6396226415094339,0.6473390408431876,0.8061917730175154,0.5329400196656834
WRD25,hrnet32,compound,moderate,compound_moderate,1590,1384,0.8704402515723271,0.708452003479432,0.8309950053313879,0.5614161849710982
WRD25,hrnet32,compound,severe,compound_severe,1590,1485,0.9339622641509434,0.7409203142536476,0.8164502164502164,0.564983164983165
WRD25,hrnet32,compound_optical,mild,compound_optical_mild,1590,375,0.2358490566037736,0.48458381344307266,0.9360724279835391,0.6853333333333333
WRD25,hrnet32,compound_optical,moderate,compound_optical_moderate,1590,1110,0.6981132075471698,0.7018374624624625,0.8508915165165165,0.5621621621621622
WRD25,hrnet32,compound_optical,severe,compound_optical_severe,1590,1274,0.8012578616352202,0.7574742165610158,0.7891023985056536,0.6028257456828885
WRD25,hrnet32,compound_digital,mild,compound_digital_mild,1590,348,0.2188679245283019,0.5825848649749199,0.9180918799859329,0.7442528735632183
WRD25,hrnet32,compound_digital,moderate,compound_digital_moderate,1590,980,0.6163522012578616,0.6944555035128805,0.8354734024757444,0.5857142857142857
WRD25,hrnet32,compound_digital,severe,compound_digital_severe,1590,1283,0.8069182389937107,0.6729799101759161,0.8560961305571988,0.6445830085736555
WRD25,hrnet32,compound_field,mild,compound_field_mild,1590,533,0.3352201257861635,0.7653213367152958,0.857843981248924,0.6097560975609756
WRD25,hrnet32,compound_field,moderate,compound_field_moderate,1590,1263,0.7943396226415095,0.8240621693409945,0.7041532587088167,0.5003958828186856
WRD25,hrnet32,compound_field,severe,compound_field_severe,1590,1390,0.8742138364779874,0.7787482014388489,0.7159244604316548,0.5892086330935252
WRD25,mobilenetv3,gaussian_blur,2,blur_2,1612,420,0.26054590570719605,0.6801324304889742,0.869073585810163,0.5761904761904761
WRD25,mobilenetv3,gaussian_blur,4,blur_4,1612,1000,0.6203473945409429,0.7345302287581699,0.8525490196078431,0.531
WRD25,mobilenetv3,gaussian_blur,6,blur_6,1612,1145,0.7102977667493796,0.7325463097163909,0.873783230318955,0.514410480349345
WRD25,mobilenetv3,gaussian_blur,8,blur_8,1612,1139,0.706575682382134,0.8070272317061626,0.8492353553708885,0.6005267778753293
WRD25,mobilenetv3,gaussian_blur,10,blur_10,1612,1268,0.7866004962779156,0.7627696060450444,0.858747982539799,0.6088328075709779
WRD25,mobilenetv3,gaussian_blur,12,blur_12,1612,1460,0.9057071960297767,0.7484408795962508,0.8693943763518384,0.5280821917808219
WRD25,mobilenetv3,defocus_blur,3,defocus_3,1612,298,0.184863523573201,0.6669680160992104,0.9139289836862696,0.6677852348993288
WRD25,mobilenetv3,defocus_blur,5,defocus_5,1612,635,0.3939205955334988,0.6985428638206304,0.8512238170842771,0.5590551181102362
WRD25,mobilenetv3,defocus_blur,8,defocus_8,1612,978,0.6066997518610422,0.7209467915594177,0.8768458129318185,0.5623721881390593
WRD25,mobilenetv3,defocus_blur,11,defocus_11,1612,1111,0.6892059553349876,0.7397437348525271,0.8751659597097434,0.5310531053105311
WRD25,mobilenetv3,defocus_blur,15,defocus_15,1612,1216,0.7543424317617866,0.7171083781897927,0.865488769271664,0.5764802631578947
WRD25,mobilenetv3,resize,1.33,resize_1_33,1612,189,0.11724565756823821,0.6618627461916289,0.982952031441139,0.8465608465608465
WRD25,mobilenetv3,resize,1.67,resize_1_67,1612,373,0.2313895781637717,0.6424416906309032,0.9532832626848167,0.7962466487935657
WRD25,mobilenetv3,resize,2.0,resize_2_0,1612,547,0.3393300248138958,0.6267099243848221,0.9201912265794645,0.659963436928702
WRD25,mobilenetv3,illumination,0.7,brightness_0_7,1612,50,0.031017369727047148,0.5126824583866837,0.994583866837388,0.9
WRD25,mobilenetv3,illumination,0.85,brightness_0_85,1612,24,0.01488833746898263,0.5308301847187238,0.9992915617128464,0.9166666666666666
WRD25,mobilenetv3,illumination,1.15,brightness_1_15,1612,19,0.011786600496277916,0.4831334456668979,0.9914097862358344,0.7894736842105263
WRD25,mobilenetv3,illumination,1.3,brightness_1_3,1612,37,0.02295285359801489,0.636979836979837,0.9785328185328186,0.7837837837837838
WRD25,mobilenetv3,jpeg,10,jpeg_10,1612,450,0.27915632754342434,0.6686660929432013,0.8816580608146873,0.6355555555555555
WRD25,mobilenetv3,jpeg,20,jpeg_20,1612,169,0.10483870967741936,0.6882665551304605,0.938277831768956,0.7337278106508875
WRD25,mobilenetv3,jpeg,30,jpeg_30,1612,123,0.07630272952853598,0.6420034180194052,0.947768732220566,0.7642276422764228
WRD25,mobilenetv3,jpeg,50,jpeg_50,1612,86,0.05334987593052109,0.595614008351367,0.9719360541314883,0.7906976744186046
WRD25,mobilenetv3,jpeg,70,jpeg_70,1612,59,0.03660049627791563,0.5515459416984078,0.9957217850633547,0.9152542372881356
WRD25,mobilenetv3,red_channel_shift,-45,color_shift_-45,1612,165,0.10235732009925558,0.6229105149630374,0.9476073799501581,0.6545454545454545
WRD25,mobilenetv3,red_channel_shift,-30,color_shift_-30,1612,114,0.0707196029776675,0.5478035040873211,0.9686424003935071,0.7807017543859649
WRD25,mobilenetv3,red_channel_shift,30,color_shift_30,1612,97,0.06017369727047146,0.6838147732299003,0.9947534959681535,0.9381443298969072
WRD25,mobilenetv3,red_channel_shift,45,color_shift_45,1612,145,0.08995037220843673,0.6756340643584139,0.990329783983264,0.9241379310344827
WRD25,mobilenetv3,green_channel_shift,-45,green_channel_shift_-45,1612,159,0.09863523573200993,0.6465434776021851,0.9542347864102464,0.6666666666666666
WRD25,mobilenetv3,green_channel_shift,-30,green_channel_shift_-30,1612,97,0.06017369727047146,0.6490354190058181,0.9843013167296111,0.845360824742268
WRD25,mobilenetv3,green_channel_shift,30,green_channel_shift_30,1612,181,0.11228287841191067,0.5984533475412241,0.9559671210875214,0.6850828729281768
WRD25,mobilenetv3,green_channel_shift,45,green_channel_shift_45,1612,254,0.1575682382133995,0.6344612851228648,0.9213004302297264,0.6653543307086615
WRD25,mobilenetv3,blue_channel_shift,-45,blue_channel_shift_-45,1612,148,0.09181141439205956,0.6017321112095702,0.9718745384728991,0.722972972972973
WRD25,mobilenetv3,blue_channel_shift,-30,blue_channel_shift_-30,1612,93,0.057692307692307696,0.5491870005025944,0.9897711425881488,0.8279569892473119
WRD25,mobilenetv3,blue_channel_shift,30,blue_channel_shift_30,1612,62,0.038461538461538464,0.5500104058272632,0.9895941727367326,0.9032258064516129
WRD25,mobilenetv3,blue_channel_shift,45,blue_channel_shift_45,1612,135,0.0837468982630273,0.5973168835728078,0.9613932144737831,0.674074074074074
WRD25,mobilenetv3,gaussian_noise,0.02,gaussian_noise_0_02,1612,84,0.052109181141439205,0.5893986848666167,0.9923725380204438,0.9285714285714286
WRD25,mobilenetv3,gaussian_noise,0.05,gaussian_noise_0_05,1612,196,0.12158808933002481,0.66992930646835,0.979862071947423,0.8928571428571429
WRD25,mobilenetv3,gaussian_noise,0.1,gaussian_noise_0_1,1612,456,0.28287841191067,0.7223240302312876,0.826234596005585,0.581140350877193
WRD25,mobilenetv3,shot_noise,60,shot_noise_60,1612,317,0.1966501240694789,0.6684688744625653,0.906999744223719,0.6971608832807571
WRD25,mobilenetv3,shot_noise,30,shot_noise_30,1612,593,0.36786600496277916,0.7368994169795803,0.8055031964346887,0.5227655986509275
WRD25,mobilenetv3,shot_noise,15,shot_noise_15,1612,929,0.576302729528536,0.7308493050510081,0.8174440943913936,0.4897739504843918
WRD25,mobilenetv3,impulse_noise,0.01,impulse_noise_0_01,1612,107,0.0663771712158809,0.5944484118359363,0.9910081659266619,0.9065420560747663
WRD25,mobilenetv3,impulse_noise,0.03,impulse_noise_0_03,1612,247,0.1532258064516129,0.6671679197994986,0.9441948065429846,0.7449392712550608
WRD25,mobilenetv3,impulse_noise,0.05,impulse_noise_0_05,1612,426,0.2642679900744417,0.7319005375705611,0.8674599593061461,0.57981220657277
WRD25,mobilenetv3,motion_blur,5,motion_blur_5,1612,217,0.1346153846153846,0.6268866755859472,0.9450010736170986,0.7327188940092166
WRD25,mobilenetv3,motion_blur,9,motion_blur_9,1612,506,0.31389578163771714,0.6550114717423468,0.8819107419822885,0.5928853754940712
WRD25,mobilenetv3,motion_blur,15,motion_blur_15,1612,906,0.5620347394540943,0.7877152005202959,0.8644244539081603,0.4867549668874172
WRD25,mobilenetv3,zoom_blur,1.05,zoom_blur_1_05,1612,513,0.3182382133995037,0.7875970889715442,0.8693584633913162,0.5925925925925926
WRD25,mobilenetv3,zoom_blur,1.1,zoom_blur_1_1,1612,939,0.5825062034739454,0.8389801676406408,0.9020028578345969,0.5122470713525027
WRD25,mobilenetv3,zoom_blur,1.2,zoom_blur_1_2,1612,1110,0.6885856079404467,0.823735687879114,0.9128315566562578,0.5063063063063064
WRD25,mobilenetv3,contrast,0.5,contrast_0_5,1612,119,0.07382133995037221,0.6353458999138839,0.9614390967371543,0.6890756302521008
WRD25,mobilenetv3,contrast,0.75,contrast_0_75,1612,39,0.024193548387096774,0.6754527523758294,0.9966420525861085,0.9487179487179487
WRD25,mobilenetv3,contrast,1.25,contrast_1_25,1612,25,0.015508684863523574,0.4090611216131065,0.9987145557655954,0.88
WRD25,mobilenetv3,contrast,1.5,contrast_1_5,1612,59,0.03660049627791563,0.4506149933971427,0.9951651805690462,0.864406779661017
WRD25,mobilenetv3,pixelate,0.5,pixelate_0_5,1612,314,0.19478908188585609,0.7050508867144947,0.9069146064989744,0.589171974522293
WRD25,mobilenetv3,pixelate,0.33,pixelate_0_33,1612,844,0.5235732009925558,0.765144432513823,0.8687857918641391,0.5995260663507109
WRD25,mobilenetv3,pixelate,0.25,pixelate_0_25,1612,1211,0.7512406947890818,0.8670036304778928,0.8173826375432188,0.532617671345995
WRD25,mobilenetv3,scratch,mild,scratch_mild,1612,104,0.06451612903225806,0.647074576617017,0.9898745154050194,0.8557692307692307
WRD25,mobilenetv3,scratch,moderate,scratch_moderate,1612,260,0.16129032258064516,0.6393732931269914,0.9380974055530268,0.7384615384615385
WRD25,mobilenetv3,scratch,severe,scratch_severe,1612,565,0.35049627791563276,0.6748408854628902,0.8939405465256823,0.5876106194690266
WRD25,mobilenetv3,rotation,45,rotation_45,1612,503,0.31203473945409427,0.56669092747393,0.9137187694392706,0.6063618290258449
WRD25,mobilenetv3,rotation,90,rotation_90,1612,145,0.08995037220843673,0.7071668664645182,0.9270620313565099,0.7655172413793103
WRD25,mobilenetv3,rotation,135,rotation_135,1612,549,0.3405707196029777,0.6083214670648934,0.8998915328819868,0.581056466302368
WRD25,mobilenetv3,rotation,180,rotation_180,1612,56,0.034739454094292806,0.6379108520014689,0.9950422328314359,0.875
WRD25,mobilenetv3,compound,mild,compound_mild,1612,1053,0.6532258064516129,0.803454479661993,0.8730911086307627,0.5764482431149098
WRD25,mobilenetv3,compound,moderate,compound_moderate,1612,1507,0.934863523573201,0.8884159635984453,0.9237716055234303,0.522229595222296
WRD25,mobilenetv3,compound,severe,compound_severe,1612,1559,0.96712158808933,0.9723153448630593,0.9931741440449247,0.5663887107119948
WRD25,mobilenetv3,compound_optical,mild,compound_optical_mild,1612,409,0.25372208436724564,0.6320821824818557,0.8809028772811248,0.6161369193154034
WRD25,mobilenetv3,compound_optical,moderate,compound_optical_moderate,1612,1154,0.7158808933002482,0.742622963226446,0.8831537163312723,0.5138648180242634
WRD25,mobilenetv3,compound_optical,severe,compound_optical_severe,1612,1419,0.880272952853598,0.8145358878579748,0.8346241058616044,0.514446793516561
WRD25,mobilenetv3,compound_digital,mild,compound_digital_mild,1612,298,0.184863523573201,0.7113366124237688,0.9320737948576509,0.7449664429530202
WRD25,mobilenetv3,compound_digital,moderate,compound_digital_moderate,1612,960,0.5955334987593052,0.848689129601227,0.8424159637014315,0.55625
WRD25,mobilenetv3,compound_digital,severe,compound_digital_severe,1612,1265,0.7847394540942928,0.9382294312628858,0.8800492077775626,0.5731225296442688
WRD25,mobilenetv3,compound_field,mild,compound_field_mild,1612,586,0.36352357320099254,0.8056802985849151,0.8962454011403177,0.5887372013651877
WRD25,mobilenetv3,compound_field,moderate,compound_field_moderate,1612,1026,0.6364764267990074,0.8639569154208996,0.9212771690317946,0.5847953216374269
WRD25,mobilenetv3,compound_field,severe,compound_field_severe,1612,1219,0.7562034739454094,0.8018972294063251,0.9311432430119377,0.583264971287941
DTSR14,swin_tiny,gaussian_blur,2,blur_2,7801,1794,0.22997051660043585,0.5490936902116613,0.8645167594328357,0.5641025641025641
DTSR14,swin_tiny,gaussian_blur,4,blur_4,7801,5063,0.6490193564927573,0.6239899905457128,0.7001893021558747,0.3268812956745013
DTSR14,swin_tiny,gaussian_blur,6,blur_6,7801,6862,0.8796308165619793,0.8228839103717934,0.6984892179895825,0.3165257942290877
DTSR14,swin_tiny,gaussian_blur,8,blur_8,7801,7145,0.9159082168952698,0.8973796275751421,0.6959796207479221,0.37970608817354795
DTSR14,swin_tiny,gaussian_blur,10,blur_10,7801,7251,0.9294962184335341,0.874495680846529,0.7344935494790688,0.43194042201075716
DTSR14,swin_tiny,gaussian_blur,12,blur_12,7801,7132,0.9142417638764261,0.8612521975106199,0.752686894243675,0.4551318003365115
DTSR14,swin_tiny,defocus_blur,3,defocus_3,7801,2041,0.2616331239584669,0.6077158698078284,0.8365289346181066,0.45222929936305734
DTSR14,swin_tiny,defocus_blur,5,defocus_5,7801,3618,0.463786694013588,0.5882050157743173,0.7455127475751109,0.37451630735212826
DTSR14,swin_tiny,defocus_blur,8,defocus_8,7801,5731,0.734649403922574,0.6663707508195533,0.678014729621172,0.33344965974524515
DTSR14,swin_tiny,defocus_blur,11,defocus_11,7801,6876,0.8814254582745802,0.8029284782164364,0.6651912645629923,0.34045956951716116
DTSR14,swin_tiny,defocus_blur,15,defocus_15,7801,7173,0.9194975003204717,0.8384245236693512,0.6950069750239974,0.3765509549700265
DTSR14,swin_tiny,resize,1.33,resize_1_33,7801,1066,0.1366491475451865,0.6440050226268923,0.8958281275463088,0.5684803001876173
DTSR14,swin_tiny,resize,1.67,resize_1_67,7801,1507,0.1931803614921164,0.6111798156637523,0.8729515412557309,0.5653616456536165
DTSR14,swin_tiny,resize,2.0,resize_2_0,7801,2589,0.3318805281374183,0.590288307251857,0.823759503205456,0.4719969100038625
DTSR14,swin_tiny,illumination,0.7,brightness_0_7,7801,222,0.028457890014100755,0.6193396523585203,0.9980719603361112,0.918918918918919
DTSR14,swin_tiny,illumination,0.85,brightness_0_85,7801,94,0.012049737213177798,0.6232335069803909,0.9996397306676164,0.9787234042553191
DTSR14,swin_tiny,illumination,1.15,brightness_1_15,7801,168,0.021535700551211383,0.7827560311429694,0.9801691277847442,0.8928571428571429
DTSR14,swin_tiny,illumination,1.3,brightness_1_3,7801,447,0.05730034610947315,0.7763593630884043,0.9658506624710471,0.8322147651006712
DTSR14,swin_tiny,jpeg,10,jpeg_10,7801,4822,0.6181258812972695,0.7822835682767065,0.7920081104159366,0.4108253836582331
DTSR14,swin_tiny,jpeg,20,jpeg_20,7801,2741,0.3513652095885143,0.6737537005766627,0.8101155344187877,0.46479387085005475
DTSR14,swin_tiny,jpeg,30,jpeg_30,7801,1670,0.21407511857454173,0.6540034593999084,0.8520800838381954,0.5275449101796407
DTSR14,swin_tiny,jpeg,50,jpeg_50,7801,1052,0.13485450583258557,0.696880596871977,0.9079221425283677,0.653041825095057
DTSR14,swin_tiny,jpeg,70,jpeg_70,7801,550,0.07050378156646583,0.6821245972342372,0.9578804177480221,0.7818181818181819
DTSR14,swin_tiny,red_channel_shift,-45,color_shift_-45,7801,484,0.062043327778489935,0.5838778876769484,0.9777691371955043,0.859504132231405
DTSR14,swin_tiny,red_channel_shift,-30,color_shift_-30,7801,316,0.040507627227278555,0.5573645180656671,0.9901689454859086,0.8955696202531646
DTSR14,swin_tiny,red_channel_shift,30,color_shift_30,7801,394,0.05050634534034098,0.6915962674901435,0.9871228958201839,0.868020304568528
DTSR14,swin_tiny,red_channel_shift,45,color_shift_45,7801,579,0.07422125368542494,0.6711425317670198,0.9673373768216385,0.8255613126079447
DTSR14,swin_tiny,green_channel_shift,-45,green_channel_shift_-45,7801,661,0.08473272657351621,0.5157187988659911,0.9711243044873018,0.8608169440242057
DTSR14,swin_tiny,green_channel_shift,-30,green_channel_shift_-30,7801,406,0.05204460966542751,0.4786728484497247,0.9859920662676486,0.8891625615763546
DTSR14,swin_tiny,green_channel_shift,30,green_channel_shift_30,7801,422,0.05409562876554288,0.5306645475921485,0.9843824764654916,0.8696682464454977
DTSR14,swin_tiny,green_channel_shift,45,green_channel_shift_45,7801,602,0.07716959364184078,0.5265552293854028,0.9802828835123372,0.8471760797342193
DTSR14,swin_tiny,blue_channel_shift,-45,blue_channel_shift_-45,7801,403,0.05166004358415588,0.5871687874866589,0.9917756593056805,0.9181141439205955
DTSR14,swin_tiny,blue_channel_shift,-30,blue_channel_shift_-30,7801,258,0.033072682989360336,0.5829060672300516,0.9967627463010523,0.937984496124031
DTSR14,swin_tiny,blue_channel_shift,30,blue_channel_shift_30,7801,365,0.04678887322138187,0.49349499288909193,0.9840896195479968,0.8958904109589041
DTSR14,swin_tiny,blue_channel_shift,45,blue_channel_shift_45,7801,586,0.07511857454172542,0.5461860127389138,0.9696924543340926,0.8174061433447098
DTSR14,swin_tiny,gaussian_noise,0.02,gaussian_noise_0_02,7801,1564,0.2004871170362774,0.680502862834491,0.8743232470853954,0.670076726342711
DTSR14,swin_tiny,gaussian_noise,0.05,gaussian_noise_0_05,7801,1905,0.2441994616074862,0.6932032749637638,0.8076166233969735,0.5475065616797901
DTSR14,swin_tiny,gaussian_noise,0.1,gaussian_noise_0_1,7801,1911,0.2449685937700295,0.60519732511001,0.8417944897692654,0.5379382522239665
DTSR14,swin_tiny,shot_noise,60,shot_noise_60,7801,1964,0.25176259453916167,0.6581061470700813,0.8266896478570758,0.5554989816700611
DTSR14,swin_tiny,shot_noise,30,shot_noise_30,7801,2467,0.31624150749903857,0.6268574580791912,0.8394208121633762,0.5281718686663964
DTSR14,swin_tiny,shot_noise,15,shot_noise_15,7801,3203,0.4105883861043456,0.5746928139492975,0.8627974507913619,0.5757102716203559
DTSR14,swin_tiny,impulse_noise,0.01,impulse_noise_0_01,7801,1043,0.13370080758877068,0.714181438170506,0.9274740465970944,0.7411313518696069
DTSR14,swin_tiny,impulse_noise,0.03,impulse_noise_0_03,7801,3070,0.3935392898346366,0.7749130587152311,0.7451600332411422,0.4495114006514658
DTSR14,swin_tiny,impulse_noise,0.05,impulse_noise_0_05,7801,4542,0.5822330470452506,0.801952159308457,0.7297799042829469,0.37406428885953324
DTSR14,swin_tiny,motion_blur,5,motion_blur_5,7801,901,0.11549801307524676,0.5581600958677154,0.9252613038652705,0.6492785793562708
DTSR14,swin_tiny,motion_blur,9,motion_blur_9,7801,2420,0.31021663889244966,0.5760506434485586,0.8186266032458865,0.45661157024793386
DTSR14,swin_tiny,motion_blur,15,motion_blur_15,7801,4947,0.634149468016921,0.6839287973188539,0.7308624892678085,0.3860925813624419
DTSR14,swin_tiny,zoom_blur,1.05,zoom_blur_1_05,7801,2156,0.27637482374054606,0.7660523457309488,0.877003883121813,0.4267161410018553
DTSR14,swin_tiny,zoom_blur,1.1,zoom_blur_1_1,7801,3890,0.49865401871554926,0.702467728291241,0.7919960772430801,0.4041131105398458
DTSR14,swin_tiny,zoom_blur,1.2,zoom_blur_1_2,7801,5798,0.7432380464043071,0.669708786251461,0.7405128078837246,0.34908589168678855
DTSR14,swin_tiny,contrast,0.5,contrast_0_5,7801,698,0.08947570824253301,0.6073621178669815,0.953560120486642,0.8166189111747851
DTSR14,swin_tiny,contrast,0.75,contrast_0_75,7801,253,0.032431739520574286,0.5801458282276697,0.9960385286472243,0.9011857707509882
DTSR14,swin_tiny,contrast,1.25,contrast_1_25,7801,93,0.011921548519420587,0.5243044511776621,0.9997642443823203,0.978494623655914
DTSR14,swin_tiny,contrast,1.5,contrast_1_5,7801,190,0.024355851813870018,0.5393972712625079,0.9950715377327829,0.9368421052631579
DTSR14,swin_tiny,pixelate,0.5,pixelate_0_5,7801,2992,0.38354057172157413,0.6760859067723952,0.7135060653876477,0.46557486631016043
DTSR14,swin_tiny,pixelate,0.33,pixelate_0_33,7801,4990,0.639661581848481,0.7631270010672357,0.6546208033284642,0.45190380761523047
DTSR14,swin_tiny,pixelate,0.25,pixelate_0_25,7801,6561,0.8410460197410589,0.8279162426066049,0.6779889473968858,0.5031245237006554
DTSR14,swin_tiny,scratch,mild,scratch_mild,7801,420,0.05383925137802846,0.5309259295101322,0.9893210366384734,0.8642857142857143
DTSR14,swin_tiny,scratch,moderate,scratch_moderate,7801,674,0.08639917959235996,0.5435600564410261,0.9679273744389102,0.8041543026706232
DTSR14,swin_tiny,scratch,severe,scratch_severe,7801,974,0.12485578771952313,0.6046249656741005,0.9412555654577234,0.7279260780287474
DTSR14,swin_tiny,rotation,45,rotation_45,7801,3515,0.4505832585565953,0.5679161503031139,0.7357971867783495,0.4725462304409673
DTSR14,swin_tiny,rotation,90,rotation_90,7801,1407,0.18036149211639532,0.6074760475294558,0.9328836180152014,0.6830135039090263
DTSR14,swin_tiny,rotation,135,rotation_135,7801,3618,0.463786694013588,0.562975821347482,0.7448241037752243,0.44969596462133776
DTSR14,swin_tiny,rotation,180,rotation_180,7801,353,0.04525060889629535,0.6220733820589515,0.9897434298007259,0.886685552407932
DTSR14,swin_tiny,compound,mild,compound_mild,7801,6234,0.799128316882451,0.6853992423539808,0.70201464312776,0.38675008020532564
DTSR14,swin_tiny,compound,moderate,compound_moderate,7801,7368,0.9444942956031278,0.9008732287176554,0.7487393209008182,0.502442996742671
DTSR14,swin_tiny,compound,severe,compound_severe,7801,7603,0.9746186386360723,0.8488804259881465,0.7646357033441079,0.498750493226358
DTSR14,swin_tiny,compound_optical,mild,compound_optical_mild,7801,2326,0.2981669016792719,0.590921604887376,0.8181802691040727,0.4453998280309544
DTSR14,swin_tiny,compound_optical,moderate,compound_optical_moderate,7801,6042,0.7745160876810665,0.714058535485635,0.6869406103457341,0.3545183714001986
DTSR14,swin_tiny,compound_optical,severe,compound_optical_severe,7801,7215,0.9248814254582746,0.871324317228754,0.7238039825070541,0.3753291753291753
DTSR14,swin_tiny,compound_digital,mild,compound_digital_mild,7801,1722,0.22074093064991668,0.5594714596947394,0.8254837248393634,0.5557491289198606
