dataset,backbone,perturbation,severity,tag,n_pairs,n_flip,flip_rate,auc_total_drift,auc_pred_margin,firstorder_recall
DTSR14,efficientnet_b3,rotation,90,rotation_90,7391,1495,0.20227303477202002,0.6925441203831859,0.899968801477562,0.6588628762541806
DTSR14,efficientnet_b3,rotation,135,rotation_135,7391,3766,0.5095386280611555,0.6034798835314154,0.7791316864138297,0.47344662772172064
DTSR14,efficientnet_b3,rotation,180,rotation_180,7391,309,0.041807603842511164,0.622943759145068,0.9867589010472789,0.8446601941747572
DTSR14,efficientnet_b3,compound,mild,compound_mild,7391,5048,0.6829928291164931,0.7107678366216121,0.7252016154942429,0.5249603803486529
DTSR14,efficientnet_b3,compound,moderate,compound_moderate,7391,6933,0.9380327425246922,0.7495167407065885,0.709821138948778,0.545074282417424
DTSR14,efficientnet_b3,compound,severe,compound_severe,7391,7183,0.9718576647273711,0.8525330909519271,0.811936436457876,0.5590978699707643
DTSR14,efficientnet_b3,compound_optical,mild,compound_optical_mild,7391,1057,0.14301177107292654,0.5890363878442513,0.9091371848822964,0.6367076631977294
DTSR14,efficientnet_b3,compound_optical,moderate,compound_optical_moderate,7391,5477,0.7410363956162901,0.6156045543546882,0.7206610564288126,0.34599233156837683
DTSR14,efficientnet_b3,compound_optical,severe,compound_optical_severe,7391,6833,0.9245027736436207,0.8228918326464392,0.7243909616362089,0.44255817356944244
DTSR14,efficientnet_b3,compound_digital,mild,compound_digital_mild,7391,1268,0.17156000541198754,0.5880974589784291,0.9264525183269783,0.7862776025236593
DTSR14,efficientnet_b3,compound_digital,moderate,compound_digital_moderate,7391,3447,0.4663780273305371,0.6883709104721689,0.7794742142828142,0.5834058601682622
DTSR14,efficientnet_b3,compound_digital,severe,compound_digital_severe,7391,2987,0.4041401704776079,0.6055011468102619,0.7889920810341635,0.5339805825242718
DTSR14,efficientnet_b3,compound_field,mild,compound_field_mild,7391,1481,0.20037883912867,0.7209989249044011,0.8959524535829475,0.5482781904118839
DTSR14,efficientnet_b3,compound_field,moderate,compound_field_moderate,7391,2964,0.40102827763496146,0.5972734861863177,0.8337451724740254,0.4898785425101215
DTSR14,efficientnet_b3,compound_field,severe,compound_field_severe,7391,5991,0.8105804356649979,0.6975773183584901,0.7882286525025634,0.4419963278250709
DTSR14,dinov2_b,gaussian_blur,2,blur_2,7095,1549,0.21832276250880903,0.6950491772899097,0.9042058473563555,0.6636539703034215
DTSR14,dinov2_b,gaussian_blur,4,blur_4,7095,3210,0.452431289640592,0.6510109976465117,0.8160835067377122,0.5401869158878505
DTSR14,dinov2_b,gaussian_blur,6,blur_6,7095,5558,0.783368569415081,0.7133950651823802,0.7436393829265546,0.473011874775099
DTSR14,dinov2_b,gaussian_blur,8,blur_8,7095,6329,0.8920366455250176,0.8111107971222855,0.7301230978293379,0.4961289303207458
DTSR14,dinov2_b,gaussian_blur,10,blur_10,7095,6307,0.8889358703312191,0.7496870168429406,0.728761411661686,0.5313144125574758
DTSR14,dinov2_b,gaussian_blur,12,blur_12,7095,6305,0.8886539816772375,0.7237159577992149,0.7313638964454572,0.5108643933386201
DTSR14,dinov2_b,defocus_blur,3,defocus_3,7095,550,0.07751937984496124,0.67871546635183,0.9552224460031946,0.7509090909090909
DTSR14,dinov2_b,defocus_blur,5,defocus_5,7095,1997,0.2814658210007047,0.6894932925083979,0.8956451546680555,0.6324486730095142
DTSR14,dinov2_b,defocus_blur,8,defocus_8,7095,3530,0.4975334742776603,0.7141599354759247,0.8253820389448883,0.5552407932011332
DTSR14,dinov2_b,defocus_blur,11,defocus_11,7095,5117,0.7212121212121212,0.7221835144573502,0.7633159596286136,0.5053742427203439
DTSR14,dinov2_b,defocus_blur,15,defocus_15,7095,6070,0.8555320648343904,0.7385397195322859,0.745223289267489,0.4973640856672158
DTSR14,dinov2_b,resize,1.33,resize_1_33,7095,860,0.12121212121212122,0.6835049700676973,0.9241202140952239,0.6360465116279069
DTSR14,dinov2_b,resize,1.67,resize_1_67,7095,1572,0.2215644820295983,0.6934413525856941,0.8774997823121354,0.5159033078880407
DTSR14,dinov2_b,resize,2.0,resize_2_0,7095,2278,0.32107117688513037,0.6796521793334005,0.8390367521524861,0.46005267778753295
DTSR14,dinov2_b,illumination,0.7,brightness_0_7,7095,119,0.016772374911909797,0.6920763144707425,0.999032697941562,0.957983193277311
DTSR14,dinov2_b,illumination,0.85,brightness_0_85,7095,78,0.010993657505285413,0.7518873578086918,0.9995541962194378,0.9743589743589743
DTSR14,dinov2_b,illumination,1.15,brightness_1_15,7095,85,0.011980267794221282,0.7341738692623982,0.9974037089871612,0.9058823529411765
DTSR14,dinov2_b,illumination,1.3,brightness_1_3,7095,209,0.02945736434108527,0.7608572695170981,0.9683985397179216,0.8325358851674641
DTSR14,dinov2_b,jpeg,10,jpeg_10,7095,3365,0.47427766032417196,0.7433216480964351,0.8281867035282777,0.5580980683506687
DTSR14,dinov2_b,jpeg,20,jpeg_20,7095,1993,0.28090204369274135,0.7117178844104111,0.8672619947944029,0.594079277471149
DTSR14,dinov2_b,jpeg,30,jpeg_30,7095,1378,0.19422128259337562,0.6719693486667853,0.9123295607300611,0.6552975326560232
DTSR14,dinov2_b,jpeg,50,jpeg_50,7095,738,0.1040169133192389,0.6636543886282027,0.9603867959396912,0.7750677506775068
DTSR14,dinov2_b,jpeg,70,jpeg_70,7095,405,0.05708245243128964,0.688464448504309,0.9897207920426654,0.891358024691358
DTSR14,dinov2_b,red_channel_shift,-45,color_shift_-45,7095,715,0.10077519379844961,0.6590956222460924,0.9178963982725737,0.6587412587412588
DTSR14,dinov2_b,red_channel_shift,-30,color_shift_-30,7095,401,0.056518675123326284,0.601778530965684,0.9550175949430278,0.7830423940149626
DTSR14,dinov2_b,red_channel_shift,30,color_shift_30,7095,251,0.035377026074700495,0.6939035209250666,0.9954215865934275,0.9163346613545816
DTSR14,dinov2_b,red_channel_shift,45,color_shift_45,7095,337,0.04749823819591262,0.6805959394866004,0.9943155622570196,0.9287833827893175
DTSR14,dinov2_b,green_channel_shift,-45,green_channel_shift_-45,7095,567,0.0799154334038055,0.6934177992184528,0.9604198546702631,0.7583774250440917
DTSR14,dinov2_b,green_channel_shift,-30,green_channel_shift_-30,7095,370,0.05214940098661029,0.6756692454536322,0.9820556616095649,0.8648648648648649
DTSR14,dinov2_b,green_channel_shift,30,green_channel_shift_30,7095,463,0.06525722339675828,0.6322252603386422,0.9589046627777618,0.7580993520518359
DTSR14,dinov2_b,green_channel_shift,45,green_channel_shift_45,7095,767,0.10810429880197323,0.6604404669876396,0.9390177469148521,0.6870925684485006
DTSR14,dinov2_b,blue_channel_shift,-45,blue_channel_shift_-45,7095,197,0.02776603241719521,0.5597270892909444,0.9945522354011241,0.8781725888324873
DTSR14,dinov2_b,blue_channel_shift,-30,blue_channel_shift_-30,7095,146,0.02057787174066244,0.5622682479197756,0.9987501897385451,0.9452054794520548
DTSR14,dinov2_b,blue_channel_shift,30,blue_channel_shift_30,7095,345,0.048625792811839326,0.5911233494363929,0.9801099302200751,0.8376811594202899
DTSR14,dinov2_b,blue_channel_shift,45,blue_channel_shift_45,7095,501,0.07061310782241015,0.6158636624234092,0.9598237555825565,0.7125748502994012
DTSR14,dinov2_b,gaussian_noise,0.02,gaussian_noise_0_02,7095,1251,0.17632135306553912,0.6981694589571327,0.9408242057962118,0.7194244604316546
DTSR14,dinov2_b,gaussian_noise,0.05,gaussian_noise_0_05,7095,2477,0.34911909795630724,0.6998833617483533,0.8517972973705427,0.6047638272103351
DTSR14,dinov2_b,gaussian_noise,0.1,gaussian_noise_0_1,7095,3763,0.5303735024665257,0.7303391859002437,0.790171503094993,0.5354770130215254
DTSR14,dinov2_b,shot_noise,60,shot_noise_60,7095,3581,0.5047216349541931,0.752522482774054,0.7981635511649496,0.5400726054174811
DTSR14,dinov2_b,shot_noise,30,shot_noise_30,7095,4458,0.6283298097251586,0.7374199391514583,0.7658546722598464,0.515926424405563
DTSR14,dinov2_b,shot_noise,15,shot_noise_15,7095,5365,0.7561663143058492,0.760033130599206,0.7680472339989981,0.5002795899347624
DTSR14,dinov2_b,impulse_noise,0.01,impulse_noise_0_01,7095,2123,0.2992248062015504,0.7254870326110724,0.8642046899282235,0.4286387187941592
DTSR14,dinov2_b,impulse_noise,0.03,impulse_noise_0_03,7095,3319,0.4677942212825934,0.7014538708182473,0.8254464536489957,0.4278397107562519
DTSR14,dinov2_b,impulse_noise,0.05,impulse_noise_0_05,7095,4120,0.5806906272022551,0.6648115770580076,0.8124089907807783,0.44927184466019415
DTSR14,dinov2_b,motion_blur,5,motion_blur_5,7095,774,0.10909090909090909,0.6256092545785816,0.9492970194507705,0.748062015503876
DTSR14,dinov2_b,motion_blur,9,motion_blur_9,7095,1423,0.20056377730796335,0.6287890633130705,0.9121081031254616,0.6373858046380886
DTSR14,dinov2_b,motion_blur,15,motion_blur_15,7095,3022,0.4259337561663143,0.6268019709136843,0.8240847907553465,0.5261416280608868
DTSR14,dinov2_b,zoom_blur,1.05,zoom_blur_1_05,7095,1427,0.2011275546159267,0.6885154562750148,0.9038452883916839,0.5529081990189209
DTSR14,dinov2_b,zoom_blur,1.1,zoom_blur_1_1,7095,2118,0.2985200845665962,0.6539089727761869,0.8792207136776291,0.503777148253069
DTSR14,dinov2_b,zoom_blur,1.2,zoom_blur_1_2,7095,2939,0.4142353770260747,0.6263686210567716,0.8323821947779374,0.4920040830214359
DTSR14,dinov2_b,contrast,0.5,contrast_0_5,7095,473,0.06666666666666667,0.6482431232173107,0.9819852206400218,0.8097251585623678
DTSR14,dinov2_b,contrast,0.75,contrast_0_75,7095,151,0.02128259337561663,0.6414947775200659,0.9990234076967681,0.9668874172185431
DTSR14,dinov2_b,contrast,1.25,contrast_1_25,7095,110,0.015503875968992248,0.579176807444524,0.9992152014056094,0.9727272727272728
DTSR14,dinov2_b,contrast,1.5,contrast_1_5,7095,188,0.02649753347427766,0.5968336162203622,0.9938783965696225,0.898936170212766
DTSR14,dinov2_b,pixelate,0.5,pixelate_0_5,7095,1146,0.16152219873150106,0.5745404436840544,0.9136323672683779,0.650087260034904
DTSR14,dinov2_b,pixelate,0.33,pixelate_0_33,7095,1637,0.23072586328400282,0.6479394601704402,0.8760373266346911,0.594379963347587
DTSR14,dinov2_b,pixelate,0.25,pixelate_0_25,7095,2676,0.3771670190274841,0.6504292850109478,0.8320254533437113,0.5650224215246636
DTSR14,dinov2_b,scratch,mild,scratch_mild,7095,1681,0.23692741367159972,0.6951781542421909,0.9129024559457305,0.6055919095776323
DTSR14,dinov2_b,scratch,moderate,scratch_moderate,7095,2132,0.3004933051444679,0.6904664876559334,0.9011689315191328,0.6191369606003753
DTSR14,dinov2_b,scratch,severe,scratch_severe,7095,2034,0.28668076109936574,0.6863034499266276,0.8984027120846421,0.6258603736479843
DTSR14,dinov2_b,rotation,45,rotation_45,7095,2267,0.31952078928823113,0.6857392310478246,0.8490358586820228,0.478606087340097
DTSR14,dinov2_b,rotation,90,rotation_90,7095,770,0.10852713178294573,0.6795092654381192,0.9274291874133771,0.674025974025974
DTSR14,dinov2_b,rotation,135,rotation_135,7095,2342,0.33009161381254404,0.6969288846830165,0.8618208321123267,0.4752348420153715
DTSR14,dinov2_b,rotation,180,rotation_180,7095,375,0.052854122621564484,0.6452666666666667,0.9719150793650794,0.7813333333333333
DTSR14,dinov2_b,compound,mild,compound_mild,7095,5558,0.783368569415081,0.7404554162726631,0.7766868719598119,0.5098956459157971
DTSR14,dinov2_b,compound,moderate,compound_moderate,7095,6761,0.9529245947850599,0.8408072185757165,0.7454035871460747,0.5428191095991717
DTSR14,dinov2_b,compound,severe,compound_severe,7095,6873,0.9687103594080338,0.8683331957011573,0.7095967639398455,0.5443037974683544
DTSR14,dinov2_b,compound_optical,mild,compound_optical_mild,7095,744,0.10486257928118393,0.6167896682090536,0.9285323367922755,0.6760752688172043
DTSR14,dinov2_b,compound_optical,moderate,compound_optical_moderate,7095,4106,0.5787174066243834,0.6660586707194117,0.7870203410231085,0.4875791524598149
DTSR14,dinov2_b,compound_optical,severe,compound_optical_severe,7095,6442,0.9079633544749823,0.8508071551880296,0.746263157219111,0.5442409189692642
DTSR14,dinov2_b,compound_digital,mild,compound_digital_mild,7095,920,0.12966878083157152,0.6013017074458722,0.9396578067241682,0.7
DTSR14,dinov2_b,compound_digital,moderate,compound_digital_moderate,7095,3908,0.5508104298801973,0.7688801566882348,0.7947177135619082,0.47006141248720573
DTSR14,dinov2_b,compound_digital,severe,compound_digital_severe,7095,3130,0.44115574348132486,0.6256992292785515,0.8217000995129105,0.5364217252396166
DTSR14,dinov2_b,compound_field,mild,compound_field_mild,7095,1407,0.19830866807610995,0.647436666376776,0.9043365651149515,0.550817341862118
DTSR14,dinov2_b,compound_field,moderate,compound_field_moderate,7095,2794,0.3937984496124031,0.6532654921854834,0.8417628401911493,0.5354330708661418
DTSR14,dinov2_b,compound_field,severe,compound_field_severe,7095,5229,0.7369978858350952,0.4657782356906829,0.7544329310299945,0.5002868617326449
DTSR14,mobilenetv3,gaussian_blur,2,blur_2,7628,2213,0.29011536444677505,0.5832992653584397,0.87557082112373,0.5553547220967013
DTSR14,mobilenetv3,gaussian_blur,4,blur_4,7628,6061,0.7945726271630834,0.7190303705562265,0.7488464175163649,0.39283946543474674
DTSR14,mobilenetv3,gaussian_blur,6,blur_6,7628,6929,0.9083639223911903,0.9011030746973543,0.7023738218691074,0.42170587386347236
DTSR14,mobilenetv3,gaussian_blur,8,blur_8,7628,7052,0.9244887257472469,0.8168341231014055,0.6710955717842062,0.450368689733409
DTSR14,mobilenetv3,gaussian_blur,10,blur_10,7628,7089,0.9293392763502885,0.695433961681468,0.6805997742458658,0.4567640005642545
DTSR14,mobilenetv3,gaussian_blur,12,blur_12,7628,7122,0.9336654431043524,0.6687356329493981,0.7577858175913192,0.45366470092670597
DTSR14,mobilenetv3,defocus_blur,3,defocus_3,7628,1742,0.22836916622968012,0.6258367946201713,0.916833245362617,0.605625717566016
DTSR14,mobilenetv3,defocus_blur,5,defocus_5,7628,3780,0.49554273728369164,0.6025970682220682,0.8184476371976372,0.4507936507936508
DTSR14,mobilenetv3,defocus_blur,8,defocus_8,7628,6092,0.7986366019926586,0.7050775906585139,0.7540216677609981,0.41611950098489825
DTSR14,mobilenetv3,defocus_blur,11,defocus_11,7628,6953,0.9115102254850551,0.7838427324203249,0.7014080785805221,0.42485258161944484
DTSR14,mobilenetv3,defocus_blur,15,defocus_15,7628,7172,0.9402202412165706,0.7453845547010304,0.689222402422677,0.4472950362520915
DTSR14,mobilenetv3,resize,1.33,resize_1_33,7628,901,0.11811746198217095,0.6901636471838849,0.9364162212113558,0.7269700332963374
DTSR14,mobilenetv3,resize,1.67,resize_1_67,7628,1670,0.218930256948086,0.6721000094473691,0.9086777100381312,0.6730538922155689
DTSR14,mobilenetv3,resize,2.0,resize_2_0,7628,2527,0.33127949659150496,0.6599029249058221,0.8596235737353578,0.6030866640284923
DTSR14,mobilenetv3,illumination,0.7,brightness_0_7,7628,492,0.06449921342422653,0.619131012113092,0.9885704910860768,0.9024390243902439
DTSR14,mobilenetv3,illumination,0.85,brightness_0_85,7628,210,0.027530152071316205,0.5582431408799702,0.998182028271001,0.9428571428571428
DTSR14,mobilenetv3,illumination,1.15,brightness_1_15,7628,201,0.02635028841111694,0.6859461947030701,0.9942538552692308,0.9154228855721394
DTSR14,mobilenetv3,illumination,1.3,brightness_1_3,7628,489,0.06410592553749345,0.7146783803130992,0.9822797152998407,0.8445807770961146
DTSR14,mobilenetv3,jpeg,10,jpeg_10,7628,4956,0.6497115888830624,0.77100562041776,0.8017154250820393,0.5371267150928168
DTSR14,mobilenetv3,jpeg,20,jpeg_20,7628,1697,0.2224698479286838,0.7124951576800461,0.891045391676247,0.6682380671773719
DTSR14,mobilenetv3,jpeg,30,jpeg_30,7628,1067,0.13987939171473518,0.7104022848369714,0.9427627997480782,0.7582005623242737
DTSR14,mobilenetv3,jpeg,50,jpeg_50,7628,521,0.06830099632931305,0.6595523539685537,0.9898848071445335,0.8714011516314779
DTSR14,mobilenetv3,jpeg,70,jpeg_70,7628,277,0.03631358154168852,0.6390149526550821,0.9956846658059244,0.9169675090252708
DTSR14,mobilenetv3,red_channel_shift,-45,color_shift_-45,7628,731,0.09583114840062926,0.5801752263667841,0.9677946378081868,0.8002735978112175
DTSR14,mobilenetv3,red_channel_shift,-30,color_shift_-30,7628,445,0.05833770319874148,0.6371016460525555,0.9816795899181432,0.8629213483146068
DTSR14,mobilenetv3,red_channel_shift,30,color_shift_30,7628,626,0.08206607236497115,0.8349030582772792,0.9829117741804486,0.8146964856230032
DTSR14,mobilenetv3,red_channel_shift,45,color_shift_45,7628,821,0.10762978500262192,0.7856836490773004,0.9748208255204797,0.8002436053593179
DTSR14,mobilenetv3,green_channel_shift,-45,green_channel_shift_-45,7628,1007,0.1320136339800734,0.5804277173514443,0.9679976158433032,0.7954319761668321
DTSR14,mobilenetv3,green_channel_shift,-30,green_channel_shift_-30,7628,463,0.06069743051914001,0.6262556915893344,0.9935615143810128,0.9114470842332614
DTSR14,mobilenetv3,green_channel_shift,30,green_channel_shift_30,7628,607,0.07957524908232827,0.5763565974235448,0.9857335501145421,0.8385502471169687
DTSR14,mobilenetv3,green_channel_shift,45,green_channel_shift_45,7628,876,0.11484006292606187,0.5457594840831872,0.9818352485446556,0.839041095890411
DTSR14,mobilenetv3,blue_channel_shift,-45,blue_channel_shift_-45,7628,296,0.03880440482433141,0.5644944504651952,0.996571858273986,0.9054054054054054
DTSR14,mobilenetv3,blue_channel_shift,-30,blue_channel_shift_-30,7628,228,0.029889879391714735,0.593797119487909,0.998595305832148,0.9649122807017544
DTSR14,mobilenetv3,blue_channel_shift,30,blue_channel_shift_30,7628,321,0.042081803880440485,0.5837073399083454,0.9899456288874194,0.897196261682243
DTSR14,mobilenetv3,blue_channel_shift,45,blue_channel_shift_45,7628,683,0.08953854221289985,0.5309321198667211,0.9756592005582452,0.8111273792093704
DTSR14,mobilenetv3,gaussian_noise,0.02,gaussian_noise_0_02,7628,1773,0.2324331410592554,0.7641418410612166,0.8895792904575368,0.5815002820078963
DTSR14,mobilenetv3,gaussian_noise,0.05,gaussian_noise_0_05,7628,3163,0.41465652857891977,0.6463687959784163,0.8430012614358561,0.5592791653493518
DTSR14,mobilenetv3,gaussian_noise,0.1,gaussian_noise_0_1,7628,5150,0.6751442055584688,0.765036006174726,0.8369720335065077,0.5592233009708738
DTSR14,mobilenetv3,shot_noise,60,shot_noise_60,7628,5126,0.6719979024646041,0.7750019258880839,0.8380247031403361,0.5747171283651971
DTSR14,mobilenetv3,shot_noise,30,shot_noise_30,7628,6127,0.8032249606712113,0.8205817197979215,0.8842861627420575,0.5488819977150319
DTSR14,mobilenetv3,shot_noise,15,shot_noise_15,7628,6862,0.899580492920818,0.8502460479745038,0.8060145821426967,0.5180705333721947
DTSR14,mobilenetv3,impulse_noise,0.01,impulse_noise_0_01,7628,2006,0.26297850026219194,0.8017412986937446,0.9075328266357101,0.5383848454636092
DTSR14,mobilenetv3,impulse_noise,0.03,impulse_noise_0_03,7628,3234,0.42396434189826954,0.7862422868762683,0.8460160577658464,0.48855905998763144
DTSR14,mobilenetv3,impulse_noise,0.05,impulse_noise_0_05,7628,3767,0.49383848977451494,0.7519089666687224,0.7842032806195269,0.5022564374834085
DTSR14,mobilenetv3,motion_blur,5,motion_blur_5,7628,679,0.08901415836392239,0.5996520833143473,0.9749795003402657,0.8144329896907216
DTSR14,mobilenetv3,motion_blur,9,motion_blur_9,7628,1980,0.2595700052438385,0.5701433152344979,0.9058628959567345,0.6156565656565657
DTSR14,mobilenetv3,motion_blur,15,motion_blur_15,7628,4424,0.5799685369690614,0.5959718426672808,0.8025836685833485,0.5470162748643761
DTSR14,mobilenetv3,zoom_blur,1.05,zoom_blur_1_05,7628,905,0.1186418458311484,0.7124432249152123,0.9478797531028554,0.7259668508287292
DTSR14,mobilenetv3,zoom_blur,1.1,zoom_blur_1_1,7628,3039,0.39840062926061875,0.7544442764150305,0.8701155337265509,0.47022046725896677
DTSR14,mobilenetv3,zoom_blur,1.2,zoom_blur_1_2,7628,6401,0.8391452543261667,0.8102029061015451,0.7728947201225563,0.32807373847836274
DTSR14,mobilenetv3,contrast,0.5,contrast_0_5,7628,1529,0.20044572627163085,0.5403966233622233,0.9444234443862878,0.7547416612164813
DTSR14,mobilenetv3,contrast,0.75,contrast_0_75,7628,428,0.05610907184058731,0.525069931204569,0.9944113447559709,0.9018691588785047
DTSR14,mobilenetv3,contrast,1.25,contrast_1_25,7628,137,0.017960146827477715,0.4616396123036208,0.9973535152158259,0.9635036496350365
DTSR14,mobilenetv3,contrast,1.5,contrast_1_5,7628,280,0.03670686942842161,0.4753217590792441,0.9943784508904269,0.9285714285714286
DTSR14,mobilenetv3,pixelate,0.5,pixelate_0_5,7628,5378,0.7050340849501835,0.8755258873600265,0.6890116937316639,0.5282632949051692
DTSR14,mobilenetv3,pixelate,0.33,pixelate_0_33,7628,4594,0.602254850550603,0.7896073853459945,0.6640384451474207,0.46626033957335655
DTSR14,mobilenetv3,pixelate,0.25,pixelate_0_25,7628,6777,0.8884373361300472,0.8789632348440592,0.7058197986658059,0.4769071860705327
DTSR14,mobilenetv3,scratch,mild,scratch_mild,7628,1232,0.16151022548505506,0.6769856160100063,0.9266746972539656,0.6298701298701299
DTSR14,mobilenetv3,scratch,moderate,scratch_moderate,7628,2569,0.33678552700576825,0.5949973650742184,0.8878638834812659,0.5722070844686649
DTSR14,mobilenetv3,scratch,severe,scratch_severe,7628,4089,0.5360513896171998,0.6381907959044353,0.834792219540762,0.5668867693812668
DTSR14,mobilenetv3,rotation,45,rotation_45,7628,2616,0.3429470372312533,0.651463246617903,0.8302459418496526,0.5298165137614679
DTSR14,mobilenetv3,rotation,90,rotation_90,7628,2259,0.29614577871001574,0.7555435425987117,0.879481020476361,0.5891987605135015
DTSR14,mobilenetv3,rotation,135,rotation_135,7628,2721,0.3567121132669114,0.6527923605448704,0.8294364859297298,0.5104740904079382
DTSR14,mobilenetv3,rotation,180,rotation_180,7628,276,0.03618248557944415,0.613991214063806,0.9940393819684281,0.8913043478260869
DTSR14,mobilenetv3,compound,mild,compound_mild,7628,5755,0.7544572627163083,0.6763969954861786,0.7140805158865082,0.4809730668983493
DTSR14,mobilenetv3,compound,moderate,compound_moderate,7628,7274,0.9535920293654956,0.8287366271636927,0.797447452345557,0.5269452845751993
DTSR14,mobilenetv3,compound,severe,compound_severe,7628,7538,0.9882013633980073,0.9087195247781611,0.8635476548450811,0.5408596444680287
DTSR14,mobilenetv3,compound_optical,mild,compound_optical_mild,7628,2833,0.37139486103828,0.6125062618542745,0.8720790681256617,0.49699964701729615
DTSR14,mobilenetv3,compound_optical,moderate,compound_optical_moderate,7628,7074,0.927372836916623,0.867644799841592,0.762447065523925,0.43115634718688156
DTSR14,mobilenetv3,compound_optical,severe,compound_optical_severe,7628,7198,0.9436287362349239,0.7292230723004453,0.7191700536970864,0.4918032786885246
DTSR14,mobilenetv3,compound_digital,mild,compound_digital_mild,7628,1333,0.1747509176717357,0.5572568281069473,0.9300671474461149,0.7531882970742686
DTSR14,mobilenetv3,compound_digital,moderate,compound_digital_moderate,7628,5518,0.7233875196643943,0.7152379803108826,0.7165799477453367,0.49130119608553824
DTSR14,mobilenetv3,compound_digital,severe,compound_digital_severe,7628,6117,0.8019140010487676,0.7710441666566588,0.6879040921315184,0.48683995422592774
DTSR14,mobilenetv3,compound_field,mild,compound_field_mild,7628,934,0.12244362873623492,0.6266838883489897,0.950041073568391,0.7173447537473233
DTSR14,mobilenetv3,compound_field,moderate,compound_field_moderate,7628,3894,0.510487676979549,0.6697257382225109,0.8608216835591487,0.5490498202362609
DTSR14,mobilenetv3,compound_field,severe,compound_field_severe,7628,6737,0.8831934976402727,0.7666217366380644,0.7790462139578958,0.5214487160457176
DTSR14,hrnet32,gaussian_blur,2,blur_2,7521,1792,0.238266188006914,0.6646215584713113,0.7949659509575344,0.6049107142857143
DTSR14,hrnet32,gaussian_blur,4,blur_4,7521,5902,0.7847360723308071,0.7927140306287439,0.6979123082825537,0.37360216875635377
DTSR14,hrnet32,gaussian_blur,6,blur_6,7521,6532,0.8685015290519877,0.8098090012798469,0.6880353205530276,0.40646050214329454
DTSR14,hrnet32,gaussian_blur,8,blur_8,7521,6742,0.896423347959048,0.7963936909584087,0.6822248133955368,0.4316226638979531
DTSR14,hrnet32,gaussian_blur,10,blur_10,7521,6909,0.9186278420422817,0.7573639384831946,0.6486003384805459,0.44840063685048487
DTSR14,hrnet32,gaussian_blur,12,blur_12,7521,7109,0.9452200505251961,0.732359637107072,0.6277773149583394,0.44324096216064146
DTSR14,hrnet32,defocus_blur,3,defocus_3,7521,1222,0.16247839383060764,0.6475974026480186,0.8630210183259807,0.6800327332242226
DTSR14,hrnet32,defocus_blur,5,defocus_5,7521,3606,0.47945751894694855,0.6918201819161905,0.7382866217720006,0.46616749861342205
DTSR14,hrnet32,defocus_blur,8,defocus_8,7521,5439,0.72317510969286,0.7603188820768071,0.7005624691915346,0.4206655635227064
DTSR14,hrnet32,defocus_blur,11,defocus_11,7521,6269,0.8335327748969552,0.763087052421342,0.6980899471357871,0.44345190620513636
DTSR14,hrnet32,defocus_blur,15,defocus_15,7521,6526,0.8677037627975003,0.7210693368774611,0.6851771884245006,0.4601593625498008
DTSR14,hrnet32,resize,1.33,resize_1_33,7521,969,0.12883925009972078,0.7182644425291485,0.8856862808101198,0.6687306501547987
DTSR14,hrnet32,resize,1.67,resize_1_67,7521,1609,0.2139343172450472,0.7185748340483293,0.837394169804323,0.5947793660658794
DTSR14,hrnet32,resize,2.0,resize_2_0,7521,2305,0.3064752027655897,0.7117861943228245,0.810426120862888,0.5691973969631237
DTSR14,hrnet32,illumination,0.7,brightness_0_7,7521,793,0.10543810663475602,0.7191279072382755,0.9684855820774224,0.8373266078184111
DTSR14,hrnet32,illumination,0.85,brightness_0_85,7521,329,0.04374418295439436,0.7248094809835988,0.9877772837769762,0.9057750759878419
DTSR14,hrnet32,illumination,1.15,brightness_1_15,7521,244,0.0324424943491557,0.538667190812283,0.9727881693275693,0.8729508196721312
DTSR14,hrnet32,illumination,1.3,brightness_1_3,7521,882,0.11727163940965298,0.6565525843816464,0.8942833848908345,0.7006802721088435
DTSR14,hrnet32,jpeg,10,jpeg_10,7521,2943,0.391304347826087,0.6787936127918732,0.8759270912148055,0.5147808358817533
DTSR14,hrnet32,jpeg,20,jpeg_20,7521,1160,0.15423480920090413,0.6830811681095468,0.8474208403580006,0.5810344827586207
DTSR14,hrnet32,jpeg,30,jpeg_30,7521,799,0.10623587288924345,0.7015667643167467,0.9194755494353064,0.6695869837296621
DTSR14,hrnet32,jpeg,50,jpeg_50,7521,456,0.06063023534104507,0.7174539985845718,0.9619305695235966,0.7390350877192983
DTSR14,hrnet32,jpeg,70,jpeg_70,7521,319,0.042414572530248634,0.7431417082854902,0.9746326125014038,0.799373040752351
DTSR14,hrnet32,red_channel_shift,-45,color_shift_-45,7521,1549,0.20595665470017285,0.5789929613427326,0.9246272793587635,0.7540348612007747
DTSR14,hrnet32,red_channel_shift,-30,color_shift_-30,7521,740,0.09839117138678367,0.5619746350095856,0.9566955762723348,0.8418918918918918
DTSR14,hrnet32,red_channel_shift,30,color_shift_30,7521,661,0.08788724903603244,0.6596001508448636,0.9460910450196937,0.7322239031770046
DTSR14,hrnet32,red_channel_shift,45,color_shift_45,7521,933,0.12405265257279617,0.5814173159682974,0.9224614112117845,0.7170418006430869
DTSR14,hrnet32,green_channel_shift,-45,green_channel_shift_-45,7521,1555,0.2067544209546603,0.5723016708831287,0.9247308165348551,0.7311897106109325
