backbone,pair,direction,source_dataset,target_dataset,species,centroid_drift,within_source_recall,cross_source_recall,accuracy_drop,n_source,n_target
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Acrocarpus fraxinifolius Wight & Arn.,0.44248199462890625,1.0,0.0,1.0,17,48
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Araucaria angustifolia (Bertol.) Kuntze,0.27268409729003906,1.0,0.015873015873015872,0.9841269841269842,55,63
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Aspidosperma polyneuron Müll.Arg.,0.3618507981300354,1.0,0.05660377358490566,0.9433962264150944,20,53
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Bagassa guianensis Aubl.,0.5004971623420715,1.0,0.0,1.0,52,96
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Balfourodendron riedelianum (Engl.) Engl.,0.709406852722168,1.0,0.0,1.0,61,62
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Bertholletia excelsa Bonpl.,0.3260676860809326,1.0,0.0,1.0,35,99
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Carapa guianensis Aubl.,0.38433921337127686,1.0,0.0,1.0,21,82
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cariniana estrellensis (Raddi) Kuntze,0.5245037078857422,1.0,0.0,1.0,36,99
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cedrela fissilis Vell.,0.42452192306518555,1.0,0.0,1.0,22,55
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cedrelinga cateniformis (Ducke) Ducke,0.3963536024093628,1.0,0.0,1.0,65,78
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cordia goeldiana Huber,0.483298122882843,1.0,0.0,1.0,36,99
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Erisma uncinatum Warm.,0.373895525932312,1.0,0.0,1.0,58,63
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Euxylophora paraensis Huber,0.39202988147735596,1.0,0.0,1.0,66,59
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Goupia glabra Aubl.,0.5187692046165466,0.9375,0.0,0.9375,32,99
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Grevillea robusta A.Cunn. ex R.Br.,0.6459679007530212,1.0,0.0,1.0,48,79
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Hymenolobium petraeum Ducke,0.3163169026374817,0.9642857142857143,0.0,0.9642857142857143,28,98
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Laurus nobilis L.,0.520058274269104,1.0,0.0,1.0,36,86
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Melia azedarach L.,0.5066131949424744,1.0,0.0,1.0,47,46
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Mezilaurus itauba (Meissner) Taubert,0.48912811279296875,1.0,0.0,1.0,83,94
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Micropholis venulosa (Mart. & Eichler) Pierre,0.44014692306518555,0.9859154929577465,0.0,0.9859154929577465,71,58
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Mimosa scabrella Benth.,0.3827784061431885,1.0,0.058823529411764705,0.9411764705882353,30,51
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Myroxylon balsamum (L.) Harms,0.44719624519348145,1.0,0.0,1.0,53,37
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Ocotea porosa (Mez) Barroso,0.2557879686355591,1.0,0.11320754716981132,0.8867924528301887,46,53
resnet50,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Swietenia macrophylla G.King,0.5769492387771606,1.0,0.0,1.0,70,87
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Acrocarpus fraxinifolius Wight & Arn.,0.44248199462890625,0.9583333333333334,0.0,0.9583333333333334,48,17
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Araucaria angustifolia (Bertol.) Kuntze,0.27268409729003906,0.9841269841269841,0.05454545454545454,0.9295815295815295,63,55
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Aspidosperma polyneuron Müll.Arg.,0.3618507981300354,0.9433962264150944,0.0,0.9433962264150944,53,20
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Bagassa guianensis Aubl.,0.5004971623420715,0.9791666666666666,0.0,0.9791666666666666,96,52
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Balfourodendron riedelianum (Engl.) Engl.,0.709406852722168,1.0,0.0,1.0,62,61
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Bertholletia excelsa Bonpl.,0.3260676860809326,0.98989898989899,0.0,0.98989898989899,99,35
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Carapa guianensis Aubl.,0.38433921337127686,0.975609756097561,0.047619047619047616,0.9279907084785133,82,21
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cariniana estrellensis (Raddi) Kuntze,0.5245037078857422,0.9494949494949495,0.0,0.9494949494949495,99,36
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cedrela fissilis Vell.,0.42452192306518555,1.0,0.0,1.0,55,22
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cedrelinga cateniformis (Ducke) Ducke,0.3963536024093628,0.9358974358974359,0.015384615384615385,0.9205128205128206,78,65
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cordia goeldiana Huber,0.483298122882843,1.0,0.027777777777777776,0.9722222222222222,99,36
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Erisma uncinatum Warm.,0.373895525932312,0.8888888888888888,0.0,0.8888888888888888,63,58
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Euxylophora paraensis Huber,0.39202988147735596,1.0,0.0,1.0,59,66
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Goupia glabra Aubl.,0.5187692046165466,0.9494949494949495,0.0,0.9494949494949495,99,32
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Grevillea robusta A.Cunn. ex R.Br.,0.6459679007530212,0.9873417721518988,0.0,0.9873417721518988,79,48
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Hymenolobium petraeum Ducke,0.3163169026374817,0.9897959183673469,0.10714285714285714,0.8826530612244898,98,28
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Laurus nobilis L.,0.520058274269104,1.0,0.0,1.0,86,36
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Melia azedarach L.,0.5066131949424744,1.0,0.0,1.0,46,47
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Mezilaurus itauba (Meissner) Taubert,0.48912811279296875,1.0,0.0,1.0,94,83
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Micropholis venulosa (Mart. & Eichler) Pierre,0.44014692306518555,1.0,0.0,1.0,58,71
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Mimosa scabrella Benth.,0.3827784061431885,0.8431372549019608,0.0,0.8431372549019608,51,30
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Myroxylon balsamum (L.) Harms,0.44719624519348145,0.8648648648648649,0.0,0.8648648648648649,37,53
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Ocotea porosa (Mez) Barroso,0.2557879686355591,1.0,0.021739130434782608,0.9782608695652174,53,46
resnet50,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Swietenia macrophylla G.King,0.5769492387771606,0.9195402298850575,0.0,0.9195402298850575,87,70
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Acrocarpus fraxinifolius Wight & Arn.,0.5858345627784729,1.0,0.0,1.0,17,48
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Araucaria angustifolia (Bertol.) Kuntze,0.4296557903289795,0.9818181818181818,0.0,0.9818181818181818,55,63
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Aspidosperma polyneuron Müll.Arg.,0.5256608128547668,1.0,0.0,1.0,20,53
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Bagassa guianensis Aubl.,0.5446937084197998,1.0,0.0,1.0,52,96
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Balfourodendron riedelianum (Engl.) Engl.,0.7052462100982666,1.0,0.0967741935483871,0.9032258064516129,61,62
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Bertholletia excelsa Bonpl.,0.45186179876327515,0.9714285714285714,0.0,0.9714285714285714,35,99
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Carapa guianensis Aubl.,0.3697397708892822,0.9047619047619048,0.0,0.9047619047619048,21,82
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cariniana estrellensis (Raddi) Kuntze,0.5855125188827515,1.0,0.0,1.0,36,99
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cedrela fissilis Vell.,0.3965444564819336,1.0,0.0,1.0,22,55
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cedrelinga cateniformis (Ducke) Ducke,0.5221521854400635,1.0,0.0,1.0,65,78
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cordia goeldiana Huber,0.511794924736023,1.0,0.0,1.0,36,99
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Erisma uncinatum Warm.,0.8491770029067993,1.0,0.0,1.0,58,63
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Euxylophora paraensis Huber,0.46900510787963867,1.0,0.0,1.0,66,59
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Goupia glabra Aubl.,0.5167238712310791,1.0,0.0,1.0,32,99
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Grevillea robusta A.Cunn. ex R.Br.,0.7982782125473022,1.0,0.0,1.0,48,79
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Hymenolobium petraeum Ducke,0.42246013879776,0.9642857142857143,0.0,0.9642857142857143,28,98
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Laurus nobilis L.,0.6582238078117371,1.0,0.0,1.0,36,86
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Melia azedarach L.,0.7120426297187805,1.0,0.0,1.0,47,46
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Mezilaurus itauba (Meissner) Taubert,0.5403580069541931,1.0,0.0,1.0,83,94
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Micropholis venulosa (Mart. & Eichler) Pierre,0.5281074047088623,1.0,0.0,1.0,71,58
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Mimosa scabrella Benth.,0.48910635709762573,1.0,0.0,1.0,30,51
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Myroxylon balsamum (L.) Harms,0.4609364867210388,1.0,0.0,1.0,53,37
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Ocotea porosa (Mez) Barroso,0.3562657833099365,1.0,0.0,1.0,46,53
efficientnet_b3,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Swietenia macrophylla G.King,0.7299180030822754,1.0,0.0,1.0,70,87
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Acrocarpus fraxinifolius Wight & Arn.,0.5858345627784729,0.8958333333333334,0.0,0.8958333333333334,48,17
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Araucaria angustifolia (Bertol.) Kuntze,0.4296557903289795,1.0,0.0,1.0,63,55
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Aspidosperma polyneuron Müll.Arg.,0.5256608128547668,0.9622641509433962,0.0,0.9622641509433962,53,20
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Bagassa guianensis Aubl.,0.5446937084197998,0.9479166666666666,0.0,0.9479166666666666,96,52
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Balfourodendron riedelianum (Engl.) Engl.,0.7052462100982666,1.0,0.0,1.0,62,61
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Bertholletia excelsa Bonpl.,0.45186179876327515,0.9393939393939394,0.0,0.9393939393939394,99,35
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Carapa guianensis Aubl.,0.3697397708892822,0.9878048780487805,0.047619047619047616,0.9401858304297328,82,21
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cariniana estrellensis (Raddi) Kuntze,0.5855125188827515,0.898989898989899,0.0,0.898989898989899,99,36
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cedrela fissilis Vell.,0.3965444564819336,1.0,0.3181818181818182,0.6818181818181819,55,22
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cedrelinga cateniformis (Ducke) Ducke,0.5221521854400635,0.9743589743589743,0.015384615384615385,0.9589743589743589,78,65
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cordia goeldiana Huber,0.511794924736023,1.0,0.0,1.0,99,36
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Erisma uncinatum Warm.,0.8491770029067993,0.9047619047619048,0.0,0.9047619047619048,63,58
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Euxylophora paraensis Huber,0.46900510787963867,1.0,0.015151515151515152,0.9848484848484849,59,66
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Goupia glabra Aubl.,0.5167238712310791,0.9696969696969697,0.0,0.9696969696969697,99,32
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Grevillea robusta A.Cunn. ex R.Br.,0.7982782125473022,0.9746835443037974,0.0,0.9746835443037974,79,48
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Hymenolobium petraeum Ducke,0.42246013879776,0.9897959183673469,0.10714285714285714,0.8826530612244898,98,28
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Laurus nobilis L.,0.6582238078117371,1.0,0.0,1.0,86,36
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Melia azedarach L.,0.7120426297187805,1.0,0.0,1.0,46,47
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Mezilaurus itauba (Meissner) Taubert,0.5403580069541931,1.0,0.0,1.0,94,83
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Micropholis venulosa (Mart. & Eichler) Pierre,0.5281074047088623,1.0,0.0,1.0,58,71
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Mimosa scabrella Benth.,0.48910635709762573,0.8823529411764706,0.0,0.8823529411764706,51,30
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Myroxylon balsamum (L.) Harms,0.4609364867210388,0.8648648648648649,0.0,0.8648648648648649,37,53
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Ocotea porosa (Mez) Barroso,0.3562657833099365,1.0,0.0,1.0,53,46
efficientnet_b3,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Swietenia macrophylla G.King,0.7299180030822754,0.9425287356321839,0.0,0.9425287356321839,87,70
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Acrocarpus fraxinifolius Wight & Arn.,0.5991599559783936,1.0,0.0,1.0,17,48
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Araucaria angustifolia (Bertol.) Kuntze,0.4453563690185547,1.0,0.031746031746031744,0.9682539682539683,55,63
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Aspidosperma polyneuron Müll.Arg.,0.48417365550994873,1.0,0.0,1.0,20,53
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Bagassa guianensis Aubl.,0.46201324462890625,1.0,0.0,1.0,52,96
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Balfourodendron riedelianum (Engl.) Engl.,0.8992558717727661,1.0,0.0,1.0,61,62
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Bertholletia excelsa Bonpl.,0.5320196151733398,1.0,0.0,1.0,35,99
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Carapa guianensis Aubl.,0.4405544400215149,0.9523809523809523,0.0,0.9523809523809523,21,82
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cariniana estrellensis (Raddi) Kuntze,0.4373816251754761,1.0,0.0,1.0,36,99
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cedrela fissilis Vell.,0.3816899061203003,1.0,0.0,1.0,22,55
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cedrelinga cateniformis (Ducke) Ducke,0.4110172986984253,1.0,0.0,1.0,65,78
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cordia goeldiana Huber,0.5678954124450684,1.0,0.0,1.0,36,99
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Erisma uncinatum Warm.,0.5358066558837891,1.0,0.0,1.0,58,63
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Euxylophora paraensis Huber,0.5609106421470642,1.0,0.0,1.0,66,59
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Goupia glabra Aubl.,0.5856732726097107,1.0,0.0,1.0,32,99
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Grevillea robusta A.Cunn. ex R.Br.,0.6929131746292114,1.0,0.0,1.0,48,79
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Hymenolobium petraeum Ducke,0.2778927683830261,0.8928571428571429,0.0,0.8928571428571429,28,98
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Laurus nobilis L.,0.7292948365211487,1.0,0.0,1.0,36,86
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Melia azedarach L.,0.557058572769165,1.0,0.0,1.0,47,46
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Mezilaurus itauba (Meissner) Taubert,0.5760719776153564,1.0,0.0,1.0,83,94
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Micropholis venulosa (Mart. & Eichler) Pierre,0.5566927194595337,1.0,0.0,1.0,71,58
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Mimosa scabrella Benth.,0.6226208209991455,1.0,0.0,1.0,30,51
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Myroxylon balsamum (L.) Harms,0.6153222322463989,1.0,0.0,1.0,53,37
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Ocotea porosa (Mez) Barroso,0.3758186101913452,1.0,0.0,1.0,46,53
convnext_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Swietenia macrophylla G.King,0.49601322412490845,1.0,0.0,1.0,70,87
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Acrocarpus fraxinifolius Wight & Arn.,0.5991599559783936,0.9583333333333334,0.0,0.9583333333333334,48,17
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Araucaria angustifolia (Bertol.) Kuntze,0.4453563690185547,1.0,0.0,1.0,63,55
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Aspidosperma polyneuron Müll.Arg.,0.48417365550994873,0.9811320754716981,0.0,0.9811320754716981,53,20
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Bagassa guianensis Aubl.,0.46201324462890625,0.8541666666666666,0.0,0.8541666666666666,96,52
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Balfourodendron riedelianum (Engl.) Engl.,0.8992558717727661,1.0,0.0,1.0,62,61
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Bertholletia excelsa Bonpl.,0.5320196151733398,0.98989898989899,0.0,0.98989898989899,99,35
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Carapa guianensis Aubl.,0.4405544400215149,0.975609756097561,0.0,0.975609756097561,82,21
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cariniana estrellensis (Raddi) Kuntze,0.4373816251754761,0.9292929292929293,0.0,0.9292929292929293,99,36
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cedrela fissilis Vell.,0.3816899061203003,1.0,0.0,1.0,55,22
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cedrelinga cateniformis (Ducke) Ducke,0.4110172986984253,0.9358974358974359,0.16923076923076924,0.7666666666666666,78,65
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Cordia goeldiana Huber,0.5678954124450684,1.0,0.0,1.0,99,36
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Erisma uncinatum Warm.,0.5358066558837891,0.9047619047619048,0.0,0.9047619047619048,63,58
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Euxylophora paraensis Huber,0.5609106421470642,1.0,0.0,1.0,59,66
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Goupia glabra Aubl.,0.5856732726097107,0.9595959595959596,0.0,0.9595959595959596,99,32
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Grevillea robusta A.Cunn. ex R.Br.,0.6929131746292114,0.9873417721518988,0.0,0.9873417721518988,79,48
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Hymenolobium petraeum Ducke,0.2778927683830261,0.9795918367346939,0.2857142857142857,0.6938775510204082,98,28
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Laurus nobilis L.,0.7292948365211487,1.0,0.0,1.0,86,36
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Melia azedarach L.,0.557058572769165,1.0,0.0,1.0,46,47
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Mezilaurus itauba (Meissner) Taubert,0.5760719776153564,1.0,0.0,1.0,94,83
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Micropholis venulosa (Mart. & Eichler) Pierre,0.5566927194595337,1.0,0.0,1.0,58,71
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Mimosa scabrella Benth.,0.6226208209991455,0.9019607843137255,0.0,0.9019607843137255,51,30
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Myroxylon balsamum (L.) Harms,0.6153222322463989,0.8918918918918919,0.0,0.8918918918918919,37,53
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Ocotea porosa (Mez) Barroso,0.3758186101913452,1.0,0.0,1.0,53,46
convnext_tiny,BFS46<->FSDM41,FSDM41->BFS46,FSDM41,BFS46,Swietenia macrophylla G.King,0.49601322412490845,0.9080459770114943,0.0,0.9080459770114943,87,70
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Acrocarpus fraxinifolius Wight & Arn.,0.661984920501709,1.0,0.0,1.0,17,48
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Araucaria angustifolia (Bertol.) Kuntze,0.43866968154907227,1.0,0.0,1.0,55,63
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Aspidosperma polyneuron Müll.Arg.,0.5648680329322815,1.0,0.0,1.0,20,53
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Bagassa guianensis Aubl.,0.580398440361023,1.0,0.0,1.0,52,96
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Balfourodendron riedelianum (Engl.) Engl.,0.8682486414909363,1.0,0.0,1.0,61,62
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Bertholletia excelsa Bonpl.,0.4821512699127197,1.0,0.0,1.0,35,99
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Carapa guianensis Aubl.,0.5010812878608704,0.9523809523809523,0.0,0.9523809523809523,21,82
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cariniana estrellensis (Raddi) Kuntze,0.48475396633148193,1.0,0.0,1.0,36,99
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cedrela fissilis Vell.,0.5065003037452698,1.0,0.0,1.0,22,55
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cedrelinga cateniformis (Ducke) Ducke,0.4576847553253174,1.0,0.0,1.0,65,78
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Cordia goeldiana Huber,0.6127521395683289,1.0,0.0,1.0,36,99
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Erisma uncinatum Warm.,0.5537514686584473,1.0,0.0,1.0,58,63
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Euxylophora paraensis Huber,0.5109134316444397,1.0,0.0,1.0,66,59
swin_tiny,BFS46<->FSDM41,BFS46->FSDM41,BFS46,FSDM41,Goupia glabra Aubl.,0.622103750705719,1.0,0.0,1.0,32,99
