backbone,pair,direction,source_dataset,target_dataset,species,centroid_drift,within_source_recall,cross_source_recall,accuracy_drop,n_source,n_target
dinov2_b,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Alnus glutinosa (L.) Gaertn.,0.29718661308288574,0.9897660818713451,0.7493368700265252,0.2404292118448199,684,754
dinov2_b,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Fagus sylvatica L.,0.3641242980957031,0.987603305785124,0.15528882220555137,0.8323144835795726,242,1333
dinov2_b,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Picea abies (L.) H.Karst.,0.45664119720458984,0.9294605809128631,0.06626506024096386,0.8631955206718992,241,498
dinov2_b,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Pinus sylvestris L.,0.3341010808944702,0.978021978021978,0.10863509749303621,0.8693868805289418,273,359
dinov2_b,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Alnus glutinosa (L.) Gaertn.,0.29718661308288574,0.9734748010610079,0.4722222222222222,0.5012525788387857,754,684
dinov2_b,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Fagus sylvatica L.,0.3641242980957031,0.9872468117029257,0.34297520661157027,0.6442716050913555,1333,242
dinov2_b,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Picea abies (L.) H.Karst.,0.45664119720458984,0.9678714859437751,0.08713692946058091,0.8807345564831942,498,241
dinov2_b,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Pinus sylvestris L.,0.3341010808944702,0.935933147632312,0.5384615384615384,0.3974716091707735,359,273
hrnet32,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Alnus glutinosa (L.) Gaertn.,0.2422255277633667,1.0,0.7559681697612732,0.24403183023872677,684,754
hrnet32,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Fagus sylvatica L.,0.2913447618484497,1.0,0.17404351087771944,0.8259564891222806,242,1333
hrnet32,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Picea abies (L.) H.Karst.,0.2924046516418457,1.0,0.018072289156626505,0.9819277108433735,241,498
hrnet32,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Pinus sylvestris L.,0.17269647121429443,0.9853479853479854,0.11977715877437325,0.8655708265736122,273,359
hrnet32,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Alnus glutinosa (L.) Gaertn.,0.2422255277633667,0.9734748010610079,0.29239766081871343,0.6810771402422945,754,684
hrnet32,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Fagus sylvatica L.,0.2913447618484497,0.9939984996249063,0.25206611570247933,0.741932383922427,1333,242
hrnet32,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Picea abies (L.) H.Karst.,0.2924046516418457,0.9819277108433735,0.0995850622406639,0.8823426486027096,498,241
hrnet32,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Pinus sylvestris L.,0.17269647121429443,0.9665738161559888,0.13553113553113552,0.8310426806248533,359,273
mobilenetv3,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Alnus glutinosa (L.) Gaertn.,0.42968207597732544,1.0,0.3793103448275862,0.6206896551724138,684,754
mobilenetv3,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Fagus sylvatica L.,0.5196459889411926,0.9958677685950413,0.5483870967741935,0.44748067182084783,242,1333
mobilenetv3,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Picea abies (L.) H.Karst.,0.7848318219184875,1.0,0.014056224899598393,0.9859437751004017,241,498
mobilenetv3,DTSR14<->WOODAUTH,DTSR14->WOODAUTH,DTSR14,WOODAUTH,Pinus sylvestris L.,0.4737774133682251,0.989010989010989,0.16991643454038996,0.8190945544705991,273,359
mobilenetv3,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Alnus glutinosa (L.) Gaertn.,0.42968207597732544,0.9549071618037135,0.7470760233918129,0.2078311384119006,754,684
mobilenetv3,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Fagus sylvatica L.,0.5196459889411926,0.9872468117029257,0.04132231404958678,0.945924497653339,1333,242
mobilenetv3,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Picea abies (L.) H.Karst.,0.7848318219184875,0.9799196787148594,0.0,0.9799196787148594,498,241
mobilenetv3,DTSR14<->WOODAUTH,WOODAUTH->DTSR14,WOODAUTH,DTSR14,Pinus sylvestris L.,0.4737774133682251,0.9526462395543176,0.21245421245421245,0.7401920271001051,359,273
