dataset,backbone,perturbation,severity,tag,rule,protocol,n_splits,test_size,split_seed,accuracy,accuracy_std,acc_clean,drop
DTSR14,resnet50,gaussian_noise,0.1,gaussian_noise_0_1,linear_probe,split_disjoint_v1,5,0.2,42,0.3211678832116788,0.0088208138738486,0.9659741718135878,0.644806288601909
DTSR14,resnet50,green_channel_shift,-30,green_channel_shift_-30,linear_probe,split_disjoint_v1,5,0.2,42,0.939135317237507,0.0050545884042344,0.9659741718135878,0.0268388545760808
DTSR14,resnet50,green_channel_shift,-45,green_channel_shift_-45,linear_probe,split_disjoint_v1,5,0.2,42,0.8834362717574397,0.005863122956634,0.9659741718135878,0.0825379000561481
DTSR14,resnet50,green_channel_shift,30,green_channel_shift_30,linear_probe,split_disjoint_v1,5,0.2,42,0.93149915777653,0.0061198996489337,0.9659741718135878,0.0344750140370576
DTSR14,resnet50,green_channel_shift,45,green_channel_shift_45,linear_probe,split_disjoint_v1,5,0.2,42,0.902751263335205,0.0084737336237679,0.9659741718135878,0.0632229084783828
DTSR14,resnet50,illumination,0.7,brightness_0_7,linear_probe,split_disjoint_v1,5,0.2,42,0.9426165075800113,0.0049128900290235,0.9659741718135878,0.0233576642335765
DTSR14,resnet50,illumination,0.85,brightness_0_85,linear_probe,split_disjoint_v1,5,0.2,42,0.9591240875912408,0.0013935624532275,0.9659741718135878,0.006850084222347
DTSR14,resnet50,illumination,1.15,brightness_1_15,linear_probe,split_disjoint_v1,5,0.2,42,0.956541268950028,0.0037006753628936,0.9659741718135878,0.0094329028635596
DTSR14,resnet50,illumination,1.3,brightness_1_3,linear_probe,split_disjoint_v1,5,0.2,42,0.9343065693430656,0.0035511259519016,0.9659741718135878,0.0316676024705221
DTSR14,resnet50,impulse_noise,0.01,impulse_noise_0_01,linear_probe,split_disjoint_v1,5,0.2,42,0.5642897248736665,0.0043055114009389,0.9659741718135878,0.4016844469399213
DTSR14,resnet50,impulse_noise,0.03,impulse_noise_0_03,linear_probe,split_disjoint_v1,5,0.2,42,0.4048287478944413,0.0053148386597189,0.9659741718135878,0.5611454239191465
DTSR14,resnet50,impulse_noise,0.05,impulse_noise_0_05,linear_probe,split_disjoint_v1,5,0.2,42,0.3021897810218977,0.0113436103754514,0.9659741718135878,0.66378439079169
DTSR14,resnet50,jpeg,10,jpeg_10,linear_probe,split_disjoint_v1,5,0.2,42,0.5564289724873666,0.0099684855794147,0.9659741718135878,0.4095451993262212
DTSR14,resnet50,jpeg,20,jpeg_20,linear_probe,split_disjoint_v1,5,0.2,42,0.8128017967434026,0.0046382653403847,0.9659741718135878,0.1531723750701852
DTSR14,resnet50,jpeg,30,jpeg_30,linear_probe,split_disjoint_v1,5,0.2,42,0.8761370016844469,0.0043867546287759,0.9659741718135878,0.0898371701291409
DTSR14,resnet50,jpeg,50,jpeg_50,linear_probe,split_disjoint_v1,5,0.2,42,0.9208309938236946,0.0018107260523972,0.9659741718135878,0.0451431779898932
DTSR14,resnet50,jpeg,70,jpeg_70,linear_probe,split_disjoint_v1,5,0.2,42,0.9511510387422796,0.0039223468156256,0.9659741718135878,0.0148231330713082
DTSR14,resnet50,motion_blur,15,motion_blur_15,linear_probe,split_disjoint_v1,5,0.2,42,0.580235822571589,0.0081412999260603,0.9659741718135878,0.3857383492419988
DTSR14,resnet50,motion_blur,5,motion_blur_5,linear_probe,split_disjoint_v1,5,0.2,42,0.9334081976417744,0.0055878069869173,0.9659741718135878,0.0325659741718135
DTSR14,resnet50,motion_blur,9,motion_blur_9,linear_probe,split_disjoint_v1,5,0.2,42,0.7973048848961257,0.0055583913175809,0.9659741718135878,0.168669286917462
DTSR14,resnet50,pixelate,0.25,pixelate_0_25,linear_probe,split_disjoint_v1,5,0.2,42,0.4128017967434026,0.0098820887142055,0.9659741718135878,0.5531723750701851
DTSR14,resnet50,pixelate,0.33,pixelate_0_33,linear_probe,split_disjoint_v1,5,0.2,42,0.7081414935429533,0.0044552126726282,0.9659741718135878,0.2578326782706345
DTSR14,resnet50,pixelate,0.5,pixelate_0_5,linear_probe,split_disjoint_v1,5,0.2,42,0.8549129702414374,0.0056439446931517,0.9659741718135878,0.1110612015721503
DTSR14,resnet50,red_channel_shift,-30,color_shift_-30,linear_probe,split_disjoint_v1,5,0.2,42,0.9277933745087028,0.0022627110252229,0.9659741718135878,0.0381807973048848
DTSR14,resnet50,red_channel_shift,-45,color_shift_-45,linear_probe,split_disjoint_v1,5,0.2,42,0.8957888826501966,0.003004848548065,0.9659741718135878,0.0701852891633911
DTSR14,resnet50,red_channel_shift,30,color_shift_30,linear_probe,split_disjoint_v1,5,0.2,42,0.8973610331274564,0.0082474852451335,0.9659741718135878,0.0686131386861313
DTSR14,resnet50,red_channel_shift,45,color_shift_45,linear_probe,split_disjoint_v1,5,0.2,42,0.8691746209994384,0.0063026233353856,0.9659741718135878,0.0967995508141493
DTSR14,resnet50,resize,1.33,resize_1_33,linear_probe,split_disjoint_v1,5,0.2,42,0.8948905109489053,0.0071146699883019,0.9659741718135878,0.0710836608646825
DTSR14,resnet50,resize,1.67,resize_1_67,linear_probe,split_disjoint_v1,5,0.2,42,0.808983717012914,0.0059358002409444,0.9659741718135878,0.1569904548006737
DTSR14,resnet50,resize,2.0,resize_2_0,linear_probe,split_disjoint_v1,5,0.2,42,0.7135317237507018,0.0101029377306614,0.9659741718135878,0.2524424480628859
DTSR14,resnet50,rotation,135,rotation_135,linear_probe,split_disjoint_v1,5,0.2,42,0.298820887142055,0.0081397508251185,0.9659741718135878,0.6671532846715328
DTSR14,resnet50,rotation,180,rotation_180,linear_probe,split_disjoint_v1,5,0.2,42,0.9591240875912408,0.0023123256914064,0.9659741718135878,0.006850084222347
DTSR14,resnet50,rotation,45,rotation_45,linear_probe,split_disjoint_v1,5,0.2,42,0.3155530600786075,0.0081675896893736,0.9659741718135878,0.6504211117349803
DTSR14,resnet50,rotation,90,rotation_90,linear_probe,split_disjoint_v1,5,0.2,42,0.8501965188096575,0.0093307481539992,0.9659741718135878,0.1157776530039302
DTSR14,resnet50,scratch,mild,scratch_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.834250421111735,0.0018246015507323,0.9659741718135878,0.1317237507018528
DTSR14,resnet50,scratch,moderate,scratch_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.6196518809657495,0.005990782108186,0.9659741718135878,0.3463222908478383
DTSR14,resnet50,scratch,severe,scratch_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.4278495227400336,0.018557818643968,0.9659741718135878,0.5381246490735542
DTSR14,resnet50,shot_noise,15,shot_noise_15,linear_probe,split_disjoint_v1,5,0.2,42,0.2370578326782706,0.0020213363279056,0.9659741718135878,0.7289163391353172
DTSR14,resnet50,shot_noise,30,shot_noise_30,linear_probe,split_disjoint_v1,5,0.2,42,0.2723189219539584,0.0053855491558817,0.9659741718135878,0.6936552498596293
DTSR14,resnet50,shot_noise,60,shot_noise_60,linear_probe,split_disjoint_v1,5,0.2,42,0.3111734980348119,0.0068620398057056,0.9659741718135878,0.6548006737787759
DTSR14,resnet50,zoom_blur,1.05,zoom_blur_1_05,linear_probe,split_disjoint_v1,5,0.2,42,0.8525547445255475,0.006115777115863,0.9659741718135878,0.1134194272880403
DTSR14,resnet50,zoom_blur,1.1,zoom_blur_1_1,linear_probe,split_disjoint_v1,5,0.2,42,0.7126333520494105,0.0073070403076911,0.9659741718135878,0.2533408197641773
DTSR14,resnet50,zoom_blur,1.2,zoom_blur_1_2,linear_probe,split_disjoint_v1,5,0.2,42,0.6506457046603032,0.0093036789117161,0.9659741718135878,0.3153284671532845
DTSR14,swin_tiny,blue_channel_shift,-30,blue_channel_shift_-30,linear_probe,split_disjoint_v1,5,0.2,42,0.9663110612015722,0.0021890610544208,0.9738349241998876,0.0075238629983155
DTSR14,swin_tiny,blue_channel_shift,-45,blue_channel_shift_-45,linear_probe,split_disjoint_v1,5,0.2,42,0.9608085345311624,0.0029795618554568,0.9738349241998876,0.0130263896687253
DTSR14,swin_tiny,blue_channel_shift,30,blue_channel_shift_30,linear_probe,split_disjoint_v1,5,0.2,42,0.9511510387422796,0.0020399665496445,0.9738349241998876,0.0226838854576081
DTSR14,swin_tiny,blue_channel_shift,45,blue_channel_shift_45,linear_probe,split_disjoint_v1,5,0.2,42,0.9274564851207188,0.0044268171464182,0.9738349241998876,0.0463784390791689
DTSR14,swin_tiny,clean,0,original,linear_probe,split_disjoint_v1,5,0.2,42,0.9738349241998876,0.0007616316657074,0.9738349241998876,0.0
DTSR14,swin_tiny,compound,mild,compound_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.4568220101066816,0.005202126815003,0.9738349241998876,0.517012914093206
DTSR14,swin_tiny,compound,moderate,compound_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.3332959011791129,0.0029837911859823,0.9738349241998876,0.6405390230207748
DTSR14,swin_tiny,compound,severe,compound_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.3152161706906232,0.00120946991738,0.9738349241998876,0.6586187535092645
DTSR14,swin_tiny,compound_digital,mild,compound_digital_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.9135317237507016,0.003724452319321,0.9738349241998876,0.060303200449186
DTSR14,swin_tiny,compound_digital,moderate,compound_digital_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.5583380123526109,0.0129633122072664,0.9738349241998876,0.4154969118472768
DTSR14,swin_tiny,compound_digital,severe,compound_digital_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.4687254351487928,0.0111925270854243,0.9738349241998876,0.505109489051095
DTSR14,swin_tiny,compound_field,mild,compound_field_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.8430095451993264,0.0071869736103312,0.9738349241998876,0.1308253790005613
DTSR14,swin_tiny,compound_field,moderate,compound_field_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.5889949466591802,0.0131583472965138,0.9738349241998876,0.3848399775407075
DTSR14,swin_tiny,compound_field,severe,compound_field_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.450308815272319,0.0199211519298379,0.9738349241998876,0.5235261089275687
DTSR14,swin_tiny,compound_optical,mild,compound_optical_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.818416619876474,0.0041199183218066,0.9738349241998876,0.1554183043234137
DTSR14,swin_tiny,compound_optical,moderate,compound_optical_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.523301516002246,0.0068399516374356,0.9738349241998876,0.4505334081976417
DTSR14,swin_tiny,compound_optical,severe,compound_optical_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.3482313307130825,0.0043405161347754,0.9738349241998876,0.6256035934868052
DTSR14,swin_tiny,contrast,0.5,contrast_0_5,linear_probe,split_disjoint_v1,5,0.2,42,0.9593486805165636,0.0012605246670771,0.9738349241998876,0.0144862436833239
DTSR14,swin_tiny,contrast,0.75,contrast_0_75,linear_probe,split_disjoint_v1,5,0.2,42,0.9714766984839978,0.0012999255365289,0.9738349241998876,0.0023582257158899
DTSR14,swin_tiny,contrast,1.25,contrast_1_25,linear_probe,split_disjoint_v1,5,0.2,42,0.9730488489612578,0.0018107260523972,0.9738349241998876,0.0007860752386299
DTSR14,swin_tiny,contrast,1.5,contrast_1_5,linear_probe,split_disjoint_v1,5,0.2,42,0.9699045480067378,0.003285511249484,0.9738349241998876,0.0039303761931499
DTSR14,swin_tiny,defocus_blur,11,defocus_11,linear_probe,split_disjoint_v1,5,0.2,42,0.4692869174620999,0.007759027364458,0.9738349241998876,0.5045480067377878
DTSR14,swin_tiny,defocus_blur,15,defocus_15,linear_probe,split_disjoint_v1,5,0.2,42,0.3804604154969118,0.0103994042922315,0.9738349241998876,0.5933745087029758
DTSR14,swin_tiny,defocus_blur,3,defocus_3,linear_probe,split_disjoint_v1,5,0.2,42,0.8295339696799552,0.0042554284832108,0.9738349241998876,0.1443009545199325
DTSR14,swin_tiny,defocus_blur,5,defocus_5,linear_probe,split_disjoint_v1,5,0.2,42,0.6994946659180237,0.0053785199392826,0.9738349241998876,0.274340258281864
DTSR14,swin_tiny,defocus_blur,8,defocus_8,linear_probe,split_disjoint_v1,5,0.2,42,0.5759685569904548,0.010404253630006,0.9738349241998876,0.3978663672094329
DTSR14,swin_tiny,gaussian_blur,10,blur_10,linear_probe,split_disjoint_v1,5,0.2,42,0.3458731049971926,0.0036039992219834,0.9738349241998876,0.6279618192026951
DTSR14,swin_tiny,gaussian_blur,12,blur_12,linear_probe,split_disjoint_v1,5,0.2,42,0.3325098259404829,0.0035404565458583,0.9738349241998876,0.6413250982594048
DTSR14,swin_tiny,gaussian_blur,2,blur_2,linear_probe,split_disjoint_v1,5,0.2,42,0.8479505895564289,0.0019898983881717,0.9738349241998876,0.1258843346434588
DTSR14,swin_tiny,gaussian_blur,4,blur_4,linear_probe,split_disjoint_v1,5,0.2,42,0.6225715889949466,0.008766319623256,0.9738349241998876,0.3512633352049411
DTSR14,swin_tiny,gaussian_blur,6,blur_6,linear_probe,split_disjoint_v1,5,0.2,42,0.4838854576080854,0.009753644357376,0.9738349241998876,0.4899494665918023
DTSR14,swin_tiny,gaussian_blur,8,blur_8,linear_probe,split_disjoint_v1,5,0.2,42,0.3865244244806288,0.0074539817070302,0.9738349241998876,0.5873104997192589
DTSR14,swin_tiny,gaussian_noise,0.02,gaussian_noise_0_02,linear_probe,split_disjoint_v1,5,0.2,42,0.9097136440202134,0.0061343066967985,0.9738349241998876,0.0641212801796743
DTSR14,swin_tiny,gaussian_noise,0.05,gaussian_noise_0_05,linear_probe,split_disjoint_v1,5,0.2,42,0.8718697361033128,0.0061854865149558,0.9738349241998876,0.1019651880965749
DTSR14,swin_tiny,gaussian_noise,0.1,gaussian_noise_0_1,linear_probe,split_disjoint_v1,5,0.2,42,0.7960696238068501,0.0063861054275633,0.9738349241998876,0.1777653003930376
DTSR14,swin_tiny,green_channel_shift,-30,green_channel_shift_-30,linear_probe,split_disjoint_v1,5,0.2,42,0.9529477821448624,0.0026904320158811,0.9738349241998876,0.0208871420550252
DTSR14,swin_tiny,green_channel_shift,-45,green_channel_shift_-45,linear_probe,split_disjoint_v1,5,0.2,42,0.9317237507018528,0.00483787966952,0.9738349241998876,0.0421111734980348
DTSR14,swin_tiny,green_channel_shift,30,green_channel_shift_30,linear_probe,split_disjoint_v1,5,0.2,42,0.9604716451431778,0.0014897809277284,0.9738349241998876,0.0133632790567098
DTSR14,swin_tiny,green_channel_shift,45,green_channel_shift_45,linear_probe,split_disjoint_v1,5,0.2,42,0.9445255474452556,0.0010887546002057,0.9738349241998876,0.0293093767546321
DTSR14,swin_tiny,illumination,0.7,brightness_0_7,linear_probe,split_disjoint_v1,5,0.2,42,0.9600224592925324,0.0041168563233741,0.9738349241998876,0.0138124649073553
DTSR14,swin_tiny,illumination,0.85,brightness_0_85,linear_probe,split_disjoint_v1,5,0.2,42,0.9709152161706908,0.0011452037088361,0.9738349241998876,0.002919708029197
DTSR14,swin_tiny,illumination,1.15,brightness_1_15,linear_probe,split_disjoint_v1,5,0.2,42,0.9668725435148794,0.003116100376308,0.9738349241998876,0.0069623806850083
DTSR14,swin_tiny,illumination,1.3,brightness_1_3,linear_probe,split_disjoint_v1,5,0.2,42,0.9518248175182482,0.0030630391234106,0.9738349241998876,0.0220101066816394
DTSR14,swin_tiny,impulse_noise,0.01,impulse_noise_0_01,linear_probe,split_disjoint_v1,5,0.2,42,0.8604154969118472,0.0104477963837062,0.9738349241998876,0.1134194272880405
DTSR14,swin_tiny,impulse_noise,0.03,impulse_noise_0_03,linear_probe,split_disjoint_v1,5,0.2,42,0.6053902302077485,0.0149164199144932,0.9738349241998876,0.3684446939921392
DTSR14,swin_tiny,impulse_noise,0.05,impulse_noise_0_05,linear_probe,split_disjoint_v1,5,0.2,42,0.4253790005614823,0.0111484996258199,0.9738349241998876,0.5484559236384053
DTSR14,swin_tiny,jpeg,10,jpeg_10,linear_probe,split_disjoint_v1,5,0.2,42,0.5302638966872543,0.005553852001742,0.9738349241998876,0.4435710275126334
DTSR14,swin_tiny,jpeg,20,jpeg_20,linear_probe,split_disjoint_v1,5,0.2,42,0.7129702414373947,0.0031642903545436,0.9738349241998876,0.2608646827624929
DTSR14,swin_tiny,jpeg,30,jpeg_30,linear_probe,split_disjoint_v1,5,0.2,42,0.8125772038180796,0.0066092931923917,0.9738349241998876,0.161257720381808
DTSR14,swin_tiny,jpeg,50,jpeg_50,linear_probe,split_disjoint_v1,5,0.2,42,0.8939921392476137,0.0040395521052453,0.9738349241998876,0.079842784952274
DTSR14,swin_tiny,jpeg,70,jpeg_70,linear_probe,split_disjoint_v1,5,0.2,42,0.9473329590117912,0.0016806995561028,0.9738349241998876,0.0265019651880965
DTSR14,swin_tiny,motion_blur,15,motion_blur_15,linear_probe,split_disjoint_v1,5,0.2,42,0.6609769792251544,0.0152591018542059,0.9738349241998876,0.3128579449747333
DTSR14,swin_tiny,motion_blur,5,motion_blur_5,linear_probe,split_disjoint_v1,5,0.2,42,0.9318360471645144,0.0031483089879564,0.9738349241998876,0.0419988770353734
DTSR14,swin_tiny,motion_blur,9,motion_blur_9,linear_probe,split_disjoint_v1,5,0.2,42,0.8423357664233576,0.0049257074002158,0.9738349241998876,0.1314991577765301
DTSR14,swin_tiny,pixelate,0.25,pixelate_0_25,linear_probe,split_disjoint_v1,5,0.2,42,0.3715889949466592,0.0046761735684799,0.9738349241998876,0.6022459292532285
DTSR14,swin_tiny,pixelate,0.33,pixelate_0_33,linear_probe,split_disjoint_v1,5,0.2,42,0.6314430095451994,0.0070720029169382,0.9738349241998876,0.3423919146546883
DTSR14,swin_tiny,pixelate,0.5,pixelate_0_5,linear_probe,split_disjoint_v1,5,0.2,42,0.8019090398652441,0.0055288191465878,0.9738349241998876,0.1719258843346436
DTSR14,swin_tiny,red_channel_shift,-30,color_shift_-30,linear_probe,split_disjoint_v1,5,0.2,42,0.9535092644581696,0.0021128453365779,0.9738349241998876,0.0203256597417179
DTSR14,swin_tiny,red_channel_shift,-45,color_shift_-45,linear_probe,split_disjoint_v1,5,0.2,42,0.9431779898933182,0.0018588372102466,0.9738349241998876,0.0306569343065694
DTSR14,swin_tiny,red_channel_shift,30,color_shift_30,linear_probe,split_disjoint_v1,5,0.2,42,0.9567658618753508,0.0034245818488437,0.9738349241998876,0.0170690623245368
DTSR14,swin_tiny,red_channel_shift,45,color_shift_45,linear_probe,split_disjoint_v1,5,0.2,42,0.9364402021336328,0.0037142808329121,0.9738349241998876,0.037394722066255
DTSR14,swin_tiny,resize,1.33,resize_1_33,linear_probe,split_disjoint_v1,5,0.2,42,0.8956765861875351,0.0057851754620511,0.9738349241998876,0.0781583380123526
DTSR14,swin_tiny,resize,1.67,resize_1_67,linear_probe,split_disjoint_v1,5,0.2,42,0.8559236384053902,0.0045835669021804,0.9738349241998876,0.1179112857944975
DTSR14,swin_tiny,resize,2.0,resize_2_0,linear_probe,split_disjoint_v1,5,0.2,42,0.7660864682762494,0.0063385360097338,0.9738349241998876,0.2077484559236383
DTSR14,swin_tiny,rotation,135,rotation_135,linear_probe,split_disjoint_v1,5,0.2,42,0.7264458169567659,0.0087735092575517,0.9738349241998876,0.2473891072431218
DTSR14,swin_tiny,rotation,180,rotation_180,linear_probe,split_disjoint_v1,5,0.2,42,0.9674340258281864,0.0020088201931497,0.9738349241998876,0.0064008983717013
DTSR14,swin_tiny,rotation,45,rotation_45,linear_probe,split_disjoint_v1,5,0.2,42,0.7339696799550814,0.008766319623256,0.9738349241998876,0.2398652442448062
DTSR14,swin_tiny,rotation,90,rotation_90,linear_probe,split_disjoint_v1,5,0.2,42,0.884559236384054,0.0047722693679676,0.9738349241998876,0.0892756878158337
DTSR14,swin_tiny,scratch,mild,scratch_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.9427288040426728,0.0035688374131545,0.9738349241998876,0.0311061201572149
DTSR14,swin_tiny,scratch,moderate,scratch_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.8820887142055025,0.0043201311761193,0.9738349241998876,0.0917462099943852
DTSR14,swin_tiny,scratch,severe,scratch_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.8332397529477822,0.0064215512433445,0.9738349241998876,0.1405951712521055
DTSR14,swin_tiny,shot_noise,15,shot_noise_15,linear_probe,split_disjoint_v1,5,0.2,42,0.5352049410443571,0.0079833228914884,0.9738349241998876,0.4386299831555306
DTSR14,swin_tiny,shot_noise,30,shot_noise_30,linear_probe,split_disjoint_v1,5,0.2,42,0.6898371701291409,0.0104296756617642,0.9738349241998876,0.2839977540707468
DTSR14,swin_tiny,shot_noise,60,shot_noise_60,linear_probe,split_disjoint_v1,5,0.2,42,0.8047164514317799,0.0096692406026408,0.9738349241998876,0.1691184727681077
DTSR14,swin_tiny,zoom_blur,1.05,zoom_blur_1_05,linear_probe,split_disjoint_v1,5,0.2,42,0.8110050533408197,0.0066587162629415,0.9738349241998876,0.1628298708590679
DTSR14,swin_tiny,zoom_blur,1.1,zoom_blur_1_1,linear_probe,split_disjoint_v1,5,0.2,42,0.6583941605839417,0.008430465751431,0.9738349241998876,0.315440763615946
DTSR14,swin_tiny,zoom_blur,1.2,zoom_blur_1_2,linear_probe,split_disjoint_v1,5,0.2,42,0.5656372824256036,0.0140689138806206,0.9738349241998876,0.4081976417742841
PCA11,convnext_tiny,blue_channel_shift,-30,blue_channel_shift_-30,linear_probe,split_disjoint_v1,5,0.2,42,0.9022695692450208,0.0049279985468347,0.9369152385363596,0.0346456692913387
PCA11,convnext_tiny,blue_channel_shift,-45,blue_channel_shift_-45,linear_probe,split_disjoint_v1,5,0.2,42,0.871236683649838,0.0044619155456386,0.9369152385363596,0.0656785548865215
PCA11,convnext_tiny,blue_channel_shift,30,blue_channel_shift_30,linear_probe,split_disjoint_v1,5,0.2,42,0.9335803612783696,0.0050194412910214,0.9369152385363596,0.0033348772579897
PCA11,convnext_tiny,blue_channel_shift,45,blue_channel_shift_45,linear_probe,split_disjoint_v1,5,0.2,42,0.9260768874478924,0.0064619472076314,0.9369152385363596,0.0108383510884669
PCA11,convnext_tiny,clean,0,original,linear_probe,split_disjoint_v1,5,0.2,42,0.9369152385363596,0.0040948654201575,0.9369152385363596,0.0
PCA11,convnext_tiny,compound,mild,compound_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.5710977304307551,0.0077890960665411,0.9369152385363596,0.3658175081056044
PCA11,convnext_tiny,compound,moderate,compound_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.2248263084761463,0.0060220186987105,0.9369152385363596,0.7120889300602131
PCA11,convnext_tiny,compound,severe,compound_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.1114404817044928,0.0035468623842661,0.9369152385363596,0.8254747568318667
PCA11,convnext_tiny,compound_digital,mild,compound_digital_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.7885132005558129,0.0084221903716021,0.9369152385363596,0.1484020379805466
PCA11,convnext_tiny,compound_digital,moderate,compound_digital_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.5956461324687355,0.006775701175696,0.9369152385363596,0.3412691060676239
PCA11,convnext_tiny,compound_digital,severe,compound_digital_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.5324687355257064,0.0068173671118014,0.9369152385363596,0.4044465030106531
PCA11,convnext_tiny,compound_field,mild,compound_field_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.7164427975914776,0.0080885150358288,0.9369152385363596,0.2204724409448819
PCA11,convnext_tiny,compound_field,moderate,compound_field_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.4386289949050486,0.0044906714751424,0.9369152385363596,0.4982862436313109
PCA11,convnext_tiny,compound_field,severe,compound_field_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.3003242241778601,0.0092802073451547,0.9369152385363596,0.6365910143584994
PCA11,convnext_tiny,compound_optical,mild,compound_optical_mild,linear_probe,split_disjoint_v1,5,0.2,42,0.7692450208429829,0.007824271390006,0.9369152385363596,0.1676702176933766
PCA11,convnext_tiny,compound_optical,moderate,compound_optical_moderate,linear_probe,split_disjoint_v1,5,0.2,42,0.4423344140805929,0.0050313943914776,0.9369152385363596,0.4945808244557666
PCA11,convnext_tiny,compound_optical,severe,compound_optical_severe,linear_probe,split_disjoint_v1,5,0.2,42,0.2588235294117647,0.010776815292582,0.9369152385363596,0.6780917091245948
PCA11,convnext_tiny,contrast,0.5,contrast_0_5,linear_probe,split_disjoint_v1,5,0.2,42,0.9186660490968042,0.0089411234919971,0.9369152385363596,0.0182491894395553
PCA11,convnext_tiny,contrast,0.75,contrast_0_75,linear_probe,split_disjoint_v1,5,0.2,42,0.933209819360815,0.0054442557683798,0.9369152385363596,0.0037054191755444
PCA11,convnext_tiny,contrast,1.25,contrast_1_25,linear_probe,split_disjoint_v1,5,0.2,42,0.9387679481241316,0.0032276519481582,0.9369152385363596,-0.001852709587772
PCA11,convnext_tiny,contrast,1.5,contrast_1_5,linear_probe,split_disjoint_v1,5,0.2,42,0.9347846225104216,0.0050433191621365,0.9369152385363596,0.002130616025938
PCA11,convnext_tiny,defocus_blur,11,defocus_11,linear_probe,split_disjoint_v1,5,0.2,42,0.3755442334414081,0.0072964775053321,0.9369152385363596,0.5613710050949514
PCA11,convnext_tiny,defocus_blur,15,defocus_15,linear_probe,split_disjoint_v1,5,0.2,42,0.2600277906438165,0.0051627141428782,0.9369152385363596,0.676887447892543
PCA11,convnext_tiny,defocus_blur,3,defocus_3,linear_probe,split_disjoint_v1,5,0.2,42,0.8289949050486335,0.0075337195410273,0.9369152385363596,0.107920333487726
PCA11,convnext_tiny,defocus_blur,5,defocus_5,linear_probe,split_disjoint_v1,5,0.2,42,0.6427049559981473,0.0094497270449701,0.9369152385363596,0.2942102825382122
PCA11,convnext_tiny,defocus_blur,8,defocus_8,linear_probe,split_disjoint_v1,5,0.2,42,0.472163038443724,0.0089026503208774,0.9369152385363596,0.4647522000926355
PCA11,convnext_tiny,gaussian_blur,10,blur_10,linear_probe,split_disjoint_v1,5,0.2,42,0.2212135247799907,0.010392528329287,0.9369152385363596,0.7157017137563688
PCA11,convnext_tiny,gaussian_blur,12,blur_12,linear_probe,split_disjoint_v1,5,0.2,42,0.1924038906901343,0.0113666413340827,0.9369152385363596,0.7445113478462252
PCA11,convnext_tiny,gaussian_blur,2,blur_2,linear_probe,split_disjoint_v1,5,0.2,42,0.7893469198703104,0.0084669030864399,0.9369152385363596,0.1475683186660491
PCA11,convnext_tiny,gaussian_blur,4,blur_4,linear_probe,split_disjoint_v1,5,0.2,42,0.528763316350162,0.0089842088790768,0.9369152385363596,0.4081519221861974
PCA11,convnext_tiny,gaussian_blur,6,blur_6,linear_probe,split_disjoint_v1,5,0.2,42,0.3870310328855951,0.0043509100753376,0.9369152385363596,0.5498842056507643
PCA11,convnext_tiny,gaussian_blur,8,blur_8,linear_probe,split_disjoint_v1,5,0.2,42,0.2773506252894859,0.0117043745971928,0.9369152385363596,0.6595646132468735
PCA11,convnext_tiny,gaussian_noise,0.02,gaussian_noise_0_02,linear_probe,split_disjoint_v1,5,0.2,42,0.9192218619731356,0.0016204590722127,0.9369152385363596,0.0176933765632238
PCA11,convnext_tiny,gaussian_noise,0.05,gaussian_noise_0_05,linear_probe,split_disjoint_v1,5,0.2,42,0.8603056970819823,0.0092431456661538,0.9369152385363596,0.0766095414543771
PCA11,convnext_tiny,gaussian_noise,0.1,gaussian_noise_0_1,linear_probe,split_disjoint_v1,5,0.2,42,0.7433997220935619,0.0087539302676627,0.9369152385363596,0.1935155164427976
PCA11,convnext_tiny,green_channel_shift,-30,green_channel_shift_-30,linear_probe,split_disjoint_v1,5,0.2,42,0.8986567855488652,0.0062992125984251,0.9369152385363596,0.0382584529874943
