protocol,datasets,backbones,n_splits,test_size,split_seed,n_flips,first_order_frac,switch_frac,switch_winner_in_top3,switch_winner_in_top5,median_clean_rank_switch,first_order_frac_by_family
nearest_centroid_competitor_switching_v1,"WRD25,DTSR14,PCA11","resnet50,efficientnet_b3,convnext_tiny,swin_tiny,dinov2_b,hrnet32,mobilenetv3",5,0.2,42,3287057,0.26222940460113714,0.7377705953988629,0.17211456545601944,0.39163141717393224,7.0,blue_channel_shift:0.788190;compound:0.099061;compound_digital:0.251919;compound_field:0.242486;compound_optical:0.176875;contrast:0.732331;defocus_blur:0.194739;gaussian_blur:0.149373;gaussian_noise:0.390593;green_channel_shift:0.690995;illumination:0.821524;impulse_noise:0.269696;jpeg:0.468935;motion_blur:0.332395;pixelate:0.187603;red_channel_shift:0.717664;resize:0.458452;rotation:0.407069;scratch:0.442062;shot_noise:0.254208;zoom_blur:0.261400
