dataset,backbone,split,perturbation,severity,tag,mean_drift,baseline_clean_acc,baseline_pert_acc,baseline_drop,augmented_clean_acc,augmented_pert_acc,augmented_drop
WRD25,dinov2_b,1,scratch,mild,scratch_mild,0.15211190283298492,0.9606481481481481,0.7337962962962963,0.22685185185185186,0.9467592592592593,0.9259259259259259,0.02083333333333337
WRD25,dinov2_b,1,scratch,moderate,scratch_moderate,0.1836678385734558,0.9606481481481481,0.7037037037037037,0.2569444444444444,0.9467592592592593,0.9120370370370371,0.03472222222222221
WRD25,dinov2_b,1,scratch,severe,scratch_severe,0.2005467563867569,0.9606481481481481,0.6967592592592593,0.26388888888888884,0.9467592592592593,0.9259259259259259,0.02083333333333337
WRD25,dinov2_b,1,rotation,45,rotation_45,0.25094619393348694,0.9606481481481481,0.6365740740740741,0.32407407407407407,0.9467592592592593,0.9027777777777778,0.04398148148148151
WRD25,dinov2_b,1,rotation,90,rotation_90,0.09420474618673325,0.9606481481481481,0.9143518518518519,0.04629629629629628,0.9467592592592593,0.9398148148148148,0.006944444444444531
WRD25,dinov2_b,1,rotation,135,rotation_135,0.26498663425445557,0.9606481481481481,0.5532407407407407,0.40740740740740744,0.9467592592592593,0.9004629629629629,0.04629629629629639
WRD25,dinov2_b,1,rotation,180,rotation_180,0.0701218917965889,0.9606481481481481,0.9282407407407407,0.03240740740740744,0.9467592592592593,0.9444444444444444,0.0023148148148148806
WRD25,dinov2_b,1,compound,mild,compound_mild,0.5596904158592224,0.9606481481481481,0.1527777777777778,0.8078703703703703,0.9467592592592593,0.7754629629629629,0.1712962962962964
WRD25,dinov2_b,1,compound,moderate,compound_moderate,0.7814193964004517,0.9606481481481481,0.046296296296296294,0.9143518518518519,0.9467592592592593,0.5300925925925926,0.41666666666666674
WRD25,dinov2_b,1,compound,severe,compound_severe,0.8371691703796387,0.9606481481481481,0.06481481481481481,0.8958333333333334,0.9467592592592593,0.3912037037037037,0.5555555555555556
WRD25,dinov2_b,1,compound_optical,mild,compound_optical_mild,0.18563789129257202,0.9606481481481481,0.7847222222222222,0.17592592592592593,0.9467592592592593,0.9375,0.0092592592592593
WRD25,dinov2_b,1,compound_optical,moderate,compound_optical_moderate,0.5021930932998657,0.9606481481481481,0.18287037037037038,0.7777777777777778,0.9467592592592593,0.8055555555555556,0.14120370370370372
