backbone,backbone_label,condition,reference_dataset,target_dataset,target_tag,policy,gamma,mmd,failure,n_reference,n_target
swin_tiny,Swin-T,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,per_pair_median,0.35521011603028196,0.12173998355865479,0.731153846153846,2600,2600
swin_tiny,Swin-T,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median,0.33451177581136754,0.11761510372161865,0.731153846153846,2600,2600
swin_tiny,Swin-T,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median_x0.5,0.16725588790568377,0.0724111795425415,0.731153846153846,2600,2600
swin_tiny,Swin-T,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median_x2.0,0.6690235516227351,0.15642350912094116,0.731153846153846,2600,2600
swin_tiny,Swin-T,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,per_pair_median,0.3576796849849805,0.14848852157592773,0.7999999999999998,2600,2600
swin_tiny,Swin-T,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median,0.33451177581136754,0.14291131496429443,0.7999999999999998,2600,2600
swin_tiny,Swin-T,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median_x0.5,0.16725588790568377,0.08802235126495361,0.7999999999999998,2600,2600
swin_tiny,Swin-T,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median_x2.0,0.6690235516227351,0.1898314356803894,0.7999999999999998,2600,2600
swin_tiny,Swin-T,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,per_pair_median,0.4067913125604833,0.09526312351226807,0.7120575884823036,1088,1667
swin_tiny,Swin-T,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median,0.33451177581136754,0.0847010612487793,0.7120575884823036,1088,1667
swin_tiny,Swin-T,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median_x0.5,0.16725588790568377,0.050835490226745605,0.7120575884823036,1088,1667
swin_tiny,Swin-T,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median_x2.0,0.6690235516227351,0.11849910020828247,0.7120575884823036,1088,1667
swin_tiny,Swin-T,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,per_pair_median,0.4099729793237676,0.092948317527771,0.5965073529411765,1667,1088
swin_tiny,Swin-T,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median,0.33451177581136754,0.08230388164520264,0.5965073529411765,1667,1088
swin_tiny,Swin-T,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median_x0.5,0.16725588790568377,0.049427151679992676,0.5965073529411765,1667,1088
swin_tiny,Swin-T,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median_x2.0,0.6690235516227351,0.11503380537033081,0.5965073529411765,1667,1088
dinov2_b,DINOv2-B,clean_TierA,WRD25,WRD25,original_holdout,per_pair_median,0.6229706371730115,0.02870035171508789,0.0,1079,1079
dinov2_b,DINOv2-B,clean_TierA,WRD25,WRD25,original_holdout,global_median,0.4580233564061073,0.02342987060546875,0.0,1079,1079
dinov2_b,DINOv2-B,clean_TierA,WRD25,WRD25,original_holdout,global_median_x0.5,0.22901167820305365,0.013579964637756348,0.0,1079,1079
dinov2_b,DINOv2-B,clean_TierA,WRD25,WRD25,original_holdout,global_median_x2.0,0.9160467128122146,0.03516578674316406,0.0,1079,1079
dinov2_b,DINOv2-B,clean_TierA,DTSR14,DTSR14,original_holdout,per_pair_median,0.47295297469693287,0.033397793769836426,0.0,4451,4452
dinov2_b,DINOv2-B,clean_TierA,DTSR14,DTSR14,original_holdout,global_median,0.4580233564061073,0.03275501728057861,0.0,4451,4452
dinov2_b,DINOv2-B,clean_TierA,DTSR14,DTSR14,original_holdout,global_median_x0.5,0.22901167820305365,0.01991117000579834,0.0,4451,4452
dinov2_b,DINOv2-B,clean_TierA,DTSR14,DTSR14,original_holdout,global_median_x2.0,0.9160467128122146,0.044674813747406006,0.0,4451,4452
dinov2_b,DINOv2-B,clean_TierA,PCA11,PCA11,original_holdout,per_pair_median,0.6727053932338826,0.027316927909851074,0.0,5397,5398
dinov2_b,DINOv2-B,clean_TierA,PCA11,PCA11,original_holdout,global_median,0.4580233564061073,0.021285295486450195,0.0,5397,5398
dinov2_b,DINOv2-B,clean_TierA,PCA11,PCA11,original_holdout,global_median_x0.5,0.22901167820305365,0.012317895889282227,0.0,5397,5398
dinov2_b,DINOv2-B,clean_TierA,PCA11,PCA11,original_holdout,global_median_x2.0,0.9160467128122146,0.032001376152038574,0.0,5397,5398
dinov2_b,DINOv2-B,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,per_pair_median,0.5056545965150097,0.05960559844970703,0.2503846153846153,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,global_median,0.4580233564061073,0.056229472160339355,0.2503846153846153,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,global_median_x0.5,0.22901167820305365,0.03426980972290039,0.2503846153846153,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,global_median_x2.0,0.9160467128122146,0.07668745517730713,0.2503846153846153,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,per_pair_median,0.6216505151514478,0.10222530364990234,0.7153846153846153,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,global_median,0.4580233564061073,0.08483386039733887,0.7153846153846153,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,global_median_x0.5,0.22901167820305365,0.05022001266479492,0.7153846153846153,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,global_median_x2.0,0.9160467128122146,0.12203419208526611,0.7153846153846153,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,per_pair_median,0.49247977767922635,0.05715787410736084,0.4307692307692307,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,global_median,0.4580233564061073,0.054746150970458984,0.4307692307692307,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,global_median_x0.5,0.22901167820305365,0.033371925354003906,0.4307692307692307,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,global_median_x2.0,0.9160467128122146,0.0746716856956482,0.4307692307692307,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,per_pair_median,0.5045183233691972,0.15203046798706055,0.8319230769230769,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,global_median,0.4580233564061073,0.14350438117980957,0.8319230769230769,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,global_median_x0.5,0.22901167820305365,0.08711850643157959,0.8319230769230769,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,global_median_x2.0,0.9160467128122146,0.19675546884536743,0.8319230769230769,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,per_pair_median,0.615809084243448,0.10231506824493408,0.4734615384615385,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median,0.4580233564061073,0.08534121513366699,0.4734615384615385,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median_x0.5,0.22901167820305365,0.050513386726379395,0.4734615384615385,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median_x2.0,0.9160467128122146,0.12281858921051025,0.4734615384615385,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,per_pair_median,0.5298245004596469,0.1525057554244995,0.7223076923076923,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median,0.4580233564061073,0.13995766639709473,0.7223076923076923,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median_x0.5,0.22901167820305365,0.08487093448638916,0.7223076923076923,2600,2600
dinov2_b,DINOv2-B,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median_x2.0,0.9160467128122146,0.1923147439956665,0.7223076923076923,2600,2600
dinov2_b,DINOv2-B,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,per_pair_median,0.4461816206282237,0.132332444190979,0.6664667066586683,1088,1667
dinov2_b,DINOv2-B,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median,0.4580233564061073,0.13419115543365479,0.6664667066586683,1088,1667
dinov2_b,DINOv2-B,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median_x0.5,0.22901167820305365,0.08519506454467773,0.6664667066586683,1088,1667
dinov2_b,DINOv2-B,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median_x2.0,0.9160467128122146,0.1686396598815918,0.6664667066586683,1088,1667
dinov2_b,DINOv2-B,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,per_pair_median,0.4413908296704268,0.1349167823791504,0.5542279411764706,1667,1088
dinov2_b,DINOv2-B,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median,0.4580233564061073,0.13759875297546387,0.5542279411764706,1667,1088
dinov2_b,DINOv2-B,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median_x0.5,0.22901167820305365,0.08749163150787354,0.5542279411764706,1667,1088
dinov2_b,DINOv2-B,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median_x2.0,0.9160467128122146,0.17248070240020752,0.5542279411764706,1667,1088
hrnet32,HRNet-32,clean_TierA,WRD25,WRD25,original_holdout,per_pair_median,0.7391815083373507,0.0351642370223999,0.0,1079,1079
hrnet32,HRNet-32,clean_TierA,WRD25,WRD25,original_holdout,global_median,0.6330065602133654,0.03169703483581543,0.0,1079,1079
hrnet32,HRNet-32,clean_TierA,WRD25,WRD25,original_holdout,global_median_x0.5,0.3165032801066827,0.018489599227905273,0.0,1079,1079
hrnet32,HRNet-32,clean_TierA,WRD25,WRD25,original_holdout,global_median_x2.0,1.2660131204267309,0.046868085861206055,0.0,1079,1079
hrnet32,HRNet-32,clean_TierA,DTSR14,DTSR14,original_holdout,per_pair_median,0.7715539089737228,0.04099774360656738,0.0,4451,4452
hrnet32,HRNet-32,clean_TierA,DTSR14,DTSR14,original_holdout,global_median,0.6330065602133654,0.03629612922668457,0.0,4451,4452
hrnet32,HRNet-32,clean_TierA,DTSR14,DTSR14,original_holdout,global_median_x0.5,0.3165032801066827,0.0216444730758667,0.0,4451,4452
hrnet32,HRNet-32,clean_TierA,DTSR14,DTSR14,original_holdout,global_median_x2.0,1.2660131204267309,0.051521122455596924,0.0,4451,4452
hrnet32,HRNet-32,clean_TierA,PCA11,PCA11,original_holdout,per_pair_median,0.7940599382821226,0.041140198707580566,0.0,5397,5398
hrnet32,HRNet-32,clean_TierA,PCA11,PCA11,original_holdout,global_median,0.6330065602133654,0.03549957275390625,0.0,5397,5398
hrnet32,HRNet-32,clean_TierA,PCA11,PCA11,original_holdout,global_median_x0.5,0.3165032801066827,0.020768284797668457,0.0,5397,5398
hrnet32,HRNet-32,clean_TierA,PCA11,PCA11,original_holdout,global_median_x2.0,1.2660131204267309,0.052150845527648926,0.0,5397,5398
hrnet32,HRNet-32,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,per_pair_median,0.6765125932466065,0.0788116455078125,0.4099999999999999,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,global_median,0.6330065602133654,0.0757681131362915,0.4099999999999999,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,global_median_x0.5,0.3165032801066827,0.04623901844024658,0.4099999999999999,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,global_median_x2.0,1.2660131204267309,0.10293972492218018,0.4099999999999999,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,per_pair_median,0.7135270604322463,0.11960911750793457,0.8426923076923076,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,global_median,0.6330065602133654,0.1111828088760376,0.8426923076923076,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,global_median_x0.5,0.3165032801066827,0.06689965724945068,0.8426923076923076,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,global_median_x2.0,1.2660131204267309,0.15477758646011353,0.8426923076923076,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,per_pair_median,0.6864798476956637,0.08658504486083984,0.4584615384615385,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,global_median,0.6330065602133654,0.0825415849685669,0.4584615384615385,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,global_median_x0.5,0.3165032801066827,0.050361037254333496,0.4584615384615385,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,global_median_x2.0,1.2660131204267309,0.1121172308921814,0.4584615384615385,2600,2600
hrnet32,HRNet-32,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,per_pair_median,0.6921646664821688,0.1690819263458252,0.8988461538461539,2600,2600
hrnet32,HRNet-32,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,global_median,0.6330065602133654,0.16032421588897705,0.8988461538461539,2600,2600
hrnet32,HRNet-32,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,global_median_x0.5,0.3165032801066827,0.09742844104766846,0.8988461538461539,2600,2600
hrnet32,HRNet-32,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,global_median_x2.0,1.2660131204267309,0.2188897728919983,0.8988461538461539,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,per_pair_median,0.726397725019332,0.11992645263671875,0.7261538461538464,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median,0.6330065602133654,0.11031079292297363,0.7261538461538464,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median_x0.5,0.3165032801066827,0.06635499000549316,0.7261538461538464,2600,2600
hrnet32,HRNet-32,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median_x2.0,1.2660131204267309,0.15366125106811523,0.7261538461538464,2600,2600
hrnet32,HRNet-32,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,per_pair_median,0.706619860846073,0.16839802265167236,0.8719230769230771,2600,2600
hrnet32,HRNet-32,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median,0.6330065602133654,0.15775609016418457,0.8719230769230771,2600,2600
hrnet32,HRNet-32,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median_x0.5,0.3165032801066827,0.0957716703414917,0.8719230769230771,2600,2600
hrnet32,HRNet-32,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median_x2.0,1.2660131204267309,0.21586507558822632,0.8719230769230771,2600,2600
hrnet32,HRNet-32,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,per_pair_median,0.6485262559105699,0.10433518886566162,0.6850629874025195,1088,1667
hrnet32,HRNet-32,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median,0.6330065602133654,0.10287857055664062,0.6850629874025195,1088,1667
hrnet32,HRNet-32,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median_x0.5,0.3165032801066827,0.0634007453918457,0.6850629874025195,1088,1667
hrnet32,HRNet-32,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median_x2.0,1.2660131204267309,0.13689130544662476,0.6850629874025195,1088,1667
hrnet32,HRNet-32,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,per_pair_median,0.655409770179423,0.10763347148895264,0.6488970588235294,1667,1088
hrnet32,HRNet-32,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median,0.6330065602133654,0.10547888278961182,0.6488970588235294,1667,1088
hrnet32,HRNet-32,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median_x0.5,0.3165032801066827,0.06490182876586914,0.6488970588235294,1667,1088
hrnet32,HRNet-32,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median_x2.0,1.2660131204267309,0.14075887203216553,0.6488970588235294,1667,1088
mobilenetv3,MobileNetV3-L,clean_TierA,WRD25,WRD25,original_holdout,per_pair_median,0.35866424781099404,0.03118264675140381,0.0,1079,1079
mobilenetv3,MobileNetV3-L,clean_TierA,WRD25,WRD25,original_holdout,global_median,0.3298153482452956,0.0295485258102417,0.0,1079,1079
mobilenetv3,MobileNetV3-L,clean_TierA,WRD25,WRD25,original_holdout,global_median_x0.5,0.1649076741226478,0.017577409744262695,0.0,1079,1079
mobilenetv3,MobileNetV3-L,clean_TierA,WRD25,WRD25,original_holdout,global_median_x2.0,0.6596306964905913,0.04221081733703613,0.0,1079,1079
mobilenetv3,MobileNetV3-L,clean_TierA,DTSR14,DTSR14,original_holdout,per_pair_median,0.40333394716939036,0.041048407554626465,0.0,4451,4452
mobilenetv3,MobileNetV3-L,clean_TierA,DTSR14,DTSR14,original_holdout,global_median,0.3298153482452956,0.0362086296081543,0.0,4451,4452
mobilenetv3,MobileNetV3-L,clean_TierA,DTSR14,DTSR14,original_holdout,global_median_x0.5,0.1649076741226478,0.021499991416931152,0.0,4451,4452
mobilenetv3,MobileNetV3-L,clean_TierA,DTSR14,DTSR14,original_holdout,global_median_x2.0,0.6596306964905913,0.051756978034973145,0.0,4451,4452
mobilenetv3,MobileNetV3-L,clean_TierA,PCA11,PCA11,original_holdout,per_pair_median,0.3947600298392105,0.02778041362762451,0.0,5397,5398
mobilenetv3,MobileNetV3-L,clean_TierA,PCA11,PCA11,original_holdout,global_median,0.3298153482452956,0.024785518646240234,0.0,5397,5398
mobilenetv3,MobileNetV3-L,clean_TierA,PCA11,PCA11,original_holdout,global_median_x0.5,0.1649076741226478,0.014669179916381836,0.0,5397,5398
mobilenetv3,MobileNetV3-L,clean_TierA,PCA11,PCA11,original_holdout,global_median_x2.0,0.6596306964905913,0.03566473722457886,0.0,5397,5398
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,per_pair_median,0.3530190451501695,0.06229567527770996,0.3796153846153848,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,global_median,0.3298153482452956,0.059824466705322266,0.3796153846153848,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,global_median_x0.5,0.1649076741226478,0.036456942558288574,0.3796153846153848,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x20,VN26_x10,VN26_x20,original,global_median_x2.0,0.6596306964905913,0.08156681060791016,0.3796153846153848,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,per_pair_median,0.3559333799390663,0.1097726821899414,0.7961538461538464,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,global_median,0.3298153482452956,0.1050804853439331,0.7961538461538464,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,global_median_x0.5,0.1649076741226478,0.06461942195892334,0.7961538461538464,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x50,VN26_x10,VN26_x50,original,global_median_x2.0,0.6596306964905913,0.14009004831314087,0.7961538461538464,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,per_pair_median,0.35248686926105316,0.06378793716430664,0.4373076923076923,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,global_median,0.3298153482452956,0.06129598617553711,0.4373076923076923,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,global_median_x0.5,0.1649076741226478,0.037284016609191895,0.4373076923076923,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x20,VN26_x20,VN26_x10,original,global_median_x2.0,0.6596306964905913,0.08386087417602539,0.4373076923076923,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,per_pair_median,0.33935651535084527,0.1260136365890503,0.8515384615384616,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,global_median,0.3298153482452956,0.12397515773773193,0.8515384615384616,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,global_median_x0.5,0.1649076741226478,0.07666599750518799,0.8515384615384616,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x20x50,VN26_x20,VN26_x50,original,global_median_x2.0,0.6596306964905913,0.16353535652160645,0.8515384615384616,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,per_pair_median,0.35321311371593683,0.10447549819946289,0.8326923076923078,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median,0.3298153482452956,0.10041689872741699,0.8326923076923078,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median_x0.5,0.1649076741226478,0.06165504455566406,0.8326923076923078,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x10x50,VN26_x50,VN26_x10,original,global_median_x2.0,0.6596306964905913,0.13429659605026245,0.8326923076923078,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,per_pair_median,0.3430185010474636,0.12876665592193604,0.8442307692307693,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median,0.3298153482452956,0.12591850757598877,0.8442307692307693,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median_x0.5,0.1649076741226478,0.0778583288192749,0.8442307692307693,2600,2600
mobilenetv3,MobileNetV3-L,TierD_xmag_x20x50,VN26_x50,VN26_x20,original,global_median_x2.0,0.6596306964905913,0.16610187292099,0.8442307692307693,2600,2600
mobilenetv3,MobileNetV3-L,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,per_pair_median,0.3608015855538428,0.1031181812286377,0.7846430713857229,1088,1667
mobilenetv3,MobileNetV3-L,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median,0.3298153482452956,0.09774458408355713,0.7846430713857229,1088,1667
mobilenetv3,MobileNetV3-L,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median_x0.5,0.1649076741226478,0.0593874454498291,0.7846430713857229,1088,1667
mobilenetv3,MobileNetV3-L,TierC_BFS46_FSDM41,BFS46,FSDM41,original_shared_species,global_median_x2.0,0.6596306964905913,0.13362854719161987,0.7846430713857229,1088,1667
mobilenetv3,MobileNetV3-L,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,per_pair_median,0.36359796850675746,0.10394132137298584,0.6415441176470589,1667,1088
mobilenetv3,MobileNetV3-L,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median,0.3298153482452956,0.0980755090713501,0.6415441176470589,1667,1088
mobilenetv3,MobileNetV3-L,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median_x0.5,0.1649076741226478,0.05955386161804199,0.6415441176470589,1667,1088
mobilenetv3,MobileNetV3-L,TierC_BFS46_FSDM41,FSDM41,BFS46,original_shared_species,global_median_x2.0,0.6596306964905913,0.13423627614974976,0.6415441176470589,1667,1088
