dataset,backbone,condition,image_idx,silhouette
WRD25,resnet50,clean,0,0.0211230497807264
WRD25,resnet50,clean,1,0.0038268358912318
WRD25,resnet50,clean,2,0.0159569717943668
WRD25,resnet50,clean,3,0.0481678768992424
WRD25,resnet50,clean,4,0.0390637256205081
WRD25,resnet50,clean,5,0.0510395318269729
WRD25,resnet50,clean,6,0.0230587553232908
WRD25,resnet50,clean,7,0.0051461579278111
WRD25,resnet50,clean,8,0.0367468483746051
WRD25,resnet50,clean,9,0.0314853489398956
WRD25,resnet50,clean,10,0.0377102904021739
WRD25,resnet50,clean,11,0.0335523411631584
WRD25,resnet50,clean,12,0.0084540238603949
WRD25,resnet50,clean,13,0.0170921292155981
WRD25,resnet50,clean,14,0.0358742699027061
WRD25,resnet50,clean,15,0.0476259738206863
WRD25,resnet50,clean,16,0.0474541671574115
WRD25,resnet50,clean,17,0.0432471334934234
WRD25,resnet50,clean,18,-0.0066212210804224
WRD25,resnet50,clean,19,-0.003224957967177
WRD25,resnet50,clean,20,0.0252846460789442
WRD25,resnet50,clean,21,0.0565222725272178
WRD25,resnet50,clean,22,0.0303590353578329
WRD25,resnet50,clean,23,0.0504879131913185
WRD25,resnet50,clean,24,0.0577546060085296
WRD25,resnet50,clean,25,0.051459651440382
WRD25,resnet50,clean,26,0.0465791076421737
WRD25,resnet50,clean,27,0.0231250133365392
WRD25,resnet50,clean,28,0.0206700153648853
WRD25,resnet50,clean,29,0.0445148684084415
WRD25,resnet50,clean,30,0.0286806914955377
WRD25,resnet50,clean,31,0.2646174132823944
WRD25,resnet50,clean,32,0.13608118891716
WRD25,resnet50,clean,33,0.0669020637869834
WRD25,resnet50,clean,34,0.0267502609640359
WRD25,resnet50,clean,35,0.0130569543689489
WRD25,resnet50,clean,36,0.0445655658841133
WRD25,resnet50,clean,37,0.0460766442120075
WRD25,resnet50,clean,38,0.0723872557282447
WRD25,resnet50,clean,39,0.2102375775575637
WRD25,resnet50,clean,40,0.0054941079579293
WRD25,resnet50,clean,41,0.096746802330017
WRD25,resnet50,clean,42,0.0619699358940124
WRD25,resnet50,clean,43,0.1183916628360748
WRD25,resnet50,clean,44,0.1004361882805824
WRD25,resnet50,clean,45,0.0060359830968081
WRD25,resnet50,clean,46,0.0188475977629423
WRD25,resnet50,clean,47,0.004533692728728
WRD25,resnet50,clean,48,0.0333060957491397
WRD25,resnet50,clean,49,0.0094668380916118
WRD25,resnet50,clean,50,0.0258874259889125
WRD25,resnet50,clean,51,0.0268235392868518
WRD25,resnet50,clean,52,0.0159144792705774
WRD25,resnet50,clean,53,0.001851909328252
WRD25,resnet50,clean,54,0.0390314795076847
WRD25,resnet50,clean,55,0.041372999548912
WRD25,resnet50,clean,56,0.0548373237252235
WRD25,resnet50,clean,57,0.0231361053884029
WRD25,resnet50,clean,58,-0.0255984291434288
WRD25,resnet50,clean,59,0.001871354994364
WRD25,resnet50,clean,60,0.0183647293597459
WRD25,resnet50,clean,61,0.0151137225329875
WRD25,resnet50,clean,62,0.0332420133054256
WRD25,resnet50,clean,63,0.0110163651406764
WRD25,resnet50,clean,64,0.0308191962540149
WRD25,resnet50,clean,65,0.004121228121221
WRD25,resnet50,clean,66,0.0273905526846647
WRD25,resnet50,clean,67,0.0066422657109797
WRD25,resnet50,clean,68,0.046685341745615
WRD25,resnet50,clean,69,0.0118242148309946
WRD25,resnet50,clean,70,0.0204626806080341
WRD25,resnet50,clean,71,0.0207782015204429
WRD25,resnet50,clean,72,0.019981849938631
WRD25,resnet50,clean,73,0.0210665836930274
WRD25,resnet50,clean,74,0.0273412857204675
WRD25,resnet50,clean,75,0.0418329685926437
WRD25,resnet50,clean,76,0.0113902417942881
WRD25,resnet50,clean,77,0.0098383873701095
WRD25,resnet50,clean,78,0.0095201414078474
WRD25,resnet50,clean,79,0.0179667063057422
WRD25,resnet50,clean,80,0.0358225293457508
WRD25,resnet50,clean,81,0.024843294173479
WRD25,resnet50,clean,82,0.0207358673214912
WRD25,resnet50,clean,83,0.0166141409426927
WRD25,resnet50,clean,84,0.005271753296256
WRD25,resnet50,clean,85,0.0186582636088132
WRD25,resnet50,clean,86,0.063735544681549
WRD25,resnet50,clean,87,0.0407428108155727
WRD25,resnet50,clean,88,0.0370830409228801
WRD25,resnet50,clean,89,0.0221513975411653
WRD25,resnet50,clean,90,0.0581470616161823
WRD25,resnet50,clean,91,0.1819895356893539
WRD25,resnet50,clean,92,0.0543073154985904
WRD25,resnet50,clean,93,0.0238541048020124
WRD25,resnet50,clean,94,0.0750213712453842
WRD25,resnet50,clean,95,0.029704138636589
WRD25,resnet50,clean,96,0.1266388595104217
WRD25,resnet50,clean,97,0.0503642298281192
WRD25,resnet50,clean,98,0.0111801298335194
WRD25,resnet50,clean,99,0.0921089574694633
WRD25,resnet50,clean,100,0.0138976965099573
