conditions,detect_rate,severity_spearman,r2_mmd_only,r2_mmd_plus_spread,beta_mmd,beta_within_batch_spread,beta_spread_sign,worst_pair_mmd,worst_pair_failure,worst_pair_within_batch_spread,milder_pair_mmd
"['clean_TierA', 'TierB_synth_mild', 'TierB_synth_severe', 'TierD_xmag_x10x20', 'TierD_xmag_x10x50', 'TierD_xmag_x20x50', 'TierC_DTSR14_WOODAUTH', 'TierC_BFS46_FSDM41']",1.0,0.5476190476190477,0.37112201116306875,0.7560096172132532,7.517850669325078,10.654460419808172,1.0,0.10046468888010293,0.9895030259810346,0.5207174803529467,0.19630627972739081
