backbone,backbone_label,condition,condition_label,severity_rank,reference_dataset,target_dataset,target_tag,n_reference,n_target,ref_centroid_cosine,ref_mmd_rbf
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BFS46,BFS46,compound_optical_severe,1901,1901,0.7186019420623779,0.25921887159347534
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BFS46,BFS46,compound_digital_mild,1901,1901,0.2736954092979431,0.10802185535430908
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BFS46,BFS46,compound_digital_moderate,1901,1901,0.43515729904174805,0.18453502655029297
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BFS46,BFS46,compound_digital_severe,1901,1901,0.5214136242866516,0.205339252948761
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BFS46,BFS46,compound_field_mild,1901,1901,0.47634416818618774,0.1904948353767395
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BFS46,BFS46,compound_field_moderate,1901,1901,0.6517014503479004,0.3004138469696045
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BFS46,BFS46,compound_field_severe,1901,1901,0.6602693200111389,0.2860267162322998
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blur_2,2942,2942,0.22501468658447266,0.10027563571929932
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blur_4,2942,2942,0.4606281518936157,0.23307019472122192
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blur_6,2942,2942,0.6149188876152039,0.33033543825149536
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blur_8,2942,2942,0.682730495929718,0.368297278881073
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blur_10,2942,2942,0.6956070065498352,0.37517309188842773
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blur_12,2942,2942,0.6635552644729614,0.36281442642211914
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,defocus_3,2942,2942,0.1772761344909668,0.08141463994979858
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,defocus_5,2942,2942,0.2679828405380249,0.13045841455459595
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,defocus_8,2942,2942,0.4287780523300171,0.2275240421295166
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,defocus_11,2942,2942,0.5269769430160522,0.2785744071006775
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,defocus_15,2942,2942,0.5807226300239563,0.29163944721221924
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,resize_1_33,2942,2942,0.10197943449020386,0.04956620931625366
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,resize_1_67,2942,2942,0.1093897819519043,0.05201774835586548
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,resize_2_0,2942,2942,0.12554562091827393,0.058658599853515625
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,brightness_0_7,2942,2942,0.009545087814331055,0.005022108554840088
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,brightness_0_85,2942,2942,0.0023900866508483887,0.0030059218406677246
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,brightness_1_15,2942,2942,0.0015965700149536133,0.002009272575378418
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,brightness_1_3,2942,2942,0.005788624286651611,0.005000412464141846
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,jpeg_10,2942,2942,0.33251237869262695,0.14808869361877441
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,jpeg_20,2942,2942,0.22631841897964478,0.10271501541137695
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,jpeg_30,2942,2942,0.172774076461792,0.08074265718460083
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,jpeg_50,2942,2942,0.12100350856781006,0.05774867534637451
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,jpeg_70,2942,2942,0.08029985427856445,0.03790825605392456
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,color_shift_-45,2942,2942,0.028476715087890625,0.01485288143157959
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,color_shift_-30,2942,2942,0.012508690357208252,0.00654834508895874
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,color_shift_30,2942,2942,0.01564812660217285,0.009772241115570068
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,color_shift_45,2942,2942,0.03623199462890625,0.018765687942504883
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,green_channel_shift_-45,2942,2942,0.053981661796569824,0.02885901927947998
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,green_channel_shift_-30,2942,2942,0.03180426359176636,0.01786649227142334
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,green_channel_shift_30,2942,2942,0.03713101148605347,0.01919609308242798
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,green_channel_shift_45,2942,2942,0.08403259515762329,0.042963624000549316
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blue_channel_shift_-45,2942,2942,0.027238190174102783,0.017229437828063965
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blue_channel_shift_-30,2942,2942,0.011678338050842285,0.006718575954437256
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blue_channel_shift_30,2942,2942,0.01616692543029785,0.008954882621765137
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,blue_channel_shift_45,2942,2942,0.040395379066467285,0.019826829433441162
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,gaussian_noise_0_02,2942,2942,0.011536955833435059,0.006648421287536621
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,gaussian_noise_0_05,2942,2942,0.04783165454864502,0.02991962432861328
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,gaussian_noise_0_1,2942,2942,0.11495918035507202,0.09314370155334473
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,shot_noise_60,2942,2942,0.09987998008728027,0.0691271424293518
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,shot_noise_30,2942,2942,0.14753305912017822,0.10890644788742065
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,shot_noise_15,2942,2942,0.2482600212097168,0.17901182174682617
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,impulse_noise_0_01,2942,2942,0.054258644580841064,0.030726134777069092
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,impulse_noise_0_03,2942,2942,0.0769268274307251,0.04577469825744629
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,impulse_noise_0_05,2942,2942,0.1060791015625,0.0776793360710144
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,motion_blur_5,2942,2942,0.06636464595794678,0.031338274478912354
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,motion_blur_9,2942,2942,0.17168855667114258,0.09484905004501343
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,motion_blur_15,2942,2942,0.34037935733795166,0.18275868892669678
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,zoom_blur_1_05,2942,2942,0.3940389156341553,0.21747612953186035
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,zoom_blur_1_1,2942,2942,0.5023632049560547,0.2889249920845032
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,zoom_blur_1_2,2942,2942,0.44357675313949585,0.2866370677947998
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,contrast_0_5,2942,2942,0.05280405282974243,0.027732372283935547
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,contrast_0_75,2942,2942,0.008624792098999023,0.005558013916015625
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,contrast_1_25,2942,2942,0.004247844219207764,0.0034407973289489746
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,contrast_1_5,2942,2942,0.014235138893127441,0.00890260934829712
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,pixelate_0_5,2942,2942,0.3417161703109741,0.20297837257385254
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,pixelate_0_33,2942,2942,0.39683759212493896,0.24373310804367065
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,pixelate_0_25,2942,2942,0.548608124256134,0.3344980478286743
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,scratch_mild,2942,2942,0.44682514667510986,0.2338443398475647
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,scratch_moderate,2942,2942,0.64345383644104,0.3466135263442993
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,scratch_severe,2942,2942,0.8034158945083618,0.43044471740722656
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,rotation_45,2942,2942,0.16566520929336548,0.09185242652893066
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,rotation_90,2942,2942,0.02629023790359497,0.014879584312438965
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,rotation_135,2942,2942,0.1945587396621704,0.10055381059646606
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,rotation_180,2942,2942,0.0014401674270629883,0.002187371253967285
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_mild,2942,2942,0.46115952730178833,0.2544984221458435
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_moderate,2942,2942,0.7103133201599121,0.3809601664543152
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_severe,2942,2942,0.8338748216629028,0.5501075983047485
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_optical_mild,2942,2942,0.23157227039337158,0.10116338729858398
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_optical_moderate,2942,2942,0.4721686840057373,0.25677353143692017
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_optical_severe,2942,2942,0.6448429822921753,0.3467559814453125
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_digital_mild,2942,2942,0.2404380440711975,0.13659262657165527
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_digital_moderate,2942,2942,0.3941386938095093,0.24869215488433838
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_digital_severe,2942,2942,0.43008482456207275,0.22401690483093262
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_field_mild,2942,2942,0.4324784278869629,0.22474151849746704
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_field_moderate,2942,2942,0.6144380569458008,0.35356104373931885
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,FSDM41,FSDM41,compound_field_severe,2942,2942,0.599095344543457,0.3301306962966919
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blur_2,2121,2121,0.3624756336212158,0.14698868989944458
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blur_4,2121,2121,0.6036076545715332,0.23427820205688477
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blur_6,2121,2121,0.7929348945617676,0.30651235580444336
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blur_8,2121,2121,0.8539083003997803,0.3348117470741272
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blur_10,2121,2121,0.8633666038513184,0.34225571155548096
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blur_12,2121,2121,0.8443924188613892,0.33775579929351807
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,defocus_3,2121,2121,0.283927857875824,0.12664294242858887
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,defocus_5,2121,2121,0.3391011357307434,0.14631354808807373
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,defocus_8,2121,2121,0.4255497455596924,0.1722075343132019
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,defocus_11,2121,2121,0.5714266896247864,0.22229278087615967
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,defocus_15,2121,2121,0.7040417194366455,0.25922125577926636
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,resize_1_33,2121,2121,0.16421782970428467,0.07825493812561035
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,resize_1_67,2121,2121,0.18875741958618164,0.08687055110931396
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,resize_2_0,2121,2121,0.25028252601623535,0.11454272270202637
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,brightness_0_7,2121,2121,0.0013311505317687988,0.0015189647674560547
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,brightness_0_85,2121,2121,0.000682830810546875,0.0011620521545410156
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,brightness_1_15,2121,2121,0.0007010698318481445,0.001455545425415039
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,brightness_1_3,2121,2121,0.0021349191665649414,0.0028217434883117676
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,jpeg_10,2121,2121,0.6097418069839478,0.22444993257522583
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,jpeg_20,2121,2121,0.4553072452545166,0.18210500478744507
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,jpeg_30,2121,2121,0.31577014923095703,0.1319206953048706
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,jpeg_50,2121,2121,0.18431246280670166,0.08664745092391968
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,jpeg_70,2121,2121,0.09665918350219727,0.04562181234359741
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,color_shift_-45,2121,2121,0.018836259841918945,0.01269310712814331
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,color_shift_-30,2121,2121,0.006750941276550293,0.005488336086273193
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,color_shift_30,2121,2121,0.012351810932159424,0.008813798427581787
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,color_shift_45,2121,2121,0.02224797010421753,0.0145607590675354
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,green_channel_shift_-45,2121,2121,0.05519968271255493,0.031238138675689697
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,green_channel_shift_-30,2121,2121,0.02597212791442871,0.01789236068725586
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,green_channel_shift_30,2121,2121,0.027642369270324707,0.017398715019226074
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,green_channel_shift_45,2121,2121,0.056689679622650146,0.033669352531433105
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blue_channel_shift_-45,2121,2121,0.02893650531768799,0.01791083812713623
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blue_channel_shift_-30,2121,2121,0.012301862239837646,0.009258866310119629
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blue_channel_shift_30,2121,2121,0.00827336311340332,0.00671619176864624
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,blue_channel_shift_45,2121,2121,0.021064937114715576,0.014177083969116211
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,gaussian_noise_0_02,2121,2121,0.011175334453582764,0.009281396865844727
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,gaussian_noise_0_05,2121,2121,0.047405242919921875,0.03044426441192627
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,gaussian_noise_0_1,2121,2121,0.162944495677948,0.08919119834899902
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,shot_noise_60,2121,2121,0.11351203918457031,0.06868314743041992
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,shot_noise_30,2121,2121,0.20298582315444946,0.11659175157546997
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,shot_noise_15,2121,2121,0.34545648097991943,0.18460416793823242
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,impulse_noise_0_01,2121,2121,0.007960140705108643,0.0058062076568603516
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,impulse_noise_0_03,2121,2121,0.025234699249267578,0.01761561632156372
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,impulse_noise_0_05,2121,2121,0.05129420757293701,0.03470581769943237
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,motion_blur_5,2121,2121,0.06894856691360474,0.036733150482177734
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,motion_blur_9,2121,2121,0.18621814250946045,0.09396094083786011
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,motion_blur_15,2121,2121,0.3882242441177368,0.17728769779205322
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,zoom_blur_1_05,2121,2121,0.3668469786643982,0.18995040655136108
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,zoom_blur_1_1,2121,2121,0.5393931865692139,0.2639477252960205
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,zoom_blur_1_2,2121,2121,0.4792213439941406,0.2807486653327942
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,contrast_0_5,2121,2121,0.005846381187438965,0.004504561424255371
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,contrast_0_75,2121,2121,0.0023596882820129395,0.002841353416442871
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,contrast_1_25,2121,2121,0.0022209882736206055,0.002983272075653076
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,contrast_1_5,2121,2121,0.005699872970581055,0.005311191082000732
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,pixelate_0_5,2121,2121,0.374420702457428,0.18658000230789185
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,pixelate_0_33,2121,2121,0.6134026646614075,0.3037000298500061
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,pixelate_0_25,2121,2121,0.7548362016677856,0.4009537100791931
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,scratch_mild,2121,2121,0.15154916048049927,0.08479839563369751
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,scratch_moderate,2121,2121,0.3879115581512451,0.20124417543411255
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,scratch_severe,2121,2121,0.6706513166427612,0.3488103151321411
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,rotation_45,2121,2121,0.256777822971344,0.12914466857910156
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,rotation_90,2121,2121,0.036798715591430664,0.023544490337371826
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,rotation_135,2121,2121,0.27090609073638916,0.13656800985336304
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,rotation_180,2121,2121,0.0004755854606628418,0.0010858774185180664
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_mild,2121,2121,0.7423984408378601,0.3037957549095154
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_moderate,2121,2121,0.9657852053642273,0.41817528009414673
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_severe,2121,2121,1.0080715417861938,0.5538375973701477
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_optical_mild,2121,2121,0.34819066524505615,0.143297016620636
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_optical_moderate,2121,2121,0.5830235481262207,0.22652685642242432
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_optical_severe,2121,2121,0.8370484113693237,0.30656003952026367
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_digital_mild,2121,2121,0.3666011095046997,0.1533358097076416
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_digital_moderate,2121,2121,0.7405851483345032,0.29530876874923706
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_digital_severe,2121,2121,0.825670599937439,0.3651767373085022
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_field_mild,2121,2121,0.4681529998779297,0.22232890129089355
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_field_moderate,2121,2121,0.7362900376319885,0.36377644538879395
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,GOIMAI,GOIMAI,compound_field_severe,2121,2121,0.7825475931167603,0.37624692916870117
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,blur_2,440,440,0.18919044733047485,0.0856320858001709
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,blur_4,440,440,0.42089390754699707,0.1678261160850525
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,blur_6,440,440,0.617195725440979,0.2455851435661316
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,blur_8,440,440,0.7447519302368164,0.311459481716156
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,blur_10,440,440,0.8110745549201965,0.3519855737686157
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,blur_12,440,440,0.8458585143089294,0.3734704256057739
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,defocus_3,440,440,0.1449487805366516,0.06885343790054321
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,defocus_5,440,440,0.22823452949523926,0.10507446527481079
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,defocus_8,440,440,0.3009740114212036,0.1319493055343628
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,defocus_11,440,440,0.3983529806137085,0.16478770971298218
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,defocus_15,440,440,0.5562798976898193,0.21777558326721191
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,resize_1_33,440,440,0.06384485960006714,0.0275992751121521
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,resize_1_67,440,440,0.0856703519821167,0.03590041399002075
efficientnet_b3,EffNet-B3,TierB_synth,Tier-B synthetic,1,BD11,BD11,resize_2_0,440,440,0.11521899700164795,0.046605587005615234
