bootstrap_id,slope,intercept,r,r_squared,n
160,1.0556015068714408,-0.07543344687538889,0.9072347698211004,0.823074927572345,1619
161,1.0113371561508584,-0.06989562798280588,0.908713609366517,0.8257604238479229,1587
162,1.0131420340048827,-0.06452368653380566,0.9001761089580437,0.8103170271388437,1593
163,1.032678384534999,-0.06564230306823693,0.9115088074024233,0.8308483059721881,1596
164,1.0608809273738207,-0.07862809990370873,0.9075572817522362,0.8236602196615077,1598
165,0.9983220507243413,-0.06654543143784225,0.9066766321527455,0.822062515291845,1579
166,0.988074554997134,-0.0663941179558788,0.9054786428408895,0.8198915726409792,1598
167,1.0303882684457562,-0.06975777846517944,0.9130718019226707,0.8337001154663127,1583
168,1.0449361056071493,-0.07166316889726776,0.9092662684405316,0.8267651469237689,1602
169,1.0363763180828875,-0.0707202863102841,0.9052791377214431,0.8195303171936795,1569
170,1.0384334510180382,-0.07343566054358858,0.9156003967514036,0.8383240865313276,1617
171,1.0322157506890615,-0.07161233151278423,0.9149952149931138,0.8372162434602944,1585
172,1.014723604895595,-0.06435241377994955,0.9108269916725461,0.8296058087592604,1614
173,1.0327978426611995,-0.06590016883037442,0.9023117642207173,0.8141665198511034,1604
174,1.0377989685174953,-0.07660689106985652,0.9066872300649808,0.8220817331629073,1625
175,1.0481129027572098,-0.0653866464928603,0.9046718647906623,0.8184311829438143,1626
176,1.0375746416512026,-0.07030771556028453,0.9195345858091476,0.8455438544992007,1575
177,1.0522040704174718,-0.0715252524129627,0.8983788422191981,0.8070845441471067,1605
178,1.0148766003260907,-0.06731885427796719,0.8976780200693195,0.8058258277155737,1591
179,1.021067486912239,-0.0722123734314169,0.911222873789316,0.8303271257168597,1604
180,1.0362961401905437,-0.07492559909779045,0.8967443437981774,0.8041504181340237,1578
181,1.0327690821443094,-0.06672134020155401,0.906605718516097,0.8219339288460884,1601
182,1.061526036897692,-0.07361813425369917,0.9196919488856424,0.8458332808450711,1625
183,1.0396534445436,-0.07310000697667063,0.9020211429836948,0.8136421423896113,1638
184,1.086776211989629,-0.07322847260147286,0.9158496037520147,0.8387804966927224,1621
185,1.0453062422959474,-0.0755566713017426,0.9135362506485608,0.8345484812490301,1627
186,1.038855426815366,-0.07260333265323396,0.9107988067362719,0.8295544663522167,1582
187,1.0644600003464673,-0.07237055579120438,0.90799397089536,0.8244530511823239,1593
188,1.044280300878663,-0.07648552632544164,0.9139341088865991,0.835275555386342,1597
189,1.065750411080441,-0.0781593272436864,0.9146214688782657,0.8365324313330363,1587
190,1.0287716693814999,-0.06644604666449147,0.8956218809385206,0.8021385536158535,1575
191,1.0314722393459386,-0.062293255541326975,0.9190509969968326,0.844654735080872,1565
192,1.049426211399871,-0.0724779582262303,0.906677454863305,0.8220640071574005,1545
193,1.041415548770184,-0.07047766639167619,0.9182587123124102,0.8431990627376457,1595
194,1.0729375347870505,-0.07652367474887783,0.9229287271243017,0.8517974353512838,1621
195,1.0502874323930647,-0.0717995816309549,0.9066421037470724,0.8219999042869173,1633
196,1.0568901647902853,-0.07033751468904903,0.9093464442607259,0.8269109556896254,1601
197,1.059819752080827,-0.07065731317530027,0.9113446199197323,0.8305490162566412,1610
198,1.048180116593353,-0.07001872267292153,0.9075093106478022,0.823573148912449,1595
199,1.04885786318745,-0.06993070179038144,0.9032136820443811,0.8157949554321684,1608
200,1.0442911944214233,-0.07135640477379415,0.909569115942843,0.8273159766770449,1558
201,1.029159995953257,-0.0720240458896205,0.8986485236252646,0.8075691690138678,1601
202,1.032596739139998,-0.0671236716365422,0.90545130649873,0.819842068440257,1617
203,1.0528699486845954,-0.06488390738756694,0.8982341057390818,0.806824508712888,1594
204,1.072927686910099,-0.06779821006930431,0.9071639287985165,0.8229463937131599,1597
205,1.0083099286899042,-0.06534327377297694,0.9184725287898995,0.8435917861417127,1627
206,1.0619316373715733,-0.0793716482156061,0.9140800805322801,0.8355423936258997,1614
207,1.0280467954607384,-0.07228136001748,0.9222485881551795,0.8505424583542219,1597
208,1.043651522263551,-0.07081942100616206,0.9128412015590552,0.8332790592637798,1576
209,1.021277478407098,-0.06883121661484548,0.8972435601081925,0.8050460061556236,1629
210,1.0197169378477295,-0.07349675178915452,0.9058273991747827,0.8205232770957511,1599
211,1.0319419171853477,-0.06501213774173903,0.9051955959526091,0.8193790669319991,1611
212,1.045917301549634,-0.07614398648898177,0.9135024207844399,0.8344866727790319,1610
213,1.0132871560005519,-0.06604776395222439,0.9078609097337648,0.824211431422619,1611
214,1.045045810758373,-0.06939125064074159,0.9107913038160314,0.8295407991069064,1600
215,1.050044782409625,-0.07416167660031997,0.9094201034405599,0.8270449245418386,1618
216,1.030198715861608,-0.07048223803123,0.8992281781322115,0.8086113163469762,1601
217,1.0663278667228866,-0.07657091745923347,0.9237304749969457,0.853277990438083,1577
218,1.0378162638904815,-0.06987857051933444,0.9019067316951853,0.813435752677091,1592
219,1.0459802869303725,-0.07079935668089948,0.8962302275923653,0.8032286208502628,1570
220,1.020174643521415,-0.06855380740202621,0.8891282968285943,0.7905491282213168,1566
221,1.0533163299297532,-0.07008703204598327,0.9091340672359769,0.8265247522090298,1612
222,1.0287953269590964,-0.06438356905147496,0.8948231646217889,0.8007084959437532,1575
223,1.028741019169346,-0.07060962492358996,0.915735907496784,0.8385722522789586,1611
224,1.0726711516825551,-0.07542163982331904,0.910529249156269,0.8290635135690789,1591
225,1.0486490687328751,-0.06542230618458345,0.8982042981468965,0.8067709612095589,1585
226,1.0512350088572262,-0.07449195085848631,0.9088878797439357,0.8260771779454269,1583
227,1.02361150729791,-0.06512813949474844,0.909085929737709,0.8264372276470747,1608
228,1.0441648356165052,-0.07030256214811154,0.9095457639552043,0.8272734967288561,1610
229,1.0471618025734983,-0.06908834209623105,0.9089292065381707,0.8261523024981086,1600
230,1.01959580968193,-0.06405903407457064,0.9083452583991812,0.8250911084562753,1582
231,1.042427777543568,-0.05845250621590847,0.8995111399815063,0.809120290950829,1604
232,1.0169603188907472,-0.07460182792806261,0.9038667644793429,0.8169751279303559,1615
233,1.0218100762676936,-0.07206392521152816,0.9123039421634955,0.8322984828870545,1612
234,1.0562549694440144,-0.06947776003199341,0.9100220292708414,0.8281400937582202,1602
235,1.0402334516483058,-0.0720420736605506,0.901570048457713,0.812828552276043,1610
236,1.0132204272882044,-0.06485364015018305,0.9191955944063709,0.8449205407760815,1600
237,1.0469980959609815,-0.07113110429827108,0.9036282946996824,0.8165440949818561,1604
