backbone,mag_a,mag_b,image_idx,csi,csi_bo,csi_hungarian,csi_permutation_gap
resnet50,VN26_x10,VN26_x20,23,0.42246462072800034,0.42246462072800034,0.6509415502953805,0.22847692956738014
resnet50,VN26_x10,VN26_x20,24,0.23181963027094543,0.23181963027094543,0.23181963027094543,0.0
resnet50,VN26_x10,VN26_x20,25,0.24422034438775508,0.24422034438775508,0.24422034438775508,0.0
resnet50,VN26_x10,VN26_x20,26,0.24434867304611974,0.24434867304611974,0.2609744216839893,0.016625748637869586
resnet50,VN26_x10,VN26_x20,27,0.07985556409218207,0.07985556409218207,0.2119733730768808,0.13211780898469871
resnet50,VN26_x10,VN26_x20,28,0.2274792729591837,0.2274792729591837,0.2274792729591837,0.0
resnet50,VN26_x10,VN26_x20,29,0.11015855257494994,0.11015855257494994,0.16927816974249943,0.05911961716754949
resnet50,VN26_x10,VN26_x20,30,0.06804411278434057,0.06804411278434057,0.24314543193348467,0.17510131914914412
resnet50,VN26_x10,VN26_x20,31,0.3186163753695849,0.3186163753695849,0.3327385469698008,0.014122171600215894
resnet50,VN26_x10,VN26_x20,32,0.023051911487328217,0.023051911487328217,0.3272080266462289,0.3041561151589007
resnet50,VN26_x10,VN26_x20,33,0.16206583193549642,0.16206583193549642,0.16206583193549642,0.0
resnet50,VN26_x10,VN26_x20,34,0.1937313988095238,0.1937313988095238,0.1937313988095238,0.0
resnet50,VN26_x10,VN26_x20,35,0.01819351861032818,0.01819351861032818,0.3151440263605442,0.29695050775021603
resnet50,VN26_x10,VN26_x20,36,0.013493443991338575,0.013493443991338575,0.3586337382823759,0.3451402942910373
resnet50,VN26_x10,VN26_x20,37,0.15185879039115646,0.15185879039115646,0.15185879039115646,0.0
resnet50,VN26_x10,VN26_x20,38,0.05308646896258504,0.05308646896258504,0.2569555165816327,0.20386904761904764
resnet50,VN26_x10,VN26_x20,39,0.056147509505030085,0.056147509505030085,0.19511543712773208,0.138967927622702
resnet50,VN26_x10,VN26_x20,40,0.06956486914035123,0.06956486914035123,0.2610517137027791,0.19148684456242784
resnet50,VN26_x10,VN26_x20,41,0.31262265803224293,0.31262265803224293,0.31262265803224293,0.0
resnet50,VN26_x10,VN26_x20,42,0.12661845049160683,0.12661845049160683,0.2680137469985644,0.14139529650695756
resnet50,VN26_x10,VN26_x20,43,0.057699585823244665,0.057699585823244665,0.33369098538169256,0.27599139955844787
resnet50,VN26_x10,VN26_x20,44,0.17329411095717698,0.17329411095717698,0.22016043926275766,0.046866328305580685
resnet50,VN26_x10,VN26_x20,45,0.04276097386810799,0.04276097386810799,0.302444946116702,0.25968397224859396
resnet50,VN26_x10,VN26_x20,46,0.22798972300876721,0.22798972300876721,0.22798972300876721,0.0
resnet50,VN26_x10,VN26_x20,47,0.5909767543740679,0.5909767543740679,0.5909767543740679,0.0
resnet50,VN26_x10,VN26_x20,48,0.40579817523626355,0.40579817523626355,0.6117609917902721,0.20596281655400855
resnet50,VN26_x10,VN26_x20,49,0.37075742599066014,0.37075742599066014,0.6829543371135548,0.31219691112289466
resnet50,VN26_x10,VN26_x20,50,0.4966672215562678,0.4966672215562678,0.52761612457483,0.03094890301856218
resnet50,VN26_x10,VN26_x20,51,0.6191241670740828,0.6191241670740828,0.6191241670740828,0.0
resnet50,VN26_x10,VN26_x20,52,0.1448258117517232,0.1448258117517232,0.2466588750116199,0.10183306325989669
resnet50,VN26_x10,VN26_x20,53,0.2442034202144808,0.2442034202144808,0.2442034202144808,0.0
