model,term,estimate,se,p,ci_lo,ci_hi
backbone_random_slope,Intercept,-0.09481531690818319,0.004734864220889663,3.339921463641704e-89,-0.10409548025281423,-0.08553515356355215
backbone_random_slope,feature_drift,1.1547786693879434,0.09135865401136055,1.2696055031170981e-36,0.975718997849621,1.3338383409262657
