backbone,mean_sgi,std_sgi,cv_pct,n_images
efficientnet_b3,0.18363506617015496,0.0004563770201478431,0.2485238956076963,465
convnext_tiny,0.17442944919903444,0.0002788375152142679,0.15985690288805818,465
mobilenetv3,0.1446403884134299,0.00508756700274807,3.5173903074749227,465
dinov2_b,0.10661374327956989,0.00201200641478968,1.887192357099449,465
resnet50,0.09069755321483433,0.0011880812122017745,1.3099374460384552,465
hrnet32,0.07811087338161071,0.0006436456716879419,0.8240154588253175,465
swin_tiny,0.0445029624753127,0.00045896801820060186,1.0313201474063776,465
