crossmag_slope,crossmag_intercept,crossmag_drift_drop_r,drift_metric,n_crossmag_records,n_crossmag_missing_drift
0.8405283292700503,0.34280264099563074,0.5782208994012199,class_centroid_distributional_drift,42,0
