magnification,backbone,image_idx,sgi
VN26_x10,resnet50,66,0.0016741071428571428
VN26_x10,resnet50,67,0.0015744579081632653
VN26_x10,resnet50,68,0.0007174744897959184
VN26_x10,resnet50,69,0.0032286352040816328
VN26_x10,resnet50,70,0.0030293367346938774
VN26_x10,resnet50,71,0.001753826530612245
VN26_x10,resnet50,72,0.0029296875
VN26_x10,resnet50,73,0.001295440051020408
VN26_x10,resnet50,74,0.0024513711734693877
VN26_x10,resnet50,75,0.003866390306122449
VN26_x10,resnet50,76,0.000896843112244898
VN26_x10,resnet50,77,0.0022520727040816328
VN26_x10,resnet50,78,0.0015744579081632653
VN26_x10,resnet50,79,0.001953125
VN26_x10,resnet50,80,0.0016940369897959183
VN26_x10,resnet50,81,0.007971938775510204
VN26_x10,resnet50,82,0.008410395408163265
VN26_x10,resnet50,83,0.00918765943877551
VN26_x10,resnet50,84,0.01363201530612245
VN26_x10,resnet50,85,0.01030373086734694
VN26_x10,resnet50,86,0.0068359375
VN26_x10,resnet50,87,0.010662468112244899
VN26_x10,resnet50,88,0.010821906887755101
VN26_x10,resnet50,89,0.006058673469387755
VN26_x10,resnet50,90,0.007314253826530612
VN26_x10,resnet50,91,0.0037667410714285715
VN26_x10,resnet50,92,0.0023915816326530613
VN26_x10,resnet50,93,0.0009367028061224489
VN26_x10,resnet50,94,0.002032844387755102
VN26_x10,resnet50,95,0.0026705994897959183
VN26_x10,resnet50,96,0.002849968112244898
VN26_x10,resnet50,97,0.0006776147959183673
VN26_x10,resnet50,98,0.007294323979591837
VN26_x10,resnet50,99,0.008270886479591837
VN26_x10,resnet50,100,0.007553411989795918
VN26_x10,resnet50,101,0.004683514030612245
VN26_x10,resnet50,102,0.003826530612244898
VN26_x10,resnet50,103,0.006018813775510204
VN26_x10,resnet50,104,0.007732780612244898
VN26_x10,resnet50,105,0.008450255102040817
VN26_x10,resnet50,106,0.007035235969387755
VN26_x10,resnet50,107,0.005978954081632653
VN26_x10,resnet50,108,0.013612085459183673
VN26_x10,resnet50,109,0.008510044642857142
VN26_x10,resnet50,110,0.0065170599489795915
VN26_x10,resnet50,111,0.010801977040816327
VN26_x10,resnet50,112,0.007174744897959184
VN26_x10,resnet50,113,0.00759327168367347
VN26_x10,resnet50,114,0.0061782525510204085
VN26_x10,resnet50,115,0.004942602040816327
VN26_x10,resnet50,116,0.0067362882653061226
VN26_x10,resnet50,117,0.01371173469387755
VN26_x10,resnet50,118,0.006776147959183673
VN26_x10,resnet50,119,0.005361128826530612
VN26_x10,resnet50,120,0.010642538265306123
VN26_x10,resnet50,121,0.012615593112244899
VN26_x10,resnet50,122,0.005580357142857143
VN26_x10,resnet50,123,0.007613201530612245
VN26_x10,resnet50,124,0.014768016581632654
VN26_x10,resnet50,125,0.017578125
VN26_x10,resnet50,126,0.00607860331632653
VN26_x10,resnet50,127,0.02600845025510204
VN26_x10,resnet50,128,0.0021125637755102043
VN26_x10,resnet50,129,0.0011160714285714285
VN26_x10,resnet50,130,0.0030293367346938774
VN26_x10,resnet50,131,0.001992984693877551
VN26_x10,resnet50,132,0.0011957908163265306
VN26_x10,resnet50,133,0.0008370535714285714
VN26_x10,resnet50,134,0.0017139668367346938
VN26_x10,resnet50,135,0.008011798469387755
VN26_x10,resnet50,136,0.0012356505102040817
VN26_x10,resnet50,137,0.001793686224489796
VN26_x10,resnet50,138,0.002192283163265306
VN26_x10,resnet50,139,0.0021723533163265306
VN26_x10,resnet50,140,0.002969547193877551
VN26_x10,resnet50,141,0.009685905612244899
VN26_x10,resnet50,142,0.0054807079081632655
VN26_x10,resnet50,143,0.0018933354591836734
VN26_x10,resnet50,144,0.0020129145408163264
VN26_x10,resnet50,145,0.0064572704081632655
VN26_x10,resnet50,146,0.0027104591836734694
VN26_x10,resnet50,147,0.002331792091836735
VN26_x10,resnet50,148,0.0013352997448979591
VN26_x10,resnet50,149,0.008729272959183673
VN26_x10,resnet50,150,0.0016143176020408164
VN26_x10,resnet50,151,0.001175860969387755
VN26_x10,resnet50,152,0.012814891581632654
VN26_x10,resnet50,153,0.02002949617346939
VN26_x10,resnet50,154,0.001913265306122449
VN26_x10,resnet50,155,0.00033880739795918367
VN26_x10,resnet50,156,0.0005580357142857143
VN26_x10,resnet50,157,0.006377551020408163
VN26_x10,resnet50,158,0.004643654336734694
VN26_x10,resnet50,159,0.00390625
VN26_x10,resnet50,160,0.003627232142857143
VN26_x10,resnet50,161,0.008629623724489796
VN26_x10,resnet50,162,0.0015146683673469387
VN26_x10,resnet50,163,0.0007174744897959184
VN26_x10,resnet50,164,0.00015943877551020407
VN26_x10,resnet50,165,0.0003786670918367347
VN26_x10,resnet50,166,0.0004982461734693878
VN26_x10,resnet50,167,0.00027901785714285713
VN26_x10,resnet50,168,0.0015545280612244898
VN26_x10,resnet50,169,0.00332828443877551
VN26_x10,resnet50,170,0.002849968112244898
VN26_x10,resnet50,171,0.0011957908163265306
VN26_x10,resnet50,172,0.002690529336734694
VN26_x10,resnet50,173,0.00047831632653061223
VN26_x10,resnet50,174,0.001136001275510204
VN26_x10,resnet50,175,0.0010562818877551021
VN26_x10,resnet50,176,0.010064572704081632
VN26_x10,resnet50,177,0.00799186862244898
VN26_x10,resnet50,178,0.005879304846938775
VN26_x10,resnet50,179,0.008310746173469387
VN26_x10,resnet50,180,0.0023915816326530613
VN26_x10,resnet50,181,0.0004982461734693878
VN26_x10,resnet50,182,0.005600286989795918
VN26_x10,resnet50,183,0.0003786670918367347
VN26_x10,resnet50,184,0.0006576849489795918
VN26_x10,resnet50,185,0.002810108418367347
VN26_x10,resnet50,186,0.0007971938775510204
VN26_x10,resnet50,187,0.0020129145408163264
VN26_x10,resnet50,188,0.0004982461734693878
VN26_x10,resnet50,189,0.00253109056122449
VN26_x10,resnet50,190,0.004643654336734694
VN26_x10,resnet50,191,0.005082110969387755
VN26_x10,resnet50,192,0.005839445153061225
VN26_x10,resnet50,193,0.0033880739795918366
VN26_x10,resnet50,194,0.006218112244897959
VN26_x10,resnet50,195,0.003587372448979592
VN26_x10,resnet50,196,0.0033880739795918366
VN26_x10,resnet50,197,0.007653061224489796
VN26_x10,resnet50,198,0.002650669642857143
VN26_x10,resnet50,199,0.0038464604591836736
VN26_x10,efficientnet_b3,0,0.026755555555555557
VN26_x10,efficientnet_b3,1,0.023788888888888887
VN26_x10,efficientnet_b3,2,0.017555555555555557
VN26_x10,efficientnet_b3,3,0.016422222222222223
VN26_x10,efficientnet_b3,4,0.0236
VN26_x10,efficientnet_b3,5,0.024955555555555557
VN26_x10,efficientnet_b3,6,0.025933333333333333
VN26_x10,efficientnet_b3,7,0.02033333333333333
VN26_x10,efficientnet_b3,8,0.02321111111111111
VN26_x10,efficientnet_b3,9,0.020444444444444446
VN26_x10,efficientnet_b3,10,0.02821111111111111
VN26_x10,efficientnet_b3,11,0.03317777777777778
VN26_x10,efficientnet_b3,12,0.018277777777777778
VN26_x10,efficientnet_b3,13,0.03781111111111111
VN26_x10,efficientnet_b3,14,0.021633333333333334
VN26_x10,efficientnet_b3,15,0.03496666666666667
VN26_x10,efficientnet_b3,16,0.03507777777777778
VN26_x10,efficientnet_b3,17,0.023166666666666665
VN26_x10,efficientnet_b3,18,0.026844444444444445
VN26_x10,efficientnet_b3,19,0.0212
VN26_x10,efficientnet_b3,20,0.027088888888888888
VN26_x10,efficientnet_b3,21,0.007255555555555556
VN26_x10,efficientnet_b3,22,0.006788888888888889
VN26_x10,efficientnet_b3,23,0.005633333333333333
VN26_x10,efficientnet_b3,24,0.004911111111111111
VN26_x10,efficientnet_b3,25,0.005433333333333333
VN26_x10,efficientnet_b3,26,0.007822222222222222
VN26_x10,efficientnet_b3,27,0.005922222222222222
VN26_x10,efficientnet_b3,28,0.006566666666666667
VN26_x10,efficientnet_b3,29,0.0013555555555555556
VN26_x10,efficientnet_b3,30,0.014466666666666666
VN26_x10,efficientnet_b3,31,0.011077777777777778
VN26_x10,efficientnet_b3,32,0.012288888888888889
VN26_x10,efficientnet_b3,33,0.013266666666666666
VN26_x10,efficientnet_b3,34,0.014733333333333333
VN26_x10,efficientnet_b3,35,0.0098
VN26_x10,efficientnet_b3,36,0.012577777777777778
VN26_x10,efficientnet_b3,37,0.020933333333333335
VN26_x10,efficientnet_b3,38,0.019244444444444446
VN26_x10,efficientnet_b3,39,0.017055555555555556
VN26_x10,efficientnet_b3,40,0.0111
VN26_x10,efficientnet_b3,41,0.014233333333333334
VN26_x10,efficientnet_b3,42,0.013
VN26_x10,efficientnet_b3,43,0.019911111111111112
VN26_x10,efficientnet_b3,44,0.004111111111111111
VN26_x10,efficientnet_b3,45,0.005266666666666667
VN26_x10,efficientnet_b3,46,0.003811111111111111
VN26_x10,efficientnet_b3,47,0.0071333333333333335
VN26_x10,efficientnet_b3,48,0.0032444444444444443
VN26_x10,efficientnet_b3,49,0.004122222222222222
VN26_x10,efficientnet_b3,50,0.007655555555555555
VN26_x10,efficientnet_b3,51,0.004366666666666666
VN26_x10,efficientnet_b3,52,0.0064444444444444445
VN26_x10,efficientnet_b3,53,0.0074444444444444445
VN26_x10,efficientnet_b3,54,0.004633333333333333
VN26_x10,efficientnet_b3,55,0.0015777777777777778
VN26_x10,efficientnet_b3,56,0.0006
VN26_x10,efficientnet_b3,57,0.011422222222222222
VN26_x10,efficientnet_b3,58,0.0011222222222222222
VN26_x10,efficientnet_b3,59,0.0006222222222222223
VN26_x10,efficientnet_b3,60,0.006933333333333333
VN26_x10,efficientnet_b3,61,0.0015444444444444444
VN26_x10,efficientnet_b3,62,0.0003222222222222222
VN26_x10,efficientnet_b3,63,0.002111111111111111
VN26_x10,efficientnet_b3,64,0.0089
VN26_x10,efficientnet_b3,65,0.0077
VN26_x10,efficientnet_b3,66,0.015122222222222223
VN26_x10,efficientnet_b3,67,0.010855555555555556
VN26_x10,efficientnet_b3,68,0.007311111111111111
VN26_x10,efficientnet_b3,69,0.006022222222222222
VN26_x10,efficientnet_b3,70,0.012422222222222222
VN26_x10,efficientnet_b3,71,0.019188888888888887
VN26_x10,efficientnet_b3,72,0.009255555555555555
VN26_x10,efficientnet_b3,73,0.003266666666666667
VN26_x10,efficientnet_b3,74,0.0077777777777777776
VN26_x10,efficientnet_b3,75,0.0061444444444444446
VN26_x10,efficientnet_b3,76,0.003988888888888889
VN26_x10,efficientnet_b3,77,0.004088888888888889
VN26_x10,efficientnet_b3,78,0.004711111111111111
VN26_x10,efficientnet_b3,79,0.0093
VN26_x10,efficientnet_b3,80,0.006111111111111111
VN26_x10,efficientnet_b3,81,0.007355555555555555
VN26_x10,efficientnet_b3,82,0.014233333333333334
VN26_x10,efficientnet_b3,83,0.013955555555555556
VN26_x10,efficientnet_b3,84,0.013488888888888889
VN26_x10,efficientnet_b3,85,0.01011111111111111
VN26_x10,efficientnet_b3,86,0.01
VN26_x10,efficientnet_b3,87,0.0145
VN26_x10,efficientnet_b3,88,0.016955555555555557
VN26_x10,efficientnet_b3,89,0.0187
VN26_x10,efficientnet_b3,90,0.0041444444444444445
VN26_x10,efficientnet_b3,91,0.0031555555555555555
VN26_x10,efficientnet_b3,92,0.003955555555555556
VN26_x10,efficientnet_b3,93,0.0044666666666666665
VN26_x10,efficientnet_b3,94,0.012022222222222222
VN26_x10,efficientnet_b3,95,0.005388888888888889
VN26_x10,efficientnet_b3,96,0.005155555555555556
VN26_x10,efficientnet_b3,97,0.003988888888888889
VN26_x10,efficientnet_b3,98,0.004355555555555555
VN26_x10,efficientnet_b3,99,0.013155555555555556
VN26_x10,efficientnet_b3,100,0.009422222222222222
VN26_x10,efficientnet_b3,101,0.01018888888888889
VN26_x10,efficientnet_b3,102,0.01661111111111111
VN26_x10,efficientnet_b3,103,0.011022222222222221
VN26_x10,efficientnet_b3,104,0.014133333333333333
VN26_x10,efficientnet_b3,105,0.005322222222222222
VN26_x10,efficientnet_b3,106,0.010744444444444444
VN26_x10,efficientnet_b3,107,0.006922222222222222
VN26_x10,efficientnet_b3,108,0.005177777777777778
VN26_x10,efficientnet_b3,109,0.013422222222222223
VN26_x10,efficientnet_b3,110,0.010477777777777779
VN26_x10,efficientnet_b3,111,0.017888888888888888
VN26_x10,efficientnet_b3,112,0.003011111111111111
VN26_x10,efficientnet_b3,113,0.012155555555555555
VN26_x10,efficientnet_b3,114,0.007466666666666667
VN26_x10,efficientnet_b3,115,0.015188888888888889
VN26_x10,efficientnet_b3,116,0.019322222222222223
VN26_x10,efficientnet_b3,117,0.024033333333333334
VN26_x10,efficientnet_b3,118,0.0259
VN26_x10,efficientnet_b3,119,0.02387777777777778
VN26_x10,efficientnet_b3,120,0.029877777777777777
VN26_x10,efficientnet_b3,121,0.022433333333333333
VN26_x10,efficientnet_b3,122,0.024466666666666668
VN26_x10,efficientnet_b3,123,0.0283
VN26_x10,efficientnet_b3,124,0.026444444444444444
VN26_x10,efficientnet_b3,125,0.00931111111111111
VN26_x10,efficientnet_b3,126,0.020144444444444444
VN26_x10,efficientnet_b3,127,0.02278888888888889
VN26_x10,efficientnet_b3,128,0.006911111111111111
VN26_x10,efficientnet_b3,129,0.006822222222222223
VN26_x10,efficientnet_b3,130,0.004988888888888889
VN26_x10,efficientnet_b3,131,0.006588888888888889
VN26_x10,efficientnet_b3,132,0.004477777777777778
VN26_x10,efficientnet_b3,133,0.006255555555555556
VN26_x10,efficientnet_b3,134,0.005333333333333333
VN26_x10,efficientnet_b3,135,0.007388888888888889
VN26_x10,efficientnet_b3,136,0.004966666666666667
VN26_x10,efficientnet_b3,137,0.006933333333333333
VN26_x10,efficientnet_b3,138,0.0054444444444444445
VN26_x10,efficientnet_b3,139,0.005433333333333333
VN26_x10,efficientnet_b3,140,0.008333333333333333
VN26_x10,efficientnet_b3,141,0.0067666666666666665
VN26_x10,efficientnet_b3,142,0.007588888888888889
VN26_x10,efficientnet_b3,143,0.007211111111111111
VN26_x10,efficientnet_b3,144,0.004955555555555556
VN26_x10,efficientnet_b3,145,0.0068111111111111115
VN26_x10,efficientnet_b3,146,0.005833333333333334
VN26_x10,efficientnet_b3,147,0.006822222222222223
VN26_x10,efficientnet_b3,148,0.010755555555555556
VN26_x10,efficientnet_b3,149,0.002588888888888889
VN26_x10,efficientnet_b3,150,0.0067777777777777775
VN26_x10,efficientnet_b3,151,0.010766666666666667
VN26_x10,efficientnet_b3,152,0.0038888888888888888
VN26_x10,efficientnet_b3,153,0.0036444444444444445
VN26_x10,efficientnet_b3,154,0.0035444444444444442
VN26_x10,efficientnet_b3,155,0.010133333333333333
VN26_x10,efficientnet_b3,156,0.008277777777777778
VN26_x10,efficientnet_b3,157,0.013577777777777777
VN26_x10,efficientnet_b3,158,0.008477777777777779
VN26_x10,efficientnet_b3,159,0.008755555555555556
VN26_x10,efficientnet_b3,160,0.007655555555555555
VN26_x10,efficientnet_b3,161,0.006588888888888889
VN26_x10,efficientnet_b3,162,0.0061222222222222225
VN26_x10,efficientnet_b3,163,0.005533333333333334
VN26_x10,efficientnet_b3,164,0.0064444444444444445
VN26_x10,efficientnet_b3,165,0.006955555555555556
VN26_x10,efficientnet_b3,166,0.010955555555555555
VN26_x10,efficientnet_b3,167,0.0024333333333333334
VN26_x10,efficientnet_b3,168,0.005711111111111111
VN26_x10,efficientnet_b3,169,0.012944444444444444
VN26_x10,efficientnet_b3,170,0.010988888888888888
VN26_x10,efficientnet_b3,171,0.003
VN26_x10,efficientnet_b3,172,0.0049
VN26_x10,efficientnet_b3,173,0.0032
VN26_x10,efficientnet_b3,174,0.0058222222222222226
VN26_x10,efficientnet_b3,175,0.0026777777777777776
VN26_x10,efficientnet_b3,176,0.005888888888888889
VN26_x10,efficientnet_b3,177,0.004244444444444445
VN26_x10,efficientnet_b3,178,0.006377777777777777
VN26_x10,efficientnet_b3,179,0.007366666666666666
VN26_x10,efficientnet_b3,180,0.007
VN26_x10,efficientnet_b3,181,0.007033333333333333
VN26_x10,efficientnet_b3,182,0.007844444444444444
VN26_x10,efficientnet_b3,183,0.0058
VN26_x10,efficientnet_b3,184,0.006477777777777778
VN26_x10,efficientnet_b3,185,0.013511111111111111
VN26_x10,efficientnet_b3,186,0.013377777777777778
VN26_x10,efficientnet_b3,187,0.00848888888888889
VN26_x10,efficientnet_b3,188,0.009577777777777777
VN26_x10,efficientnet_b3,189,0.005522222222222223
VN26_x10,efficientnet_b3,190,0.0059
VN26_x10,efficientnet_b3,191,0.01411111111111111
VN26_x10,efficientnet_b3,192,0.003711111111111111
VN26_x10,efficientnet_b3,193,0.004866666666666667
VN26_x10,efficientnet_b3,194,0.006322222222222222
VN26_x10,efficientnet_b3,195,0.007266666666666667
VN26_x10,efficientnet_b3,196,0.011044444444444445
VN26_x10,efficientnet_b3,197,0.006855555555555556
VN26_x10,efficientnet_b3,198,0.003088888888888889
VN26_x10,efficientnet_b3,199,0.010444444444444444
VN26_x10,convnext_tiny,0,0.0012555803571428572
VN26_x10,convnext_tiny,1,0.0008769132653061224
VN26_x10,convnext_tiny,2,0.0013352997448979591
VN26_x10,convnext_tiny,3,0.00011957908163265306
VN26_x10,convnext_tiny,4,0.0015943877551020409
VN26_x10,convnext_tiny,5,0.00013950892857142856
VN26_x10,convnext_tiny,6,0.0003985969387755102
VN26_x10,convnext_tiny,7,0.00027901785714285713
VN26_x10,convnext_tiny,8,0.00025908801020408165
VN26_x10,convnext_tiny,9,0.00023915816326530612
VN26_x10,convnext_tiny,10,0.0016940369897959183
VN26_x10,convnext_tiny,11,0.001175860969387755
VN26_x10,convnext_tiny,12,0.00011957908163265306
VN26_x10,convnext_tiny,13,0.0013950892857142857
VN26_x10,convnext_tiny,14,0.0008370535714285714
VN26_x10,convnext_tiny,15,0.0012356505102040817
VN26_x10,convnext_tiny,16,0.0018933354591836734
VN26_x10,convnext_tiny,17,0.0010562818877551021
VN26_x10,convnext_tiny,18,0.0007573341836734694
VN26_x10,convnext_tiny,19,0.0014150191326530613
VN26_x10,convnext_tiny,20,0.0007174744897959184
VN26_x10,convnext_tiny,21,0.000817123724489796
VN26_x10,convnext_tiny,22,0.00013950892857142856
VN26_x10,convnext_tiny,23,0.0013352997448979591
VN26_x10,convnext_tiny,24,0.0009367028061224489
VN26_x10,convnext_tiny,25,0.0008370535714285714
VN26_x10,convnext_tiny,26,0.00015943877551020407
VN26_x10,convnext_tiny,27,0.0006975446428571429
VN26_x10,convnext_tiny,28,0.00029894770408163266
VN26_x10,convnext_tiny,29,0.0006178252551020409
VN26_x10,convnext_tiny,30,9.964923469387755e-05
VN26_x10,convnext_tiny,31,0.0009167729591836735
VN26_x10,convnext_tiny,32,0.00011957908163265306
VN26_x10,convnext_tiny,33,0.00015943877551020407
VN26_x10,convnext_tiny,34,0.00015943877551020407
VN26_x10,convnext_tiny,35,0.00047831632653061223
VN26_x10,convnext_tiny,36,0.0005381058673469387
VN26_x10,convnext_tiny,37,0.0005779655612244898
VN26_x10,convnext_tiny,38,9.964923469387755e-05
VN26_x10,convnext_tiny,39,0.0018734056122448979
VN26_x10,convnext_tiny,40,0.0008569834183673469
VN26_x10,convnext_tiny,41,0.001096141581632653
VN26_x10,convnext_tiny,42,0.0009367028061224489
VN26_x10,convnext_tiny,43,0.0013751594387755102
VN26_x10,convnext_tiny,44,0.0012555803571428572
VN26_x10,convnext_tiny,45,0.0012555803571428572
VN26_x10,convnext_tiny,46,0.0011559311224489796
VN26_x10,convnext_tiny,47,0.0008569834183673469
VN26_x10,convnext_tiny,48,0.0002192283163265306
VN26_x10,convnext_tiny,49,9.964923469387755e-05
VN26_x10,convnext_tiny,50,0.0011957908163265306
VN26_x10,convnext_tiny,51,0.0002192283163265306
VN26_x10,convnext_tiny,52,0.0009964923469387755
VN26_x10,convnext_tiny,53,0.0003587372448979592
VN26_x10,convnext_tiny,54,0.0009765625
VN26_x10,convnext_tiny,55,0.0014947385204081632
VN26_x10,convnext_tiny,56,0.0014748086734693877
VN26_x10,convnext_tiny,57,0.0010363520408163266
VN26_x10,convnext_tiny,58,0.00023915816326530612
VN26_x10,convnext_tiny,59,0.0012755102040816326
VN26_x10,convnext_tiny,60,0.0012555803571428572
VN26_x10,convnext_tiny,61,0.0002192283163265306
VN26_x10,convnext_tiny,62,0.0004384566326530612
VN26_x10,convnext_tiny,63,0.0015943877551020409
VN26_x10,convnext_tiny,64,0.0015744579081632653
VN26_x10,convnext_tiny,65,7.971938775510203e-05
VN26_x10,convnext_tiny,66,0.002192283163265306
VN26_x10,convnext_tiny,67,0.0008370535714285714
VN26_x10,convnext_tiny,68,0.0008370535714285714
VN26_x10,convnext_tiny,69,0.00013950892857142856
VN26_x10,convnext_tiny,70,0.0012356505102040817
VN26_x10,convnext_tiny,71,0.0021125637755102043
VN26_x10,convnext_tiny,72,0.0001992984693877551
VN26_x10,convnext_tiny,73,0.0018136160714285715
VN26_x10,convnext_tiny,74,0.0010562818877551021
VN26_x10,convnext_tiny,75,0.0016940369897959183
VN26_x10,convnext_tiny,76,0.0016741071428571428
VN26_x10,convnext_tiny,77,0.0006975446428571429
VN26_x10,convnext_tiny,78,7.971938775510203e-05
VN26_x10,convnext_tiny,79,0.0003786670918367347
VN26_x10,convnext_tiny,80,0.0004384566326530612
VN26_x10,convnext_tiny,81,0.0002192283163265306
VN26_x10,convnext_tiny,82,0.0006377551020408163
VN26_x10,convnext_tiny,83,0.0012555803571428572
VN26_x10,convnext_tiny,84,0.0011957908163265306
VN26_x10,convnext_tiny,85,0.00015943877551020407
VN26_x10,convnext_tiny,86,0.0008370535714285714
VN26_x10,convnext_tiny,87,0.0012157206632653062
VN26_x10,convnext_tiny,88,0.0001793686224489796
VN26_x10,convnext_tiny,89,0.0001793686224489796
VN26_x10,convnext_tiny,90,0.0012356505102040817
VN26_x10,convnext_tiny,91,0.0007971938775510204
VN26_x10,convnext_tiny,92,7.971938775510203e-05
VN26_x10,convnext_tiny,93,0.0013950892857142857
VN26_x10,convnext_tiny,94,0.000817123724489796
VN26_x10,convnext_tiny,95,0.00031887755102040814
VN26_x10,convnext_tiny,96,0.000896843112244898
VN26_x10,convnext_tiny,97,0.0016741071428571428
VN26_x10,convnext_tiny,98,0.0004982461734693878
VN26_x10,convnext_tiny,99,0.0013153698979591836
VN26_x10,convnext_tiny,100,0.0016541772959183674
VN26_x10,convnext_tiny,101,0.0022520727040816328
VN26_x10,convnext_tiny,102,0.0006776147959183673
VN26_x10,convnext_tiny,103,0.0014748086734693877
VN26_x10,convnext_tiny,104,0.0002192283163265306
VN26_x10,convnext_tiny,105,0.0005978954081632653
VN26_x10,convnext_tiny,106,0.001096141581632653
VN26_x10,convnext_tiny,107,0.00011957908163265306
VN26_x10,convnext_tiny,108,0.0008370535714285714
VN26_x10,convnext_tiny,109,0.0006178252551020409
VN26_x10,convnext_tiny,110,0.00023915816326530612
VN26_x10,convnext_tiny,111,7.971938775510203e-05
VN26_x10,convnext_tiny,112,0.0002192283163265306
VN26_x10,convnext_tiny,113,0.00027901785714285713
VN26_x10,convnext_tiny,114,5.978954081632653e-05
VN26_x10,convnext_tiny,115,0.00015943877551020407
VN26_x10,convnext_tiny,116,0.0001793686224489796
VN26_x10,convnext_tiny,117,0.00031887755102040814
VN26_x10,convnext_tiny,118,0.0012356505102040817
VN26_x10,convnext_tiny,119,0.0006975446428571429
VN26_x10,convnext_tiny,120,0.00027901785714285713
VN26_x10,convnext_tiny,121,9.964923469387755e-05
VN26_x10,convnext_tiny,122,0.00011957908163265306
VN26_x10,convnext_tiny,123,0.0005779655612244898
VN26_x10,convnext_tiny,124,0.0001793686224489796
VN26_x10,convnext_tiny,125,0.0008769132653061224
VN26_x10,convnext_tiny,126,0.0013751594387755102
VN26_x10,convnext_tiny,127,0.00045838647959183676
VN26_x10,convnext_tiny,128,0.0020527742346938774
VN26_x10,convnext_tiny,129,0.0003587372448979592
VN26_x10,convnext_tiny,130,0.0005580357142857143
VN26_x10,convnext_tiny,131,0.0021723533163265306
VN26_x10,convnext_tiny,132,0.0029296875
VN26_x10,convnext_tiny,133,0.0015146683673469387
VN26_x10,convnext_tiny,134,0.0006377551020408163
VN26_x10,convnext_tiny,135,0.0007772640306122449
VN26_x10,convnext_tiny,136,0.0020527742346938774
VN26_x10,convnext_tiny,137,0.0013153698979591836
VN26_x10,convnext_tiny,138,0.0021324936224489796
VN26_x10,convnext_tiny,139,0.00029894770408163266
VN26_x10,convnext_tiny,140,0.0006776147959183673
VN26_x10,convnext_tiny,141,0.0009566326530612245
VN26_x10,convnext_tiny,142,0.0011559311224489796
VN26_x10,convnext_tiny,143,0.00045838647959183676
VN26_x10,convnext_tiny,144,0.00045838647959183676
VN26_x10,convnext_tiny,145,5.978954081632653e-05
