backbone,magnification,image_idx,sgi,species_label
mobilenetv3,VN26_x20,71,0.00013950892857142856,10
mobilenetv3,VN26_x20,72,0.00015943877551020407,10
mobilenetv3,VN26_x20,73,0.00015943877551020407,10
mobilenetv3,VN26_x20,74,0.00013950892857142856,10
mobilenetv3,VN26_x20,75,0.0001793686224489796,10
mobilenetv3,VN26_x20,76,0.0001992984693877551,10
mobilenetv3,VN26_x20,77,7.971938775510203e-05,10
mobilenetv3,VN26_x20,78,0.00015943877551020407,10
mobilenetv3,VN26_x20,79,0.00011957908163265306,10
mobilenetv3,VN26_x20,80,0.00011957908163265306,10
mobilenetv3,VN26_x20,81,0.00013950892857142856,10
mobilenetv3,VN26_x20,82,0.0001992984693877551,11
mobilenetv3,VN26_x20,83,0.00023915816326530612,11
mobilenetv3,VN26_x20,84,0.0001793686224489796,11
mobilenetv3,VN26_x20,85,0.00013950892857142856,11
mobilenetv3,VN26_x20,86,0.00015943877551020407,11
mobilenetv3,VN26_x20,87,0.00013950892857142856,11
mobilenetv3,VN26_x20,88,0.00011957908163265306,11
mobilenetv3,VN26_x20,89,0.0001793686224489796,11
mobilenetv3,VN26_x20,90,0.00013950892857142856,11
mobilenetv3,VN26_x20,91,0.00015943877551020407,12
mobilenetv3,VN26_x20,92,0.00013950892857142856,12
mobilenetv3,VN26_x20,93,0.0002192283163265306,12
mobilenetv3,VN26_x20,94,0.0002192283163265306,12
mobilenetv3,VN26_x20,95,0.0002192283163265306,12
mobilenetv3,VN26_x20,96,0.0001992984693877551,12
mobilenetv3,VN26_x20,97,0.00023915816326530612,12
mobilenetv3,VN26_x20,98,0.00011957908163265306,12
mobilenetv3,VN26_x20,99,0.0001793686224489796,13
mobilenetv3,VN26_x50,0,0.0001992984693877551,0
mobilenetv3,VN26_x50,1,0.00015943877551020407,0
mobilenetv3,VN26_x50,2,0.0001793686224489796,0
mobilenetv3,VN26_x50,3,0.0001992984693877551,0
mobilenetv3,VN26_x50,4,0.0002192283163265306,0
mobilenetv3,VN26_x50,5,0.00011957908163265306,1
mobilenetv3,VN26_x50,6,0.0001992984693877551,1
mobilenetv3,VN26_x50,7,0.00023915816326530612,1
mobilenetv3,VN26_x50,8,0.00011957908163265306,1
mobilenetv3,VN26_x50,9,0.0002192283163265306,1
mobilenetv3,VN26_x50,10,0.00025908801020408165,2
mobilenetv3,VN26_x50,11,0.00033880739795918367,2
mobilenetv3,VN26_x50,12,0.00025908801020408165,2
mobilenetv3,VN26_x50,13,0.0001992984693877551,2
mobilenetv3,VN26_x50,14,0.00023915816326530612,2
mobilenetv3,VN26_x50,15,0.00027901785714285713,2
mobilenetv3,VN26_x50,16,0.00025908801020408165,2
mobilenetv3,VN26_x50,17,0.0001992984693877551,2
mobilenetv3,VN26_x50,18,0.00033880739795918367,2
mobilenetv3,VN26_x50,19,0.00029894770408163266,2
mobilenetv3,VN26_x50,20,0.0002192283163265306,2
mobilenetv3,VN26_x50,21,0.0001793686224489796,3
mobilenetv3,VN26_x50,22,0.0001793686224489796,3
mobilenetv3,VN26_x50,23,0.00029894770408163266,3
mobilenetv3,VN26_x50,24,7.971938775510203e-05,3
mobilenetv3,VN26_x50,25,0.00013950892857142856,3
mobilenetv3,VN26_x50,26,0.0003985969387755102,3
mobilenetv3,VN26_x50,27,0.0001992984693877551,3
mobilenetv3,VN26_x50,28,0.0001992984693877551,3
mobilenetv3,VN26_x50,29,0.0002192283163265306,3
mobilenetv3,VN26_x50,30,0.00015943877551020407,4
mobilenetv3,VN26_x50,31,0.0002192283163265306,4
mobilenetv3,VN26_x50,32,0.0001992984693877551,4
mobilenetv3,VN26_x50,33,0.0002192283163265306,4
mobilenetv3,VN26_x50,34,0.00015943877551020407,4
mobilenetv3,VN26_x50,35,0.0001992984693877551,4
mobilenetv3,VN26_x50,36,0.00015943877551020407,4
mobilenetv3,VN26_x50,37,0.00025908801020408165,4
mobilenetv3,VN26_x50,38,0.00015943877551020407,5
mobilenetv3,VN26_x50,39,0.00013950892857142856,5
mobilenetv3,VN26_x50,40,0.0001992984693877551,5
mobilenetv3,VN26_x50,41,0.0002192283163265306,5
mobilenetv3,VN26_x50,42,0.00013950892857142856,5
mobilenetv3,VN26_x50,43,0.00031887755102040814,5
mobilenetv3,VN26_x50,44,0.00027901785714285713,6
mobilenetv3,VN26_x50,45,0.00029894770408163266,6
mobilenetv3,VN26_x50,46,0.0001793686224489796,6
mobilenetv3,VN26_x50,47,0.00011957908163265306,7
mobilenetv3,VN26_x50,48,0.0002192283163265306,7
mobilenetv3,VN26_x50,49,0.00029894770408163266,7
mobilenetv3,VN26_x50,50,0.0001793686224489796,7
mobilenetv3,VN26_x50,51,0.0002192283163265306,7
mobilenetv3,VN26_x50,52,0.0002192283163265306,7
mobilenetv3,VN26_x50,53,0.0002192283163265306,7
mobilenetv3,VN26_x50,54,0.0001793686224489796,8
mobilenetv3,VN26_x50,55,9.964923469387755e-05,8
mobilenetv3,VN26_x50,56,0.0001793686224489796,8
mobilenetv3,VN26_x50,57,0.00023915816326530612,8
mobilenetv3,VN26_x50,58,0.0002192283163265306,8
mobilenetv3,VN26_x50,59,0.00015943877551020407,8
mobilenetv3,VN26_x50,60,0.00023915816326530612,8
mobilenetv3,VN26_x50,61,0.0001992984693877551,8
mobilenetv3,VN26_x50,62,0.0001793686224489796,8
mobilenetv3,VN26_x50,63,0.0001992984693877551,8
mobilenetv3,VN26_x50,64,0.00023915816326530612,9
mobilenetv3,VN26_x50,65,0.00029894770408163266,9
mobilenetv3,VN26_x50,66,0.00013950892857142856,9
mobilenetv3,VN26_x50,67,0.00015943877551020407,9
mobilenetv3,VN26_x50,68,0.00011957908163265306,9
mobilenetv3,VN26_x50,69,0.00033880739795918367,9
mobilenetv3,VN26_x50,70,0.00025908801020408165,10
mobilenetv3,VN26_x50,71,0.00027901785714285713,10
mobilenetv3,VN26_x50,72,0.00031887755102040814,10
mobilenetv3,VN26_x50,73,0.00025908801020408165,10
mobilenetv3,VN26_x50,74,0.0001992984693877551,10
mobilenetv3,VN26_x50,75,0.00029894770408163266,10
mobilenetv3,VN26_x50,76,9.964923469387755e-05,10
mobilenetv3,VN26_x50,77,0.0003587372448979592,10
mobilenetv3,VN26_x50,78,0.00023915816326530612,10
mobilenetv3,VN26_x50,79,0.00029894770408163266,10
mobilenetv3,VN26_x50,80,0.0005580357142857143,10
mobilenetv3,VN26_x50,81,0.00011957908163265306,10
mobilenetv3,VN26_x50,82,5.978954081632653e-05,11
mobilenetv3,VN26_x50,83,0.0001992984693877551,11
mobilenetv3,VN26_x50,84,0.00011957908163265306,11
mobilenetv3,VN26_x50,85,0.0001992984693877551,11
mobilenetv3,VN26_x50,86,0.0001992984693877551,11
mobilenetv3,VN26_x50,87,0.0002192283163265306,11
mobilenetv3,VN26_x50,88,0.00015943877551020407,11
mobilenetv3,VN26_x50,89,0.0001793686224489796,11
mobilenetv3,VN26_x50,90,0.00011957908163265306,11
mobilenetv3,VN26_x50,91,7.971938775510203e-05,12
mobilenetv3,VN26_x50,92,0.00031887755102040814,12
mobilenetv3,VN26_x50,93,0.00029894770408163266,12
mobilenetv3,VN26_x50,94,0.0001793686224489796,12
mobilenetv3,VN26_x50,95,0.00015943877551020407,12
mobilenetv3,VN26_x50,96,0.00013950892857142856,12
mobilenetv3,VN26_x50,97,0.00011957908163265306,12
mobilenetv3,VN26_x50,98,0.0001992984693877551,12
mobilenetv3,VN26_x50,99,0.0001992984693877551,13
