within_space_mean_r,cross_space_mean_r,cross_space_min_r,cross_space_max_r,pooled_cross_space_r,pooled_cross_space_rho,pooled_cross_space_partial_r,pooled_cross_space_partial_r_ci_low,pooled_cross_space_partial_r_ci_high,partial_bootstrap_reps,partial_bootstrap_seed,n_conditions,n_stacked_offdiag_records
0.9473832786967419,0.8963220377091341,0.8491065305304639,0.9409592124861006,0.8556573287516326,0.8912238139546768,0.17800903177160013,0.11912134433861099,0.23549520842840233,5000,42,228,9576
