detector,heldout_family,train_n,test_n,test_failure_rate,threshold_from_train,train_best_f1,test_auc_roc,test_avg_precision,test_precision,test_recall,test_f1,test_fpr,tp,fp,fn,tn
ref_mahalanobis,red_channel_shift,4032,224,0.0223214285714285,1783.722006169217,0.8548004310014314,0.639269406392694,0.0372150958285412,0.0,0.0,0.0,0.0867579908675799,0,19,5,200
ref_mahalanobis,resize,4088,168,0.1964285714285714,1793.501038873343,0.8656518856695612,0.5230078563411896,0.2126417917856263,0.180722891566265,0.4545454545454545,0.2586206896551724,0.5037037037037037,15,68,18,67
ref_mahalanobis,rotation,4032,224,0.4285714285714285,1793.501038873343,0.8498647425136299,0.94287109375,0.9055383137161944,0.7863247863247863,0.9583333333333334,0.863849765258216,0.1953125,92,25,4,103
ref_mahalanobis,scratch,4088,168,0.4107142857142857,1793.501038873343,0.86243505710222,0.7930024886546625,0.7467261512396139,0.4444444444444444,0.9855072463768116,0.6126126126126126,0.8585858585858586,68,85,1,14
ref_mahalanobis,shot_noise,4088,168,0.8214285714285714,1793.501038873343,0.8502172416701235,0.693719806763285,0.8962780843428277,0.855072463768116,0.855072463768116,0.855072463768116,0.6666666666666666,118,20,20,10
ref_mahalanobis,zoom_blur,4088,168,0.8690476190476191,1783.722006169217,0.8439651211177266,0.8925902864259029,0.9812467670112982,0.9161290322580644,0.9726027397260274,0.9435215946843852,0.5909090909090909,142,13,4,9
paired_feature_drift_oracle,blue_channel_shift,4032,224,0.0089285714285714,0.2628949582576751,0.9199178639764144,0.9662162162162162,0.5588235294117647,0.0,0.0,0.0,0.0,0,0,2,222
paired_feature_drift_oracle,compound,4088,168,1.0,0.2628949582576751,0.9130864192531176,,,1.0,0.9940476190476192,0.9970149253731344,0.0,167,0,1,0
paired_feature_drift_oracle,compound_digital,4088,168,0.8630952380952381,0.258987158536911,0.9165048538690244,0.9784107946026984,0.9964093702609252,0.9785714285714284,0.9448275862068966,0.9614035087719298,0.1304347826086956,137,3,8,20
paired_feature_drift_oracle,compound_field,4088,168,0.9583333333333334,0.2628949582576751,0.9153543302086924,0.9334516415261755,0.9970265406295604,0.975,0.968944099378882,0.97196261682243,0.5714285714285714,156,4,5,3
paired_feature_drift_oracle,compound_optical,4088,168,0.8928571428571429,0.2628949582576751,0.9172380014588908,0.9337037037037036,0.9918045563770588,0.9470198675496688,0.9533333333333334,0.9501661129568104,0.4444444444444444,143,8,7,10
paired_feature_drift_oracle,contrast,4032,224,0.0,0.2628949582576751,0.9194982891237422,,,0.0,0.0,0.0,0.0,0,0,0,224
paired_feature_drift_oracle,defocus_blur,3976,280,0.8785714285714286,0.2628949582576751,0.9151670946157072,0.9632950741272118,0.9949868641795754,0.9477911646586346,0.959349593495935,0.9535353535353536,0.3823529411764705,236,13,10,21
