dataset,backbone,perturbation,severity,tag,feature_drift,intra_clean,intra_shift,delta_intra,inter_clean,inter_shift,delta_inter,fgcs_clean,fgcs_shift,delta_fgcs,fsr_clean,fsr_shift,delta_fsr,accuracy,acc_clean,drop
WRD25,resnet50,gaussian_blur,2,blur_2,0.348671942949295,0.1826559454202652,0.1757997423410415,-0.0068562030792236,0.313569575548172,0.3126092553138733,-0.0009603202342987,0.5825053183203507,0.562362563976332,-0.0201427543440186,1.7167225234672392,1.7782122496370274,0.0614897261697882,0.742354031510658,0.9212962962962964,0.1789422647856383
WRD25,resnet50,gaussian_blur,4,blur_4,0.5394725203514099,0.1826559454202652,0.1691779196262359,-0.0134780257940292,0.313569575548172,0.2681673169136047,-0.0454022586345672,0.5825053183203507,0.6308670332139688,0.048361714893618,1.7167225234672392,1.5851200765801212,-0.1316024468871179,0.3934198331788693,0.9212962962962964,0.5278764631174271
WRD25,resnet50,gaussian_blur,6,blur_6,0.6432325839996338,0.1826559454202652,0.1493803262710571,-0.033275619149208,0.313569575548172,0.2204513102769851,-0.0931182652711868,0.5825053183203507,0.6776114239619117,0.0951061056415609,1.7167225234672392,1.47577204964037,-0.2409504738268693,0.2868396663577386,0.9212962962962964,0.6344566299385577
WRD25,resnet50,gaussian_blur,8,blur_8,0.6982338428497314,0.1826559454202652,0.1425877660512924,-0.0400681793689727,0.313569575548172,0.2007668167352676,-0.1128027588129043,0.5825053183203507,0.7102158034378238,0.127710485117473,1.7167225234672392,1.4080227378206258,-0.3086997856466134,0.2428174235403151,0.9212962962962964,0.6784788727559813
WRD25,resnet50,gaussian_blur,10,blur_10,0.7215958833694458,0.1826559454202652,0.1438538432121276,-0.0388021022081375,0.313569575548172,0.1989229619503021,-0.1146466135978698,0.5825053183203507,0.7231635895712601,0.1406582712509094,1.7167225234672392,1.3828129823196256,-0.3339095411476136,0.1899907321594068,0.9212962962962964,0.7313055641368895
WRD25,resnet50,gaussian_blur,12,blur_12,0.7325500249862671,0.1826559454202652,0.1364079415798187,-0.0462480038404464,0.313569575548172,0.2016392797231674,-0.1119302958250045,0.5825053183203507,0.6764948861506277,0.093989567830277,1.7167225234672392,1.4782077743265318,-0.2385147491407073,0.1278962001853568,0.9212962962962964,0.7934000961109395
WRD25,resnet50,defocus_blur,3,defocus_3,0.2687468826770782,0.1826559454202652,0.1829230934381485,0.0002671480178833,0.313569575548172,0.3352410495281219,0.0216714739799499,0.5825053183203507,0.5456464645234439,-0.0368588537969067,1.7167225234672392,1.8326884989044672,0.1159659754372279,0.8053753475440223,0.9212962962962964,0.1159209487522741
WRD25,resnet50,defocus_blur,5,defocus_5,0.4003344476222992,0.1826559454202652,0.1944453716278076,0.0117894262075424,0.313569575548172,0.3263066112995147,0.0127370357513427,0.5825053183203507,0.5958977381838195,0.0133924198634688,1.7167225234672392,1.6781402846867746,-0.0385822387804646,0.6144578313253012,0.9212962962962964,0.3068384649709952
WRD25,resnet50,defocus_blur,8,defocus_8,0.5119092464447021,0.1826559454202652,0.1874803453683853,0.0048243999481201,0.313569575548172,0.309154599905014,-0.0044149756431579,0.5825053183203507,0.6064290986645114,0.0239237803441607,1.7167225234672392,1.6489973884864977,-0.0677251349807415,0.3962001853568118,0.9212962962962964,0.5250961109394845
WRD25,resnet50,defocus_blur,11,defocus_11,0.6158006191253662,0.1826559454202652,0.1737349927425384,-0.0089209526777267,0.313569575548172,0.2580650448799133,-0.0555045306682586,0.5825053183203507,0.6732217175068533,0.0907163991865026,1.7167225234672392,1.485394742913682,-0.2313277805535571,0.2418906394810009,0.9212962962962964,0.6794056568152955
WRD25,resnet50,defocus_blur,15,defocus_15,0.688265860080719,0.1826559454202652,0.1559316664934158,-0.0267242789268493,0.313569575548172,0.2044670730829239,-0.1091025024652481,0.5825053183203507,0.7626248282537699,0.1801195099334192,1.7167225234672392,1.3112607444079196,-0.4054617790593195,0.1983317886932344,0.9212962962962964,0.722964507603062
WRD25,resnet50,resize,1.33,resize_1_33,0.1287163943052292,0.1826559454202652,0.1900389343500137,0.0073829889297485,0.313569575548172,0.3152696192264557,0.0017000436782836,0.5825053183203507,0.6027822624212651,0.0202769441009144,1.7167225234672392,1.658973832413689,-0.0577486910535502,0.9309545875810936,0.9212962962962964,-0.0096582912847972
WRD25,resnet50,resize,1.67,resize_1_67,0.2306479811668396,0.1826559454202652,0.2010233551263809,0.0183674097061157,0.313569575548172,0.3080885410308838,-0.0054810345172882,0.5825053183203507,0.6524856603031843,0.0699803419828336,1.7167225234672392,1.5326007310801886,-0.1841217923870506,0.8211306765523633,0.9212962962962964,0.1001656197439331
WRD25,resnet50,resize,2.0,resize_2_0,0.3191355466842651,0.1826559454202652,0.2061742395162582,0.023518294095993,0.313569575548172,0.2950578331947326,-0.0185117423534393,0.5825053183203507,0.698758739206856,0.1162534208865053,1.7167225234672392,1.4311091137623202,-0.285613409704919,0.6705282669138091,0.9212962962962964,0.2507680293824873
WRD25,resnet50,illumination,0.7,brightness_0_7,0.0167182385921478,0.1826559454202652,0.1835364252328872,0.000880479812622,0.313569575548172,0.3247338235378265,0.0111642479896545,0.5825053183203507,0.5651903556991441,-0.0173149626212065,1.7167225234672392,1.769315399522332,0.0525928760550926,0.9624652455977756,0.9212962962962964,-0.0411689493014792
