dataset,backbone,perturbation,severity,tag,n_pairs,n_flip,flip_rate,frac_necessary,coverage_certified_safe,flip_rate_in_certified,frac_preserved_certified,mean_drift,mean_gate
WRD25,convnext_tiny,impulse_noise,0.05,impulse_noise_0_05,1553,441,0.28396651641983256,1.0,0.0,,0.0,0.32858314319207416,0.0026660283637341036
WRD25,convnext_tiny,motion_blur,5,motion_blur_5,1553,140,0.0901481004507405,1.0,0.0,,0.0,0.16978744499424522,0.0026660283637341036
WRD25,convnext_tiny,motion_blur,9,motion_blur_9,1553,420,0.27044430135222153,1.0,0.0,,0.0,0.34911075683285486,0.0026660283637341036
WRD25,convnext_tiny,motion_blur,15,motion_blur_15,1553,667,0.42949130714745654,1.0,0.0,,0.0,0.5129634803563614,0.0026660283637341036
WRD25,convnext_tiny,zoom_blur,1.05,zoom_blur_1_05,1553,434,0.27945911139729557,1.0,0.0,,0.0,0.29705381303412826,0.0026660283637341036
WRD25,convnext_tiny,zoom_blur,1.1,zoom_blur_1_1,1553,831,0.5350933676754669,1.0,0.0,,0.0,0.5015377865361766,0.0026660283637341036
WRD25,convnext_tiny,zoom_blur,1.2,zoom_blur_1_2,1553,1075,0.6922086284610431,1.0,0.0,,0.0,0.5704293373246203,0.0026660283637341036
WRD25,convnext_tiny,contrast,0.5,contrast_0_5,1553,88,0.056664520283322604,1.0,0.0,,0.0,0.061422383668668416,0.0026660283637341036
WRD25,convnext_tiny,contrast,0.75,contrast_0_75,1553,38,0.02446877012234385,1.0,0.05730843528654218,0.0,0.058745874587458745,0.017629907650075452,0.0026660283637341036
WRD25,convnext_tiny,contrast,1.25,contrast_1_25,1553,39,0.025112685125563427,1.0,0.08628461043142305,0.0,0.08850726552179657,0.010324196640789662,0.0026660283637341036
WRD25,convnext_tiny,contrast,1.5,contrast_1_5,1553,68,0.0437862202189311,1.0,0.01159047005795235,0.0,0.012121212121212121,0.027895343325292088,0.0026660283637341036
WRD25,convnext_tiny,pixelate,0.5,pixelate_0_5,1553,808,0.5202833226014166,1.0,0.0,,0.0,0.46239057898011504,0.0026660283637341036
WRD25,convnext_tiny,pixelate,0.33,pixelate_0_33,1553,1436,0.9246619446233098,1.0,0.0,,0.0,0.7787378416200632,0.0026660283637341036
WRD25,convnext_tiny,pixelate,0.25,pixelate_0_25,1553,1441,0.9278815196394076,1.0,0.0,,0.0,0.7556169696365013,0.0026660283637341036
WRD25,convnext_tiny,scratch,mild,scratch_mild,1553,116,0.0746941403734707,1.0,0.0019317450096587251,0.0,0.0020876826722338203,0.22000445490827755,0.0026660283637341036
WRD25,convnext_tiny,scratch,moderate,scratch_moderate,1553,340,0.2189311010946555,1.0,0.0,,0.0,0.5024532596885475,0.0026660283637341036
WRD25,convnext_tiny,scratch,severe,scratch_severe,1553,556,0.3580167417900837,1.0,0.0,,0.0,0.6932254854775644,0.0026660283637341036
WRD25,convnext_tiny,rotation,45,rotation_45,1553,1016,0.6542176432710882,1.0,0.0,,0.0,0.5865818288306941,0.0026660283637341036
WRD25,convnext_tiny,rotation,90,rotation_90,1553,131,0.08435286542176433,1.0,0.0,,0.0,0.14290527828183872,0.0026660283637341036
WRD25,convnext_tiny,rotation,135,rotation_135,1553,1011,0.6509980682549903,1.0,0.0,,0.0,0.5976530992508241,0.0026660283637341036
WRD25,convnext_tiny,rotation,180,rotation_180,1553,70,0.04507405022537025,1.0,0.0,,0.0,0.07693886041950766,0.0026660283637341036
WRD25,convnext_tiny,compound,mild,compound_mild,1553,1134,0.7301996136509981,1.0,0.0,,0.0,0.6070101480903046,0.0026660283637341036
WRD25,convnext_tiny,compound,moderate,compound_moderate,1553,1431,0.9214423696072118,1.0,0.0,,0.0,0.8565845587555909,0.0026660283637341036
WRD25,convnext_tiny,compound,severe,compound_severe,1553,1508,0.9710238248551192,1.0,0.0,,0.0,0.9106912466763089,0.0026660283637341036
WRD25,convnext_tiny,compound_optical,mild,compound_optical_mild,1553,450,0.2897617514488088,1.0,0.0,,0.0,0.3780368667408214,0.0026660283637341036
WRD25,convnext_tiny,compound_optical,moderate,compound_optical_moderate,1553,1064,0.6851255634256278,1.0,0.0,,0.0,0.668806997486634,0.0026660283637341036
WRD25,convnext_tiny,compound_optical,severe,compound_optical_severe,1553,1239,0.7978106889890535,1.0,0.0,,0.0,0.8284063809692985,0.0026660283637341036
WRD25,convnext_tiny,compound_digital,mild,compound_digital_mild,1553,515,0.33161622665808116,1.0,0.0,,0.0,0.3375996765524477,0.0026660283637341036
WRD25,convnext_tiny,compound_digital,moderate,compound_digital_moderate,1553,948,0.6104314230521571,1.0,0.0,,0.0,0.5123639301075459,0.0026660283637341036
WRD25,convnext_tiny,compound_digital,severe,compound_digital_severe,1553,1170,0.7533805537669027,1.0,0.0,,0.0,0.6259180734934197,0.0026660283637341036
WRD25,convnext_tiny,compound_field,mild,compound_field_mild,1553,597,0.3844172569220863,1.0,0.0,,0.0,0.37731324894337365,0.0026660283637341036
WRD25,convnext_tiny,compound_field,moderate,compound_field_moderate,1553,1073,0.690920798454604,1.0,0.0,,0.0,0.5688005017526017,0.0026660283637341036
WRD25,convnext_tiny,compound_field,severe,compound_field_severe,1553,1197,0.7707662588538313,1.0,0.0,,0.0,0.6655059550183596,0.0026660283637341036
WRD25,swin_tiny,gaussian_blur,2,blur_2,1616,301,0.18626237623762376,1.0,0.0,,0.0,0.363734573689022,0.003750286644534374
WRD25,swin_tiny,gaussian_blur,4,blur_4,1616,859,0.531559405940594,1.0,0.0,,0.0,0.6475512313930759,0.003750286644534374
WRD25,swin_tiny,gaussian_blur,6,blur_6,1616,1112,0.6881188118811881,1.0,0.0,,0.0,0.7727465128295683,0.003750286644534374
WRD25,swin_tiny,gaussian_blur,8,blur_8,1616,1154,0.7141089108910891,1.0,0.0,,0.0,0.8265842930697819,0.003750286644534374
WRD25,swin_tiny,gaussian_blur,10,blur_10,1616,1224,0.7574257425742574,1.0,0.0,,0.0,0.8528157173422812,0.003750286644534374
WRD25,swin_tiny,gaussian_blur,12,blur_12,1616,1272,0.7871287128712872,1.0,0.0,,0.0,0.8660119607192837,0.003750286644534374
WRD25,swin_tiny,defocus_blur,3,defocus_3,1616,292,0.1806930693069307,1.0,0.0,,0.0,0.33156900891847474,0.003750286644534374
WRD25,swin_tiny,defocus_blur,5,defocus_5,1616,619,0.38304455445544555,1.0,0.0,,0.0,0.49131393673335255,0.003750286644534374
WRD25,swin_tiny,defocus_blur,8,defocus_8,1616,871,0.5389851485148515,1.0,0.0,,0.0,0.6273962514480717,0.003750286644534374
WRD25,swin_tiny,defocus_blur,11,defocus_11,1616,1046,0.6472772277227723,1.0,0.0,,0.0,0.7182266710562941,0.003750286644534374
WRD25,swin_tiny,defocus_blur,15,defocus_15,1616,1194,0.7388613861386139,1.0,0.0,,0.0,0.8098862377673299,0.003750286644534374
WRD25,swin_tiny,resize,1.33,resize_1_33,1616,143,0.08849009900990099,1.0,0.0,,0.0,0.18864136105716947,0.003750286644534374
WRD25,swin_tiny,resize,1.67,resize_1_67,1616,244,0.15099009900990099,1.0,0.0,,0.0,0.2717040439068771,0.003750286644534374
WRD25,swin_tiny,resize,2.0,resize_2_0,1616,391,0.24195544554455445,1.0,0.0,,0.0,0.38869842007509386,0.003750286644534374
WRD25,swin_tiny,illumination,0.7,brightness_0_7,1616,33,0.02042079207920792,1.0,0.022277227722772276,0.0,0.022741629816803537,0.021963898846893155,0.003750286644534374
WRD25,swin_tiny,illumination,0.85,brightness_0_85,1616,21,0.012995049504950494,1.0,0.26485148514851486,0.0,0.2683385579937304,0.005562050539131039,0.003750286644534374
WRD25,swin_tiny,illumination,1.15,brightness_1_15,1616,27,0.01670792079207921,1.0,0.2933168316831683,0.0,0.2983008181246067,0.0064168842178069126,0.003750286644534374
WRD25,swin_tiny,illumination,1.3,brightness_1_3,1616,42,0.02599009900990099,1.0,0.040222772277227724,0.0,0.041296060991105464,0.020782251283088894,0.003750286644534374
WRD25,swin_tiny,jpeg,10,jpeg_10,1616,581,0.359529702970297,1.0,0.0,,0.0,0.5637297793971903,0.003750286644534374
WRD25,swin_tiny,jpeg,20,jpeg_20,1616,338,0.20915841584158415,1.0,0.0,,0.0,0.39412710487818026,0.003750286644534374
WRD25,swin_tiny,jpeg,30,jpeg_30,1616,217,0.1342821782178218,1.0,0.0,,0.0,0.30476439717187653,0.003750286644534374
WRD25,swin_tiny,jpeg,50,jpeg_50,1616,117,0.0724009900990099,1.0,0.0,,0.0,0.21184874921221325,0.003750286644534374
WRD25,swin_tiny,jpeg,70,jpeg_70,1616,81,0.05012376237623763,1.0,0.0,,0.0,0.1482631376165414,0.003750286644534374
WRD25,swin_tiny,red_channel_shift,-45,color_shift_-45,1616,102,0.06311881188118812,1.0,0.0,,0.0,0.09699255817008275,0.003750286644534374
WRD25,swin_tiny,red_channel_shift,-30,color_shift_-30,1616,71,0.04393564356435643,1.0,0.007425742574257425,0.0,0.007766990291262136,0.06423693726309868,0.003750286644534374
WRD25,swin_tiny,red_channel_shift,30,color_shift_30,1616,73,0.04517326732673267,1.0,0.0,,0.0,0.058862082404505155,0.003750286644534374
WRD25,swin_tiny,red_channel_shift,45,color_shift_45,1616,92,0.05693069306930693,1.0,0.0,,0.0,0.08414736917733484,0.003750286644534374
WRD25,swin_tiny,green_channel_shift,-45,green_channel_shift_-45,1616,149,0.0922029702970297,1.0,0.0,,0.0,0.1378162115985965,0.003750286644534374
WRD25,swin_tiny,green_channel_shift,-30,green_channel_shift_-30,1616,98,0.06064356435643564,1.0,0.0,,0.0,0.09788992253151549,0.003750286644534374
WRD25,swin_tiny,green_channel_shift,30,green_channel_shift_30,1616,91,0.05631188118811881,1.0,0.009900990099009901,0.0,0.010491803278688525,0.07992144032120159,0.003750286644534374
WRD25,swin_tiny,green_channel_shift,45,green_channel_shift_45,1616,109,0.06745049504950495,1.0,0.0,,0.0,0.10902888064727766,0.003750286644534374
WRD25,swin_tiny,blue_channel_shift,-45,blue_channel_shift_-45,1616,115,0.07116336633663366,1.0,0.0049504950495049506,0.0,0.005329780146568954,0.08095132770741263,0.003750286644534374
WRD25,swin_tiny,blue_channel_shift,-30,blue_channel_shift_-30,1616,78,0.04826732673267327,1.0,0.02042079207920792,0.0,0.021456436931079324,0.044572000604215525,0.003750286644534374
WRD25,swin_tiny,blue_channel_shift,30,blue_channel_shift_30,1616,58,0.03589108910891089,1.0,0.0,,0.0,0.06522003985546586,0.003750286644534374
WRD25,swin_tiny,blue_channel_shift,45,blue_channel_shift_45,1616,95,0.058787128712871284,1.0,0.0,,0.0,0.09890632970197558,0.003750286644534374
WRD25,swin_tiny,gaussian_noise,0.02,gaussian_noise_0_02,1616,117,0.0724009900990099,1.0,0.0,,0.0,0.08847189558007654,0.003750286644534374
WRD25,swin_tiny,gaussian_noise,0.05,gaussian_noise_0_05,1616,142,0.08787128712871287,1.0,0.0,,0.0,0.13817316376942626,0.003750286644534374
WRD25,swin_tiny,gaussian_noise,0.1,gaussian_noise_0_1,1616,252,0.15594059405940594,1.0,0.0,,0.0,0.23598225560390707,0.003750286644534374
WRD25,swin_tiny,shot_noise,60,shot_noise_60,1616,275,0.17017326732673269,1.0,0.0,,0.0,0.20277124714019992,0.003750286644534374
WRD25,swin_tiny,shot_noise,30,shot_noise_30,1616,350,0.21658415841584158,1.0,0.0,,0.0,0.2759992113712538,0.003750286644534374
WRD25,swin_tiny,shot_noise,15,shot_noise_15,1616,468,0.2896039603960396,1.0,0.0,,0.0,0.4053397272828995,0.003750286644534374
WRD25,swin_tiny,impulse_noise,0.01,impulse_noise_0_01,1616,90,0.055693069306930694,1.0,0.0,,0.0,0.10880139001274607,0.003750286644534374
WRD25,swin_tiny,impulse_noise,0.03,impulse_noise_0_03,1616,182,0.11262376237623763,1.0,0.0,,0.0,0.24035252149310732,0.003750286644534374
WRD25,swin_tiny,impulse_noise,0.05,impulse_noise_0_05,1616,316,0.19554455445544555,1.0,0.0,,0.0,0.3223287592256412,0.003750286644534374
WRD25,swin_tiny,motion_blur,5,motion_blur_5,1616,186,0.1150990099009901,1.0,0.0,,0.0,0.20158182490012763,0.003750286644534374
WRD25,swin_tiny,motion_blur,9,motion_blur_9,1616,337,0.20853960396039603,1.0,0.0,,0.0,0.38266107819411876,0.003750286644534374
WRD25,swin_tiny,motion_blur,15,motion_blur_15,1616,651,0.40284653465346537,1.0,0.0,,0.0,0.5717979908600547,0.003750286644534374
WRD25,swin_tiny,zoom_blur,1.05,zoom_blur_1_05,1616,485,0.3001237623762376,1.0,0.0,,0.0,0.3278311492622884,0.003750286644534374
WRD25,swin_tiny,zoom_blur,1.1,zoom_blur_1_1,1616,964,0.5965346534653465,1.0,0.0,,0.0,0.5657647747549593,0.003750286644534374
WRD25,swin_tiny,zoom_blur,1.2,zoom_blur_1_2,1616,1198,0.7413366336633663,1.0,0.0,,0.0,0.6628867182818098,0.003750286644534374
WRD25,swin_tiny,contrast,0.5,contrast_0_5,1616,66,0.04084158415841584,1.0,0.0,,0.0,0.06962257805831804,0.003750286644534374
WRD25,swin_tiny,contrast,0.75,contrast_0_75,1616,34,0.02103960396039604,1.0,0.06064356435643564,0.0,0.061946902654867256,0.01739322385740504,0.003750286644534374
WRD25,swin_tiny,contrast,1.25,contrast_1_25,1616,28,0.017326732673267328,1.0,0.11076732673267327,0.0,0.11272040302267003,0.010697207252839647,0.003750286644534374
WRD25,swin_tiny,contrast,1.5,contrast_1_5,1616,49,0.03032178217821782,1.0,0.017326732673267328,0.0,0.017868538608806637,0.02971284335032184,0.003750286644534374
WRD25,swin_tiny,pixelate,0.5,pixelate_0_5,1616,1150,0.7116336633663366,1.0,0.0,,0.0,0.5847369319405302,0.003750286644534374
WRD25,swin_tiny,pixelate,0.33,pixelate_0_33,1616,1295,0.8013613861386139,1.0,0.0,,0.0,0.6362233613104292,0.003750286644534374
WRD25,swin_tiny,pixelate,0.25,pixelate_0_25,1616,1532,0.948019801980198,1.0,0.0,,0.0,0.9267836629980531,0.003750286644534374
WRD25,swin_tiny,scratch,mild,scratch_mild,1616,69,0.0426980198019802,1.0,0.0,,0.0,0.17701781757844948,0.003750286644534374
WRD25,swin_tiny,scratch,moderate,scratch_moderate,1616,167,0.10334158415841584,1.0,0.0,,0.0,0.3719036076807906,0.003750286644534374
WRD25,swin_tiny,scratch,severe,scratch_severe,1616,303,0.1875,1.0,0.0,,0.0,0.5432310815675708,0.003750286644534374
WRD25,swin_tiny,rotation,45,rotation_45,1616,654,0.40470297029702973,1.0,0.0,,0.0,0.4520803799250894,0.003750286644534374
WRD25,swin_tiny,rotation,90,rotation_90,1616,128,0.07920792079207921,1.0,0.0,,0.0,0.17129792596852467,0.003750286644534374
WRD25,swin_tiny,rotation,135,rotation_135,1616,661,0.4090346534653465,1.0,0.0,,0.0,0.47049422995862084,0.003750286644534374
WRD25,swin_tiny,rotation,180,rotation_180,1616,72,0.04455445544554455,1.0,0.0,,0.0,0.08115862549477831,0.003750286644534374
WRD25,swin_tiny,compound,mild,compound_mild,1616,1051,0.6503712871287128,1.0,0.0,,0.0,0.7099706619653846,0.003750286644534374
WRD25,swin_tiny,compound,moderate,compound_moderate,1616,1432,0.8861386138613861,1.0,0.0,,0.0,0.9215815123211466,0.003750286644534374
WRD25,swin_tiny,compound,severe,compound_severe,1616,1557,0.963490099009901,1.0,0.0,,0.0,0.9319958472323339,0.003750286644534374
WRD25,swin_tiny,compound_optical,mild,compound_optical_mild,1616,328,0.20297029702970298,1.0,0.0,,0.0,0.40309476002573663,0.003750286644534374
WRD25,swin_tiny,compound_optical,moderate,compound_optical_moderate,1616,982,0.6076732673267327,1.0,0.0,,0.0,0.6904339281180323,0.003750286644534374
WRD25,swin_tiny,compound_optical,severe,compound_optical_severe,1616,1207,0.7469059405940595,1.0,0.0,,0.0,0.8482057001383884,0.003750286644534374
WRD25,swin_tiny,compound_digital,mild,compound_digital_mild,1616,471,0.29146039603960394,1.0,0.0,,0.0,0.48312755817736014,0.003750286644534374
WRD25,swin_tiny,compound_digital,moderate,compound_digital_moderate,1616,1051,0.6503712871287128,1.0,0.0,,0.0,0.6461845568566325,0.003750286644534374
WRD25,swin_tiny,compound_digital,severe,compound_digital_severe,1616,1418,0.8774752475247525,1.0,0.0,,0.0,0.7674775016144814,0.003750286644534374
WRD25,swin_tiny,compound_field,mild,compound_field_mild,1616,524,0.32425742574257427,1.0,0.0,,0.0,0.4178627487176869,0.003750286644534374
WRD25,swin_tiny,compound_field,moderate,compound_field_moderate,1616,1051,0.6503712871287128,1.0,0.0,,0.0,0.6790758175989552,0.003750286644534374
WRD25,swin_tiny,compound_field,severe,compound_field_severe,1616,1312,0.8118811881188119,1.0,0.0,,0.0,0.8187102004140192,0.003750286644534374
WRD25,efficientnet_b3,gaussian_blur,2,blur_2,1622,261,0.16091245376078914,1.0,0.0,,0.0,0.2660980143422304,0.003245175720893218
WRD25,efficientnet_b3,gaussian_blur,4,blur_4,1622,926,0.5709001233045623,1.0,0.0,,0.0,0.5891137244519908,0.003245175720893218
WRD25,efficientnet_b3,gaussian_blur,6,blur_6,1622,1033,0.6368680641183724,1.0,0.0,,0.0,0.7410266892892565,0.003245175720893218
WRD25,efficientnet_b3,gaussian_blur,8,blur_8,1622,1103,0.6800246609124537,1.0,0.0,,0.0,0.812356912161325,0.003245175720893218
WRD25,efficientnet_b3,gaussian_blur,10,blur_10,1622,1128,0.6954377311960542,1.0,0.0,,0.0,0.848760307193689,0.003245175720893218
WRD25,efficientnet_b3,gaussian_blur,12,blur_12,1622,1177,0.7256473489519112,1.0,0.0,,0.0,0.8643019977015076,0.003245175720893218
WRD25,efficientnet_b3,defocus_blur,3,defocus_3,1622,223,0.1374845869297164,1.0,0.0,,0.0,0.20777087859595428,0.003245175720893218
WRD25,efficientnet_b3,defocus_blur,5,defocus_5,1622,534,0.32922318125770655,1.0,0.0,,0.0,0.3623114121666081,0.003245175720893218
WRD25,efficientnet_b3,defocus_blur,8,defocus_8,1622,861,0.530826140567201,1.0,0.0,,0.0,0.5121881548461434,0.003245175720893218
WRD25,efficientnet_b3,defocus_blur,11,defocus_11,1622,938,0.5782983970406905,1.0,0.0,,0.0,0.6331170428583069,0.003245175720893218
WRD25,efficientnet_b3,defocus_blur,15,defocus_15,1622,1038,0.6399506781750924,1.0,0.0,,0.0,0.7539817837875357,0.003245175720893218
WRD25,efficientnet_b3,resize,1.33,resize_1_33,1622,142,0.08754623921085081,1.0,0.0,,0.0,0.15577277205969442,0.003245175720893218
WRD25,efficientnet_b3,resize,1.67,resize_1_67,1622,205,0.12638717632552404,1.0,0.0,,0.0,0.21513493213990909,0.003245175720893218
WRD25,efficientnet_b3,resize,2.0,resize_2_0,1622,312,0.19235511713933415,1.0,0.0,,0.0,0.2840626767050108,0.003245175720893218
WRD25,efficientnet_b3,illumination,0.7,brightness_0_7,1622,47,0.028976572133168926,1.0,0.12330456226880394,0.0,0.12698412698412698,0.013819120564256309,0.003245175720893218
WRD25,efficientnet_b3,illumination,0.85,brightness_0_85,1622,19,0.011713933415536375,1.0,0.34895191122071517,0.0,0.35308796007485965,0.004144096466951875,0.003245175720893218
WRD25,efficientnet_b3,illumination,1.15,brightness_1_15,1622,23,0.014180024660912454,1.0,0.34155363748458695,0.0,0.3464665415884928,0.005494084099537945,0.003245175720893218
WRD25,efficientnet_b3,illumination,1.3,brightness_1_3,1622,48,0.029593094944512947,1.0,0.09617755856966707,0.0,0.09911054637865312,0.017903876231507423,0.003245175720893218
WRD25,efficientnet_b3,jpeg,10,jpeg_10,1622,560,0.34525277435265106,1.0,0.0,,0.0,0.29992730140746166,0.003245175720893218
WRD25,efficientnet_b3,jpeg,20,jpeg_20,1622,307,0.18927250308261406,1.0,0.0,,0.0,0.1869050628604219,0.003245175720893218
WRD25,efficientnet_b3,jpeg,30,jpeg_30,1622,217,0.1337854500616523,1.0,0.0,,0.0,0.13934010381569242,0.003245175720893218
WRD25,efficientnet_b3,jpeg,50,jpeg_50,1622,139,0.08569667077681874,1.0,0.0,,0.0,0.0935221801119091,0.003245175720893218
WRD25,efficientnet_b3,jpeg,70,jpeg_70,1622,77,0.047472256473489516,1.0,0.017879161528976572,0.0,0.018770226537216828,0.056623140520728796,0.003245175720893218
WRD25,efficientnet_b3,red_channel_shift,-45,color_shift_-45,1622,125,0.07706535141800247,1.0,0.0,,0.0,0.08282777203826222,0.003245175720893218
WRD25,efficientnet_b3,red_channel_shift,-30,color_shift_-30,1622,83,0.051171393341553635,1.0,0.0030826140567200987,0.0,0.003248862897985705,0.058711553221888424,0.003245175720893218
WRD25,efficientnet_b3,red_channel_shift,30,color_shift_30,1622,79,0.04870530209617756,1.0,0.0006165228113440197,0.0,0.0006480881399870382,0.04791868968163999,0.003245175720893218
WRD25,efficientnet_b3,red_channel_shift,45,color_shift_45,1622,118,0.07274969173859433,1.0,0.0,,0.0,0.0689404112390497,0.003245175720893218
