failure_threshold,failure_rate,auc_roc,avg_precision
0.1,0.550125313283208,0.9836692026065824,0.9867167022962999
0.15,0.5,0.9792652056205677,0.9792660817744264
0.2,0.44862155388471175,0.9747127348908073,0.9705990056288478
0.25,0.41040100250626566,0.9752074697211834,0.9661542115604236
0.3,0.37969924812030076,0.9711821182118212,0.9560646196299698
0.4,0.3107769423558897,0.9625549853372434,0.924166426492293
