pair,n_species,source_acc_resubstitution_mean,source_acc_heldout_image_mean,source_acc_heldout_image_std,source_acc_leave_one_species_out_mean,source_acc_leave_one_species_out_std,cross_source_species_acc_mean,cross_source_species_acc_std,source_to_species_ratio_mean,source_to_species_ratio_std,between_source_dist_mean,between_species_dist_mean,n_backbones
BFS46<->FSDM41,24,0.9677469535908738,0.9679245283018868,0.012645263687347866,0.9437792329279702,0.01720571104638247,0.3415208441561043,0.04215027111889725,0.6874931020178027,0.07400376369159518,0.6054437586239406,0.878288094486509,7
