scope,n,intercept,beta_mmd2,beta_spread,standardized_beta_mmd2,standardized_beta_spread,r2_mmd_plus_spread
tier_c_direction_backbone_cells,28,1.592811094751232,-3.3321599182551243,-0.5373837274006825,-0.1635542063875699,-0.0497123259705,0.8718946838898263
eight_condition_groups,8,-5.716552878432216,7.699892420483675,10.856319803671191,0.5110443823774099,0.37090822985154037,0.7759995611710637
