dataset,backbone,perturbation,severity,tag,feature_drift,intra_clean,intra_shift,delta_intra,inter_clean,inter_shift,delta_inter,fgcs_clean,fgcs_shift,delta_fgcs,fsr_clean,fsr_shift,delta_fsr,accuracy,acc_clean,drop
PCA11,convnext_tiny,gaussian_blur,2,blur_2,0.38064244389533997,0.19992902874946594,0.18904750049114227,-0.01088152825832367,0.25388213992118835,0.275135338306427,0.021253198385238647,0.7874875673079215,0.6871073038265774,-0.1003802634813441,1.2698613178345994,1.4553767576488976,0.1855154398142982,0.7175544233441408,0.9271885132005556,0.2096340898564149
PCA11,convnext_tiny,gaussian_blur,4,blur_4,0.6259461045265198,0.19992902874946594,0.19121362268924713,-0.008715406060218811,0.25388213992118835,0.24956732988357544,-0.004314810037612915,0.7874875673079215,0.7661805043891337,-0.02130706291878781,1.2698613178345994,1.3051754701032074,0.03531415226860801,0.5530338119499768,0.9271885132005556,0.3741547012505789
PCA11,convnext_tiny,gaussian_blur,6,blur_6,0.7386246919631958,0.19992902874946594,0.16441690921783447,-0.03551211953163147,0.25388213992118835,0.1958305835723877,-0.05805155634880066,0.7874875673079215,0.8395874955714395,0.05209992826351806,1.2698613178345994,1.1910610928279495,-0.07880022500664996,0.4057433997220935,0.9271885132005556,0.5214451134784621
PCA11,convnext_tiny,gaussian_blur,8,blur_8,0.7975384593009949,0.19992902874946594,0.13561385869979858,-0.06431517004966736,0.25388213992118835,0.15225501358509064,-0.10162712633609772,0.7874875673079215,0.8907020892550653,0.10321452194714387,1.2698613178345994,1.1227098398706412,-0.14715147796395822,0.3215377489578508,0.9271885132005556,0.6056507642427049
PCA11,convnext_tiny,gaussian_blur,10,blur_10,0.8278893232345581,0.19992902874946594,0.11522074788808823,-0.08470828086137772,0.25388213992118835,0.12624874711036682,-0.12763339281082153,0.7874875673079215,0.9126486442464423,0.12516107693852085,1.2698613178345994,1.0957119218926603,-0.17414939594193912,0.2795738767948124,0.9271885132005556,0.6476146364057433
PCA11,convnext_tiny,gaussian_blur,12,blur_12,0.8453851342201233,0.19992902874946594,0.10391830652952194,-0.096010722219944,0.25388213992118835,0.11780478805303574,-0.13607735186815262,0.7874875673079215,0.882122944635645,0.09463537732772354,1.2698613178345994,1.1336288281369251,-0.13623248969767432,0.2309402501157943,0.9271885132005556,0.6962482630847614
PCA11,convnext_tiny,defocus_blur,3,defocus_3,0.31168892979621887,0.19992902874946594,0.19174911081790924,-0.008179917931556702,0.25388213992118835,0.26995211839675903,0.01606997847557068,0.7874875673079215,0.7103078573959852,-0.07717970991193623,1.2698613178345994,1.4078402619197214,0.137978944085122,0.7446039833256137,0.9271885132005556,0.182584529874942
PCA11,convnext_tiny,defocus_blur,5,defocus_5,0.4649139642715454,0.19992902874946594,0.19625088572502136,-0.00367814302444458,0.25388213992118835,0.2674405574798584,0.013558417558670044,0.7874875673079215,0.7338112348191672,-0.05367633248875425,1.2698613178345994,1.3627482825967219,0.09288696476212244,0.6281611857341362,0.9271885132005556,0.2990273274664196
PCA11,convnext_tiny,defocus_blur,8,defocus_8,0.5985020995140076,0.19992902874946594,0.1849733293056488,-0.014955699443817139,0.25388213992118835,0.2261226624250412,-0.027759477496147156,0.7874875673079215,0.8180220740456157,0.0305345067376942,1.2698613178345994,1.222460898951532,-0.04740041888306745,0.5086614173228347,0.9271885132005556,0.4185270958777211
PCA11,convnext_tiny,defocus_blur,11,defocus_11,0.673507809638977,0.19992902874946594,0.17065313458442688,-0.029275894165039062,0.25388213992118835,0.18698148429393768,-0.06690065562725067,0.7874875673079215,0.9126739753341438,0.12518640802622238,1.2698613178345994,1.095681510622547,-0.1741798072120524,0.4021306160259379,0.9271885132005556,0.5250578971746178
PCA11,convnext_tiny,defocus_blur,15,defocus_15,0.7365163564682007,0.19992902874946594,0.156751811504364,-0.04317721724510193,0.25388213992118835,0.1529257446527481,-0.10095639526844025,0.7874875673079215,1.025019115390308,0.23753154808238663,1.2698613178345994,0.975591562133179,-0.29426975570142044,0.3128300138953219,0.9271885132005556,0.6143584993052338
PCA11,convnext_tiny,resize,1.33,resize_1_33,0.14821751415729523,0.19992902874946594,0.20148661732673645,0.0015575885772705078,0.25388213992118835,0.2439287006855011,-0.009953439235687256,0.7874875673079215,0.8260061926313234,0.03851862532340189,1.2698613178345994,1.2106446766632613,-0.05921664117133818,0.9140342751273738,0.9271885132005556,0.0131542380731819
PCA11,convnext_tiny,resize,1.67,resize_1_67,0.20624463260173798,0.19992902874946594,0.20756417512893677,0.007635146379470825,0.25388213992118835,0.23083944618701935,-0.023042693734169006,0.7874875673079215,0.8991711709478559,0.11168360363993446,1.2698613178345994,1.1121353000517753,-0.15772601778282413,0.8479851783232978,0.9271885132005556,0.0792033348772579
PCA11,convnext_tiny,resize,2.0,resize_2_0,0.2706592082977295,0.19992902874946594,0.20882190763950348,0.008892878890037537,0.25388213992118835,0.21706485748291016,-0.0368172824382782,0.7874875673079215,0.9620254059593426,0.17453783865142114,1.2698613178345994,1.0394735875013497,-0.23038773033324977,0.7285780453913849,0.9271885132005556,0.1986104678091708
PCA11,convnext_tiny,illumination,0.7,brightness_0_7,0.012189648114144802,0.19992902874946594,0.19917887449264526,-0.0007501542568206787,0.25388213992118835,0.259456068277359,0.005573928356170654,0.7874875673079215,0.7676786124721611,-0.019808954835760395,1.2698613178345994,1.302628448615616,0.03276713078101667,0.9569245020842982,0.9271885132005556,-0.0297359888837425
PCA11,convnext_tiny,illumination,0.85,brightness_0_85,0.004872131627053022,0.19992902874946594,0.20074786245822906,0.0008188337087631226,0.25388213992118835,0.2591874599456787,0.0053053200244903564,0.7874875673079215,0.7745276816258874,-0.0129598856820341,1.2698613178345994,1.2911094383364086,0.02124812050180913,0.9579434923575728,0.9271885132005556,-0.0307549791570171
PCA11,convnext_tiny,illumination,1.15,brightness_1_15,0.009942058473825455,0.19992902874946594,0.201058030128479,0.0011290013790130615,0.25388213992118835,0.24928773939609528,-0.004594400525093079,0.7874875673079215,0.8065299585753646,0.019042391267443115,1.2698613178345994,1.2398795473963253,-0.029981770438274102,0.9572950440018528,0.9271885132005556,-0.0301065308012969
PCA11,convnext_tiny,illumination,1.3,brightness_1_3,0.0364285409450531,0.19992902874946594,0.20855973660945892,0.008630707859992981,0.25388213992118835,0.2503657639026642,-0.00351637601852417,0.7874875673079215,0.8330201915727649,0.04553262426484339,1.2698613178345994,1.2004510936427277,-0.0694102241918717,0.9484946734599352,0.9271885132005556,-0.0213061602593793
PCA11,convnext_tiny,jpeg,10,jpeg_10,0.42539870738983154,0.19992902874946594,0.225997656583786,0.02606862783432007,0.25388213992118835,0.29512083530426025,0.0412386953830719,0.7874875673079215,0.7657800790336934,-0.02170748827422808,1.2698613178345994,1.3058579445705343,0.035996626735934845,0.6548402037980546,0.9271885132005556,0.2723483094025011
PCA11,convnext_tiny,jpeg,20,jpeg_20,0.3162364363670349,0.19992902874946594,0.22078342735767365,0.020854398608207703,0.25388213992118835,0.29677078127861023,0.042888641357421875,0.7874875673079215,0.7439527112691084,-0.04353485603881302,1.2698613178345994,1.3441714572074086,0.07431013937280917,0.7637795275590551,0.9271885132005556,0.1634089856415006
PCA11,convnext_tiny,jpeg,30,jpeg_30,0.26375821232795715,0.19992902874946594,0.21684855222702026,0.01691952347755432,0.25388213992118835,0.28549158573150635,0.03160944581031799,0.7874875673079215,0.7595619733289016,-0.027925593979019836,1.2698613178345994,1.3165482674406939,0.04668694960609443,0.8143584993052339,0.9271885132005556,0.1128300138953218
