dataset,backbone,perturbation,severity,tag,feature_drift,intra_clean,intra_shift,delta_intra,inter_clean,inter_shift,delta_inter,fgcs_clean,fgcs_shift,delta_fgcs,fsr_clean,fsr_shift,delta_fsr,accuracy,acc_clean,drop
PCA11,swin_tiny,gaussian_blur,2,blur_2,0.3924448788166046,0.249220609664917,0.24282416701316833,-0.006396442651748657,0.3415157198905945,0.38989707827568054,0.04838135838508606,0.7297485742230416,0.6227904248143074,-0.10695814940873427,1.3703349829284603,1.605676581007427,0.2353415980789666,0.7637795275590551,0.9294117647058824,0.1656322371468271
PCA11,swin_tiny,gaussian_blur,4,blur_4,0.6368922591209412,0.249220609664917,0.20072858035564423,-0.048492029309272766,0.3415157198905945,0.2880754768848419,-0.053440243005752563,0.7297485742230416,0.6967916274104977,-0.03295694681254391,1.3703349829284603,1.4351492765725706,0.06481429364411029,0.5094951366373321,0.9294117647058824,0.4199166280685501
PCA11,swin_tiny,gaussian_blur,6,blur_6,0.7704543471336365,0.249220609664917,0.1501230150461197,-0.0990975946187973,0.3415157198905945,0.19904106855392456,-0.14247465133666992,0.7297485742230416,0.7542313560552861,0.024482781832244505,1.3703349829284603,1.325853124471132,-0.04448185845732833,0.3748031496062992,0.9294117647058824,0.554608615099583
PCA11,swin_tiny,gaussian_blur,8,blur_8,0.8318593502044678,0.249220609664917,0.11974196135997772,-0.12947864830493927,0.3415157198905945,0.14531590044498444,-0.19619981944561005,0.7297485742230416,0.8240114192136268,0.09426284499058513,1.3703349829284603,1.2135754149551996,-0.15675956797326074,0.289763779527559,0.9294117647058824,0.6396479851783232
PCA11,swin_tiny,gaussian_blur,10,blur_10,0.8592170476913452,0.249220609664917,0.09969403594732285,-0.14952657371759415,0.3415157198905945,0.12828071415424347,-0.213235005736351,0.7297485742230416,0.7771552926299717,0.047406718406930115,1.3703349829284603,1.2867441159872943,-0.08359086694116602,0.2358499305233904,0.9294117647058824,0.6935618341824918
PCA11,swin_tiny,gaussian_blur,12,blur_12,0.870164155960083,0.249220609664917,0.08843529969453812,-0.16078530997037888,0.3415157198905945,0.12711967527866364,-0.21439604461193085,0.7297485742230416,0.6956853807302127,-0.034063193492828936,1.3703349829284603,1.437431384500806,0.06709640157234564,0.201389532190829,0.9294117647058824,0.7280222325150532
PCA11,swin_tiny,defocus_blur,3,defocus_3,0.3311828076839447,0.249220609664917,0.24674667418003082,-0.0024739354848861694,0.3415157198905945,0.38030752539634705,0.038791805505752563,0.7297485742230416,0.6488082872482672,-0.0809402869747744,1.3703349829284603,1.5412873411978303,0.17095235826936994,0.8080592867068087,0.9294117647058824,0.1213524779990735
PCA11,swin_tiny,defocus_blur,5,defocus_5,0.4694461226463318,0.249220609664917,0.22338342666625977,-0.025837182998657227,0.3415157198905945,0.3479537069797516,0.0064379870891571045,0.7297485742230416,0.6419918000162564,-0.08775677420678518,1.3703349829284603,1.5576522939618203,0.1873173110333599,0.6404817044928207,0.9294117647058824,0.2889300602130615
PCA11,swin_tiny,defocus_blur,8,defocus_8,0.5879320502281189,0.249220609664917,0.2076188176870346,-0.041601791977882385,0.3415157198905945,0.28950822353363037,-0.05200749635696411,0.7297485742230416,0.717143075084072,-0.012605499138969578,1.3703349829284603,1.3944218869892429,0.02408690406078251,0.4855951829550718,0.9294117647058824,0.4438165817508104
PCA11,swin_tiny,defocus_blur,11,defocus_11,0.6776856184005737,0.249220609664917,0.19151024520397186,-0.05771036446094513,0.3415157198905945,0.22868508100509644,-0.11283063888549805,0.7297485742230416,0.8374409225221994,0.10769234829915775,1.3703349829284603,1.1941140838785453,-0.176220899049915,0.387772116720704,0.9294117647058824,0.5416396479851782
