dataset,backbone,perturbation,severity,tag,feature_drift,intra_clean,intra_shift,delta_intra,inter_clean,inter_shift,delta_inter,fgcs_clean,fgcs_shift,delta_fgcs,fsr_clean,fsr_shift,delta_fsr,accuracy,acc_clean,drop
WRD25,efficientnet_b3,gaussian_blur,2,blur_2,0.27443182468414307,0.21882998943328857,0.22567056119441986,0.006840571761131287,0.3965671956539154,0.44388148188591003,0.04731428623199463,0.5518106183050545,0.5084027390275846,-0.04340787927746992,1.8122159429834954,1.9669445564213266,0.15472861343783118,0.8164967562557924,0.912037037037037,0.0955402807812445
WRD25,efficientnet_b3,gaussian_blur,4,blur_4,0.5841032862663269,0.21882998943328857,0.23352286219596863,0.014692872762680054,0.3965671956539154,0.4035055637359619,0.006938368082046509,0.5518106183050545,0.5787351729027874,0.026924554597732908,1.8122159429834954,1.72790603858455,-0.08430990439894548,0.4235403151065802,0.912037037037037,0.4884967219304568
WRD25,efficientnet_b3,gaussian_blur,6,blur_6,0.7354651689529419,0.21882998943328857,0.21421411633491516,-0.004615873098373413,0.3965671956539154,0.35397034883499146,-0.04259684681892395,0.5518106183050545,0.6051753121128636,0.05336469380780906,1.8122159429834954,1.6524137386052236,-0.15980220437827186,0.3174235403151065,0.912037037037037,0.5946134967219304
WRD25,efficientnet_b3,gaussian_blur,8,blur_8,0.8080727458000183,0.21882998943328857,0.1922433078289032,-0.026586681604385376,0.3965671956539154,0.30032026767730713,-0.09624692797660828,0.5518106183050545,0.6401276521086077,0.08831703380355316,1.8122159429834954,1.5621884114925475,-0.2500275314909479,0.298887859128823,0.912037037037037,0.613149177908214
WRD25,efficientnet_b3,gaussian_blur,10,blur_10,0.8456928133964539,0.21882998943328857,0.18377816677093506,-0.035051822662353516,0.3965671956539154,0.2726854979991913,-0.12388169765472412,0.5518106183050545,0.6739565107766754,0.12214589247162089,1.8122159429834954,1.4837752644418973,-0.3284406785415981,0.2622798887859129,0.912037037037037,0.6497571482511241
WRD25,efficientnet_b3,gaussian_blur,12,blur_12,0.8617795705795288,0.21882998943328857,0.18439267575740814,-0.03443731367588043,0.3965671956539154,0.28482648730278015,-0.11174070835113525,0.5518106183050545,0.6473859840197815,0.09557536571472702,1.8122159429834954,1.5446735404908674,-0.26754240249262806,0.2377201112140871,0.912037037037037,0.6743169258229499
WRD25,efficientnet_b3,defocus_blur,3,defocus_3,0.21135492622852325,0.21882998943328857,0.21885773539543152,2.7745962142944336e-05,0.3965671956539154,0.4317370057106018,0.0351698100566864,0.5518106183050545,0.506923734821412,-0.04488688348364256,1.8122159429834954,1.972683327507436,0.1604673845239406,0.8632993512511585,0.912037037037037,0.0487376857858784
WRD25,efficientnet_b3,defocus_blur,5,defocus_5,0.3624134659767151,0.21882998943328857,0.22644652426242828,0.0076165348291397095,0.3965671956539154,0.4417167007923126,0.04514950513839722,0.5518106183050545,0.5126510359609415,-0.039159582344112986,1.8122159429834954,1.9506446488019762,0.13842870581848077,0.7159406858202039,0.912037037037037,0.1960963512168331
WRD25,efficientnet_b3,defocus_blur,8,defocus_8,0.5051332116127014,0.21882998943328857,0.24217115342617035,0.023341163992881775,0.3965671956539154,0.4576396644115448,0.061072468757629395,0.5518106183050545,0.5291743095248654,-0.022636308780189074,1.8122159429834954,1.8897364856919814,0.07752054270848596,0.4990732159406858,0.912037037037037,0.4129638210963511
WRD25,efficientnet_b3,defocus_blur,11,defocus_11,0.6258103251457214,0.21882998943328857,0.24680736660957336,0.02797737717628479,0.3965671956539154,0.4414975047111511,0.04493030905723572,0.5518106183050545,0.5590232424326986,0.007212624127644118,1.8122159429834954,1.788834388438493,-0.02338155454500246,0.3989805375347544,0.912037037037037,0.5130564995022826
WRD25,efficientnet_b3,defocus_blur,15,defocus_15,0.7482424974441528,0.21882998943328857,0.2342369109392166,0.01540692150592804,0.3965671956539154,0.38475391268730164,-0.01181328296661377,0.5518106183050545,0.6087966963173844,0.05698607801232991,1.8122159429834954,1.6425844720396927,-0.1696314709438027,0.2970342910101946,0.912037037037037,0.6150027460268424
WRD25,efficientnet_b3,resize,1.33,resize_1_33,0.15759927034378052,0.21882998943328857,0.2589212656021118,0.04009127616882324,0.3965671956539154,0.39876988530158997,0.0022026896476745605,0.5518106183050545,0.6492999475281075,0.09748932922305298,1.8122159429834954,1.5401202538318564,-0.27209568915163906,0.9309545875810936,0.912037037037037,-0.0189175505440566
WRD25,efficientnet_b3,resize,1.67,resize_1_67,0.2171160727739334,0.21882998943328857,0.2701198160648346,0.05128982663154602,0.3965671956539154,0.39332523941993713,-0.0032419562339782715,0.5518106183050545,0.6867594270410875,0.134948808736033,1.8122159429834954,1.456113976197624,-0.35610196678587136,0.8957367933271547,0.912037037037037,0.0163002437098822
WRD25,efficientnet_b3,resize,2.0,resize_2_0,0.2878514230251312,0.21882998943328857,0.28421610593795776,0.06538611650466919,0.3965671956539154,0.39239710569381714,-0.004170089960098267,0.5518106183050545,0.7243073453241224,0.17249672701906793,1.8122159429834954,1.3806293784753862,-0.43158656450810917,0.8271547729379055,0.912037037037037,0.0848822640991314
WRD25,efficientnet_b3,illumination,0.7,brightness_0_7,0.014040419831871986,0.21882998943328857,0.21981531381607056,0.0009853243827819824,0.3965671956539154,0.40664663910865784,0.010079443454742432,0.5518106183050545,0.5405560815598796,-0.011254536745174959,1.8122159429834954,1.8499468123905032,0.03773086940700776,0.9569045412418906,0.912037037037037,-0.0448675042048536
WRD25,efficientnet_b3,illumination,0.85,brightness_0_85,0.004137016367167234,0.21882998943328857,0.22017115354537964,0.0013411641120910645,0.3965671956539154,0.40206000208854675,0.005492806434631348,0.5518106183050545,0.5476077013422757,-0.004202916962778858,1.8122159429834954,1.826124792527273,0.01390884954377758,0.9564411492122336,0.912037037037037,-0.0444041121751965
