dataset,backbone,class,image,condition,perturbation,severity,sgi,csi,feature_drift,cam_entropy,delta_entropy,cam_js_distance,cam_js_divergence
WRD25,resnet50,0,5-Cassia_siamea080.jpg,defocus_3,defocus_blur,3,0.000241851806640625,0.7122771774415931,0.0074155330657958984,1.524110884220761,-0.060079710703185185,0.1108207032084465,0.012281228259614585
WRD25,resnet50,0,01201.jpg,defocus_3,defocus_blur,3,0.003084564208984375,0.6472578141370154,0.009918928146362305,1.5783934592527007,0.030510038862981093,0.11273913830518723,0.012710113305796134
WRD25,resnet50,0,5-Cassia_siamea097.jpg,defocus_3,defocus_blur,3,0.000225830078125,0.8911851027279526,0.0074959397315979,1.5688789285875009,-0.00891363121513411,0.01757640391588211,0.000308929974614236
WRD25,resnet50,0,5-Cassia_siamea038.jpg,defocus_3,defocus_blur,3,0.00054931640625,0.7727277173545947,0.007938981056213379,1.5584764007387857,-0.02277067267488664,0.08080033212900162,0.006528693672156971
WRD25,resnet50,0,5-Cassia_siamea010.jpg,defocus_3,defocus_blur,3,0.000339508056640625,0.7777650352899083,0.007397174835205078,1.5757800139588016,-0.0047148383474915345,0.06676739454269409,0.004457884974019777
WRD25,resnet50,0,5-Cassia_siamea095.jpg,defocus_3,defocus_blur,3,0.000357818603515625,0.8635698460674758,0.007862210273742676,1.5769606601395731,-0.007594645396972632,0.03507475554943085,0.00123023847685233
WRD25,resnet50,0,20180108110717.jpg,defocus_3,defocus_blur,3,0.000579071044921875,0.6544869330957266,0.005470633506774902,1.33258052515143,-0.13723713155905748,0.10323026031255722,0.010656486644198326
WRD25,resnet50,0,01105.jpg,defocus_3,defocus_blur,3,0.002161407470703125,0.7284790988192005,0.009137928485870361,1.5022400290488824,0.09001370125346941,0.059490665793418884,0.0035391393165442597
WRD25,resnet50,0,5-Cassia_siamea054.jpg,defocus_3,defocus_blur,3,0.00038604736328125,0.7793561805887518,0.0074656009674072266,1.570023833005156,-0.0049357589718663775,0.09210633486509323,0.008483576922280689
WRD25,resnet50,0,5-Cassia_siamea053.jpg,defocus_3,defocus_blur,3,0.000365447998046875,0.9140576843355824,0.007832646369934082,1.5814031360282153,0.004300679748655334,0.011984819546341896,0.00014363589955837877
WRD25,resnet50,1,20180115180251.jpg,defocus_3,defocus_blur,3,0.00127105712890625,0.8367900503660524,0.005357325077056885,1.4334324067248012,-0.07269532157161551,0.049953900277614594,0.0024953921529458634
WRD25,resnet50,1,WIN_20171014_15_52_23_Pro.jpg,defocus_3,defocus_blur,3,0.00125732421875,0.7634245388998603,0.005665242671966553,1.4915344437017861,0.053008420195736594,0.04387325048446655,0.0019248621080727446
WRD25,resnet50,1,20180115180049.jpg,defocus_3,defocus_blur,3,0.000799560546875,0.6963562759238408,0.008499860763549805,1.3966561303805711,-0.1420513180648857,0.1010378748178482,0.010208652147707165
WRD25,resnet50,1,20180115180322.jpg,defocus_3,defocus_blur,3,0.000506591796875,0.7779897376567987,0.006443500518798828,1.3580204323537788,-0.08203858851736578,0.08497624099254608,0.007220961533223269
WRD25,resnet50,1,20180115175948.jpg,defocus_3,defocus_blur,3,0.000836181640625,0.7337711378832746,0.0062454938888549805,1.4464279525225208,-0.08501376444716646,0.06524310261011124,0.004256662438193504
WRD25,resnet50,1,20180115180217.jpg,defocus_3,defocus_blur,3,0.000420379638671875,0.8742494012133731,0.004972517490386963,1.3045804817528601,0.02044646740889111,0.037902623414993286,0.0014366088617387973
WRD25,resnet50,1,WIN_20171014_15_51_07_Pro.jpg,defocus_3,defocus_blur,3,0.001404571533203125,0.7215888619389265,0.005824565887451172,1.3633362040394594,0.10951597765858301,0.06522079557180405,0.004253752175019054
WRD25,resnet50,1,20180115175936.jpg,defocus_3,defocus_blur,3,0.00083465576171875,0.8233783825041909,0.006185591220855713,1.550810257105422,-0.005410160530890273,0.04853171110153198,0.0023553269824425627
WRD25,resnet50,1,WIN_20171014_15_50_38_Pro.jpg,defocus_3,defocus_blur,3,0.001123046875,0.5769867796390046,0.006153762340545654,1.5081773566988266,0.13178835918810283,0.11868778616189957,0.014086790584012798
WRD25,resnet50,1,20180115180055.jpg,defocus_3,defocus_blur,3,0.000826263427734375,0.6631008361548218,0.00724184513092041,1.4272832325996827,-0.10228080844572451,0.07405071705579758,0.00548350869647779
WRD25,resnet50,2,95b53916-d122-11e8-a233-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.00123138427734375,0.8064784438757712,0.005273282527923584,1.4599132921889904,-0.05651958475491603,0.044038012623786926,0.0019393465558528167
WRD25,resnet50,2,20180108105744.jpg,defocus_3,defocus_blur,3,0.00199432373046875,0.6070249413313563,0.006411433219909668,1.5802551025873743,0.10802562212302536,0.11303596943616867,0.012777130386374458
WRD25,resnet50,2,196cd24c-d122-11e8-83e7-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.001177978515625,0.6598386880242179,0.004846155643463135,1.5412370290461843,0.12122955996887308,0.14437797665596008,0.020845000143268955
WRD25,resnet50,2,20180108105833.jpg,defocus_3,defocus_blur,3,0.00261383056640625,0.7074681675252719,0.006694316864013672,1.5155443232401955,-0.02177760394063033,0.031701717525720596,0.0010049988940805804
WRD25,resnet50,2,88cc1c38-d122-11e8-989d-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.002039337158203125,0.7058875361657586,0.004885315895080566,1.582212742650142,0.08295142992794835,0.12128585577011108,0.014710258809888188
WRD25,resnet50,2,c43e2f18-d122-11e8-ad2a-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.001688385009765625,0.7181828588807481,0.004932284355163574,1.5251687937781293,-0.026710585715189028,0.11162690818309784,0.012460566630517755
WRD25,resnet50,2,85819dbe-d122-11e8-8aa4-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.00209808349609375,0.7328779611544901,0.00460505485534668,1.5743171493469348,0.08985644053483477,0.09571364521980286,0.00916110188126229
WRD25,resnet50,2,WIN_20171029_13_36_00_Pro.jpg,defocus_3,defocus_blur,3,0.002362823486328125,0.6823751179090515,0.007693886756896973,1.5520156353677148,0.032372725203482666,0.06355275958776474,0.004038953251220223
WRD25,resnet50,2,WIN_20171029_13_34_41_Pro.jpg,defocus_3,defocus_blur,3,0.002211761474609375,0.6265030688535688,0.007715106010437012,1.5434007207027105,0.02311395942893868,0.08883565664291382,0.007891773891177678
WRD25,resnet50,2,b5896ec0-d121-11e8-ac03-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.001685333251953125,0.36560964550295066,0.005405247211456299,1.3426171099702704,-0.03846676336266941,0.39271482825279236,0.1542249363296202
WRD25,resnet50,3,20180108104935.jpg,defocus_3,defocus_blur,3,0.0029052734375,0.5178108317314255,0.006314396858215332,1.58483476346334,0.13966033572123804,0.15812844038009644,0.025004603657041713
WRD25,resnet50,3,WIN_20171029_11_48_46_Pro.jpg,defocus_3,defocus_blur,3,0.00233306884765625,0.5981243665372339,0.010386943817138672,1.5433096330459466,-0.021840518469091075,0.05466961860656738,0.0029887671985875386
WRD25,resnet50,3,20180108104934.jpg,defocus_3,defocus_blur,3,0.00268402099609375,0.7682117771456456,0.0057950615882873535,1.5760212749009117,0.002529584315337008,0.007312580477446318,5.3473833239129015e-05
WRD25,resnet50,3,20180108104941.jpg,defocus_3,defocus_blur,3,0.002429962158203125,0.6542503746917648,0.00589144229888916,1.5729998376674095,0.04463886739899059,0.06835809350013733,0.004672828946973517
WRD25,resnet50,3,64d50d82-d125-11e8-b034-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.00153045654296875,0.7059022247110484,0.004727303981781006,1.4636489706496993,-0.06932303624422365,0.10241007804870605,0.010487824085942066
WRD25,resnet50,3,20180108105019.jpg,defocus_3,defocus_blur,3,0.0020751953125,0.8416716323138275,0.005506634712219238,1.5366630421144274,-0.013805408178648282,0.019702618941664696,0.00038819319316044446
WRD25,resnet50,3,8717f642-d126-11e8-83a1-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.001148223876953125,0.7668128208461402,0.005671381950378418,1.557825256079309,-0.013944917094185216,0.02707810513675213,0.000733223777797002
WRD25,resnet50,3,20180108104922.jpg,defocus_3,defocus_blur,3,0.0025726318359375,0.7472892101506475,0.006567597389221191,1.5251856321013917,-0.023889422275767513,0.037041060626506805,0.0013720401723365527
WRD25,resnet50,3,20180108104957.jpg,defocus_3,defocus_blur,3,0.00252838134765625,0.7213997063665308,0.006066799163818359,1.5612968738705417,-0.004179336112805299,0.00678614154458046,4.6051717063080866e-05
WRD25,resnet50,3,9a4e7ac4-d126-11e8-9324-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.000862884521484375,0.7492890005994094,0.005588531494140625,1.5614501969168093,0.0191036305922212,0.07063096016645432,0.004988732534035256
WRD25,resnet50,4,438e4b48-d125-11e8-b1e9-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.000963592529296875,0.8200147263178451,0.004431426525115967,1.508777914787806,0.08103998921911537,0.06249973550438881,0.003906216938118559
WRD25,resnet50,4,WIN_20171029_13_48_23_Pro.jpg,defocus_3,defocus_blur,3,0.0006317138671875,0.54278725769827,0.006415307521820068,1.4449584616703763,-0.1164008959927263,0.0976950153708458,0.009544316028309796
WRD25,resnet50,4,WIN_20171029_13_44_23_Pro.jpg,defocus_3,defocus_blur,3,0.001607513427734375,0.7476330944828428,0.007719278335571289,1.4373198935993594,0.029640683787767852,0.029505999758839607,0.000870604021768643
WRD25,resnet50,4,WIN_20171029_13_45_52_Pro.jpg,defocus_3,defocus_blur,3,0.00204010009765625,0.7214436189064245,0.008296608924865723,1.568865771646745,0.03049918274493546,0.03965383395552635,0.0015724265473724547
WRD25,resnet50,4,WIN_20171029_13_42_56_Pro.jpg,defocus_3,defocus_blur,3,0.001935577392578125,0.7355411449407202,0.008176088333129883,1.4296430375199098,0.03167323649702958,0.01731257326900959,0.0002997251931948254
WRD25,resnet50,4,20180108103854.jpg,defocus_3,defocus_blur,3,0.00078125,0.18830331003502154,0.006519198417663574,1.4269947104698713,-0.08910709397722227,0.14386984705924988,0.02069853289285195
WRD25,resnet50,4,WIN_20171029_13_45_05_Pro.jpg,defocus_3,defocus_blur,3,0.000862884521484375,0.3225003137443401,0.0067792534828186035,1.4388881512202492,-0.0407971158023801,0.23062585294246674,0.05318828404544029
WRD25,resnet50,4,WIN_20171029_13_42_37_Pro.jpg,defocus_3,defocus_blur,3,0.00210418701171875,0.7050001557089352,0.008140027523040771,1.5432257658382496,-0.015618201729562076,0.03845894709229469,0.0014790906114479224
WRD25,resnet50,4,20180108104500.jpg,defocus_3,defocus_blur,3,0.00264892578125,0.750424405867613,0.007664680480957031,1.5528561094843014,-0.019384056407948158,0.035855863243341446,0.0012856429289252042
WRD25,resnet50,4,WIN_20171029_13_40_11_Pro.jpg,defocus_3,defocus_blur,3,0.000812530517578125,0.5804850830271628,0.004845917224884033,1.3020691420447728,-0.25458823653854035,0.1869036853313446,0.03493298759043828
WRD25,resnet50,5,20180108104802.jpg,defocus_3,defocus_blur,3,0.0021392822265625,0.7287389492380191,0.006428360939025879,1.559558309813102,-0.02512288565467613,0.06588318943977356,0.00434059465075709
WRD25,resnet50,5,20180108104759.jpg,defocus_3,defocus_blur,3,0.001956939697265625,0.7358518249422904,0.006177127361297607,1.5817502168243869,-0.0019282481443547717,0.03593409061431885,0.001291258868278078
WRD25,resnet50,5,20180108104830.jpg,defocus_3,defocus_blur,3,0.001369476318359375,0.8234603274354853,0.005783677101135254,1.53508393952246,-0.002426785697384304,0.015717366710305214,0.00024703561630621054
WRD25,resnet50,5,WIN_20171029_13_06_38_Pro.jpg,defocus_3,defocus_blur,3,0.0006866455078125,0.42149480906029746,0.01120978593826294,1.1706402318379963,-0.3914604739261378,0.247243270277977,0.06112923469774878
WRD25,resnet50,5,20180108104743.jpg,defocus_3,defocus_blur,3,0.001793670654296875,0.7294783576412073,0.006105661392211914,1.5102290835362395,0.020309163711658584,0.07681146264076233,0.005900000793013227
WRD25,resnet50,5,20180108104827.jpg,defocus_3,defocus_blur,3,0.00067596435546875,0.3269908295320016,0.005368649959564209,1.1925121632812794,-0.3903836276790509,0.28402864933013916,0.08067227364030316
WRD25,resnet50,5,20180108104739.jpg,defocus_3,defocus_blur,3,0.001900482177734375,0.5487205183192571,0.006527721881866455,1.5629561280662931,0.09965607818261324,0.18668611347675323,0.034851704965055186
WRD25,resnet50,5,20180108104804.jpg,defocus_3,defocus_blur,3,0.00250701904296875,0.5629603856725156,0.005787253379821777,1.571528452017733,0.08036605216898107,0.1669500470161438,0.027872318198692625
WRD25,resnet50,5,20180108104727.jpg,defocus_3,defocus_blur,3,0.00199432373046875,0.7443818392174806,0.0068607330322265625,1.5692628390784942,-0.014522387933371794,0.039691511541604996,0.0015754160884573626
WRD25,resnet50,5,20180108104809.jpg,defocus_3,defocus_blur,3,0.0020965576171875,0.823359931217809,0.006156563758850098,1.5002744292953656,0.026361789766669697,0.027785329148173332,0.0007720245158723306
WRD25,resnet50,6,20180108103727.jpg,defocus_3,defocus_blur,3,0.0011199951171875,0.6046112753237841,0.004852116107940674,1.3463985722692278,0.17268605068899445,0.10818397253751755,0.011703771913998351
WRD25,resnet50,6,20180108103729.jpg,defocus_3,defocus_blur,3,0.001920318603515625,0.8155581957990664,0.004772305488586426,1.5333327100521466,-0.013323753532658023,0.01866205409169197,0.00034827226292123703
WRD25,resnet50,6,20180319132354.jpg,defocus_3,defocus_blur,3,0.0015106201171875,0.8044748523284264,0.005217313766479492,1.375837377325193,-0.00969563707573573,0.017680972814559937,0.0003126167996692075
WRD25,resnet50,6,20180108103723.jpg,defocus_3,defocus_blur,3,0.001300811767578125,0.5904017171002606,0.0048950910568237305,1.381500035259211,0.23403741454325555,0.12631841003894806,0.015956340714767814
WRD25,resnet50,6,20180319132346.jpg,defocus_3,defocus_blur,3,0.002254486083984375,0.7682804244557627,0.006053924560546875,1.5179925580295262,-0.0354687062127228,0.047877904027700424,0.0022922936940856925
WRD25,resnet50,6,20180108103656.jpg,defocus_3,defocus_blur,3,0.00100860595703125,0.8162195457389565,0.00469207763671875,1.4727517019747547,0.00376410640515501,0.0030531021766364574,9.321432900982274e-06
WRD25,resnet50,6,20180108103701.jpg,defocus_3,defocus_blur,3,0.002072906494140625,0.744755117707193,0.006066799163818359,1.5658350558904408,-0.017600946821556773,0.05452258884906769,0.00297271269480448
WRD25,resnet50,6,20180108103700.jpg,defocus_3,defocus_blur,3,0.00206756591796875,0.7942295054985621,0.004995226860046387,1.5518391523934905,-0.003055801028360783,0.007220648694783449,5.213776757347793e-05
WRD25,resnet50,6,20180108103716.jpg,defocus_3,defocus_blur,3,0.002207183837890625,0.8438258857912989,0.005146682262420654,1.542490690959112,0.0020502894159100116,0.0032269812654703856,1.0413408087696851e-05
WRD25,resnet50,6,20180319132401.jpg,defocus_3,defocus_blur,3,0.001927947998046875,0.708365066768419,0.006177425384521484,1.4813958898521498,-0.05876339605839642,0.07967954874038696,0.006348830487471702
WRD25,resnet50,7,WIN_20171014_15_07_18_Pro.jpg,defocus_3,defocus_blur,3,0.001297760009765625,0.3063731901034745,0.007223188877105713,1.5698769669157095,0.013601730633151732,0.05690602958202362,0.0032382962027901474
WRD25,resnet50,7,3fb2faac-d123-11e8-bfe1-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.001409149169921875,0.6153597140844104,0.004826247692108154,1.438577878485718,-0.05480828763182277,0.17216750979423523,0.029641651428748084
WRD25,resnet50,7,2f3bb118-d124-11e8-88b3-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.000780487060546875,0.7998612909987255,0.0059247612953186035,1.4001424102073394,-0.070499625438182,0.0432271845638752,0.0018685894853193302
WRD25,resnet50,7,WIN_20171014_15_08_10_Pro.jpg,defocus_3,defocus_blur,3,0.001296234130859375,0.7318695698912983,0.006363928318023682,1.5778839438930348,0.008959381630532226,0.03815527260303497,0.0014558248274119112
WRD25,resnet50,7,35243c4e-d124-11e8-a39a-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.000811767578125,0.3084405663555411,0.005659699440002441,1.140363133330147,-0.2561129501558439,0.44874241948127747,0.2013697590419108
WRD25,resnet50,7,WIN_20170906_16_11_12_Pro.jpg,defocus_3,defocus_blur,3,0.00151824951171875,0.7990012038150328,0.005964994430541992,1.5583562284607293,0.038711023468917194,0.0391392782330513,0.0015318831006042033
WRD25,resnet50,7,20180108105238.jpg,defocus_3,defocus_blur,3,0.000438690185546875,0.8560271487254557,0.004834651947021484,1.5263024501818907,0.0001553218257068778,0.029453115537762642,0.0008674860148807952
WRD25,resnet50,7,976830e6-d123-11e8-a4cd-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.0011627197265625,0.813766809616414,0.004932761192321777,1.390453465006496,0.06703774766702919,0.031439851969480515,0.0009884642918628478
WRD25,resnet50,7,a1e6b0ec-d123-11e8-911d-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.0012664794921875,0.7956046480840188,0.005022168159484863,1.5233438264926282,0.08951148295155531,0.0687030777335167,0.004720112890057637
WRD25,resnet50,7,7a91c8d8-d123-11e8-a3df-b8ca3af93c9a.jpg,defocus_3,defocus_blur,3,0.001345062255859375,0.841199189485016,0.00469440221786499,1.469719394447015,0.06475006727041976,0.0424320213496685,0.0018004764358187236
WRD25,resnet50,8,2-Dalbergia_stevensonii029.jpg,defocus_3,defocus_blur,3,0.000995635986328125,0.29231229353844995,0.006555676460266113,1.5617656194540173,0.0034178924740051464,0.13078758120536804,0.01710539139755074
WRD25,resnet50,8,2-Dalbergia_stevensonii065.jpg,defocus_3,defocus_blur,3,0.000897979736328125,0.815788660155549,0.004927396774291992,1.5266374426438913,0.051696930135701535,0.04320461302995682,0.0018666385870683144
WRD25,resnet50,8,2-Dalbergia_stevensonii055.jpg,defocus_3,defocus_blur,3,0.001117706298828125,0.8710427251181169,0.006017327308654785,1.539322665786174,0.006643430559545083,0.025986474007368088,0.0006752968313356172
WRD25,resnet50,8,2-Dalbergia_stevensonii031.jpg,defocus_3,defocus_blur,3,0.001265716552734375,0.854651334664863,0.006131887435913086,1.562999743373919,0.024117611918182957,0.03364245593547821,0.001131814841370593
WRD25,resnet50,8,2-Dalbergia_stevensonii054.jpg,defocus_3,defocus_blur,3,0.001132965087890625,0.8829463171563061,0.006057798862457275,1.555476221132178,0.003285196946496871,0.018108949065208435,0.00032793403624631345
WRD25,resnet50,8,2-Dalbergia_stevensonii024.jpg,defocus_3,defocus_blur,3,0.001137542724609375,0.874044205521777,0.006663918495178223,1.5177336167725106,0.040988767244844126,0.0297332052141428,0.0008840634923063286
WRD25,resnet50,8,2-Dalbergia_stevensonii030.jpg,defocus_3,defocus_blur,3,0.000897216796875,0.8084984091973428,0.006265163421630859,1.5673244897536303,-0.007562480160874241,0.0342683382332325,0.0011743190052672242
WRD25,resnet50,8,2-Dalbergia_stevensonii080.jpg,defocus_3,defocus_blur,3,0.001338958740234375,0.8334814413365362,0.006106138229370117,1.4571992240021447,-0.008532611096065956,0.02087743580341339,0.00043586732572564735
