dataset,backbone,condition,image_idx,label,cam_pct_c0,cam_pct_c1,cam_pct_c2,entropy
WRD25,resnet50,clean,0,0,0.6174735426902771,0.16748882830142975,0.21503764390945435,1.3380588165691
WRD25,resnet50,clean,1,0,0.33204010128974915,0.15131942927837372,0.5166404843330383,1.432615624147467
WRD25,resnet50,clean,2,0,0.13726787269115448,0.4767899513244629,0.38594210147857666,1.4328572063321645
WRD25,resnet50,clean,3,0,0.0,0.4137318432331085,0.5862681865692139,0.9784185319973401
WRD25,resnet50,clean,4,0,0.0,0.320352703332901,0.6796473264694214,0.9047645902020907
WRD25,resnet50,clean,5,0,0.0,0.3783544600009918,0.6216455698013306,0.9568715287081908
WRD25,resnet50,clean,6,0,0.3425768315792084,0.18954592943191528,0.4678773283958435,1.4969444267347556
WRD25,resnet50,clean,7,0,0.3107524812221527,0.33447399735450745,0.35477352142333984,1.5828563545157146
WRD25,resnet50,clean,8,0,0.46560123562812805,0.0028378742281347513,0.5315609574317932,1.0221120894201587
WRD25,resnet50,clean,9,0,0.2879604399204254,0.3089745044708252,0.4030649662017822,1.5691165547946904
WRD25,resnet50,clean,10,0,0.271205872297287,0.5109981894493103,0.2177959829568863,1.4844363667334082
WRD25,resnet50,clean,11,0,0.30558153986930847,0.23116523027420044,0.4632532000541687,1.5253806529542573
WRD25,resnet50,clean,12,0,0.3089982569217682,0.34182289242744446,0.34917882084846497,1.582958989556657
WRD25,resnet50,clean,13,0,0.22264701128005981,0.4182659089565277,0.35908716917037964,1.539071517422839
WRD25,resnet50,clean,14,0,0.32956308126449585,0.16150009632110596,0.5089368224143982,1.44849147543137
WRD25,resnet50,clean,15,0,0.3844100832939148,0.0043221875093877316,0.6112676858901978,0.998232142635818
WRD25,resnet50,clean,16,0,0.3993014097213745,0.007982163690030575,0.5927162766456604,1.0317380489583636
WRD25,resnet50,clean,17,0,0.0,0.33213505148887634,0.667864978313446,0.9170928818528066
WRD25,resnet50,clean,18,1,0.5299482345581055,0.45502516627311707,0.015026639215648174,1.0933798483033361
WRD25,resnet50,clean,19,1,0.18148502707481384,0.8001735210418701,0.018341420218348503,0.8099852492579156
WRD25,resnet50,clean,20,1,0.0,0.29113999009132385,0.7088599801063538,0.8701893120364111
WRD25,resnet50,clean,21,1,0.0054140533320605755,0.5993409752845764,0.39524486660957336,1.0127112586912632
WRD25,resnet50,clean,22,1,0.031237786635756493,0.4735909700393677,0.49517112970352173,1.1689772458698218
WRD25,resnet50,clean,23,1,0.009745180606842041,0.6228674650192261,0.3673872947692871,1.0212660976519627
WRD25,resnet50,clean,24,1,0.01075289212167263,0.6351348161697388,0.35411226749420166,1.016603752934873
WRD25,resnet50,clean,25,2,0.004673623479902744,0.433509886264801,0.5618164539337158,1.0262685989042486
WRD25,resnet50,clean,26,2,0.6167603135108948,0.37809106707572937,0.005148629192262888,0.9996895353429408
WRD25,resnet50,clean,27,2,0.1245708242058754,0.5712239146232605,0.3042052984237671,1.358091073689398
WRD25,resnet50,clean,28,2,0.4534190595149994,0.5093819499015808,0.037198975682258606,1.1897520667723243
WRD25,resnet50,clean,29,2,0.0,0.5418068766593933,0.4581931531429291,0.9949509865925403
WRD25,resnet50,clean,30,2,0.5971282720565796,0.38688167929649353,0.01598997972905636,1.069644990389776
WRD25,resnet50,clean,31,2,0.006241798400878906,0.9510303735733032,0.04272782430052757,0.3089585134742765
WRD25,resnet50,clean,32,2,0.019758200272917747,0.909070611000061,0.07117112725973129,0.5082332903836255
WRD25,resnet50,clean,33,2,0.04211129620671272,0.8620874881744385,0.09580112993717194,0.7011745263970288
WRD25,resnet50,clean,34,2,0.5934332609176636,0.3981610834598541,0.008405672386288643,1.0337011263183462
WRD25,resnet50,clean,35,2,0.3017403483390808,0.6953609585762024,0.002898699836805463,0.9105162733154533
WRD25,resnet50,clean,36,3,0.0011404474498704076,0.5584007501602173,0.44045883417129517,1.0015840690245132
WRD25,resnet50,clean,37,3,0.0,0.71029132604599,0.28970867395401,0.8683446272069316
WRD25,resnet50,clean,38,3,5.366754703572951e-05,0.2924369275569916,0.707509458065033,0.8726603409496224
WRD25,resnet50,clean,39,3,0.022865528240799904,0.9231485724449158,0.05398585647344589,0.45848120734870146
WRD25,resnet50,clean,40,3,0.6735737323760986,0.09894955158233643,0.22747667133808136,1.2001477413081307
WRD25,resnet50,clean,41,4,0.20529980957508087,0.7865064740180969,0.008193787187337875,0.798238697128362
WRD25,resnet50,clean,42,4,0.0,0.31392958760261536,0.686070442199707,0.8976575300994694
WRD25,resnet50,clean,43,4,0.002733771223574877,0.8111818432807922,0.18608444929122925,0.7196112312064112
WRD25,resnet50,clean,44,4,0.809257447719574,0.185827374458313,0.00491528632119298,0.7359654203727442
WRD25,resnet50,clean,45,4,0.41359519958496094,0.14265188574790955,0.4437530040740967,1.4477246637936059
WRD25,resnet50,clean,46,5,7.659920811420307e-05,0.40617626905441284,0.5937471389770508,0.9755492146602753
WRD25,resnet50,clean,47,5,0.0039022183045744896,0.3583388030529022,0.6377589702606201,0.9756338723222961
WRD25,resnet50,clean,48,5,0.0,0.3084329664707184,0.6915670037269592,0.8913563126984283
WRD25,resnet50,clean,49,5,0.00778489513322711,0.5958020687103271,0.3964129686355591,1.0288358763909589
WRD25,resnet50,clean,50,6,0.3471148908138275,0.629379391670227,0.023505840450525284,1.0774866182310685
WRD25,resnet50,clean,51,6,0.0,0.4509863257408142,0.5490137338638306,0.9930571625582278
WRD25,resnet50,clean,52,6,0.0019611367024481297,0.42275363206863403,0.5752851366996765,1.0016222261209986
