dataset,backbone,condition,image_idx,label,cam_pct_c0,cam_pct_c1,cam_pct_c2,entropy
WRD25,dinov2_b,clean,0,0,0.55979984998703,0.15195007622241974,0.28825005888938904,1.3989081727121944
WRD25,dinov2_b,clean,1,0,0.07741175591945648,0.367713063955307,0.5548751950263977,1.2880014806347664
WRD25,dinov2_b,clean,2,0,0.2809688448905945,0.5327799916267395,0.18625116348266602,1.4501697506171642
WRD25,dinov2_b,clean,3,0,0.26468607783317566,0.016097858548164368,0.719215989112854,0.9454582052806666
WRD25,dinov2_b,clean,4,0,0.4597424864768982,0.5382086038589478,0.0020489804446697235,1.0147482338835851
WRD25,dinov2_b,clean,5,0,0.26109421253204346,0.01169772818684578,0.7272080183029175,0.9151002134249706
WRD25,dinov2_b,clean,6,0,0.16201840341091156,0.5608842372894287,0.27709731459617615,1.4063822879596068
WRD25,dinov2_b,clean,7,0,0.3181650936603546,0.6002141833305359,0.08162076026201248,1.2627379392616576
WRD25,dinov2_b,clean,8,0,0.37784314155578613,0.5642822980880737,0.05787470191717148,1.2342846555518476
WRD25,dinov2_b,clean,9,0,0.42054417729377747,0.5699799656867981,0.009475856088101864,1.0514973583201097
WRD25,dinov2_b,clean,10,0,0.23666630685329437,0.38963139057159424,0.37370243668556213,1.5525462512775214
WRD25,dinov2_b,clean,11,0,0.5594518184661865,0.046481214463710785,0.3940671682357788,1.20397863516672
WRD25,dinov2_b,clean,12,0,0.3720512092113495,0.616549015045166,0.01139961276203394,1.0344607721206929
WRD25,dinov2_b,clean,13,0,0.1936091035604477,0.49121323227882385,0.31517764925956726,1.487406663201209
WRD25,dinov2_b,clean,14,0,0.40297427773475647,0.5858607888221741,0.01116491761058569,1.052714868383756
WRD25,dinov2_b,clean,15,0,0.3965824842453003,0.5587453842163086,0.04467211291193962,1.1986933276217673
WRD25,dinov2_b,clean,16,0,0.40140676498413086,0.5373252630233765,0.061267998069524765,1.2569441394411376
WRD25,dinov2_b,clean,17,0,0.26145029067993164,0.6940518021583557,0.04449782148003578,1.0714945516131429
WRD25,dinov2_b,clean,18,1,0.42279577255249023,0.2460407018661499,0.33116352558135986,1.550848379072035
WRD25,dinov2_b,clean,19,1,0.09422820806503296,0.5787581205368042,0.32701367139816284,1.3050573556093221
WRD25,dinov2_b,clean,20,1,0.21571438014507294,0.571443498134613,0.2128421515226364,1.4137645801842595
WRD25,dinov2_b,clean,21,1,0.4617404043674469,0.4247031509876251,0.11355645209550858,1.3958779081726391
WRD25,dinov2_b,clean,22,1,0.2879372537136078,0.40697604417800903,0.3050867021083832,1.567551489323526
WRD25,dinov2_b,clean,23,1,0.07869857549667358,0.4657815098762512,0.45551997423171997,1.318795822840141
WRD25,dinov2_b,clean,24,1,0.43494364619255066,0.15326184034347534,0.41179439425468445,1.4642248211210476
WRD25,dinov2_b,clean,25,2,0.5326700210571289,0.42870187759399414,0.038628142327070236,1.1892118804597502
WRD25,dinov2_b,clean,26,2,0.42457884550094604,0.2861328423023224,0.28928831219673157,1.5589327462698095
WRD25,dinov2_b,clean,27,2,0.28925982117652893,0.6063937544822693,0.10434649139642715,1.2954930946326941
WRD25,dinov2_b,clean,28,2,0.5013044476509094,0.3809187114238739,0.11777682602405548,1.393272661516337
WRD25,dinov2_b,clean,29,2,0.6228052377700806,0.31679487228393555,0.060399919748306274,1.1954115189541028
WRD25,dinov2_b,clean,30,2,0.48813071846961975,0.4647308886051178,0.047138359397649765,1.2265613300384917
WRD25,dinov2_b,clean,31,2,0.07341594249010086,0.32898470759391785,0.5975992679595947,1.2481415902756738
WRD25,dinov2_b,clean,32,2,0.45481589436531067,0.44815364480018616,0.09703046828508377,1.3624451642666433
WRD25,dinov2_b,clean,33,2,0.39209064841270447,0.28751829266548157,0.3203910291194916,1.5727619304932647
WRD25,dinov2_b,clean,34,2,0.3748376667499542,0.4511304199695587,0.17403197288513184,1.4877230683735778
WRD25,dinov2_b,clean,35,2,0.34469106793403625,0.6041029095649719,0.0512060783803463,1.188472430375264
WRD25,dinov2_b,clean,36,3,0.22652487456798553,0.3201412260532379,0.45333391427993774,1.5287516842005464
WRD25,dinov2_b,clean,37,3,0.47330620884895325,0.47711747884750366,0.049576353281736374,1.2350072190295491
WRD25,dinov2_b,clean,38,3,0.054686903953552246,0.5493996143341064,0.3959134519100189,1.2332391030275511
WRD25,dinov2_b,clean,39,3,0.46094390749931335,0.42505231499671936,0.11400382220745087,1.3968228784639782
WRD25,dinov2_b,clean,40,3,0.3834778070449829,0.38096603751182556,0.2355562001466751,1.5520098055735287
WRD25,dinov2_b,clean,41,4,0.35213208198547363,0.6115590929985046,0.03630881756544113,1.1377912038580045
WRD25,dinov2_b,clean,42,4,0.5136100053787231,0.4170571267604828,0.06933292001485825,1.2868576346388636
WRD25,dinov2_b,clean,43,4,0.09793060272932053,0.4985543191432953,0.4035150706768036,1.3572343170352936
WRD25,dinov2_b,clean,44,4,0.3146308362483978,0.5386630296707153,0.14670605957508087,1.4118986029698244
WRD25,dinov2_b,clean,45,4,0.5320960879325867,0.3556298613548279,0.11227411031723022,1.3689900418465244
WRD25,dinov2_b,clean,46,5,0.3642573952674866,0.33027830719947815,0.3054642081260681,1.581204265299029
WRD25,dinov2_b,clean,47,5,0.4790782928466797,0.24927324056625366,0.27164849638938904,1.5189648718309159
WRD25,dinov2_b,clean,48,5,0.4319745600223541,0.25931137800216675,0.30871403217315674,1.5515285875575273
WRD25,dinov2_b,clean,49,5,0.2179880440235138,0.41199952363967896,0.37001243233680725,1.5368616926210215
WRD25,dinov2_b,clean,50,6,0.42200982570648193,0.3417874574661255,0.2362026870250702,1.546376386642218
WRD25,dinov2_b,clean,51,6,0.335946649312973,0.37640872597694397,0.28764474391937256,1.5763558480820004
WRD25,dinov2_b,clean,52,6,0.23131874203681946,0.36191269755363464,0.4067685902118683,1.5470951197377856
WRD25,dinov2_b,clean,53,7,0.5563007593154907,0.3791637122631073,0.06453556567430496,1.2563144363169994
WRD25,dinov2_b,clean,54,7,0.7226136922836304,0.24382205307483673,0.03356420621275902,0.99949915970606
WRD25,dinov2_b,clean,55,7,0.7564883828163147,0.025787293910980225,0.2177242934703827,0.9195229054265233
WRD25,dinov2_b,clean,56,7,0.6646717190742493,0.039339520037174225,0.29598870873451233,1.095184247882424
WRD25,dinov2_b,clean,57,7,0.300017774105072,0.6635369658470154,0.03644521161913872,1.087883568828309
WRD25,dinov2_b,clean,58,7,0.48789528012275696,0.32968437671661377,0.18242038786411285,1.4806986001374964
WRD25,dinov2_b,clean,59,7,0.5758643746376038,0.3016640245914459,0.12247148156166077,1.3511005259308773
WRD25,dinov2_b,clean,60,7,0.4827922284603119,0.32130327820777893,0.19590453803539276,1.4942017804651249
WRD25,dinov2_b,clean,61,7,0.5081467032432556,0.2559897303581238,0.23586350679397583,1.4910675263499846
WRD25,dinov2_b,clean,62,7,0.4730549454689026,0.4061118960380554,0.12083315849304199,1.4072373811725276
WRD25,dinov2_b,clean,63,7,0.5322003960609436,0.427058607339859,0.040741052478551865,1.1966088150101015
WRD25,dinov2_b,clean,64,7,0.49485763907432556,0.4187016189098358,0.08644069731235504,1.3334509066305735
WRD25,dinov2_b,clean,65,7,0.43882670998573303,0.517434298992157,0.04373909905552864,1.2107751096264674
WRD25,dinov2_b,clean,66,7,0.5926868915557861,0.2652594745159149,0.14205381274223328,1.3550726339011376
WRD25,dinov2_b,clean,67,7,0.36126509308815,0.3482472002506256,0.29048779606819153,1.578690425875549
WRD25,dinov2_b,clean,68,7,0.5995133519172668,0.0667378306388855,0.33374881744384766,1.2315367638140773
WRD25,dinov2_b,clean,69,8,0.5918386578559875,0.35873040556907654,0.04943085089325905,1.192883928042073
WRD25,dinov2_b,clean,70,8,0.8794764876365662,0.07788293063640594,0.04264052212238312,0.6438437061813599
WRD25,dinov2_b,clean,71,8,0.4087115526199341,0.3673991560935974,0.22388926148414612,1.5417295677266076
WRD25,dinov2_b,clean,72,8,0.3184430003166199,0.4627154469490051,0.21884150803089142,1.5198733572622096
WRD25,dinov2_b,clean,73,8,0.5234525203704834,0.25823479890823364,0.21831274032592773,1.472544596222614
WRD25,dinov2_b,clean,74,8,0.7286387085914612,0.13662485778331757,0.13473644852638245,1.1147630669057211
WRD25,dinov2_b,clean,75,8,0.8606292009353638,0.1338420957326889,0.00552871311083436,0.6161453539419364
WRD25,dinov2_b,clean,76,8,0.7435236573219299,0.23438280820846558,0.022093549370765686,0.9299903569836101
WRD25,dinov2_b,clean,77,8,0.7690815329551697,0.1917150765657425,0.03920343890786171,0.93136459673836
WRD25,dinov2_b,clean,78,8,0.7951020002365112,0.1486092507839203,0.05628874897956848,0.9054009568020044
WRD25,dinov2_b,clean,79,8,0.7937647104263306,0.12691716849803925,0.07931817322969437,0.9324636548231486
WRD25,dinov2_b,clean,80,8,0.6836577653884888,0.16863666474819183,0.14770565927028656,1.21570196028831
WRD25,dinov2_b,clean,81,8,0.4879590570926666,0.3888820707798004,0.12315890938043594,1.4071217127279634
WRD25,dinov2_b,clean,82,8,0.4333210289478302,0.21656407415866852,0.3501148223876953,1.5308930960447245
