dataset,backbone,perturbation,severity,tag,rule,accuracy,accuracy_std,acc_clean,drop
PCA11,efficientnet_b3,clean,0,original,knn1,0.9102362204724408,0.005780632056256664,0.9102362204724408,0.0
PCA11,efficientnet_b3,clean,0,original,knn3,0.914219546086151,0.004042135105006275,0.914219546086151,0.0
PCA11,efficientnet_b3,clean,0,original,knn5,0.9150532654006485,0.002726065580280142,0.9150532654006485,0.0
PCA11,efficientnet_b3,clean,0,original,knn10,0.9079203334877258,0.0035805739861209454,0.9079203334877258,0.0
PCA11,efficientnet_b3,clean,0,original,nearest_centroid,0.8213061602593793,0.009615366421293214,0.8213061602593793,0.0
PCA11,efficientnet_b3,gaussian_blur,2,blur_2,knn1,0.8094488188976378,0.0,0.9102362204724408,0.10078740157480304
PCA11,efficientnet_b3,gaussian_blur,2,blur_2,knn3,0.8019453450671608,0.0,0.914219546086151,0.11227420101899022
PCA11,efficientnet_b3,gaussian_blur,2,blur_2,knn5,0.7949976841130153,0.0,0.9150532654006485,0.12005558128763316
PCA11,efficientnet_b3,gaussian_blur,2,blur_2,knn10,0.7784159333024548,0.0,0.9079203334877258,0.12950440018527098
PCA11,efficientnet_b3,gaussian_blur,2,blur_2,nearest_centroid,0.6762389995368226,0.0,0.8213061602593793,0.14506716072255665
PCA11,efficientnet_b3,gaussian_blur,4,blur_4,knn1,0.564983788791107,0.0,0.9102362204724408,0.3452524316813338
PCA11,efficientnet_b3,gaussian_blur,4,blur_4,knn3,0.5915701713756368,0.0,0.914219546086151,0.32264937471051414
PCA11,efficientnet_b3,gaussian_blur,4,blur_4,knn5,0.5994441871236683,0.0,0.9150532654006485,0.31560907827698015
PCA11,efficientnet_b3,gaussian_blur,4,blur_4,knn10,0.5946271421954609,0.0,0.9079203334877258,0.31329319129226496
PCA11,efficientnet_b3,gaussian_blur,4,blur_4,nearest_centroid,0.49708198239925894,0.0,0.8213061602593793,0.32422417786012037
