dataset,backbone,perturbation,acc_clean,acc_shifted,accuracy_drop,failure,ref_knn1_dist,ref_knn5_dist,ref_mahalanobis,ref_mahalanobis_delta,ref_centroid_cosine,ref_mmd_rbf,paired_feature_drift_oracle,n_images
DTSR14,efficientnet_b3,blur_2,0.984274963495451,0.9424912950690778,0.041783668426373155,0,0.1291625201702118,0.19524945318698883,1424.7684004033458,469.0170480962205,0.06744062900543213,0.030414462089538574,0.13462604582309723,8903
DTSR14,efficientnet_b3,blur_4,0.984274963495451,0.40390879478827363,0.5803661687071773,1,0.3365088999271393,0.3634762465953827,3298.575792703564,2342.8244403964386,0.3583582639694214,0.15014952421188354,0.47225111722946167,8903
DTSR14,efficientnet_b3,blur_6,0.984274963495451,0.18611703920026956,0.7981579242951814,1,0.46070754528045654,0.4878707826137543,5932.372531885236,4976.62117957811,0.5707100033760071,0.25314265489578247,0.6550617814064026,8903
DTSR14,efficientnet_b3,blur_8,0.984274963495451,0.14568123104571493,0.838593732449736,1,0.5348474979400635,0.5628337860107422,7393.319007072512,6437.567654765387,0.6832472085952759,0.31639134883880615,0.7440897822380066,8903
DTSR14,efficientnet_b3,blur_10,0.984274963495451,0.12130742446366394,0.862967539031787,1,0.5676226019859314,0.5946862101554871,7862.650969543647,6906.899617236521,0.7353197336196899,0.34665870666503906,0.7909766435623169,8903
DTSR14,efficientnet_b3,blur_12,0.984274963495451,0.15163428057957992,0.832640682915871,1,0.5777388215065002,0.6018049716949463,7725.776487346171,6770.025135039045,0.7609953880310059,0.3548297882080078,0.8190188407897949,8903
DTSR14,efficientnet_b3,defocus_3,0.984274963495451,0.9594518701561271,0.024823093339323865,0,0.0969938337802887,0.18347443640232086,1351.3268333417939,395.57548103466854,0.05107063055038452,0.024040699005126953,0.09813821315765381,8903
DTSR14,efficientnet_b3,defocus_5,0.984274963495451,0.7415477928788049,0.24272717061664606,1,0.2558818757534027,0.29102349281311035,2153.5912387176145,1197.8398864104893,0.1968054175376892,0.08267152309417725,0.30521106719970703,8903
DTSR14,efficientnet_b3,defocus_8,0.984274963495451,0.385151072672133,0.599123890823318,1,0.35850265622138977,0.38461732864379883,3588.2061434210914,2632.454791113966,0.38277751207351685,0.15870296955108643,0.5047894716262817,8903
DTSR14,efficientnet_b3,defocus_11,0.984274963495451,0.22722677749073347,0.7570481860047175,1,0.4285202622413635,0.4565666615962982,5105.876721287927,4150.125368980801,0.5286601781845093,0.22394484281539917,0.633116602897644,8903
