dataset,backbone,perturbation,acc_clean,acc_shifted,accuracy_drop,failure,ref_knn1_dist,ref_knn5_dist,ref_mahalanobis,ref_mahalanobis_delta,ref_centroid_cosine,ref_mmd_rbf,paired_feature_drift_oracle,n_images
BFS46,resnet50,blur_2,0.99105733824303,0.39505523408732246,0.5960021041557075,1,0.35070255398750305,0.37146368622779846,4642.75131139096,4036.4676252486247,0.24690479040145874,0.14441841840744019,0.4553074240684509,1901
BFS46,resnet50,blur_4,0.99105733824303,0.22935297211993688,0.7617043661230931,1,0.48035523295402527,0.4988660514354706,6712.501575944172,6106.217889801837,0.39181602001190186,0.22659224271774292,0.6016296744346619,1901
BFS46,resnet50,blur_6,0.99105733824303,0.14150447133087848,0.8495528669121515,1,0.5542595982551575,0.5693536400794983,6737.386446442936,6131.102760300601,0.493533730506897,0.2947506904602051,0.6722056865692139,1901
BFS46,resnet50,blur_8,0.99105733824303,0.09258285113098369,0.8984744871120462,1,0.5886962413787842,0.601467490196228,6340.750805240467,5734.467119098133,0.5372626781463623,0.31701749563217163,0.7102673649787903,1901
BFS46,resnet50,blur_10,0.99105733824303,0.06207259337190952,0.9289847448711205,1,0.5939286947250366,0.6067091822624207,6094.469843832565,5488.18615769023,0.5445882678031921,0.3141247034072876,0.7257545590400696,1901
BFS46,resnet50,blur_12,0.99105733824303,0.04997369805365597,0.9410836401893741,1,0.5863959789276123,0.5998367667198181,6129.570988193815,5523.28730205148,0.5564357042312622,0.32772016525268555,0.7331253290176392,1901
BFS46,resnet50,defocus_3,0.99105733824303,0.5318253550762756,0.4592319831667544,1,0.28642186522483826,0.30984586477279663,3294.5665016116486,2688.2828154693134,0.1629810333251953,0.0952991247177124,0.3790946304798126,1901
BFS46,resnet50,defocus_5,0.99105733824303,0.2945817990531299,0.6964755391899,1,0.35396072268486023,0.3771417737007141,4001.596452011487,3395.312765869152,0.23655259609222412,0.13452786207199097,0.490728497505188,1901
BFS46,resnet50,defocus_8,0.99105733824303,0.20620725933719095,0.784850078905839,1,0.4219822585582733,0.4431610703468323,4808.241301829619,4201.9576156872845,0.3301020860671997,0.18630939722061157,0.5813602209091187,1901
BFS46,resnet50,defocus_11,0.99105733824303,0.1457127827459232,0.8453445554971069,1,0.4641094207763672,0.4849276542663574,5395.895020045799,4789.611333903465,0.4102157950401306,0.23227906227111816,0.640053391456604,1901
BFS46,resnet50,defocus_15,0.99105733824303,0.10889005786428195,0.882167280378748,1,0.5072830319404602,0.5260217189788818,6218.3543939467545,5612.07070780442,0.4812878966331482,0.27898597717285156,0.6863265037536621,1901
BFS46,resnet50,resize_1_33,0.99105733824303,0.9763282482903735,0.014729089952656538,0,0.10735630989074707,0.1376781016588211,1180.58921380108,574.3055276587448,0.03197014331817627,0.02084726095199585,0.11718210577964783,1901
BFS46,resnet50,resize_1_67,0.99105733824303,0.8863755917937928,0.10468174644923722,0,0.17447438836097717,0.19791898131370544,1890.0540771186777,1283.7703909763427,0.07112085819244385,0.04359382390975952,0.2060847133398056,1901
BFS46,resnet50,resize_2_0,0.99105733824303,0.8311415044713308,0.15991583377169916,0,0.23688144981861115,0.2583872079849243,2871.877148620554,2265.593462478219,0.12012290954589844,0.07156890630722046,0.28332874178886414,1901
BFS46,resnet50,brightness_0_7,0.99105733824303,0.9915833771699105,-0.0005260389268805232,0,0.020598964765667915,0.08421381562948227,701.060187399947,94.77650125761193,0.0017294883728027344,0.0033679604530334473,0.02088826522231102,1901
BFS46,resnet50,brightness_0_85,0.99105733824303,0.9931614939505523,-0.002104155707522315,0,0.007893736474215984,0.07695479691028595,640.2359726166933,33.952286474358175,0.0005654692649841309,0.002489745616912842,0.00790075957775116,1901
BFS46,resnet50,brightness_1_15,0.99105733824303,0.9921094160967912,-0.0010520778537611575,0,0.008874904364347458,0.07733599841594696,644.6463595817287,38.362673439393575,0.0004439353942871094,0.002231776714324951,0.00891746673732996,1901
BFS46,resnet50,brightness_1_3,0.99105733824303,0.988427143608627,0.002630194634402949,0,0.028910452499985695,0.0887758806347847,732.5580938085097,126.27440766617462,0.0014410614967346191,0.0028091073036193848,0.030050233006477356,1901
BFS46,resnet50,jpeg_10,0.99105733824303,0.3198316675433982,0.6712256706996318,1,0.3189125657081604,0.341814786195755,4740.391126682617,4134.107440540282,0.26897889375686646,0.180797278881073,0.467701256275177,1901
BFS46,resnet50,jpeg_20,0.99105733824303,0.6533403471856918,0.3377169910573382,1,0.2597041130065918,0.28184932470321655,3628.8952897661384,3022.611603623803,0.16487908363342285,0.10755902528762817,0.3282534182071686,1901
BFS46,resnet50,jpeg_30,0.99105733824303,0.8253550762756444,0.16570226196738558,0,0.21838854253292084,0.24360787868499756,2920.566120687049,2314.282434544714,0.12372422218322754,0.07978177070617676,0.26058119535446167,1901
BFS46,resnet50,jpeg_50,0.99105733824303,0.920568122041031,0.070489216201999,0,0.17506681382656097,0.20419931411743164,2279.5957886912774,1673.3121025489422,0.09178364276885986,0.05954897403717041,0.1983068436384201,1901
BFS46,resnet50,jpeg_70,0.99105733824303,0.9579168858495528,0.03314045239347718,0,0.1390029937028885,0.17230355739593506,1786.5454715507033,1180.2617854083683,0.06977319717407227,0.045767247676849365,0.1523904651403427,1901
BFS46,resnet50,color_shift_-45,0.99105733824303,0.900052603892688,0.09100473435034195,0,0.11951688677072525,0.15724188089370728,1421.2623849597755,814.9786988174404,0.028488636016845703,0.01889824867248535,0.13002926111221313,1901
BFS46,resnet50,color_shift_-30,0.99105733824303,0.941083640189374,0.049973698053656035,0,0.08552712947130203,0.1312503069639206,1173.1535374361724,566.8698512938373,0.01474142074584961,0.010684847831726074,0.08978220075368881,1901
BFS46,resnet50,color_shift_30,0.99105733824303,0.9768542872172541,0.014203051025775904,0,0.05701994523406029,0.10607577115297318,830.9566205719719,224.67293442963683,0.012546360492706299,0.010490834712982178,0.05843784660100937,1901
BFS46,resnet50,color_shift_45,0.99105733824303,0.952656496580747,0.03840084166228297,0,0.0853465124964714,0.1258154958486557,982.3704742536439,376.0867881113088,0.024075090885162354,0.01816028356552124,0.08945155143737793,1901
BFS46,resnet50,green_channel_shift_-45,0.99105733824303,0.8537611783271962,0.13729615991583377,0,0.12457379698753357,0.15515628457069397,1183.2096600397233,576.9259738973882,0.046523213386535645,0.034428179264068604,0.14079870283603668,1901
BFS46,resnet50,green_channel_shift_-30,0.99105733824303,0.9316149395055234,0.05944239873750656,0,0.09323371946811676,0.13173379004001617,1011.7145155602378,405.4308294179027,0.02833002805709839,0.021273910999298096,0.10026999562978745,1901
BFS46,resnet50,green_channel_shift_30,0.99105733824303,0.9374013677012099,0.05365597054182014,0,0.11716662347316742,0.1572411060333252,1510.4990151927757,904.2153290504406,0.03369814157485962,0.021971702575683594,0.12322542071342468,1901
BFS46,resnet50,green_channel_shift_45,0.99105733824303,0.8653340347185692,0.12572330352446082,0,0.1580626517534256,0.18994486331939697,1871.6425630670308,1265.3588769246958,0.06185358762741089,0.040633559226989746,0.1718074083328247,1901
BFS46,resnet50,blue_channel_shift_-45,0.99105733824303,0.9652814308258811,0.025775907417148858,0,0.09516815096139908,0.13678526878356934,1262.8712504291154,656.5875642867803,0.0245436429977417,0.01698523759841919,0.09961555898189545,1901
BFS46,resnet50,blue_channel_shift_-30,0.99105733824303,0.9805365597054182,0.010520778537611797,0,0.06347208470106125,0.11360393464565277,1023.386731063452,417.10304492111686,0.01209723949432373,0.009131968021392822,0.0647820308804512,1901
BFS46,resnet50,blue_channel_shift_30,0.99105733824303,0.9510783798001052,0.03997895844292476,0,0.0689518079161644,0.11449923366308212,900.0212889292097,293.7376027868746,0.012056529521942139,0.010464310646057129,0.07385775446891785,1901
BFS46,resnet50,blue_channel_shift_45,0.99105733824303,0.923198316675434,0.06785902156759605,0,0.09745126217603683,0.13518717885017395,1073.4806026208967,467.19691647856155,0.01988917589187622,0.015655994415283203,0.10748181492090225,1901
BFS46,resnet50,gaussian_noise_0_02,0.99105733824303,0.9810625986322988,0.009994739610731163,0,0.05258556082844734,0.0998169556260109,758.9762984827905,152.6926123404554,0.008755683898925781,0.008236408233642578,0.05658898130059242,1901
BFS46,resnet50,gaussian_noise_0_05,0.99105733824303,0.9016307206733298,0.08942661756970016,0,0.11050626635551453,0.13811857998371124,944.9635984809327,338.67991233859755,0.026565492153167725,0.023213744163513184,0.1416882574558258,1901
BFS46,resnet50,gaussian_noise_0_1,0.99105733824303,0.7243556023145713,0.2667017359284587,1,0.16962966322898865,0.1904701441526413,1277.6581090069917,671.3744228646566,0.05557262897491455,0.04685378074645996,0.24298177659511566,1901
BFS46,resnet50,shot_noise_60,0.99105733824303,0.8090478695423461,0.1820094687006839,0,0.15138398110866547,0.1733429878950119,1132.5691068799551,526.28542073762,0.04530888795852661,0.038033485412597656,0.209127739071846,1901
BFS46,resnet50,shot_noise_30,0.99105733824303,0.5665439242503946,0.4245134139926354,1,0.1894051730632782,0.20993509888648987,1432.862561425413,826.578875283078,0.07755202054977417,0.0623440146446228,0.28225743770599365,1901
BFS46,resnet50,shot_noise_15,0.99105733824303,0.29931614939505524,0.6917411888479748,1,0.22916866838932037,0.24882586300373077,1959.6849207612622,1353.401234618927,0.12461793422698975,0.09718847274780273,0.3722197413444519,1901
BFS46,resnet50,impulse_noise_0_01,0.99105733824303,0.5891635981062598,0.40189374013677015,1,0.22720485925674438,0.24984906613826752,2064.986257614355,1458.7025714720198,0.10315990447998047,0.0651276707649231,0.3039521872997284,1901
BFS46,resnet50,impulse_noise_0_03,0.99105733824303,0.24092582851130984,0.7501315097317202,1,0.26643604040145874,0.28845828771591187,2588.66281515078,1982.3791290084446,0.1872720718383789,0.13548392057418823,0.4134344756603241,1901
BFS46,resnet50,impulse_noise_0_05,0.99105733824303,0.16570226196738558,0.8253550762756444,1,0.2601550817489624,0.27905240654945374,2422.669154519227,1816.3854683768918,0.19724738597869873,0.15700113773345947,0.420820415019989,1901
BFS46,resnet50,motion_blur_5,0.99105733824303,0.746449237243556,0.24460810099947394,1,0.19918212294578552,0.22439613938331604,1912.7053383896114,1306.4216522472761,0.06551092863082886,0.04251784086227417,0.25519534945487976,1901
BFS46,resnet50,motion_blur_9,0.99105733824303,0.3782219884271436,0.6128353498158864,1,0.302257239818573,0.32586976885795593,3590.8566734522547,2984.5729873099194,0.15236246585845947,0.08719581365585327,0.42497536540031433,1901
BFS46,resnet50,motion_blur_15,0.99105733824303,0.1846396633350868,0.8064176749079432,1,0.40796369314193726,0.4325740933418274,5776.23330004422,5169.949613901886,0.30989015102386475,0.15955358743667603,0.5798628926277161,1901
BFS46,resnet50,zoom_blur_1_05,0.99105733824303,0.5891635981062598,0.40189374013677015,1,0.3320254981517792,0.3561280369758606,4336.08067939211,3729.796993249775,0.2256561517715454,0.12031948566436768,0.4141606092453003,1901
BFS46,resnet50,zoom_blur_1_1,0.99105733824303,0.3387690689110994,0.6522882693319305,1,0.48729610443115234,0.5105114579200745,7315.772241863825,6709.48855572149,0.39360177516937256,0.21449100971221924,0.5880700349807739,1901
BFS46,resnet50,zoom_blur_1_2,0.99105733824303,0.20252498684902684,0.7885323513940031,1,0.4704044759273529,0.4947085678577423,7267.894691179136,6661.6110050368015,0.41210615634918213,0.2541229724884033,0.5971320271492004,1901
BFS46,resnet50,contrast_0_5,0.99105733824303,0.9873750657548659,0.0036822724881641067,0,0.04804059863090515,0.09980709850788116,809.4372013052968,203.15351516296164,0.00882798433303833,0.008120059967041016,0.049050264060497284,1901
BFS46,resnet50,contrast_0_75,0.99105733824303,0.9915833771699105,-0.0005260389268805232,0,0.013629220426082611,0.07993212342262268,656.198420307662,49.91473416532688,0.001551508903503418,0.003309309482574463,0.013629551976919174,1901
BFS46,resnet50,contrast_1_25,0.99105733824303,0.9931614939505523,-0.002104155707522315,0,0.009363701567053795,0.07838761061429977,660.1024803352441,53.81879419290897,0.0011463165283203125,0.0025057196617126465,0.009365432895720005,1901
BFS46,resnet50,contrast_1_5,0.99105733824303,0.9915833771699105,-0.0005260389268805232,0,0.026684021577239037,0.08944191038608551,753.303357430019,147.01967128768388,0.00421220064163208,0.004090070724487305,0.026813212782144547,1901
BFS46,resnet50,pixelate_0_5,0.99105733824303,0.16254602840610205,0.8285113098369279,1,0.28247687220573425,0.3084230422973633,3004.4559626328646,2398.1722764905294,0.3062584400177002,0.2262534499168396,0.5197738409042358,1901
BFS46,resnet50,pixelate_0_33,0.99105733824303,0.17674907943187795,0.8143082588111521,1,0.29531797766685486,0.31627407670021057,3051.084155026927,2444.8004688845917,0.24632763862609863,0.1807956099510193,0.5056256055831909,1901
BFS46,resnet50,pixelate_0_25,0.99105733824303,0.04471330878485008,0.94634402945818,1,0.2813273072242737,0.31077486276626587,3298.8006200091017,2692.5169338667665,0.42527973651885986,0.3618691563606262,0.6181516051292419,1901
BFS46,resnet50,scratch_mild,0.99105733824303,0.9694897422409259,0.021567596002104117,0,0.22164921462535858,0.2603718936443329,2991.193464991401,2384.909778849066,0.19787746667861938,0.11377930641174316,0.22781699895858765,1901
BFS46,resnet50,scratch_moderate,0.99105733824303,0.8016833245660179,0.18937401367701212,0,0.4822429120540619,0.5003085732460022,5898.672902183591,5292.389216041256,0.4849269986152649,0.301957905292511,0.5023121237754822,1901
BFS46,resnet50,scratch_severe,0.99105733824303,0.38453445554971066,0.6065228826933193,1,0.6154873371124268,0.6264395713806152,7340.351514334459,6734.067828192125,0.6213433742523193,0.3915635943412781,0.6644086241722107,1901
BFS46,resnet50,rotation_45,0.99105733824303,0.44976328248290376,0.5412940557601262,1,0.4310350716114044,0.4473598897457123,6208.335764295507,5602.052078153172,0.3886374235153198,0.25263893604278564,0.5126661062240601,1901
BFS46,resnet50,rotation_90,0.99105733824303,0.9305628616517623,0.06049447659126772,0,0.1691165715456009,0.19380968809127808,1716.4494836084257,1110.1657974660907,0.028869450092315674,0.021263480186462402,0.19509434700012207,1901
BFS46,resnet50,rotation_135,0.99105733824303,0.4260915307732772,0.5649658074697528,1,0.4321235120296478,0.4485360383987427,6250.035953812844,5643.752267670509,0.3931283950805664,0.2546681761741638,0.519545316696167,1901
BFS46,resnet50,rotation_180,0.99105733824303,0.9926354550236718,-0.0015781167806417917,0,0.05390556901693344,0.08853765577077866,717.0138421268266,110.73015598449149,0.0004992485046386719,0.0028967857360839844,0.06097959354519844,1901
BFS46,resnet50,compound_mild,0.99105733824303,0.1551814834297738,0.8358758548132562,1,0.4754027724266052,0.4958273470401764,6111.484283859673,5505.2005977173385,0.4853031039237976,0.31729626655578613,0.6505743861198425,1901
BFS46,resnet50,compound_moderate,0.99105733824303,0.05576012624934245,0.9352972119936875,1,0.47841280698776245,0.5010243654251099,6773.073516057449,6166.789829915114,0.5745207667350769,0.4130498170852661,0.7184394598007202,1901
BFS46,resnet50,compound_severe,0.99105733824303,0.03156233561283535,0.9594950026301946,1,0.40631189942359924,0.4376884698867798,4466.392382100639,3860.108695958304,0.579436182975769,0.467909038066864,0.7208806872367859,1901
BFS46,resnet50,compound_optical_mild,0.99105733824303,0.4013677012098895,0.5896896370331405,1,0.3459121286869049,0.3665720224380493,4455.522528641664,3849.238842499329,0.23200476169586182,0.1334713101387024,0.45116767287254333,1901
BFS46,resnet50,compound_optical_moderate,0.99105733824303,0.19779063650710152,0.7932667017359285,1,0.491926372051239,0.508729875087738,6456.954292956001,5850.670606813666,0.39935731887817383,0.22705835103988647,0.6254343390464783,1901
BFS46,resnet50,compound_optical_severe,0.99105733824303,0.08416622830089426,0.9068911099421357,1,0.5844317078590393,0.5978820323944092,7701.485786213625,7095.20210007129,0.5686476826667786,0.3357318639755249,0.7312743663787842,1901
BFS46,resnet50,compound_digital_mild,0.99105733824303,0.41662283008942663,0.5744345081536033,1,0.2588071823120117,0.28453537821769714,3106.8653196302516,2500.5816334879164,0.2144719362258911,0.1516348123550415,0.401814341545105,1901
BFS46,resnet50,compound_digital_moderate,0.99105733824303,0.21883219358232509,0.7722251446607049,1,0.3159980773925781,0.3398280441761017,4628.681582605142,4022.3978964628063,0.3129993677139282,0.2341228723526001,0.5020467638969421,1901
BFS46,resnet50,compound_digital_severe,0.99105733824303,0.07206733298264072,0.9189900052603893,1,0.33278390765190125,0.3566235303878784,5316.956918054849,4710.673231912514,0.4124802350997925,0.33934855461120605,0.5987404584884644,1901
BFS46,resnet50,compound_field_mild,0.99105733824303,0.4602840610205155,0.5307732772225144,1,0.38502249121665955,0.40562209486961365,5066.1715963320175,4459.887910189683,0.2637724280357361,0.14562243223190308,0.47665420174598694,1901
BFS46,resnet50,compound_field_moderate,0.99105733824303,0.17674907943187795,0.8143082588111521,1,0.586651086807251,0.602051854133606,8376.517424717298,7770.233738574963,0.5060823559761047,0.29578959941864014,0.6792725324630737,1901
BFS46,resnet50,compound_field_severe,0.99105733824303,0.08890057864281957,0.9021567596002105,1,0.5944071412086487,0.6091306805610657,8288.93927901999,7682.655592877656,0.5290805697441101,0.30912578105926514,0.7084029912948608,1901
