dataset,backbone,condition,image_idx,sgi,sgi_c0,sgi_c1,sgi_c2
WRD25,resnet50,clean,81,0.0022122130102040817,0.00029894770408163266,0.00045838647959183676,0.0014548788265306123
WRD25,resnet50,clean,82,0.0012356505102040817,0.00031887755102040814,9.964923469387755e-05,0.000817123724489796
WRD25,resnet50,clean,83,0.00235172193877551,0.0011559311224489796,7.971938775510203e-05,0.0011160714285714285
WRD25,resnet50,clean,84,0.005739795918367347,0.0013153698979591836,0.00033880739795918367,0.00408561862244898
WRD25,resnet50,clean,85,0.002849968112244898,0.0005181760204081633,0.00031887755102040814,0.0020129145408163264
WRD25,resnet50,clean,86,0.0027104591836734694,0.0001793686224489796,0.0007971938775510204,0.0017338966836734694
WRD25,resnet50,clean,87,0.001634247448979592,0.00031887755102040814,0.0004384566326530612,0.0008769132653061224
WRD25,resnet50,clean,88,0.0025111607142857145,5.978954081632653e-05,0.0006178252551020409,0.001833545918367347
WRD25,resnet50,clean,89,0.0026705994897959183,0.0002192283163265306,0.0013751594387755102,0.0010762117346938774
WRD25,resnet50,clean,90,0.001136001275510204,0.00025908801020408165,0.00013950892857142856,0.0007374043367346938
WRD25,resnet50,clean,91,0.0012755102040816326,0.00033880739795918367,0.00025908801020408165,0.0006776147959183673
WRD25,resnet50,clean,92,0.0022122130102040817,7.971938775510203e-05,0.0007374043367346938,0.0013950892857142857
WRD25,resnet50,clean,93,0.0019331951530612245,0.00029894770408163266,0.0007174744897959184,0.0009167729591836735
WRD25,resnet50,clean,94,0.0015545280612244898,0.00025908801020408165,0.0006576849489795918,0.0006377551020408163
WRD25,resnet50,clean,95,0.001295440051020408,0.00011957908163265306,0.00033880739795918367,0.0008370535714285714
WRD25,resnet50,clean,96,0.0014748086734693877,0.00029894770408163266,0.00045838647959183676,0.0007174744897959184
WRD25,resnet50,clean,97,0.003706951530612245,0.0007971938775510204,0.0003786670918367347,0.00253109056122449
WRD25,resnet50,clean,98,0.014508928571428572,0.0052614795918367345,0.0009765625,0.008270886479591837
